ASHR,0.058
EWA,0.010
EWC,0.018
EWJ,0.003
EWG,0.012
EWH,0.034
EWU,0.007
EWY,0.017
EWZ,-0.007
INDA,0.016
EWL,0.015
ACWX,0.012
