date,portfolio_value_0.2,portfolio_value_0.3,portfolio_value_0.4,portfolio_value_0.5,portfolio_value_0.6,portfolio_value_0.7,portfolio_value_0.8,bm_20,bm_40,bm_60,bm_80
2015-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-01-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-01-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-01-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0002169052355077,1.000165868709506,1.000114832183504,1.0000637956575025
2015-01-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0049190852058756,1.0109432698480252,1.0169668344521632,1.0229897790182894
2015-01-06,1.0009946465019366,1.001970248705414,1.0029410287554754,1.003819575540641,1.0044612398608832,1.0050512173004895,1.0057585028366969,1.0046973277682176,1.0107413199790125,1.0167849441716088,1.0228282003071163
2015-01-07,1.0011904799961386,1.0016950829658722,1.002197306632987,1.0026278705668548,1.0028828883815402,1.0031007021152232,1.0034026660527378,1.0051925932647374,1.0113006449598927,1.0174090588998228,1.0235178349788914
2015-01-08,0.9963213647532986,0.9960971827291972,0.9958740184592987,0.9955076687564604,0.9947755566760579,0.9939806522018827,0.9933822782828932,1.0018740516908804,1.0032273916805654,1.0045238979164752,1.0057635652071053
2015-01-09,0.9966497003357594,0.9964167924703786,0.9961850709051605,0.9958514332089868,0.9952200027854126,0.994520374339488,0.9939736482460211,1.0013187445377592,1.0019705067067752,1.0025636552143122,1.003098303990224
2015-01-10,0.9966497003357594,0.9964167924703786,0.9961850709051605,0.9958514332089868,0.9952200027854126,0.994520374339488,0.9939736482460211,1.0013187445377592,1.0019705067067752,1.0025636552143122,1.003098303990224
2015-01-11,0.9966497003357594,0.9964167924703786,0.9961850709051605,0.9958514332089868,0.9952200027854126,0.994520374339488,0.9939736482460211,1.0013187445377592,1.0019705067067752,1.0025636552143122,1.003098303990224
2015-01-12,0.9952223139692405,0.9953142336561086,0.995405666513751,0.9953306852049024,0.9948161257938019,0.9942192949314106,0.9938533050929369,1.0003680387727345,0.999040139305264,0.9976513387118072,0.9962020974514176
2015-01-13,0.9973182677891551,0.9978892505837831,0.9984572787779613,0.9987789648630541,0.9985376387369193,0.9982231765713869,0.9982086438533985,1.0028328080266553,1.0009532361955846,0.9990141378881937,0.997016074230676
2015-01-14,0.9971770562717308,0.9969307373362565,0.9966856767845698,0.9962474788739276,0.9953467996653815,0.9943772258781074,0.993649209742236,1.0044236155715465,1.0013886590152223,0.9982985465446507,0.9951540438375732
2015-01-15,1.0042198174014731,1.0054554937955198,1.006685351880862,1.007816193607699,1.0086999428619718,1.0095270916632173,1.0104649937432786,1.008714065314523,1.0115014159823132,1.0141973618559117,1.0168017210587246
2015-01-16,1.007716415681537,1.0095674081955628,1.0114096468501605,1.013103073466908,1.0145198117820444,1.0159039584179155,1.017408061661919,1.0122669356532057,1.0162749099487125,1.0201976118078027,1.024034529814983
2015-01-17,1.007716415681537,1.0095674081955628,1.0114096468501605,1.013103073466908,1.0145198117820444,1.0159039584179155,1.017408061661919,1.0122669356532057,1.0162749099487125,1.0201976118078027,1.024034529814983
2015-01-18,1.007716415681537,1.0095674081955628,1.0114096468501605,1.013103073466908,1.0145198117820444,1.0159039584179155,1.017408061661919,1.0122669356532057,1.0162749099487125,1.0201976118078027,1.024034529814983
2015-01-19,0.9890370357291564,0.9868700412069262,0.9847135859539452,0.9822203774886357,0.9789860991982297,0.9756709837100239,0.9727391623255699,1.00178571476044,0.989810124296534,0.9776270753226554,0.9652400987319072
2015-01-20,0.9959941079524045,0.995514216852109,0.9950361747472813,0.9941189091208038,0.9922338332948363,0.9902310469191874,0.9887276627906383,1.0040917010686337,0.9944026017241644,0.9844486013092802,0.9742318085697792
2015-01-21,1.0066380102034325,1.0086851537848858,1.01072193071851,1.0124121436783253,1.0133458668404465,1.0141689290179392,1.015361476524794,1.0113229870863465,1.0103970008375287,1.0090273707069302,1.0072092177805854
2015-01-22,1.0089595481358125,1.011576383711559,1.0141799878664517,1.0163863021532857,1.017742472653698,1.0189772870097005,1.0206233222902958,1.013000332300188,1.0129325566864258,1.0124180705429664,1.0114508419201913
2015-01-23,1.006923441950175,1.009170433701473,1.0114061692574134,1.0133304608645388,1.0145414349158675,1.0156255370085094,1.0170466320348421,1.0134943783017183,1.0135855712259216,1.0132296742377973,1.0124204392428462
2015-01-24,1.006923441950175,1.009170433701473,1.0114061692574134,1.0133304608645388,1.0145414349158675,1.0156255370085094,1.0170466320348421,1.0134943783017183,1.0135855712259216,1.0132296742377973,1.0124204392428462
2015-01-25,1.006923441950175,1.009170433701473,1.0114061692574134,1.0133304608645388,1.0145414349158675,1.0156255370085094,1.0170466320348421,1.0134943783017183,1.0135855712259216,1.0132296742377973,1.0124204392428462
2015-01-26,1.0095843309134942,1.0126990464999097,1.0157981817174806,1.0185058782404275,1.0203957145282687,1.022171810457936,1.0243376507570061,1.0164126698600098,1.0182385510108554,1.0196148368764555,1.0205329341448364
2015-01-27,1.0072223139296521,1.0099373667402007,1.0126387443750426,1.014900882723893,1.0162373554434665,1.017452470225203,1.0191238153702573,1.0150536137180592,1.0150020843333196,1.014496492277825,1.013530786834555
2015-01-28,1.0023335529857966,1.00418625763229,1.0060295547307976,1.007433377969438,1.0078922477172099,1.0082275341271671,1.0090363848495179,1.0116493760381644,1.0090847684627098,1.0060701248272155,1.0026028325734522
2015-01-29,0.9989056008428828,0.9997115336449934,1.000513235550518,1.0008562363180784,1.0002315587568993,0.9995007707192599,0.9992676050393939,1.0088347227176062,1.004006753577978,0.9987435667196282,0.9930456123068918
2015-01-30,0.9959781538617061,0.9961677243749898,0.9963559261204825,0.9960739846681879,0.9947746152607073,0.9933629771569313,0.9924866538906424,1.0064999937766246,0.9990131926111252,0.991120174255267,0.9828248564288028
2015-01-31,0.9959781538617061,0.9961677243749898,0.9963559261204825,0.9960739846681879,0.9947746152607073,0.9933629771569313,0.9924866538906424,1.0064999937766246,0.9990131926111252,0.991120174255267,0.9828248564288028
2015-02-01,0.9959781538617061,0.9961677243749898,0.9963559261204825,0.9960739846681879,0.9947746152607073,0.9933629771569313,0.9924866538906424,1.0064999937766246,0.9990131926111252,0.991120174255267,0.9828248564288028
2015-02-02,0.9901479630075309,0.9898696607816762,0.9895921757039842,0.9887539563775547,0.9866955750477779,0.9845033768293531,0.9829546953511131,1.0043375209138452,0.9918669208365912,0.979069982651786,0.9659566559750518
2015-02-03,0.9961531737996183,0.9975275567868399,0.9988949234810389,0.9997251673283841,0.9994150574560496,0.9989803411435629,0.9991353934942456,1.0090116767897446,1.001206424295325,0.9929514339167211,0.9842521815386241
2015-02-04,0.9947110011976753,0.9953264086070133,0.9959386346939347,0.9959718402125735,0.9948392885339785,0.9936158349434843,0.9930049395447439,1.0076225358208366,0.9977071080122332,0.9873775356614191,0.9766421104420269
2015-02-05,0.9924424225328687,0.9925627934942003,0.9926824355499112,0.9922216780808572,0.990557005847307,0.9887833710325841,0.9876422124466974,1.008403684295477,0.9958956661853552,0.9830267070930149,0.9698082596245257
2015-02-06,0.9880164489842169,0.9873111042296365,0.9866090710317329,0.9853707849636283,0.9829485556325182,0.9803987179681714,0.9784819707753929,1.0049340953205326,0.9894802564487822,0.9737439624617267,0.9577397731876621
2015-02-07,0.9880164489842169,0.9873111042296365,0.9866090710317329,0.9853707849636283,0.9829485556325182,0.9803987179681714,0.9784819707753929,1.0049340953205326,0.9894802564487822,0.9737439624617267,0.9577397731876621
2015-02-08,0.9880164489842169,0.9873111042296365,0.9866090710317329,0.9853707849636283,0.9829485556325182,0.9803987179681714,0.9784819707753929,1.0049340953205326,0.9894802564487822,0.9737439624617267,0.9577397731876621
2015-02-09,0.9891983482132116,0.9887718712304129,0.98834735512521,0.9874528530405094,0.9855149323282204,0.9834652276372131,0.9819779052118183,1.0072969434383432,0.9936139566707015,0.9795903690946892,0.965239306919559
2015-02-10,0.9937224315019972,0.9944245834317842,0.995123242635941,0.9953238539504129,0.9944610454978384,0.993491078985343,0.9930858124860622,1.0102482118154612,1.0001038400452715,0.989516851885329,0.9784968736022489
2015-02-11,0.9969829745604402,0.9983550091070712,0.9997201670765592,1.000550569624401,1.000241365166796,0.9998070939474095,0.9999666591880836,1.0132600646103749,1.004261226489756,0.994793559116457,0.9848651903148917
2015-02-12,0.9989454860696292,1.0007813198217517,1.0026078596078665,1.0038748546417162,1.003942735743985,1.0038676695002957,1.0044087855655135,1.0143948818478523,1.0057233955609288,0.9965761927049088,0.9869609458221799
2015-02-13,1.002871320648452,1.0053029267505686,1.0077223148693648,1.0095399599293353,1.0100921098430087,1.0104979908195775,1.0115483163656158,1.0155863915191998,1.008479818533772,1.0008683186885876,0.9927573744774948
2015-02-14,1.002871320648452,1.0053029267505686,1.0077223148693648,1.0095399599293353,1.0100921098430087,1.0104979908195775,1.0115483163656158,1.0155863915191998,1.008479818533772,1.0008683186885876,0.9927573744774948
2015-02-15,1.002871320648452,1.0053029267505686,1.0077223148693648,1.0095399599293353,1.0100921098430087,1.0104979908195775,1.0115483163656158,1.0155863915191998,1.008479818533772,1.0008683186885876,0.9927573744774948
2015-02-16,1.007875867514816,1.0113511224341998,1.0148090479436696,1.0175784887550865,1.0189391292406171,1.0201468154177973,1.0220646194321517,1.0195203308325143,1.0134947327769896,1.0069455191502452,0.9998765467423967
2015-02-17,1.0112233168204205,1.0154301457057249,1.019616046570503,1.0230830153310648,1.0251287194266288,1.0270435834528866,1.0296779977374513,1.0205392256416894,1.015825696723297,1.0105709939030607,1.0047769499233437
2015-02-18,1.0112233168204205,1.0154301457057249,1.019616046570503,1.0230830153310648,1.0251287194266288,1.0270435834528866,1.0296779977374513,1.0205392256416894,1.015825696723297,1.0105709939030607,1.0047769499233437
2015-02-19,1.0112233168204205,1.0154301457057249,1.019616046570503,1.0230830153310648,1.0251287194266288,1.0270435834528866,1.0296779977374513,1.0205392256416894,1.015825696723297,1.0105709939030607,1.0047769499233437
2015-02-20,1.0112233168204205,1.0154301457057249,1.019616046570503,1.0230830153310648,1.0251287194266288,1.0270435834528866,1.0296779977374513,1.0205392256416894,1.015825696723297,1.0105709939030607,1.0047769499233437
2015-02-21,1.0112233168204205,1.0154301457057249,1.019616046570503,1.0230830153310648,1.0251287194266288,1.0270435834528866,1.0296779977374513,1.0205392256416894,1.015825696723297,1.0105709939030607,1.0047769499233437
2015-02-22,1.0112233168204205,1.0154301457057249,1.019616046570503,1.0230830153310648,1.0251287194266288,1.0270435834528866,1.0296779977374513,1.0205392256416894,1.015825696723297,1.0105709939030607,1.0047769499233437
2015-02-23,1.0112233168204205,1.0154301457057249,1.019616046570503,1.0230830153310648,1.0251287194266288,1.0270435834528866,1.0296779977374513,1.0205392256416894,1.015825696723297,1.0105709939030607,1.0047769499233437
2015-02-24,1.0112233168204205,1.0154301457057249,1.019616046570503,1.0230830153310648,1.0251287194266288,1.0270435834528866,1.0296779977374513,1.0205392256416894,1.015825696723297,1.0105709939030607,1.0047769499233437
2015-02-25,1.0091533032435092,1.0122888602586095,1.0154086026659952,1.0177932063871973,1.0187366268762428,1.0195649568379306,1.021135927513327,1.0195119098435204,1.01208579773906,1.0041471691010135,0.9957021830305173
