symbol,industry
002352.SZ,6117000000000000 
002353.SZ,6107000000000000 
002358.SZ,6107010000000000 
002364.SZ,6107010000000000 
002367.SZ,6107000000000000 
002368.SZ,1000012601000000 
002371.SZ,6108000000000000 
002372.SZ,6106010000000000 
002373.SZ,1000012601000000 
002375.SZ,6106020000000000 
002376.SZ,1000012601000000 
600380.SH,6115000000000000 
002383.SZ,1000012601000000 
002384.SZ,6108000000000000 
300146.SZ,6112000000000000 
002387.SZ,6108000000000000 
002389.SZ,1000012579000000 
600529.SH,6115000000000000 
002396.SZ,1000012611000000 
002399.SZ,6115000000000000 
002402.SZ,6108000000000000 
002405.SZ,1000012601000000 
002407.SZ,6103000000000000 
002408.SZ,6103000000000000 
002409.SZ,6108000000000000 
002410.SZ,1000012601000000 
002413.SZ,1000012579000000 
002414.SZ,6108000000000000 
002415.SZ,6108000000000000 
002416.SZ,6120000000000000 
600598.SH,6101000000000000 
002421.SZ,1000012601000000 
002423.SZ,1000012613000000 
002603.SZ,6115000000000000 
002428.SZ,6105000000000000 
600754.SH,6121000000000000 
002430.SZ,6107000000000000 
002436.SZ,6108000000000000 
600085.SH,6115000000000000 
002439.SZ,1000012601000000 
002440.SZ,6103000000000000 
002444.SZ,6107000000000000 
002446.SZ,1000012611000000 
002449.SZ,6108000000000000 
002456.SZ,6108000000000000 
002511.SZ,6114000000000000 
002459.SZ,6107010000000000 
002460.SZ,6105000000000000 
600779.SH,6112000000000000 
002463.SZ,6108000000000000 
002465.SZ,1000012579000000 
002466.SZ,6105000000000000 
002467.SZ,1000012611000000 
002468.SZ,6117000000000000 
002475.SZ,6108000000000000 
002479.SZ,6116000000000000 
002507.SZ,6112000000000000 
002482.SZ,6106020000000000 
002484.SZ,6108000000000000 
002429.SZ,6111000000000000 
603883.SH,6115000000000000 
002490.SZ,6107000000000000 
002491.SZ,1000012611000000 
002493.SZ,6103000000000000 
002497.SZ,6103000000000000 
002498.SZ,6107010000000000 
002500.SZ,1000012613000000 
600177.SH,6118000000000000 
002506.SZ,6107010000000000 
600315.SH,6103000000000000 
600066.SH,1000012588000000 
002518.SZ,6107010000000000 
002528.SZ,1000012601000000 
002530.SZ,1000012601000000 
002531.SZ,6107010000000000 
002242.SZ,6111000000000000 
002541.SZ,6106020000000000 
002542.SZ,6106020000000000 
002544.SZ,1000012611000000 
002545.SZ,6103000000000000 
002547.SZ,6108000000000000 
002552.SZ,6107000000000000 
002555.SZ,6122010000000000 
002557.SZ,6112000000000000 
002558.SZ,6122010000000000 
603589.SH,6112000000000000 
601966.SH,6103000000000000 
002461.SZ,6112000000000000 
600699.SH,1000012588000000 
002573.SZ,6116000000000000 
002583.SZ,1000012611000000 
002019.SZ,6115000000000000 
002595.SZ,6107000000000000 
002596.SZ,6106010000000000 
002597.SZ,6103000000000000 
002600.SZ,6108000000000000 
002601.SZ,6103000000000000 
002602.SZ,6122010000000000 
600299.SH,6103000000000000 
002605.SZ,6114000000000000 
002609.SZ,1000012601000000 
002610.SZ,6116000000000000 
002611.SZ,6107000000000000 
002223.SZ,6115000000000000 
002616.SZ,6116000000000000 
002617.SZ,6107010000000000 
002618.SZ,6108000000000000 
600977.SH,6122010000000000 
002624.SZ,6122010000000000 
002625.SZ,1000012588000000 
002294.SZ,6115000000000000 
002635.SZ,6108000000000000 
002636.SZ,6108000000000000 
002568.SZ,6112000000000000 
002641.SZ,6106010000000000 
002643.SZ,6103000000000000 
002648.SZ,6103000000000000 
300357.SZ,6115000000000000 
002665.SZ,6107010000000000 
002670.SZ,1000012613000000 
002672.SZ,6116000000000000 
002673.SZ,1000012613000000 
300482.SZ,6115000000000000 
603868.SH,6111000000000000 
002683.SZ,6103000000000000 
002690.SZ,6107000000000000 
603708.SH,6120000000000000 
000564.SZ,6120000000000000 
002698.SZ,6107000000000000 
002701.SZ,6114000000000000 
600612.SH,6114000000000000 
002706.SZ,6107010000000000 
002709.SZ,6103000000000000 
600733.SH,1000012588000000 
002717.SZ,6106020000000000 
000998.SZ,6101000000000000 
603027.SH,6112000000000000 
002733.SZ,6107010000000000 
002736.SZ,1000012613000000 
002030.SZ,6115000000000000 
002131.SZ,6122010000000000 
002745.SZ,6108000000000000 
603515.SH,6108000000000000 
002747.SZ,6107000000000000 
600201.SH,6101000000000000 
002756.SZ,6104000000000000 
002768.SZ,6103000000000000 
002626.SZ,6115000000000000 
002777.SZ,1000012601000000 
002791.SZ,6106010000000000 
002792.SZ,1000012611000000 
002422.SZ,6115000000000000 
002796.SZ,6107000000000000 
002797.SZ,1000012613000000 
002798.SZ,6114000000000000 
002803.SZ,6114000000000000 
002807.SZ,1000012612000000 
002812.SZ,6103000000000000 
002815.SZ,6108000000000000 
002818.SZ,6120000000000000 
603858.SH,6115000000000000 
002831.SZ,6114000000000000 
600597.SH,6112000000000000 
002837.SZ,6107000000000000 
002838.SZ,6103000000000000 
002839.SZ,1000012612000000 
002841.SZ,6108000000000000 
002216.SZ,6112000000000000 
600511.SH,6115000000000000 
002382.SZ,6115000000000000 
002653.SZ,6115000000000000 
000799.SZ,6112000000000000 
002124.SZ,6101000000000000 
000729.SZ,6112000000000000 
000710.SZ,6115000000000000 
002563.SZ,6113000000000000 
300001.SZ,6107010000000000 
300002.SZ,1000012601000000 
000999.SZ,6115000000000000 
000739.SZ,6115000000000000 
300010.SZ,1000012601000000 
300012.SZ,6123000000000000 
300014.SZ,6107010000000000 
300463.SZ,6115000000000000 
300017.SZ,1000012611000000 
300020.SZ,1000012601000000 
300024.SZ,6107000000000000 
300009.SZ,6115000000000000 
300031.SZ,6122010000000000 
300033.SZ,1000012601000000 
300034.SZ,1000012579000000 
300036.SZ,1000012601000000 
300037.SZ,6103000000000000 
300038.SZ,6122010000000000 
300045.SZ,1000012601000000 
300053.SZ,6108000000000000 
300054.SZ,6103000000000000 
002572.SZ,6114000000000000 
300059.SZ,1000012613000000 
300068.SZ,6107010000000000 
300070.SZ,6116000000000000 
300072.SZ,6103000000000000 
300073.SZ,6103000000000000 
300078.SZ,1000012601000000 
300079.SZ,1000012601000000 
300080.SZ,6107000000000000 
300083.SZ,6108000000000000 
300085.SZ,1000012601000000 
300088.SZ,6108000000000000 
300098.SZ,1000012611000000 
300113.SZ,6122010000000000 
300114.SZ,6107000000000000 
300115.SZ,6108000000000000 
300118.SZ,6107010000000000 
600867.SH,6115000000000000 
300123.SZ,1000012579000000 
300124.SZ,6107010000000000 
300130.SZ,1000012601000000 
300131.SZ,6108000000000000 
300132.SZ,6103000000000000 
600682.SH,6115000000000000 
300136.SZ,6108000000000000 
300298.SZ,6115000000000000 
000581.SZ,1000012588000000 
300145.SZ,6107000000000000 
600305.SH,6112000000000000 
000423.SZ,6115000000000000 
300159.SZ,1000012579000000 
300166.SZ,1000012601000000 
300168.SZ,1000012601000000 
300170.SZ,1000012601000000 
300177.SZ,1000012601000000 
300180.SZ,6103000000000000 
300182.SZ,6122010000000000 
300183.SZ,1000012611000000 
300184.SZ,6108000000000000 
300188.SZ,1000012601000000 
300191.SZ,6102000000000000 
300244.SZ,6115000000000000 
300197.SZ,6106020000000000 
300202.SZ,1000012601000000 
300203.SZ,6116000000000000 
300207.SZ,6108000000000000 
300209.SZ,1000012601000000 
300212.SZ,1000012601000000 
300222.SZ,6107000000000000 
300223.SZ,6108000000000000 
300224.SZ,6105000000000000 
300226.SZ,6122010000000000 
300229.SZ,1000012601000000 
300232.SZ,6108000000000000 
600673.SH,6115000000000000 
300236.SZ,6103000000000000 
002481.SZ,6112000000000000 
300253.SZ,1000012601000000 
300256.SZ,6108000000000000 
300257.SZ,6107000000000000 
300271.SZ,1000012601000000 
300274.SZ,6107010000000000 
300276.SZ,6107000000000000 
300284.SZ,6106020000000000 
300285.SZ,6103000000000000 
300287.SZ,1000012601000000 
300292.SZ,6122010000000000 
300294.SZ,6115000000000000 
300296.SZ,6108000000000000 
300297.SZ,1000012601000000 
002793.SZ,6115000000000000 
300300.SZ,1000012601000000 
300303.SZ,6108000000000000 
300308.SZ,1000012611000000 
300315.SZ,6122010000000000 
300316.SZ,6107010000000000 
300319.SZ,6108000000000000 
300322.SZ,6108000000000000 
300324.SZ,1000012601000000 
600566.SH,6115000000000000 
300327.SZ,6108000000000000 
300328.SZ,6105000000000000 
300339.SZ,1000012601000000 
000623.SZ,6115000000000000 
300348.SZ,1000012601000000 
300349.SZ,6107000000000000 
300352.SZ,1000012601000000 
002675.SZ,6115000000000000 
300365.SZ,1000012601000000 
300369.SZ,1000012601000000 
300373.SZ,6108000000000000 
300376.SZ,6107010000000000 
300377.SZ,1000012601000000 
300379.SZ,1000012601000000 
300383.SZ,1000012611000000 
300386.SZ,1000012601000000 
300388.SZ,6116000000000000 
300394.SZ,1000012611000000 
300395.SZ,6105000000000000 
300397.SZ,1000012579000000 
300398.SZ,6103000000000000 
300408.SZ,6108000000000000 
300418.SZ,6122010000000000 
300423.SZ,6107010000000000 
600811.SH,6123000000000000 
300429.SZ,6103000000000000 
300433.SZ,6108000000000000 
300438.SZ,6108000000000000 
300448.SZ,1000012601000000 
300450.SZ,6107000000000000 
300451.SZ,1000012601000000 
300455.SZ,1000012601000000 
300456.SZ,6108000000000000 
300457.SZ,6107000000000000 
300458.SZ,6108000000000000 
300459.SZ,6122010000000000 
300326.SZ,6115000000000000 
300468.SZ,1000012601000000 
300474.SZ,1000012579000000 
300476.SZ,6108000000000000 
300477.SZ,6107010000000000 
002755.SZ,6115000000000000 
300487.SZ,6103000000000000 
300495.SZ,6106020000000000 
300496.SZ,1000012601000000 
300502.SZ,1000012611000000 
300523.SZ,1000012601000000 
300525.SZ,1000012601000000 
601098.SH,6122010000000000 
300527.SZ,1000012579000000 
300552.SZ,1000012601000000 
000028.SZ,6115000000000000 
300559.SZ,1000012601000000 
300567.SZ,6107000000000000 
300568.SZ,6103000000000000 
300570.SZ,1000012611000000 
300571.SZ,1000012611000000 
300572.SZ,6107000000000000 
002727.SZ,6115000000000000 
300579.SZ,1000012601000000 
300590.SZ,1000012611000000 
600216.SH,6115000000000000 
300596.SZ,6103000000000000 
300602.SZ,6108000000000000 
300603.SZ,1000012611000000 
300607.SZ,6107000000000000 
002100.SZ,6101000000000000 
002262.SZ,6115000000000000 
600056.SH,6115000000000000 
603520.SH,6115000000000000 
300573.SZ,6115000000000000 
002287.SZ,6115000000000000 
300026.SZ,6115000000000000 
600572.SH,6115000000000000 
300233.SZ,6115000000000000 
600062.SH,6115000000000000 
000869.SZ,6112000000000000 
600258.SH,6121000000000000 
002332.SZ,6115000000000000 
002038.SZ,6115000000000000 
002239.SZ,1000012588000000 
000078.SZ,6115000000000000 
000559.SZ,1000012588000000 
300058.SZ,6122010000000000 
600737.SH,6101000000000000 
600000.SH,1000012612000000 
600004.SH,6117000000000000 
600007.SH,6118000000000000 
600008.SH,6116000000000000 
600009.SH,6117000000000000 
600010.SH,6104000000000000 
600011.SH,6116000000000000 
600012.SH,6117000000000000 
600015.SH,1000012612000000 
600016.SH,1000012612000000 
600018.SH,6117000000000000 
600019.SH,6104000000000000 
600020.SH,6117000000000000 
600021.SH,6116000000000000 
600026.SH,6117000000000000 
600027.SH,6116000000000000 
600028.SH,6103000000000000 
600029.SH,6117000000000000 
600030.SH,1000012613000000 
600031.SH,6107000000000000 
600036.SH,1000012612000000 
600038.SH,1000012579000000 
600039.SH,6106020000000000 
600048.SH,6118000000000000 
600050.SH,1000012611000000 
600053.SH,1000012613000000 
600057.SH,6117000000000000 
600061.SH,1000012613000000 
002317.SZ,6115000000000000 
300526.SZ,6113000000000000 
600068.SH,6106020000000000 
603198.SH,6112000000000000 
600072.SH,1000012579000000 
002351.SZ,6108000000000000 
002424.SZ,6115000000000000 
002099.SZ,6115000000000000 
600089.SH,6107010000000000 
600093.SH,1000012613000000 
600094.SH,6118000000000000 
600105.SH,1000012611000000 
600109.SH,1000012613000000 
600111.SH,6105000000000000 
600115.SH,6117000000000000 
600118.SH,1000012579000000 
600120.SH,1000012613000000 
600125.SH,6117000000000000 
600131.SH,6116000000000000 
600373.SH,6122010000000000 
000501.SZ,6120000000000000 
600141.SH,6103000000000000 
600143.SH,6103000000000000 
600150.SH,1000012579000000 
600153.SH,6117000000000000 
600155.SH,1000012613000000 
600160.SH,6103000000000000 
600252.SH,6115000000000000 
600162.SH,6118000000000000 
600167.SH,6116000000000000 
600170.SH,6106020000000000 
600171.SH,6108000000000000 
600176.SH,6103000000000000 
600180.SH,6117000000000000 
600183.SH,6108000000000000 
600185.SH,6118000000000000 
600188.SH,6102000000000000 
000516.SZ,6115000000000000 
002505.SZ,6120000000000000 
300406.SZ,6115000000000000 
600206.SH,6105000000000000 
600208.SH,6118000000000000 
600210.SH,6114000000000000 
600329.SH,6115000000000000 
600219.SH,6105000000000000 
600221.SH,6117000000000000 
600223.SH,6118000000000000 
600233.SH,6117000000000000 
600236.SH,6116000000000000 
002022.SZ,6115000000000000 
600256.SH,6103000000000000 
000156.SZ,6122010000000000 
600260.SH,1000012611000000 
600271.SH,1000012601000000 
600273.SH,6103000000000000 
600420.SH,6115000000000000 
600277.SH,6103000000000000 
600282.SH,6104000000000000 
600284.SH,6106020000000000 
600295.SH,6102000000000000 
002458.SZ,6101000000000000 
002085.SZ,1000012588000000 
600309.SH,6103000000000000 
600310.SH,6116000000000000 
600312.SH,6107010000000000 
600323.SH,6116000000000000 
600325.SH,6118000000000000 
600326.SH,6106010000000000 
002020.SZ,6115000000000000 
600993.SH,6115000000000000 
603609.SH,6101000000000000 
000030.SZ,1000012588000000 
600338.SH,6105000000000000 
600340.SH,6118000000000000 
600346.SH,6103000000000000 
600348.SH,6102000000000000 
600350.SH,6117000000000000 
600352.SH,6103000000000000 
600362.SH,6105000000000000 
600363.SH,6108000000000000 
600366.SH,6105000000000000 
600368.SH,6117000000000000 
600369.SH,1000012613000000 
600372.SH,1000012579000000 
002695.SZ,6112000000000000 
600376.SH,6118000000000000 
600377.SH,6117000000000000 
600378.SH,6103000000000000 
000950.SZ,6115000000000000 
600383.SH,6118000000000000 
600387.SH,6103000000000000 
600388.SH,6107000000000000 
600392.SH,6105000000000000 
600395.SH,6102000000000000 
600406.SH,6107010000000000 
600409.SH,6103000000000000 
300149.SZ,6115000000000000 
600426.SH,6103000000000000 
002589.SZ,6115000000000000 
000061.SZ,6120000000000000 
600446.SH,1000012601000000 
600452.SH,6116000000000000 
600459.SH,6105000000000000 
600460.SH,6108000000000000 
600466.SH,6118000000000000 
600477.SH,6106020000000000 
600483.SH,6116000000000000 
600486.SH,6103000000000000 
600487.SH,1000012611000000 
600489.SH,6105000000000000 
600491.SH,6106020000000000 
600498.SH,1000012611000000 
600500.SH,6103000000000000 
600502.SH,6106020000000000 
600507.SH,6104000000000000 
600516.SH,6105000000000000 
002697.SZ,6120000000000000 
603368.SH,6115000000000000 
600522.SH,1000012611000000 
002737.SZ,6115000000000000 
600531.SH,6105000000000000 
600536.SH,1000012601000000 
600545.SH,6107000000000000 
600547.SH,6105000000000000 
600548.SH,6117000000000000 
600549.SH,6105000000000000 
600557.SH,6115000000000000 
002292.SZ,6122010000000000 
600563.SH,6108000000000000 
600565.SH,6118000000000000 
002437.SZ,6115000000000000 
600567.SH,6114000000000000 
600570.SH,1000012601000000 
000989.SZ,6115000000000000 
600577.SH,6107010000000000 
600580.SH,6107010000000000 
600582.SH,6107000000000000 
600583.SH,6102000000000000 
600585.SH,6106010000000000 
600588.SH,1000012601000000 
600596.SH,6103000000000000 
002041.SZ,6101000000000000 
000921.SZ,6111000000000000 
600604.SH,6118000000000000 
600606.SH,6118000000000000 
600611.SH,6117000000000000 
000016.SZ,6111000000000000 
600621.SH,1000012613000000 
600622.SH,6118000000000000 
600635.SH,6116000000000000 
002419.SZ,6120000000000000 
600639.SH,6118000000000000 
600641.SH,6118000000000000 
600642.SH,6116000000000000 
600643.SH,1000012613000000 
600648.SH,6118000000000000 
300133.SZ,6122010000000000 
600657.SH,6118000000000000 
600663.SH,6118000000000000 
600667.SH,6108000000000000 
600668.SH,6106010000000000 
002390.SZ,6115000000000000 
600674.SH,6116000000000000 
600675.SH,6118000000000000 
600681.SH,6116000000000000 
600729.SH,6120000000000000 
600685.SH,1000012579000000 
600688.SH,6103000000000000 
000796.SZ,6121000000000000 
600702.SH,6112000000000000 
600703.SH,6108000000000000 
600704.SH,6117000000000000 
600705.SH,1000012613000000 
600708.SH,6118000000000000 
600711.SH,6105000000000000 
600720.SH,6106010000000000 
600728.SH,1000012601000000 
002640.SZ,6120000000000000 
000735.SZ,6101000000000000 
600736.SH,6118000000000000 
002434.SZ,1000012588000000 
000681.SZ,6122010000000000 
002251.SZ,6120000000000000 
600740.SH,6102000000000000 
600745.SH,6108000000000000 
600748.SH,6118000000000000 
600422.SH,6115000000000000 
600559.SH,6112000000000000 
600755.SH,6120000000000000 
600756.SH,1000012601000000 
600760.SH,1000012579000000 
000650.SZ,6115000000000000 
600764.SH,1000012579000000 
600765.SH,1000012579000000 
600775.SH,1000012611000000 
600776.SH,1000012611000000 
600777.SH,6102000000000000 
601801.SH,6122010000000000 
600782.SH,6104000000000000 
600787.SH,6117000000000000 
600795.SH,6116000000000000 
600801.SH,6106010000000000 
600802.SH,6106010000000000 
600803.SH,6116000000000000 
600808.SH,6104000000000000 
001696.SZ,1000012588000000 
002726.SZ,6112000000000000 
600820.SH,6106020000000000 
600823.SH,6118000000000000 
600835.SH,6107000000000000 
600837.SH,1000012613000000 
600845.SH,1000012601000000 
600846.SH,6106020000000000 
600848.SH,6118000000000000 
600850.SH,1000012601000000 
000839.SZ,6123000000000000 
600863.SH,6116000000000000 
600750.SH,6115000000000000 
600871.SH,6102000000000000 
601058.SH,6103000000000000 
600874.SH,6116000000000000 
600875.SH,6107010000000000 
600876.SH,6106010000000000 
600879.SH,1000012579000000 
600885.SH,6107010000000000 
600886.SH,6116000000000000 
