Date_aligned,YYYY_aligned,MM_aligned,mid_aligned,CPI XYOY,CPI YOY,USTBTOT,USURTOT,CHPMINDX,CONCCONF,CONSSENT,EMPRGBCI,INJCJC,NAPMPMI,NAPMPRIC,NHSPATOT,NHSPSTOT,SAARTOTL,USHBMIDX,CPI CHNG,CPUPXCHG,DGNOCHNG,DGNOXTCH,DOEASCRD,NFP TCH,OUTFGAF,PCE CRCH,PITLCHNG,RSTAMOM,RSTAXMOM
2003-12-31,2003.0,12.0,24048.0,-1.4842049720999668,-0.37263906721073775,-0.09301502047519392,-0.6753544943001353,1.6063731661343696,1.1503554565108365,0.8132123893588239,0.14063006773667858,0.3561014858160274,2.0211410897936988,0.6477591158299423,1.1091430372366637,0.5043515487954349,0.9795322762251409,-0.36416956061982486,-1.1764337711020314,-2.664803582340796,0.8850794935427911,1.2283762349732978,-1.8368245693979146,0.15687871350890836,1.2168425685605562,-0.7122637757139703,0.11647628237636863,-0.47607601995270593,-0.12711100668721936
2004-01-31,2004.0,1.0,24049.0,-0.006481244419650474,0.15837160356456334,1.0192674529405528,-1.2034242318646071,-0.8281790967255983,-0.05097072140425544,-0.19592756147561127,0.03554182408488098,-0.886854631087534,1.0662109890424967,0.16341306807822106,-0.7421665664966797,0.7258547939287548,0.9087232704702373,0.1410891045281304,-0.019542089220963697,-0.6829396115546761,-0.8664619190046592,-2.110264742870046,-0.4130914400593828,-0.11987964697679462,1.5715472100393726,0.128722369104934,0.3203097765350128,0.5568566519891873,0.15061052052855414
2004-02-29,2004.0,2.0,24050.0,-0.006481244419650474,-0.018631953360536888,-1.127696391094494,-0.67535449430014,1.080218135872015,0.5236367440506235,2.1328748271406557,0.08246674807526944,0.3000846158603817,-0.8072791702361289,1.0329875391094536,0.5405196893385239,0.1418066679336207,-1.3721134815681846,-0.24635348478348185,0.848126672189837,0.30799237383838396,-0.018059047301987947,-0.46831016360282746,-0.7160133824718364,0.42869496041450955,1.954857064540674,0.128722369104934,-0.2911907059409199,0.21254576134188957,-0.2659717702951061
2004-03-31,2004.0,3.0,24051.0,0.7323806194205069,-0.37263906721073775,-0.11888205474067677,-0.1472847567356682,-0.41008723068782993,-0.8850772382385416,-1.5792600644590407,0.09139074707618881,-0.8173529200351359,-0.7133444032214579,0.5355071249405471,-0.12160979003507379,-1.0563817453677284,0.2283410847383618,-0.3862206978084452,0.26968083124930314,0.30799237383838396,-0.5106800695809584,1.0094489577376689,1.2226870489678665,-0.021037375374757836,1.5314999118078934,0.128722369104934,-0.2911907059409199,-0.47607601995270593,0.8449143385679879
2004-04-30,2004.0,4.0,24052.0,2.9489662109409838,-0.018631953360536888,0.29499049350704354,0.38078498082880363,-1.0082971386129571,0.0897108509767521,0.270396631742061,-0.07190172860398833,-0.5348620944673287,0.33970237415294996,0.34833829842331654,0.13039601179782054,-0.27589640780437175,0.22394837335271958,-0.12771352030492564,0.848126672189837,2.289856344624504,0.6661368169743599,-0.2493828863671984,-0.5342602170243642,1.3973492221144699,1.1195848442841065,-0.29177070330451815,0.11647628237636863,0.298623484003714,-0.4048325339029929
2004-05-31,2004.0,5.0,24053.0,1.4712424832606656,1.0433893881900658,-0.9724941855015985,-0.67535449430014,1.0419666466257655,0.45118413669011315,-0.2830118531079822,0.21321311021864703,0.059065130390967044,-0.05168787265324808,0.10172545170449904,0.47234529724432156,1.043799555389262,-0.24330109261997862,0.7135797694739983,-0.019542089220963697,1.2989243592314437,0.9124473281138451,1.720962608753463,0.4350899986954872,1.2985069505124331,1.5944313804573607,0.128722369104934,0.11647628237636863,1.3315561559456073,1.9558004474310817
2004-06-30,2004.0,6.0,24054.0,-0.7453431082598094,1.3973965020402672,-0.5586216372538781,-0.1472847567356682,0.5869328900958244,0.016549878961170942,-0.7351424478837473,0.009433907515692898,0.741300321522168,0.10896221808835532,-0.25310579619724277,0.549773027738992,-0.19844169585966476,1.0883363582387682,0.010699771586722091,1.1373495926601038,0.30799237383838396,-0.8117262498625514,-1.2345556339275294,0.22304463900676968,1.1008224073083597,1.0967006738661185,-0.08152416709979214,0.524143270693657,-0.6482314652763549,-0.5436932975108796
2004-07-31,2004.0,7.0,24055.0,1.4712424832606656,0.3353751604896636,0.6312619389583153,-0.1472847567356682,-1.7756930533944013,0.8181019986832015,1.0608184098450213,0.06585256946036502,-1.555053146585851,-0.562503985660483,-0.5263666422824922,0.7464385225151458,0.022213460355350226,-1.7493990691603722,-0.25007889429609353,0.26968083124930314,-0.6829396115546761,-0.4559444004388506,-0.46831016360282746,0.13216805628303363,0.42869496041450955,1.3884738466954674,1.3902015863332904,0.524143270693657,0.8150898199746607,0.5671928113522143
2004-08-31,2004.0,8.0,24056.0,-0.7453431082598078,-0.549642624135838,-2.4986492071650654,-0.6753544943001353,1.4222810988085364,0.3544282144059605,0.21205399148537937,0.13786568140377495,0.8763638123909796,0.2758182594298887,-0.45879412423450905,-1.1341329514650171,-0.9982876894780119,1.57819023397112,0.010699771586722091,-0.8872108506317644,-0.6829396115546761,0.17351579469538944,-0.4135783442939202,-1.200688490331762,0.033325874006362395,1.8003889142192542,-2.183989529147053,-0.2911907059409199,-1.1646978012473015,-0.6825540611187664
2004-09-30,2004.0,9.0,24057.0,-0.7453431082598094,-0.549642624135838,1.5107411039847196,-0.6753544943001353,-1.2099313047842806,-0.6912014207860416,-0.13508652805142618,-0.1601862387088648,-0.5841015842353182,-0.9900287892668946,0.3732383606079666,1.231550507189634,1.237492446873385,-0.533242783139682,0.5478259789274461,-0.3087650096912306,-0.6829396115546761,0.44719414040592853,-0.030455609131569316,-0.32221485733564675,0.5868425949777684,1.3655896762774793,0.9697085139238383,-0.4950242000995641,0.3847012066655384,-0.12711100668721936
2004-10-31,2004.0,10.0,24058.0,2.210104347100825,-0.37263906721073814,-0.9724941855015985,-0.1472847567356682,0.643749135832006,-0.1210842178282477,-0.30100725280880086,0.49598984455293704,0.5743485084743326,-0.18956127460353708,-0.5984788809435757,-0.7412363174282222,0.17169074112396612,0.6869119271416323,-0.36944941036921364,-0.019542089220963697,1.2989243592314437,-0.1548982201572575,1.1736444156643904,0.4350899986954872,0.3496211431328801,0.5017122429984263,-0.7122637757139703,0.11647628237636863,-0.47607601995270593,-0.12711100668721936
2004-11-30,2004.0,11.0,24059.0,-0.006481244419650474,1.2203929451151667,0.6571289732237982,0.38078498082879897,1.123288328222516,-0.3797114756334304,-0.4556725301735039,-0.06710652072714786,-0.1308690500894347,-0.6024098226475089,0.17610477862401117,0.5483759062040365,-0.5933290808516867,-0.3800006342689609,0.5399270641136125,1.1373495926601038,0.30799237383838396,0.03667662184011988,0.845253499810947,0.6471353583842047,1.5406705159374232,1.3655896762774793,0.5492154415143861,-0.2911907059409199,1.073322987960134,0.4283320477443276
2004-12-31,2004.0,12.0,24060.0,1.4712424832606674,0.5123787174147643,-0.9724941855015985,-0.6753544943001353,-0.5436801238985446,-0.23261677012282056,0.22064263891561545,0.11346715031840508,0.849708097592982,0.33349165908084155,-0.520080006218928,-0.07955444362762648,0.8717083609056012,-0.4666375354278997,-0.11425667248212655,-0.019542089220963697,0.30799237383838396,-0.12753038558620358,-0.46831016360282746,0.2836290274892604,0.42869496041450955,0.9193483531267103,0.7594619777191121,0.524143270693657,-0.04568740664358374,0.8449143385679879
2005-01-31,2005.0,1.0,24061.0,-0.006481244419650474,-0.37263906721073814,-1.2052974938909407,-0.1472847567356682,-0.6762735625495094,1.1475439633241025,0.8233440343127563,0.24194235144672768,0.2960964866968709,0.25798646058211133,-0.2862851082874644,0.1288899527462361,-1.5205667754335987,1.5598207136311582,0.010699771586722091,-0.8872108506317644,0.30799237383838396,0.4198263058348746,-0.5230419829117348,-0.8068899651955724,0.6510900715190923,1.4285211449269466,-0.29177070330451815,-0.08735721178227568,-0.13176512930540818,0.28947128413644085
2005-02-28,2005.0,2.0,24062.0,0.7323806194205053,-0.549642624135838,1.0451344872060355,-1.2034242318646071,0.13851480584451212,0.08346637286955255,-0.27908745274903596,-0.047291777361164855,-2.2469753683950002,-0.7725376975157101,-0.39925276611845806,0.3722731239986776,1.6548980966533937,-1.552659342618604,-0.11601662239858948,-0.3087650096912306,0.30799237383838396,0.14614796012433554,1.064180777046576,-0.20104608037066532,0.596726822137972,0.4902701577894322,0.9697085139238383,6.842981589611629,0.8150898199746607,0.011749756920667345
2005-03-31,2005.0,3.0,24063.0,0.7323806194205085,-0.018631953360536888,-0.4551535001919485,0.9088547183932708,-0.010439711354391703,0.039439083370576326,-0.24717724147756362,0.050395597316150495,0.9393679005212777,-0.4107533205164169,-0.46914914303730054,0.788896492122611,0.9872085576379961,0.06775705397375935,-0.24635348478348185,0.5589037517195701,1.2989243592314437,-0.26436955844147314,0.3526671260307816,1.0712260777616396,1.1700119974297853,1.1024217164706154,-0.7122637757139703,-5.387028059907025,-0.47607601995270593,0.4283320477443276
2005-04-30,2005.0,4.0,24064.0,-0.7453431082598094,0.15837160356456373,-0.6620897743158096,-1.2034242318646071,0.984531794883169,-0.1490102379910411,-0.26965624417366363,0.07304435511079821,0.2131132147146044,-0.05586580982566969,0.8058461415830454,-0.15053308660069997,0.24006261229725734,0.3835202768648682,0.14300659471844418,1.1373495926601038,2.289856344624504,0.06404445641117379,-0.19465106705829116,0.8167716461351787,0.41881073325430584,0.3872913909084855,0.33896890530966,-0.08735721178227568,0.21254576134188957,0.15061052052855414
2005-05-31,2005.0,5.0,24065.0,-0.7453431082598061,0.6893822743398649,1.5883422067811683,-0.1472847567356682,-0.5824072888095577,-0.4204135192977911,-0.9185986544843221,-0.2247542792714227,0.16985727303871975,-0.7099168073265568,-0.2891420353558988,-0.31514185860619975,-1.973784898416762,0.48681961118061745,-0.25007889429609353,0.848126672189837,-1.6738715969477362,-0.7843584152914974,-0.6325056215295493,0.9094657605133895,1.2293173603910075,1.182516312933574,0.5492154415143861,0.3203097765350128,0.04039031601824068,-0.2659717702951061
2005-06-30,2005.0,6.0,24066.0,-0.006481244419650474,-1.2576568518362405,-0.48102053445743137,-0.67535449430014,-1.8231631942335842,0.39749940408530693,-0.149987038274401,-1.5154123012929321,-0.4254059305964268,-0.7345247593930471,-1.4906207020653373,0.9697023184396958,1.382169229256352,-0.6026127864588676,0.4135444270922646,-0.8872108506317644,-0.6829396115546761,0.5019298095480363,-0.19465106705829116,-0.8353646277823431,0.260663098691047,0.1527286441241069,0.5492154415143861,0.7279767648523012,0.9872452652983096,1.1226358657837614
2005-07-31,2005.0,7.0,24067.0,-1.4842049720999684,-0.549642624135838,0.4760597333654218,-0.6753544943001353,-0.1518427709899433,0.30113425413991524,1.8479871743307168,0.08451233763446177,-0.47467926641157876,0.9168468782930504,-1.0755604683056,-0.524028753184926,-0.14051204264145098,0.6615934611959273,0.13922639977182355,-0.5979879301614975,-0.6829396115546761,1.487171854105977,-0.19465106705829116,-0.9925811158944065,0.596726822137972,-0.39077040330311186,-0.7122637757139703,-0.2911907059409199,-0.6482314652763549,-0.6825540611187664
2005-08-31,2005.0,8.0,24068.0,0.7323806194205085,1.2203929451151667,-0.8690260484396688,-0.1472847567356682,1.800081983245885,-0.2307505964410795,0.10152061826129267,0.42581066150255653,-0.48912145104705396,1.0241842304562414,-0.38333576939436587,0.591841649477894,0.00407317115555823,2.4450200323168696,-0.11601662239858948,0.848126672189837,-0.6829396115546761,0.36509063669276676,1.3378398735911123,0.9491485349694209,0.8981957505241842,0.2843126240275388,0.9697085139238383,0.3203097765350128,1.2454784332837827,0.5671928113522143
2005-09-30,2005.0,9.0,24069.0,-0.006481244419650474,0.6893822743398649,0.26912345924156067,-0.6753544943001353,-2.3252955534453816,0.19467464271013551,-1.3357469522105354,0.052853191213557055,0.3928833963337793,-1.0826139640714896,2.1497311896827,0.5379631968535461,0.2682348880866168,-2.526226350982277,-0.3748801129685833,0.848126672189837,-0.6829396115546761,-1.3590829412836298,-1.8366056463255094,-1.8528794323457747,0.7103954344803143,0.7362749897828049,1.3902015863332904,-0.08735721178227568,1.3315561559456073,0.011749756920667345
2005-10-31,2005.0,10.0,24070.0,-0.7453431082598094,1.9284071728155685,-0.24821722606808927,0.908854718393266,2.2527109390371005,-1.6124976541095342,-2.393016967579889,-0.024201094336362885,2.701288427517106,2.1505910204879943,1.835977450644579,-0.23591823550454682,-0.16429165944630422,-0.31881558033851926,-0.25786333208363993,2.872687115481705,-0.6829396115546761,0.8850794935427911,2.213548982533629,0.4099474774752535,-0.2977957358604608,-0.1390445287052421,-1.7634964567376006,-0.9026911884168526,-2.025475027865546,0.9837751021758746
2005-11-30,2005.0,11.0,24071.0,0.7323806194205085,-0.7266461810609394,-1.8002392819970374,-0.6753544943001353,0.3404223912358193,-0.1765041465254504,-0.606104148644498,-0.03364790024445098,-2.090756014477436,-0.120889646114359,0.5158521070805363,0.6059695189415615,0.6415703156856023,-1.3091668628057556,0.28752635537001753,-0.019542089220963697,0.30799237383838396,-0.5927835732941201,-0.6325056215295493,1.4420025352744827,0.15193659992880654,0.7248329045738109,0.33896890530966,2.7663117064387435,-0.04568740664358374,1.1226358657837614
2005-12-31,2005.0,12.0,24072.0,-0.006481244419650474,-1.4346604087613404,-0.6879568085812943,-0.1472847567356682,-0.25083368600402556,1.4423293803797597,1.7604510994105609,0.3711171240109813,-0.01731388550160879,-0.3589483866522856,-0.9963675289394244,-0.8043913883937022,-0.5144166745447668,0.8275379110904656,-0.9292710912595453,-2.3333254529830985,0.30799237383838396,0.9124473281138451,0.07900802948624522,0.925823545403662,0.9377326591649989,0.3930124335129826,-0.29177070330451815,0.11647628237636863,-0.3039205746290571,0.8449143385679879
2006-01-31,2006.0,1.0,24073.0,0.7323806194205085,-0.19563551028563753,1.2520707613298965,-0.6753544943001353,-0.09144984699726917,0.41051538904420914,2.139424847858429,0.1551821175394292,-0.7474908092046458,-1.365840672079573,-1.2247856502680268,0.7721496628028885,0.7012093642068473,1.1948457752531,-0.439143427061135,-0.8872108506317644,0.30799237383838396,1.1861256738243842,-0.4135783442939202,-0.7726597857029652,0.4089265060941022,0.45594390216245,-0.08152416709979214,-0.08735721178227568,0.04039031601824068,-0.8214148247266532
2006-02-28,2006.0,2.0,24074.0,-0.7453431082598094,1.043389388190066,-0.3516853631300189,-1.2034242318646071,-0.5497721538516521,0.21963209709038417,-0.04743264819370935,-0.037588863170255046,-1.357054683023696,0.2024181546185835,0.16724072681425373,-0.5785117021621149,-1.0673968225460986,0.33346711364139786,0.010699771586722091,1.4265725131303706,0.30799237383838396,0.3377228021217129,0.4073989453396889,0.005546684354628033,0.8290061604027584,-0.07611306005577469,1.1799550501285643,0.11647628237636863,0.3847012066655384,-0.12711100668721936
2006-03-31,2006.0,3.0,24075.0,-0.006481244419650474,-0.7266461810609386,-0.6879568085812906,0.38078498082879897,-0.6781734005555947,-0.39706843195449554,-0.8558783553155844,0.06928745215907935,1.123502270163274,0.6757576352958995,-0.3745202019779448,1.2976884565481108,2.2199015205459873,-0.7647068059778326,0.010699771586722091,-0.3087650096912306,-0.6829396115546761,-2.809578173549487,0.24320348741296705,2.1505369585772116,1.0761118394078504,0.6161330950883671,1.1799550501285643,0.7279767648523012,1.7619447692547294,2.650104265470516
2006-04-30,2006.0,4.0,24076.0,-0.006481244419650474,-0.37263906721073814,0.7605971102857277,-0.6753544943001353,0.9494461957085563,0.46884403386638224,0.4554574229980943,0.25120933065773515,0.358820676560573,-0.5501690761103952,0.4161304084659872,-0.44675372495597865,-0.8093454342737604,-0.019557201359977634,-0.30497966606089666,0.5589037517195701,1.2989243592314437,0.6935046515454139,-0.7967010794562711,1.0803137360340134,0.9179642048445915,0.4387807743489589,-0.5020172395092443,-0.08735721178227568,-1.3368532465709506,-0.9602755883345399
2006-05-31,2006.0,5.0,24077.0,1.471242483260664,0.15837160356456373,0.9934004186750717,-0.1472847567356682,-0.5920390231406389,0.18695645681821554,-0.286020562879585,-0.10453742902681988,0.38571503677600427,0.7433838521128728,0.5024630498014626,-0.5738723400360132,-0.8946913988994055,0.10472734436712093,-0.807196953227563,1.1373495926601038,1.2989243592314437,1.6513788615323004,1.4473035122089268,0.1842706303779756,0.5571899134971574,0.4902701577894322,0.5492154415143861,0.3203097765350128,0.298623484003714,0.15061052052855414
2006-06-30,2006.0,6.0,24078.0,0.7323806194205085,1.2203929451151667,-0.32581832886453604,-0.67535449430014,0.6977626862832484,-0.531555946308675,-1.6566044359038088,-0.008432203840311372,-0.9090145969303266,-1.0346267845075878,0.5158521070805363,-0.5126606629690458,-0.662693674000743,-0.5121943647260782,-0.8889866257089911,0.5589037517195701,1.2989243592314437,-1.3317151067125756,-0.6872374408384566,0.44902440804646004,0.24583675795074147,0.5589226690433967,0.5492154415143861,0.3203097765350128,0.21254576134188957,0.5671928113522143
2006-07-31,2006.0,7.0,24079.0,1.4712424832606674,0.15837160356456295,-0.06714798620971105,-0.1472847567356682,-0.8770694493715062,0.20329328362278282,1.2970148736812768,0.5279827957720682,1.1922931575069955,-0.24079990328691567,-0.12783696483620072,-0.34216988190591335,0.7540247642420109,0.15640508937637038,-0.5890911599437534,-0.019542089220963697,1.2989243592314437,-0.10016255101514969,0.2979353067218743,-1.7111119632967464,0.4731739826354261,0.48454911518493515,0.128722369104934,0.11647628237636863,-0.13176512930540818,0.28947128413644085
2006-08-31,2006.0,8.0,24080.0,0.7323806194205085,-0.37263906721073814,-0.2223501918026064,0.9088547183932708,0.19055694999679867,0.05514561404676316,-0.031233764689890673,-0.09365627641406911,-0.5478472018238384,0.31590275665508843,0.12401069873671618,-0.5094302579780539,-0.638592158039369,0.7313966683282082,-0.6319333693387872,0.5589037517195701,0.30799237383838396,0.8303438244006833,0.46213076464859615,-0.23557918180568502,0.4336370739946114,0.0783550902656454,0.128722369104934,0.524143270693657,-0.3039205746290571,0.011749756920667345
2006-09-30,2006.0,9.0,24081.0,0.7323806194205053,-0.549642624135838,-0.7914249456432221,-0.6753544943001353,-0.19788516514507218,-0.588432065116023,-0.5493570936940023,-0.05142885806977522,-0.41034589848991515,-0.0929282412601526,-0.6183801337582934,-0.9354942110055248,-0.3313914774824054,-0.8863918139402627,-1.6041219671491742,-0.019542089220963697,0.30799237383838396,-0.6748870770072818,0.18847166810405977,-0.5681874745745591,0.5077687776961389,0.7934854158277753,0.9697085139238383,0.3203097765350128,0.9872452652983096,0.9837751021758746
2006-10-31,2006.0,10.0,24082.0,0.7323806194205085,-3.0276924210872447,-0.45515350019195033,-0.67535449430014,0.8224690466291398,0.42540500545589593,0.7378230663698845,0.18315548104024523,-0.13691849671093953,-0.6083857566693862,-1.3462050506764707,-0.14358054691947428,-0.8571524146852074,0.43729479967267154,-0.5516042267230988,-2.0441025325128317,0.30799237383838396,-0.1548982201572575,-1.1798238146186222,0.8313118993709765,0.12722603202829735,-0.28779163642216515,-0.5020172395092443,-0.08735721178227568,-0.04568740664358374,-0.12711100668721936
2006-11-30,2006.0,11.0,24083.0,-1.484204972099965,-1.4346604087613408,1.4848740697192406,-1.2034242318646025,-1.4526067226527968,0.0644300711383726,1.6953077248400574,0.2934882196132049,-0.05585591198278584,-0.6641062430616147,-1.8487432055010051,-0.9029944784790829,0.8261190386066118,-0.3760152326221419,0.3105952373519608,-2.0441025325128317,-0.6829396115546761,2.116632049240217,-0.030455609131569316,0.23364690699120555,0.32985268881247276,-0.30495476423565626,-0.5020172395092443,0.3203097765350128,-0.5621537426145304,-1.0991363519424266
2006-12-31,2006.0,12.0,24084.0,-0.7453431082598094,1.2203929451151663,1.433140001188273,0.38078498082879897,-0.7360563155073448,-0.2231413687438704,-0.2711507255314852,0.12313561324372758,0.5968558092049437,-0.685505897812532,0.9894543991329209,-0.7706460405145501,-1.9528695468763737,-0.09951634736408861,0.591142608551698,-0.5979879301614975,-1.6738715969477362,-2.289589316699463,-1.0156283566919002,-0.21588925554887553,0.5275372320165463,0.026865706825172017,-0.29177070330451815,0.11647628237636863,-0.38999829729088153,-0.9602755883345399
2007-01-31,2007.0,1.0,24085.0,-0.006481244419650474,0.8663858312649655,0.21738939071059496,-0.1472847567356682,0.44540183738582095,0.5150971176898831,-0.06611391958022239,0.019307979183404583,-1.0253544176049918,0.7502099612708497,-0.9431380317504957,-0.22005381215965225,0.8800129918322941,0.558295898064521,-0.2619324700180393,0.848126672189837,0.30799237383838396,0.5019298095480363,-0.6872374408384566,-1.409704630596355,0.7005112073201106,-0.5109122979975497,0.33896890530966,-0.08735721178227568,0.6429343746510118,1.1226358657837614
2007-02-28,2007.0,2.0,24086.0,0.7323806194205085,-0.7266461810609386,-0.7396908771122563,0.38078498082879897,-0.750272978015532,0.0939077071222923,1.0053527197447718,-0.1433630130976897,0.4484130097374997,-0.8389891324304657,0.8157669901318141,1.092592044753722,0.4534848800604153,-0.034861654666970325,0.8541557690514535,-0.019542089220963697,1.2989243592314437,0.8303438244006833,1.1736444156643904,-0.03413609010140339,0.42375284683440767,0.20993907016907734,0.7594619777191121,0.3203097765350128,0.5568566519891873,0.9837751021758746
2007-03-31,2007.0,3.0,24087.0,-0.006481244419650474,0.5123787174147643,0.5795278704273514,-0.6753544943001353,-0.244439994455312,0.16523217765225215,-1.0041719001439295,0.6462533806337816,0.6309605213248799,1.200819815253879,0.7958433992372917,-0.19754624846007823,-1.720239235559099,-0.0965275936568716,1.2959660534377406,0.5589037517195701,0.30799237383838396,-2.152750143844193,-1.7818738270166021,-1.3666897147737866,0.35456325671298194,-0.23058121037719476,0.33896890530966,1.339477247328234,-0.21784285196723263,0.011749756920667345
2007-04-30,2007.0,4.0,24088.0,-1.4842049720999684,0.6893822743398649,0.2173893907105968,-0.6753544943001353,2.840727178861331,-0.4311995688449476,-0.5473598861627039,-0.2524723691653637,0.4804422857614008,-0.5564588170444453,0.7724000605380648,-0.2879224665450967,1.0580340281452296,-0.2986938312709748,-0.8889866257089911,1.1373495926601038,-0.6829396115546761,0.6661368169743599,-0.13991924774938386,0.3072569389974318,0.7647586838614345,-0.2534653807951829,0.5492154415143861,0.524143270693657,-0.13176512930540818,-0.5436932975108796
