DATE,PAYEMS,GDPC1,CPIAUCSL,DGORDER,RSAFS,HSN1F,HOUST,UNRATE,INDPRO,PPIFIS,NPPTTL,GACDISA066MSFRBNY,I42IMSM144SCEN,TTLCONS,GACDFSA066MSFRBPHI,NAPM,NMFCI,NAPMPRI,NAPMEI,IR,PERMIT,TCU,PCEPILFE,CPILFESL,BUSINV,ULCNFB,JTSJOL,PCEC96,PCEPI,IQ,AMDMVS,AMTMUO,AMDMTI,A261RX1Q020SBEA,DSPIC96,BOPTEXP,BOPTIMP
1/1/1996,118323,10817.896,154.7,155806,208699,714,1467,5.6,74.6841,,,,239788,575138,-14.7,45.5,,40.3,45.3,101.2,1387,82.4858,75.366,163.7,990730,83.075,,,72.551,104.9,156881,452372,270284,10750.372,7818.5,68299,76764
2/1/1996,118744,,155,150773,212008,769,1491,5.5,75.8344,,,,239571,568052,4.8,45.9,,38.8,44.6,101,1420,83.3894,75.464,164,991277,,,,72.665,104.7,154948,453836,270362,,7879,69899,77217
3/1/1996,119001,,155.5,164976,213891,721,1424,5.5,75.7631,,,,239391,574538,-3.5,46.9,,39.9,44.4,101.6,1437,82.9383,75.639,164.4,989146,,,,72.884,104.6,160676,464172,270703,,7904.5,69797,77553
4/1/1996,119168,10998.322,156.1,156830,214676,736,1516,5.6,76.4562,,,,242644,590464,21.3,49.3,,41.5,44.7,102.5,1463,83.3173,75.741,164.6,992111,83.041,,,73.103,105.2,161875,465089,270093,10906.738,7857,70126,78870
5/1/1996,119496,,156.4,164502,216299,746,1504,5.6,77.0161,,,,242517,600186,19.6,49.1,,50.2,44.7,101.8,1457,83.5426,75.873,165,993761,,,,73.229,105.6,165577,469914,270316,,7956.5,71029,80288
6/1/1996,119778,,156.7,164599,216068,721,1467,5.3,77.6669,,,,241659,602150,21.2,53.6,,47.9,48.2,100.7,1429,83.8605,75.931,165.4,993127,,,,73.228,105.4,168274,472134,270198,,8004.7,71056,78516
7/1/1996,120020,11096.976,157,163588,216332,770,1472,5.5,77.5662,,,,241933,599899,29,49.7,,44.1,46.7,100.6,1450,83.3674,76.074,165.7,997782,83.375,,,73.383,104.9,164913,476647,270584,11007.357,7983.8,69404,79536
8/1/1996,120207,,157.2,157310,216358,826,1557,5.1,78.016,,,,241755,603959,13.8,51.6,,46.6,47.4,100.7,1413,83.4647,76.14,166,999951,,,,73.453,104.7,165620,473958,271017,,8004.2,70563,80919
9/1/1996,120418,,157.7,165442,219256,770,1475,5.2,78.5532,,,,240016,615466,12.9,51.1,,50.1,47.2,101.8,1392,83.649,76.37,166.5,1000678,,,,73.66,103.9,168582,476545,271911,,8023.1,70553,80748
10/1/1996,120674,11212.205,158.2,165266,221060,720,1392,5.2,78.5065,,,,240734,621761,8.2,50.5,,45.7,46,102.4,1358,83.2059,76.552,166.8,1004389,83.785,,,73.883,103.6,164965,482916,272455,11143.419,8022.6,73769,80404
11/1/1996,120969,,158.7,170783,220963,771,1489,5.4,79.1996,,,,240909,620812,11.1,53,,46.3,47.6,102.2,1412,83.538,76.652,167.2,1004457,,,,74.015,103.2,169821,490023,273142,,8044.5,74263,81531
12/1/1996,121152,,159.1,162332,221991,805,1370,5.4,79.7143,,,,241058,606078,8.1,55.2,,52,48.6,102.5,1411,83.6723,76.682,167.4,1004646,,,,74.1,103.2,169364,489147,272428,,8072,72842,83317
1/1/1997,121372,11284.587,159.4,161827,223481,830,1355,5.3,79.8273,,,,243449,608608,12.8,53.8,,53.3,49.8,102.2,1382,83.3857,76.763,167.8,1007785,84.926,,,74.196,103.3,168307,488645,273791,11266.511,8095.1,72910,84179
2/1/1997,121682,,159.7,170221,225422,801,1486,5.2,80.793,,,,243583,615415,16.9,53.1,,56.4,45.9,101.2,1445,83.9747,76.921,168.1,1010716,,,,74.352,103.5,174085,491116,274586,,8117.7,75225,85001
3/1/1997,121999,,159.8,167568,226161,831,1457,5.2,81.334,,,,244978,620467,13.4,53.8,,51.1,50.8,100,1436,84.1096,77.105,168.4,1010352,,,,74.43,103.6,175605,490223,274005,,8156.2,77050,85433
4/1/1997,122296,11472.137,159.9,174054,224615,744,1492,5.1,81.3531,,,,245342,616175,6.6,53.7,,50.3,51.8,98.8,1421,83.6972,77.255,168.9,1014611,84.453,,,74.503,103.6,178425,492183,275619,11412.228,8162.4,77769,85855
5/1/1997,122557,,159.9,168586,222929,760,1442,4.9,81.8293,,,,246725,624743,1.1,56.1,,48.5,50.7,98.8,1414,83.7419,77.312,169.2,1018535,,,,74.469,103.4,174936,492334,276535,,8198.2,77883,86277
6/1/1997,122825,,160.2,174828,226057,793,1494,5,82.2285,,,,251010,626396,18.2,54.9,,48.9,51.3,98.8,1402,83.6892,77.426,169.4,1024680,,,,74.565,103.2,179927,493879,276790,,8224.5,78889,86043
7/1/1997,123119,11615.636,160.4,178860,228703,805,1437,4.9,82.8557,,,,249996,637410,20,57.7,56.7,52,51.7,98.5,1440,83.8514,77.478,169.7,1026787,84.598,,,74.609,103.2,183172,495937,278157,11594.659,8255.6,80099,87132
8/1/1997,123099,,160.8,177302,229309,815,1390,4.8,83.7214,,,,250888,639593,17.2,56.3,62,52.1,51.3,98.4,1449,84.2312,77.448,169.8,1028019,,,,74.669,103.2,181229,498648,279043,,8298.5,78622,87365
9/1/1997,123594,,161.2,177835,230312,840,1546,4.9,84.4651,,,,253166,646526,19.1,53.9,56.2,53,51.2,98.4,1494,84.4657,77.608,170.2,1034401,,,,74.849,102.9,182233,501436,279208,,8320.2,79287,88556
10/1/1997,123940,11715.393,161.5,177801,229836,800,1520,4.7,85.1918,,,,254054,653196,19.3,56.4,56.6,53.6,52.8,98.6,1499,84.6618,77.726,170.6,1038283,85.696,,,74.946,102.5,180680,504599,280588,11751.714,8361.4,79383,88472
11/1/1997,124246,,161.7,191187,230440,864,1510,4.6,85.9397,,,,256109,643710,19.8,55.7,58.5,52.1,53.7,98.1,1469,84.8608,77.75,170.8,1040118,,,,74.95,102.5,185136,517043,279817,,8415.4,78300,88086
12/1/1997,124559,,161.8,173770,231181,793,1566,4.7,86.2047,,,,258454,642021,15.6,54.5,55.5,52.2,52.1,97.2,1456,84.5738,77.794,171.2,1045495,,,,74.934,102,184000,513317,280730,,8463.9,79038,90327
1/1/1998,124823,11832.486,162,174288,231587,872,1525,4.6,86.6474,,,,259088,645686,18.6,53.8,57,47,51.1,95.9,1555,84.4562,77.914,171.6,1048304,86.635,,,74.971,101.3,179659,514063,283142,11874.381,8538.3,79008,89784
2/1/1998,125024,,162,181270,231684,866,1584,4.6,86.7612,,,,261734,648121,13.2,52.9,56.2,45.5,51.7,95,1647,84.0187,77.98,171.9,1054991,,,,74.932,101,188172,513589,285165,,8592.2,77931,89495
3/1/1998,125174,,162,176886,233083,836,1567,4.7,86.8198,,,,263439,666906,10.4,52.9,54.7,44.2,51.4,94.1,1605,83.5325,78.063,172.2,1060201,,,,74.944,100.7,187912,508657,286370,,8641.5,78812,91692
4/1/1998,125453,11942.032,162.2,180915,235986,866,1540,4.3,87.1411,,,,263284,674351,8.7,52.2,54.9,40.5,49,93.9,1547,83.3082,78.207,172.5,1062401,87.245,,,75.037,100.3,184654,510809,288019,12041.764,8668.8,77626,91566
