DATE,PAYEMS,CPIAUCSL,DGORDER,RSAFS,HSN1F,HOUST,UNRATE,INDPRO,PPIFIS,NPPTTL,GACDISA066MSFRBNY,I42IMSM144SCEN,TTLCONS,GACDFSA066MSFRBPHI,IR,PERMIT,TCU,PCEPILFE,CPILFESL,BUSINV,JTSJOL,PCEC96,PCEPI,IQ,AMDMVS,AMTMUO,AMDMTI,DSPIC96,BOPTEXP,BOPTIMP,NAPM,NMFCI,NAPMPRI,NAPMEI,GDPC1,ULCNFB,A261RX1Q020SBEA
1985-01-31,,,,,,,,,,,,,,-0.1686234841363108,,,,,,,,,,,,,,,,,-0.41923151487294347,,-0.7305730079879478,-0.8119143255471245,,,
1985-02-28,-0.01018218927635567,1.394719132150555,,,0.7963761290294556,-0.6461829271461927,-0.5961201851373473,0.2932778189927709,,,,,,0.1843753275866897,,0.045547463966409234,0.15652192620607455,2.894047327874887,2.9628514638925707,,,,1.5401856220221233,,,,,-1.5238604279999044,,,-0.5009127724655584,,-0.9338111777945067,-0.6784114994950988,,,
1985-03-31,1.0526162143182374,1.010993038629046,,,-0.26866120321105763,1.3540286160551194,0.05677335096546186,-0.004275460084935074,,,,,,1.4983153490000802,,0.9906028586570008,-0.1483506414931822,1.4581373091576884,1.3297713952010974,,,,1.130156976246889,,,,,-0.913924307594192,,,-0.9297393748267887,,-0.832192092891227,-0.84529003206013,,,
1985-04-30,0.32194231184695465,-0.10574363213181834,,,-1.1363743291332091,0.12966641426111017,0.7096668870682711,-0.7158656927471794,,,,,,0.12554219229952293,,-0.9295096892857884,-0.8726872690506224,-0.5204720717360594,0.5178134388612647,,,,-0.1906333529852845,,,,,1.8692902756495158,,,-0.8480581172341722,,-0.9846207202461461,-1.012168564625161,,,
1985-05-31,0.7204917131949271,-0.10712438000595596,,,1.3207412259168394,-1.0654818372730588,-0.5961201851373473,-0.037187840197991436,,,,,,-0.005198108338625378,,0.69058527304094,-0.16441882120551143,1.4121071097895364,1.3090285740426184,,,,0.31630021096283656,,,,,2.8948684716965856,,,-1.0726815756138643,,-0.6507294412782282,-1.479428455807249,,,
1985-06-30,0.07157153407707456,0.2594719086342931,,,0.9055329390780322,-0.05876925988334193,1.3625604231710862,-0.14863523752620933,,,,,,-0.6850476716569966,,0.12055186037042442,-0.264210674155634,1.2745186551455243,0.5023708722788107,,,,0.4957141396006059,,,,,-3.0632507740742345,,,-0.9297393748267887,,-1.1080153233429855,-0.7952264722906212,0.40075294795633365,0.2526100369988149,0.07981401775275723
1985-07-31,0.28617505787982894,-0.11055377240026293,,,0.848219679241943,0.03719793956161074,0.05677335096546186,-1.3346924877289097,,,,,,0.2235974177781342,,-0.2694710009304546,-1.4524102791972493,0.9636512372984187,0.4958132916287096,,,,0.3502246028865705,,,,,-0.027167476658740194,,,-0.9093190604286345,,-0.8757431292783469,-0.6784114994950988,,,
1985-08-31,0.3015038810085971,-0.111916613574553,,,-0.7916676084339921,0.44313919864546086,-1.9019072573429774,0.41030781830131985,,,,,,-0.07710527368960693,,1.6806433055739407,0.3487058125019626,2.649945513527753,1.2798564424315104,,,,0.810902730393002,,,,,-0.4028891664488995,,,-0.9501596892249413,,-0.9918792263106662,-1.3626134830117267,,,
1985-09-30,0.3679287812332592,-0.11327440251104087,,,-0.9930485524125182,-0.5424605860005065,0.05677335096546186,0.4386830947148519,,,,,,-0.3778079651573481,,1.6356406677315316,0.40409874782597305,0.23533741250308,-0.30703312561816765,,,,-0.05936035004454284,,,,,0.2534377908966663,,,-0.5009127724655584,,-0.9701037081171066,-1.2457985102162057,1.536264613822654,-0.17810030861175982,0.8333374981139946
1985-10-31,0.28106545017023954,0.6151894102727744,,,-0.5265288539545219,1.2377407443733535,0.05677335096546186,-0.9462085590182686,,,,,,-0.12286437891295886,,-2.5796064101741227,-0.9752276264251896,-0.1770327429463598,2.048860351819089,,,,-0.07091725509170194,,,,,0.34507466283252825,,,-0.2967096284840203,,-0.8176750807621874,-0.6784114994950988,,,
