DATE,PAYEMS,NAPM,CPIAUCSL,DGORDER,RSAFS,HSN1F,HOUST,UNRATE,INDPRO,PPIFIS,NPPTTL,GACDISA066MSFRBNY,I42IMSM144SCEN,TTLCONS,GACDFSA066MSFRBPHI,IR,NMFCI,NAPMPRI,PERMIT,TCU,PCEPILFE,CPILFESL,BUSINV,JTSJOL,PCEC96,PCEPI,NAPMEI,IQ,AMDMVS,AMTMUO,AMDMTI,DSPIC96,BOPTEXP,BOPTIMP,GDPC1,ULCNFB,A261RX1Q020SBEA
1986-06-30,-93.0,50.5,0.003669724770642313,,,-0.07731305449936632,-0.003775620280474623,0.0,-0.003258512798527957,,,,,,2.8,,,51.3,-7.0,-0.3277999999999963,0.0030009523980665254,0.0026525198938993633,,,,0.0037210507803100423,43.3,,,,,-0.0007247689798876022,,,0.004503839492487227,0.003620194979796043,0.002794665138029062
1986-07-31,318.0,48.0,0.000914076782449591,,,-0.04120879120879117,-0.03519220357336217,-0.20000000000000018,0.005600237886211001,,,,,,11.8,,,49.3,-10.0,0.3614000000000033,0.0018095169843772574,0.003527336860670083,,,,0.00023977276919096013,41.9,,,,,0.005241902250061825,,,,,
1986-08-31,115.0,52.6,0.0009132420091324533,,,-0.11031518624641834,0.014029180695847465,-0.09999999999999964,-0.001335938325060515,,,,,,6.8,,,51.5,-54.0,-0.18680000000000518,0.002056619632669676,0.0035149384885764245,,,,0.0012723350113403864,44.5,,,,,0.0014922191430397636,,,,,
1986-09-30,346.0,52.4,0.0036496350364965124,,,0.2286634460547503,-0.06640841173215273,0.09999999999999964,0.0020286192170693162,,,,,,10.6,,,57.1,-40.0,0.06799999999999784,0.0032838378069675045,0.003502626970227629,,,,0.0032596685082872945,43.9,,,,,0.0009169204571504164,,,0.009570323786425528,0.008261988864275871,0.006274262921055929
1986-10-31,187.0,51.2,0.001818181818181941,,,-0.1231979030144168,-0.003556609365737984,0.0,0.004676957497555145,,,,,,9.1,,,56.9,-11.0,0.2644999999999982,0.0033976092215739495,0.003490401396160525,,,,0.0017989243166842694,43.7,,,,,-0.0006052674627842203,,,,,
1986-11-30,187.0,51.2,0.001814882032667997,,,0.05680119581464882,-0.03450327186198687,-0.09999999999999964,0.004553643177150901,,,,,,16.4,,,57.1,-31.0,0.24430000000000973,0.0021096672398817073,0.002608695652173809,,,,0.0017956939990837473,42.2,,,,,0.0006383710081350191,,,,,
1986-12-31,201.0,50.5,0.0036231884057971175,,,0.10891089108910901,0.12939001848428844,-0.3000000000000007,0.008419427248898659,,,,,,22.8,,,57.0,259.0,0.5383999999999958,0.001291441106747282,0.002601908065914982,,,,0.001335211164560146,44.5,,,,,0.001750310802852706,,,0.005370757362464618,0.015557270945905755,0.007898496941644906
1987-01-31,169.0,54.9,0.005415162454873723,,,-0.09566326530612246,-0.03218767048554283,0.0,-0.0030641713170751483,,,,,,5.8,,,61.1,-213.0,-0.3774999999999977,0.002367532995282806,0.002595155709342656,,,,0.00467614072260969,47.3,,,,,0.0038537533271281177,,,,,
1987-02-28,241.0,52.6,0.0035906642728904536,,,0.03244005641748937,0.005636978579481422,0.0,0.013086590968189205,,,,,,9.3,,,62.5,-1.0,0.8863999999999947,0.0020094125112368744,0.0025884383088869978,,,,0.0035089633104252727,46.6,,,,,0.005302968686458076,,,,,
1987-03-31,245.0,55.0,0.003577817531305927,,,-0.025956284153005438,-0.03251121076233188,0.0,0.0013021925088851916,,,,,,5.5,,,62.7,15.0,-0.0519999999999925,0.002955301071296601,0.0034423407917383297,,,,0.002645167134704307,48.3,,,,,0.0012621154997489725,,,0.007451714433557521,0.009033502894229217,0.010349143926420945
1987-04-30,335.0,55.5,0.004456327985739694,,,0.030855539971949453,-0.06488991888760143,-0.2999999999999998,0.006307676532913975,,,,,,14.4,,,65.6,-103.0,0.3410999999999973,0.0042444970621766664,0.006003430531732468,,,,0.003722375815399026,51.3,,,,,-0.03754100745002331,,,,,
1987-05-31,229.0,57.2,0.002661934338952898,,,-0.11428571428571432,0.00867410161090465,0.0,0.006456641832993437,,,,,,19.7,,,67.6,-101.0,0.35139999999999816,0.002794418149745903,0.0034100596760444635,,,,0.002538390912200539,50.9,,,,,0.04053327960239095,,,,,
1987-06-30,172.0,57.4,0.004424778761061843,,,-0.021505376344086002,-0.020884520884520863,-0.09999999999999964,0.00465027596249401,,,,,,13.0,,,72.6,22.0,0.2078999999999951,0.0027517982479057235,0.001699235344095218,,,,0.0037889671024275984,51.4,,,,,-0.0013232209133451356,,,0.010788979119299658,0.0005504852962479045,0.01595408731017267
1987-07-31,347.0,57.5,0.002643171806167466,,,0.03296703296703307,-0.011919698870765383,-0.10000000000000053,0.006931369865084358,,,,,,15.5,,,74.3,-6.0,0.3977000000000004,0.002587928788536642,0.003392705682782049,,,,0.0023077335909409413,46.6,,,,,0.0027792140641158536,,,,,
1987-08-31,173.0,59.3,0.004393673110720586,,,-0.001519756838905817,0.01904761904761898,-0.09999999999999964,0.008308091590830236,,,,,,30.1,,,77.4,-5.0,0.520700000000005,0.003360820455962976,0.0033812341504648735,,,,0.003962304562004748,52.4,,,,,0.0042056074766356755,,,,,
1987-09-30,227.0,60.0,0.0034995625546807574,,,0.013698630136986356,0.05607476635514019,-0.09999999999999964,0.0025673388837699207,,,,,,26.3,,,77.3,3.0,0.06829999999999359,0.003971131599848077,0.004212299915753892,,,,0.0033599999999998076,54.5,,,,,1.604595561688349e-05,,,0.008676120385809671,0.010077025540047524,0.01455344263923175
1987-10-31,491.0,60.7,0.0026155187445509043,,,-0.024024024024024038,-0.10619469026548678,0.09999999999999964,0.014587447963845701,,,,,,27.2,,,78.1,-67.0,1.062899999999999,0.00426497901905476,0.00503355704697972,,,,0.0031715657612645387,54.6,,,,,0.006434324957478976,,,,,
1987-11-30,234.0,58.8,0.003478260869565375,,,-0.038461538461538436,0.09306930693069315,-0.20000000000000018,0.005247922460197341,,,,,,11.8,,,79.2,10.0,0.3207000000000022,0.0021063086512773666,0.0025041736227044975,,,,0.0019075205764951253,53.7,,,,,0.0038901200516556766,,,,,
1987-12-31,289.0,61.0,0.0017331022530329143,,,-0.04800000000000004,-0.15458937198067635,-0.09999999999999964,0.004939034550593302,,,,,,29.6,,,80.2,-112.0,0.3125,0.002101881440216058,0.0024979184013322886,,,,0.0018510030673764,59.1,,,,,0.008941191417726868,,,0.017170525807583825,0.002021099707585572,0.013373549557503361
1988-01-31,92.0,57.5,0.0034602076124568004,,,-0.01680672268907568,-0.09214285714285719,0.0,0.0004491379449123034,,,,,,3.5,,,78.7,-101.0,-0.04429999999999268,0.0047235769584939025,0.004152823920265725,,,,0.0038711266738222783,51.2,,,,,0.0021092397292616916,,,,,
1988-02-29,461.0,56.2,0.0017241379310344307,,,0.1333333333333333,0.15892997639653816,0.0,0.00434454494109926,,,,,,18.3,,,81.2,194.0,0.29579999999999984,0.0020536668986235185,0.002481389578163684,,,,0.0014723668296785508,52.5,,,,,0.0058431766775572935,,,,,
1988-03-31,275.0,54.6,0.002581755593803692,,,0.009049773755656076,0.04005431093007461,0.0,0.002001060610187455,,,,,,12.8,,,74.5,87.0,0.11419999999999675,0.004268292682926944,0.004125412541254203,,,,0.0034479740964383776,50.2,,,,,0.004075832344306196,,,0.0051662630259665665,0.013804448894928933,0.011936065433685528
1988-04-30,243.0,55.8,0.006008583690987113,,,0.04484304932735417,0.026762402088772896,-0.2999999999999998,0.0056618133792119,,,,,,26.8,,,81.0,-96.0,0.4321000000000055,0.004874182014437123,0.004930156121610407,,,,0.004866392241680062,49.2,,,,,0.003437174362723061,,,,,
1988-05-31,230.0,55.5,0.0025597269624573205,,,-0.02145922746781115,-0.09663064208518757,0.1999999999999993,-0.0011701875638951975,,,,,,17.8,,,81.5,15.0,-0.13450000000000273,0.00340712643292318,0.003270645952575757,,,,0.0028987519744492207,50.4,,,,,0.0013949595461730802,,,,,
1988-06-30,364.0,59.3,0.004255319148936065,,,0.04824561403508776,0.04011259676284307,-0.1999999999999993,0.0025468663197623087,,,,,,17.4,,,80.7,41.0,0.18009999999999593,0.004215174628663165,0.004074979625101838,,,,0.004257675932015648,50.5,,,,,0.003714710252600284,,,0.013138672913233451,0.009580922816424309,0.01151234381636601
1988-07-31,224.0,58.2,0.004237288135593209,,,-0.05299860529986056,-0.007442489851150258,0.0,0.00042869187057315017,,,,,,23.7,,,81.0,-46.0,0.0011000000000080945,0.004080884802451834,0.0032467532467532756,,,,0.004860057907073223,52.5,,,,,0.004163582531458099,,,,,
1988-08-31,124.0,56.0,0.00421940928270037,,,0.013254786450662692,0.017723244717109843,0.1999999999999993,0.004173987014615355,,,,,,15.2,,,78.2,21.0,0.31039999999998713,0.00247175727011828,0.003236245954692629,,,,0.0029671045861487944,51.2,,,,,0.0028102828710956373,,,,,
1988-09-30,339.0,54.5,0.004201680672268893,,,0.021802325581395277,-0.0006697923643670389,-0.1999999999999993,-0.002738955277427957,,,,,,25.6,,,72.8,-24.0,-0.28179999999998984,0.005378123448618322,0.005645161290322553,,,,0.004873544349253578,50.2,,,,,0.0019295263472227653,,,0.005859287724467421,0.009685669960446841,0.009047887060664062
1988-10-31,263.0,55.4,0.0033472803347280866,,,0.021337126600284417,0.020107238605898026,0.0,0.004963628583654289,,,,,,27.2,,,71.5,80.0,0.3558000000000021,0.0038021562011356647,0.00400962309542896,,,,0.0032673065141923807,52.4,,,,,0.005334189249086796,,,,,
1988-11-30,341.0,55.6,0.0033361134278564464,,,-0.12534818941504178,0.03088042049934292,-0.10000000000000053,0.001586445510485257,,,,,,27.2,,,70.9,-8.0,0.05749999999999034,0.002738333387990677,0.0031948881789136685,,,,0.0023068050749710522,53.8,,,,,0.0003344684991486435,,,,,
1988-12-31,281.0,56.0,0.0033250207813799726,,,0.047770700636942776,-0.003824091778202643,0.0,0.004888778324999121,,,,,,22.7,,,69.8,-7.0,0.32269999999999754,0.0033195427861265614,0.0031847133757962887,,,,0.003130711433019684,54.8,,,,,0.004924161828626872,,,0.01332495823227653,0.005121674372248641,0.013624596305968018
1989-01-31,263.0,54.7,0.0041425020712511085,,,0.09270516717325239,0.03710812539987196,0.10000000000000053,0.0030083057441403493,,,,,,28.2,0.02015677491601342,,70.5,-35.0,0.14910000000000423,0.005052480604993859,0.003968253968253954,,,,0.005128464665890675,51.4,0.011727078891258014,,,,0.004279967333111534,,,,,
1989-02-28,266.0,54.1,0.0033003300330032292,,,-0.13490959666203062,-0.12091301665638499,-0.20000000000000018,-0.00454735039904508,,,,,,20.1,-0.005488474204171201,,67.9,-83.0,-0.5083999999999946,0.002545973469983309,0.003162055335968361,,,,0.003323207062654099,50.0,-0.0031612223393046035,,,,0.0029666440780060643,,,,,
1989-03-31,194.0,51.5,0.00493421052631593,,,-0.08842443729903537,-0.002105263157894721,-0.20000000000000018,0.0022738614215636055,,,,,,18.2,0.007726269315673218,,67.9,-169.0,0.05559999999999832,0.00299241382656934,0.003940110323088941,,,,0.0037304069991133115,50.2,0.00634249471458781,,,,0.00502987898261309,,,0.010166024910562399,0.0022998953341046846,0.006127751333178111
1989-04-30,170.0,52.2,0.0073649754500817455,,,0.07231040564373892,-0.058368495077355864,0.20000000000000018,0.0006779491178048325,,,,,,4.1,0.00766703176341732,,65.4,162.0,-0.09329999999999927,0.003338278931750649,0.0031397174254317317,,,,0.006666444451851605,50.0,-0.0021008403361344463,,,,-0.005139160703347856,,,,,
1989-05-31,122.0,49.3,0.004874086108854758,,,0.07894736842105265,-0.005974607916355512,0.0,-0.006634080397544095,,,,,,-10.2,0.006521739130434634,,59.3,5.0,-0.7239000000000004,0.0029896327252270094,0.003912363067292812,,,,0.0036422635012085536,47.6,0.004210526315789442,,,,-0.00458006096736896,,,,,
1989-06-30,114.0,47.3,0.003233629749393563,,,-0.021341463414634165,0.04958677685950419,0.09999999999999964,0.0004772525374714398,,,,,,-7.6,-0.011879049676025821,,50.0,-59.0,-0.13400000000000034,0.0026602137786253532,0.0038971161340608518,,,,0.0021939229982514963,47.4,-0.002096436058700246,,,,0.002836109099686235,,,0.007632691197986041,0.0010030365902253813,-0.0017531137471564762
1989-07-31,42.0,45.9,0.003223207091055613,,,0.13862928348909653,0.021474588403722183,-0.09999999999999964,-0.009183122450553971,,,,,,-16.9,-0.010928961748633892,,48.1,-39.0,-0.9493999999999971,0.0025732414851280527,0.0031055900621115295,,,,0.0023866348448686736,44.5,-0.005252100840336116,,,,0.0035050243696972405,,,,,
1989-08-31,51.0,45.1,0.0,,,-0.046511627906976716,-0.06657323055360898,0.0,0.009238044089653785,,,,,,-9.4,-0.0055248618784530246,,43.3,51.0,0.5774999999999864,0.0014028822854228462,0.0023219814241486336,,,,0.00011494252873567312,44.6,-0.007391763463569179,,,,0.002653315144883095,,,,,
1989-09-30,249.0,46.0,0.002409638554216942,,,-0.08321377331420376,-0.03978978978978975,0.09999999999999964,-0.003485691974406846,,,,,,-5.4,0.004444444444444473,,42.4,-20.0,-0.48099999999998033,0.0034704533876719346,0.003088803088803216,,,,0.0022329124731148564,45.4,0.004255319148936287,,,,0.0029901623658163956,,,0.007408807153262087,0.004200296491517097,0.004139888548851722
1989-10-31,107.0,46.8,0.004807692307692291,,,0.009389671361502261,0.10242376856919466,0.0,-0.0006509161803227581,,,,,,-6.9,0.005530973451327359,,41.0,51.0,-0.24610000000001264,0.0036170955357426315,0.005388760585065322,,,,0.0038988909457269294,45.0,0.0021186440677964935,,,,0.004933965357898806,,,,,
1989-11-30,276.0,46.8,0.003987240829345984,,,0.0604651162790697,-0.04184397163120568,0.10000000000000053,0.0032788336584763655,,,,,,-4.2,0.002200220022002153,,40.9,-21.0,0.07809999999999206,0.002655622648667366,0.003828483920367498,,,,0.002186648390202439,45.9,-0.004228329809725095,,,,0.0009493154545590077,,,,,
1989-12-31,84.0,47.4,0.003177124702144596,,,-0.07894736842105265,-0.07401924500370094,0.0,0.006068236539891858,,,,,,-2.1,0.005488474204171201,,41.0,78.0,0.310600000000008,0.002853539334699784,0.0038138825324181003,,,,0.002898314743955188,44.6,0.002123142250530785,,,,1.4818986084907948e-05,,,0.001970467769890405,0.014202137838650541,0.0011104003874196078
1990-01-31,361.0,47.2,0.009501187648456089,,,-0.015873015873015928,0.2398081534772183,0.0,-0.00663934079600037,,,,,,-7.5,0.009825327510917026,,50.8,326.0,-0.7377000000000038,0.003851535111851767,0.0037993920972645423,,,,0.007582030425535402,45.4,0.008474576271186418,,,,0.0058682315284075415,,,,,
1990-02-28,238.0,49.1,0.0039215686274509665,,,-0.04677419354838708,-0.07350096711798837,-0.10000000000000053,0.009804045232944647,,,,,,-22.0,0.00216216216216214,,44.6,-419.0,0.6236000000000104,0.004854673014281996,0.004542013626040786,,,,0.0043989687399290656,46.5,-0.00630252100840345,,,,0.0020772562538671213,,,,,
1990-03-31,209.0,49.9,0.004687499999999956,,,-0.02876480541455162,-0.10299234516353517,-0.09999999999999964,0.004893464866670971,,,,,,-21.8,-0.003236245954692518,,50.1,-83.0,0.22769999999999868,0.004800049870647971,0.006028636021100375,,,,0.0037700736367576315,46.5,0.0021141649048626032,,,,0.0002499301665712661,,,0.010927903341079404,0.009879105624216677,0.009559523358393607
1990-04-30,44.0,50.0,0.002332814930015692,,,-0.05574912891986061,-0.031807602792862655,0.20000000000000018,-0.0015196245998944091,,,,,,-9.0,-0.008658008658008809,,50.9,-110.0,-0.29590000000000316,0.002977944597822413,0.0037453183520599342,,,,0.002093722030430678,46.6,0.0031645569620253333,,,,0.006423070139337961,,,,,
1990-05-31,151.0,49.5,0.0015515903801395226,,,-0.014760147601476037,-0.028846153846153855,0.0,0.002133513434443124,,,,,,-16.5,-0.004366812227074135,,50.1,-69.0,0.01470000000000482,0.003061887235950689,0.0029850746268658135,,,,0.0022488396944131406,46.2,0.002103049421661396,,,,-0.001197552319892492,,,,,
1990-06-30,18.0,49.2,0.006196746707978429,,,0.020599250936329527,-0.028877887788778867,-0.20000000000000018,0.0032113147600909553,,,,,,-8.6,-0.004385964912280715,,53.2,41.0,0.11199999999999477,0.003885051800690764,0.005208333333333259,,,,0.004423933800127289,45.4,-0.0020986358866736943,,,,0.0014329370823644716,,,0.0036290821965425657,0.012478313092219251,0.005552735208427473
1990-07-31,-33.0,46.6,0.004618937644341736,,,-0.0055045871559632475,-0.005097706032285432,0.2999999999999998,-0.0012940355178696628,,,,,,-18.1,-0.0033039647577092213,,51.4,-30.0,-0.2510000000000048,0.002518582222495347,0.005181347150259086,,,,0.0024715612028263223,46.3,0.002103049421661396,,,,0.0034750105856415914,,,,,
1990-08-31,-207.0,46.1,0.008429118773946254,,,-0.02583025830258301,-0.04782237403928269,0.20000000000000018,0.003287327283576724,,,,,,-18.1,0.030939226519336893,,53.1,-9.0,0.1372000000000071,0.00416666666666643,0.00589101620029453,,,,0.006653601795366226,43.1,0.0010493179433368471,,,,-0.006285739229123899,,,,,
1990-09-30,-97.0,44.5,0.006838905775075954,,,-0.06060606060606055,-0.004484304932735439,0.20000000000000018,0.0012652048581394126,,,,,,-43.4,0.03429796355841375,,70.2,-93.0,-0.020899999999997476,0.0034934098120578128,0.0036603221083455484,,,,0.006138629405761709,41.3,0.00419287211740027,,,,-0.00048319789150008674,,,0.0006652292405728844,0.009978250840308567,-0.0007318618049286796
1990-10-31,-153.0,43.2,0.006792452830188811,,,-0.0625,-0.08648648648648649,0.0,-0.007515293645712018,,,,,,-48.2,0.02901554404145079,,73.4,-51.0,-0.739200000000011,0.003390036636718552,0.003646973012399801,,,,0.005726679774053611,40.2,0.008350730688935215,,,,-0.008203685798833904,,,,,
1990-11-30,-154.0,41.3,0.002248875562218755,,,0.06021505376344094,0.1291913214990139,0.2999999999999998,-0.011691751881779733,,,,,,-27.1,-0.0060422960725075026,,64.2,16.0,-1.0672999999999888,0.001196897157748067,0.0029069767441860517,,,,0.0012567297100209984,36.2,0.001035196687370732,,,,0.00025110041062292865,,,,,
1990-12-31,-46.0,40.8,0.0037397157816005944,,,-0.05882352941176472,-0.15371179039301308,0.09999999999999964,-0.006541848799769712,,,,,,-37.1,-0.003039513677811523,,58.9,-80.0,-0.6295000000000073,0.0014073210961973448,0.004347826086956497,,,,0.0009452381690273626,38.8,-0.004136504653567741,,,,0.005744325816979146,,,-0.00910379412712603,0.018271514708569248,-0.004656421615134132
1991-01-31,-111.0,39.2,0.0037257824143070994,,,-0.13577586206896552,-0.17647058823529416,0.10000000000000053,-0.004341396530049391,,,,,,-32.0,-0.014227642276422814,,51.6,-75.0,-0.44199999999999307,0.004986702127659504,0.006493506493506551,,,,0.003792863224707954,37.3,0.005192107995846351,,,,-0.0028337346567216537,,,,,
1991-02-28,-321.0,39.4,0.0007423904974017681,,,0.2019950124688279,0.2092731829573935,0.1999999999999993,-0.006980974855768873,,,,,,-22.0,-0.020618556701030966,,44.5,67.0,-0.6454999999999984,0.00275163143175039,0.00501792114695343,,,,0.0005089450956199393,35.6,-0.0010330578512396382,,,,0.0013693587572700672,,,,,
1991-03-31,-159.0,40.7,0.0,,,0.051867219917012486,-0.0455958549222798,0.20000000000000018,-0.005239710342662907,,,,,,-11.6,0.0,,41.2,58.0,-0.49900000000000944,0.0020843017589109447,0.0021398002853068032,,,,0.00021580626763051391,33.6,-0.0031023784901758056,,,,0.0015880484648864712,,,-0.00467843817691449,0.0027299992309861576,-0.0020760596726823177
1991-04-30,-209.0,42.8,0.002225519287833766,,,0.0019723865877712132,0.08686210640608039,-0.09999999999999964,0.0019720214427147997,,,,,,-6.5,-0.008421052631578885,,38.8,5.0,0.07410000000000139,0.001990183755312014,0.002846975088967918,,,,0.0018031346802902526,35.8,0.0020746887966804906,,,,0.0039197838980562505,,,,,
1991-05-31,-116.0,44.5,0.0037009622501851247,,,0.017716535433070835,-0.004995004995005048,0.20000000000000018,0.010011005518825833,,,,,,3.9,-0.002123142250530785,,38.2,75.0,0.7070000000000078,0.004002329714311248,0.002838892831795725,,,,0.004153590548274133,37.4,-0.0020703933747411307,,,,0.00019010572803179748,,,,,
1991-06-30,86.0,50.3,0.002949852507374784,,,-0.0019342359767892114,0.04016064257028118,0.0,0.009108464859396204,,,,,,13.0,-0.006382978723404209,,39.6,-27.0,0.6392999999999915,0.0021568073301698742,0.0035385704175512345,,,,0.001685203909673083,43.0,-0.003112033195020847,,,,0.005190362009474203,,,0.007797188308543479,0.0029142966702884188,0.0029266362378765898
1991-07-31,-45.0,50.6,0.0014705882352941124,,,-0.009689922480620172,0.026061776061776065,-0.10000000000000053,0.0011917297736974142,,,,,,19.9,-0.0064239828693790635,,38.4,9.0,0.006700000000009254,0.003042716775017107,0.0035260930888576514,,,,0.0015753089440841972,41.3,-0.004162330905306932,,,,-0.0019345173161118279,,,,,
1991-08-31,21.0,52.9,0.002936857562408246,,,0.02935420743639927,-0.013170272812793926,0.10000000000000053,0.0008549457747100142,,,,,,27.0,0.003232758620689724,,41.8,-29.0,-0.02580000000000382,0.002752334305035742,0.0042164441321153046,,,,0.0023210713576740094,44.0,0.0031347962382444194,,,,0.0023608965577543994,,,,,
1991-09-30,25.0,54.9,0.002928257686676483,,,-0.07414448669201523,-0.03241182078169691,0.0,0.00890240391649133,,,,,,20.0,0.002148227712137407,,45.5,30.0,0.6122000000000014,0.003999114587176278,0.0034989503149054357,,,,0.0034430750011424927,47.3,-0.004166666666666763,,,,0.002776970049433114,,,0.005052966063139541,0.0033518983469915664,0.002783316016637505
1991-10-31,19.0,53.1,0.0014598540145984717,,,0.07597535934291577,0.0630541871921182,0.09999999999999964,-0.0017416930441426226,,,,,,9.5,0.008574490889603492,,50.0,17.0,-0.25020000000000664,0.002204715150802672,0.0020920502092049986,,,,0.0018826387307371295,44.7,0.010460251046025215,,,,0.0015223789708718183,,,,,
1991-11-30,-60.0,49.5,0.004373177842565745,,,0.09732824427480913,0.022242817423540284,0.0,-0.0011449314525009413,,,,,,1.3,0.004250797024442088,,47.6,-7.0,-0.20959999999999468,0.001862552430117459,0.003479471120389599,,,,0.0021821818787981506,43.0,0.001035196687370732,,,,0.0016214025131737753,,,,,
