,AQM_HUABAO_50,Benchmark_50
2019/4/19,1.257939375,1.173371936
2019/4/22,1.25776787,1.172689844
2019/4/23,1.264145479,1.176721287
2019/4/24,1.262720066,1.176257592
2019/4/25,1.262138826,1.174630034
2019/4/26,1.265836094,1.177893802
2019/4/29,1.266342518,1.177874424
2019/4/30,1.266064269,1.17925247
2019/5/1,1.261199342,1.177222466
2019/5/2,1.259759002,1.173582289
2019/5/3,1.267551542,1.178918917
2019/5/6,1.264721382,1.175388523
2019/5/7,1.253215812,1.167974565
2019/5/8,1.252526412,1.165800135
2019/5/9,1.250118712,1.161349842
2019/5/10,1.253160077,1.163745544
2019/5/13,1.236051312,1.153386329
2019/5/14,1.242457812,1.156254849
2019/5/15,1.247132742,1.16047383
2019/5/16,1.252177412,1.163609761
2019/5/17,1.247719532,1.16040117
2019/5/20,1.242059622,1.156616457
2019/5/21,1.248113372,1.160012201
2019/5/22,1.246188742,1.159163999
2019/5/23,1.238462857,1.154347659
2019/5/24,1.240535687,1.155541288
2019/5/27,1.240535687,1.156080687
2019/5/28,1.235955987,1.154435861
2019/5/29,1.231414957,1.149726139
2019/5/30,1.234084892,1.151426542
2019/5/31,1.227486386,1.148653189
2019/6/3,1.226199801,1.150785887
2019/6/4,1.240394786,1.157929691
2019/6/5,1.244317926,1.162541911
2019/6/6,1.24813953,1.164557027
2019/6/7,1.256021922,1.172236076
2019/6/10,1.25897905,1.174290821
2019/6/11,1.259512229,1.176268352
2019/6/12,1.257315874,1.174821343
2019/6/13,1.261189077,1.176229548
2019/6/14,1.258527069,1.173958979
2019/6/17,1.259414346,1.173937743
2019/6/18,1.268255476,1.181124595
2019/6/19,1.272616509,1.186323407
2019/6/20,1.279975434,1.1944406
2019/6/21,1.277227912,1.191374579
2019/6/24,1.276828932,1.192877789
2019/6/25,1.270091599,1.189020292
2019/6/26,1.269437391,1.186430117
2019/6/27,1.273867205,1.190521622
2019/6/28,1.277813065,1.193896146
2019/7/1,1.282621774,1.197503277
2019/7/2,1.285153564,1.200645024
2019/7/3,1.290911244,1.205064681
2019/7/4,1.290911244,1.205898297
2019/7/5,1.287832204,1.200521179
2019/7/8,1.283245714,1.197230326
2019/7/9,1.283842634,1.195998849
2019/7/10,1.287982334,1.198492709
2019/7/11,1.286977344,1.198537592
2019/7/12,1.290899174,1.200533022
2019/7/15,1.291372204,1.202001227
2019/7/16,1.288461514,1.199844781
2019/7/17,1.285790104,1.198561108
2019/7/18,1.288610065,1.199160199
2019/7/19,1.284506204,1.19838569
2019/7/22,1.286938634,1.199329383
2019/7/23,1.291322214,1.201869975
2019/7/24,1.295664114,1.204774409
2019/7/25,1.289949654,1.20122016
2019/7/26,1.294840094,1.203069915
2019/7/29,1.293236184,1.202785629
2019/7/30,1.291729894,1.199984014
2019/7/31,1.284662954,1.196227147
2019/8/1,1.281457135,1.195181019
2019/8/2,1.275240353,1.188197646
2019/8/5,1.256182874,1.175061596
2019/8/6,1.265242166,1.178276382
2019/8/7,1.267438896,1.181029107
2019/8/8,1.279717261,1.189624126
2019/8/9,1.274015962,1.18595547
2019/8/12,1.267307567,1.183545003
2019/8/13,1.276571687,1.186268002
2019/8/14,1.257896305,1.175813673
2019/8/15,1.26038908,1.176393277
2019/8/16,1.269649228,1.183540309
2019/8/19,1.276082249,1.188426967
2019/8/20,1.272953815,1.186618582
2019/8/21,1.278681861,1.190654795
2019/8/22,1.277386024,1.188113402
2019/8/23,1.262970707,1.180654275
2019/8/26,1.269237053,1.181819765
2019/8/27,1.268654047,1.18374288
2019/8/28,1.272195105,1.186330027
2019/8/29,1.279924694,1.191072419
2019/8/30,1.280048705,1.194055208
2019/9/3,1.275487783,1.191265273
2019/9/4,1.284152332,1.198882981
2019/9/5,1.291411588,1.203010695
2019/9/6,1.291857628,1.205380815
2019/9/9,1.291422716,1.203583373
2019/9/10,1.290752888,1.201101026
2019/9/11,1.296092657,1.205130874
2019/9/12,1.29812301,1.205963335
2019/9/13,1.296154249,1.204316492
2019/9/16,1.296103526,1.203591835
2019/9/17,1.298393015,1.20521769
2019/9/18,1.297570664,1.206120815
2019/9/19,1.297972436,1.207477155
2019/9/20,1.295914107,1.206675716
2019/9/23,1.296404366,1.206637366
2019/9/24,1.291345369,1.205084449
2019/9/25,1.293308735,1.202398768
2019/9/26,1.292116335,1.203866379
2019/9/27,1.287644141,1.201619265
2019/9/30,1.290925137,1.203009
2019/10/1,1.283884133,1.198193138
2019/10/2,1.272663625,1.18880746
2019/10/3,1.278872415,1.193413406
2019/10/4,1.287263899,1.200234105
2019/10/7,1.284171369,1.198472476
2019/10/8,1.274779301,1.191621765
2019/10/9,1.280550949,1.19373762
2019/10/10,1.283910409,1.195405316
2019/10/11,1.291922093,1.202091682
2019/10/15,1.297443384,1.206992848
2019/10/16,1.296946017,1.207627622
2019/10/17,1.299517811,1.209454577
2019/10/18,1.297046711,1.207689557
2019/10/21,1.301036941,1.210723224
2019/10/22,1.298968141,1.210659787
2019/10/23,1.301162332,1.211608735
2019/10/24,1.303735705,1.213933595
2019/10/25,1.306290825,1.214825564
2019/10/28,1.309557025,1.216500648
2019/10/29,1.308155921,1.217408843
2019/10/30,1.310528611,1.21951445
2019/10/31,1.309114365,1.221578555
