,f1,f2
2006-08-31,0.9297175065078794,1.568732893651244
2006-09-30,0.20815171275241012,0.7266447803263101
2006-10-31,-0.41923064346675176,-0.431734976798529
2006-11-30,-0.9450177859975238,-1.9015345438632396
2006-12-31,-0.682428504708779,-1.4042456535641241
2007-01-31,-0.8828967969356233,-1.4366385440849376
2007-02-28,-0.1895697545367365,-0.2786382921034712
2007-03-31,-0.4062501947191759,-0.8608204600186903
2007-04-30,0.5986366305880438,1.0790524344372658
2007-05-31,0.8290004103434059,0.8276226529210512
2007-06-30,1.2117855165831921,2.3668448037706944
2007-07-31,0.4846969692449724,0.77265944404578
2007-08-31,0.18085706647223065,0.30920836637155735
2007-09-30,-0.1271643863744628,-0.3317313204047263
2007-10-31,-0.20313381678748593,-0.3055780866660296
2007-11-30,-0.628744204650854,-1.6750672692027864
2007-12-31,-1.207779898456631,-1.5949426682750518
2008-01-31,-1.1065019641822593,-1.8634634309654894
2008-02-29,-1.2792867564486545,-1.649816903767577
2008-03-31,-1.4606124143663917,-2.349245749252987
2008-04-30,-1.3586127657819653,-2.055619277591351
2008-05-31,-1.4847398434404835,-2.8525924596660373
2008-06-30,-0.9308249563244761,-1.5751231205125884
2008-07-31,-0.8608841157094292,-1.315545392382884
2008-08-31,-1.0704344181354486,-1.3519076789318434
2008-09-30,-3.27386468295163,-4.553579496450802
2008-10-31,-4.773756555302166,-6.128068287804792
2008-11-30,-6.233952941628648,-8.880040507863182
2008-12-31,-7.001915346905104,-9.551970988361692
2009-01-31,-7.210157645508673,-11.957764725967564
2009-02-28,-6.439639269418325,-10.21403306645252
2009-03-31,-5.7855203795477355,-8.617541122997071
2009-04-30,-5.101004738331004,-7.888023221185095
2009-05-31,-3.959486028726956,-6.438093084789449
2009-06-30,-3.1218854548795205,-5.149939416097683
2009-07-31,-1.556184812761415,-2.284746757702448
2009-08-31,-0.7036251601127633,-2.1825416591634874
2009-09-30,0.27906606488190555,1.0929762644052683
2009-10-31,0.4650801740599307,0.25489989917044736
