,f1,f2
2008-03-31,0.9967474266200548,-3.4621867416176975
2008-04-30,1.3079431646235191,-2.6296092900382617
2008-05-31,-0.014274596254137439,-4.061906556061297
2008-06-30,0.771110320940527,-2.437568234900047
2008-07-31,0.8917730867903906,-1.907296759552955
2008-08-31,1.2322256004882468,-2.0366511946625434
2008-09-30,3.3423598103205956,-5.1526214387951095
2008-10-31,5.933232645852817,-6.436217257899706
2008-11-30,5.4482983850867575,-9.80962275812455
2008-12-31,6.875916066209574,-10.328662514504622
2009-01-31,2.6272337515092854,-13.826992129964772
2009-02-28,3.5378931491832533,-11.536374766846771
2009-03-31,4.297325447901507,-9.157866241586106
2009-04-30,3.134355677137539,-8.448977500233092
2009-05-31,1.669504022574349,-7.667955970911547
2009-06-30,1.155766748454097,-6.222428700243164
2009-07-31,1.2079830492758865,-2.7044409885503233
2009-08-31,-2.34954127306139,-3.9416892605372746
2009-09-30,2.0639058247696216,1.4336147683401996
2009-10-31,-1.3136054496708323,-1.0917333633402888
2009-11-30,-1.3003661508871456,-0.5456285544884292
2009-12-31,0.19994991731081949,2.1911420606804723
2010-01-31,-1.0211292895063506,2.510918757005409
2010-02-28,-0.626862801175549,2.056188129007398
2010-03-31,-2.598634075060994,2.7234936666259046
2010-04-30,-1.23948304377362,4.025674774236338
2010-05-31,0.6670994523462609,5.180306366232923
2010-06-30,0.48752098801710764,2.1599848693009074
2010-07-31,-0.3136168972130253,0.4401406954634218
2010-08-31,-0.42872783150202326,0.8448399996545884
2010-09-30,-0.5898664225047305,0.4723836362213765
2010-10-31,-1.5827281280602947,1.1508200156081723
2010-11-30,-1.3664092445966367,2.4268417182941557
2010-12-31,-1.3178892926317498,3.2274094405865537
2011-01-31,-1.4967788535871405,5.4557875073135245
2011-02-28,-2.408591376905239,5.181450500603102
2011-03-31,-1.5999031497545744,5.222929987365238
2011-04-30,-1.2226667883151139,3.2806848527509294
2011-05-31,0.3091191004017822,1.2389576640947284
2011-06-30,-0.04325502739786944,1.0592878709150484
2011-07-31,0.05192092528386393,-1.4279009007265893
2011-08-31,0.5666054448827033,-0.7457105468403294
2011-09-30,-0.851649230034787,-1.1664603582934443
2011-10-31,-0.25394290799626634,-0.18271944098937026
2011-11-30,-0.23936304568018302,1.3515807568884157
2011-12-31,-0.20431811023882193,1.811246112670871
2012-01-31,-0.7066873689708192,2.1027766706051954
2012-02-29,-1.3013401500420538,0.6390249884359415
2012-03-31,-0.9212687105257539,0.832935094446488
2012-04-30,-0.09981777781360651,1.417459800561978
2012-05-31,0.650203824807396,0.23349536756051575
2012-06-30,1.3910911785794133,-0.9717112303568842
2012-07-31,-0.03732033811700194,-2.4463015014482017
2012-08-31,-0.24796069975313523,-2.177717178242886
2012-09-30,-0.7562992255908311,-1.3777251374101607
2012-10-31,0.8153458002704613,0.10018181170378401
2012-11-30,0.323477510012371,-1.1979445384560488
2012-12-31,0.1244369972447028,-1.454383012218724
2013-01-31,0.2575652359753103,0.11609702875985936
2013-02-28,-1.0457886258430924,-0.2911986252938414
2013-03-31,1.019601709118383,-0.1563052853165187
2013-04-30,0.4750967515315659,-0.6536031047224634
2013-05-31,-0.00471596409483309,-1.43864868116735
2013-06-30,0.08360469562228817,-0.735933680236498
2013-07-31,-0.16029091290637332,1.185017610005188
2013-08-31,-0.20364445722851304,1.3264245191307455
2013-09-30,-0.051839059281536114,2.243720830793572
2013-10-31,-0.5818417411427398,1.60658425744062
2013-11-30,-1.0533041083469448,1.8050729755811012
2013-12-31,-0.5871822674890673,2.601750962212965
2014-01-31,0.7209689601881271,0.767292403424901
2014-02-28,-0.13117911953356706,0.26759940509621644
2014-03-31,-1.2716256137206337,0.3116661724245024
2014-04-30,-0.5047835036996882,2.762848414457496
2014-05-31,-0.649205943890261,2.3004766109107058
2014-06-30,-0.49942363138743134,2.2227400074268604
2014-07-31,-0.4462207775202176,3.093491160099806
2014-08-31,-1.2425541009701395,2.9312727014197906
2014-09-30,-0.12384469812630183,3.5153299387766626
2014-10-31,-0.9277321013404726,3.365594961479272
2014-11-30,-1.229609874515171,2.3939163460369057
2014-12-31,0.8813888653249002,2.9481400786606753
2015-01-31,1.340194164353946,0.7444935688014924
2015-02-28,1.2228365321323984,0.03460499089039138
2015-03-31,-0.3271704357624209,-1.9701111527456276
2015-04-30,0.620653599614679,-0.7604552304080684
2015-05-31,-0.9263270666681804,-1.322236354777442
2015-06-30,0.5295273068424893,1.0470084358420262
2015-07-31,-0.2593517058019374,-0.6855107515081339
2015-08-31,0.4355241885127924,-1.1804896722997098
2015-09-30,0.5658384457093575,-1.0793123273668435
2015-10-31,0.599010980439522,-1.193777788347305
2015-11-30,0.7013865861034367,-2.128855007473572
2015-12-31,0.988010422526821,-1.6177460709643523
2016-01-31,0.7730424738092204,-2.4329466136393387
2016-02-29,0.6865730249987935,-0.546198378103223
2016-03-31,0.8458161724968172,-0.16464198151639317
2016-04-30,-0.7145647570400759,-2.731108816145859
