,f1,f2
2007-03-31,-0.2648653320110587,1.4628966570101205
2007-04-30,0.3080548579369481,-1.1600809655808237
2007-05-31,-1.7591934118335104,-0.5113014702193222
2007-06-30,0.8424810017279416,-2.9643045122158074
2007-07-31,-0.23201579359756896,-0.42487163540752027
2007-08-31,-0.14391612177162588,-0.1610937427746327
2007-09-30,-0.3513955431897715,0.5868761174423632
2007-10-31,0.13956225304925582,0.2313261071566343
2007-11-30,-0.9943128816329738,1.6156440247685038
2007-12-31,1.2956094451846767,1.7406531879347933
2008-01-31,0.4534030979496364,2.347608536010496
2008-02-29,1.6315989452414064,2.018710619077667
2008-03-31,0.7664057827897289,3.0988827667903647
2008-04-30,1.1250827039373787,2.370565794428697
2008-05-31,-0.25196476329053696,3.7465571398964146
2008-06-30,0.5745368333461305,2.13712400663245
2008-07-31,0.706800931980634,1.5988284506411883
2008-08-31,1.0578047998282458,1.6741719119200804
2008-09-30,3.122525770736618,4.837135517670456
2008-10-31,5.738113321533667,6.294841142795986
2008-11-30,5.200622118802629,9.758602177089818
2008-12-31,6.661484701939328,10.376944933591387
2009-01-31,2.281684285797979,13.763901956190677
2009-02-28,3.2508014968190513,11.520552468016929
2009-03-31,4.094094794788749,9.240717117638715
2009-04-30,2.927995301526681,8.439374615775492
2009-05-31,1.4596169746311507,7.56265951736689
2009-06-30,0.9897009097997238,6.1111705250657
2009-07-31,1.1258345814345645,2.5395745067548883
2009-08-31,-2.487206247667015,3.6350766801240653
2009-09-30,2.05196954579585,-1.7054120400363422
2009-10-31,-1.4471870169980898,0.6131423202708655
2009-11-30,-1.4046347172223013,0.08301450982408297
2009-12-31,0.16893651650488956,-2.612865713363434
2010-01-31,-1.0732697550515242,-2.9769391915592838
2010-02-28,-0.6853523183069099,-2.4758782903739354
2010-03-31,-2.6305160192788692,-3.1675296441583654
2010-04-30,-1.2443319239744082,-4.573645753940883
2010-05-31,0.6748744713085034,-5.72046918767747
2010-06-30,0.44617934021300765,-2.5507391158514956
2010-07-31,-0.4135228105806409,-0.8771160938891885
2010-08-31,-0.5315843955566193,-1.3186906032946664
2010-09-30,-0.6692110038033902,-0.8720137227973341
2010-10-31,-1.650780766566325,-1.6439965814912585
2010-11-30,-1.3793748130453563,-2.80736771208661
2010-12-31,-1.3150516097004128,-3.560010933267143
2011-01-31,-1.4365462642126814,-5.7634531797620845
2011-02-28,-2.3759782453445926,-5.5488798187901285
2011-03-31,-1.59389785805453,-5.645693531359159
2011-04-30,-1.2989366848783048,-3.8313398053800913
2011-05-31,0.23498136162111055,-1.6146771685919563
2011-06-30,-0.11365775999263285,-1.4627706426478166
2011-07-31,-0.0682606950072667,1.0984955708072845
2011-08-31,0.49481097393441054,0.5552056138958911
2011-09-30,-0.9245249812528268,0.994492469515253
2011-10-31,-0.2608646342798727,0.1108778558120575
2011-11-30,-0.1910284269763746,-1.3652637325799992
2011-12-31,-0.13928717722418266,-1.8417288763972033
2012-01-31,-0.6312190925313038,-2.085982414447581
2012-02-29,-1.2634646868192996,-0.5872719090707527
2012-03-31,-0.882279686208169,-0.8160764967877084
2012-04-30,-0.06828679393571556,-1.4793498553556235
2012-05-31,0.6308692526944051,-0.4049521569286542
2012-06-30,1.348158651776667,0.8435252170724827
2012-07-31,-0.12802867701435725,2.3132712610686155
2012-08-31,-0.3118851711263047,2.12984371569932
2012-09-30,-0.8029920886538825,1.3681516481194371
2012-10-31,0.8087063808081244,-0.12000918288219692
2012-11-30,0.3033750167191796,1.250611048386007
2012-12-31,0.08575251675893591,1.4319565121718822
2013-01-31,0.2352760679219777,-0.20847494969898664
2013-02-28,-1.1052534962843041,0.14105410825187265
2013-03-31,0.9828123626785814,0.0599494114783788
2013-04-30,0.446943564024262,0.5873882181597372
2013-05-31,-0.022268512233622962,1.4691209679418207
2013-06-30,0.06979095742152303,0.7303465850868288
2013-07-31,-0.16149032125773863,-1.2861373063447756
2013-08-31,-0.22732992678948494,-1.5166074265316605
2013-09-30,-0.08261946012039341,-2.4898257641621613
2013-10-31,-0.6528871194024287,-1.9520358773837185
2013-11-30,-1.1218179828152388,-2.177067655482868
2013-12-31,-0.6245152213580746,-2.882882008425634
2014-01-31,0.6573032367069777,-0.9262083272090356
2014-02-28,-0.21316535228458458,-0.4450782401979704
2014-03-31,-1.3475766424528972,-0.46896364370655735
2014-04-30,-0.4823364523897519,-2.8688092989772995
2014-05-31,-0.6279483158124016,-2.418684536847555
2014-06-30,-0.48767565148071523,-2.3446504681240037
2014-07-31,-0.42121544040141196,-3.269155572963795
2014-08-31,-1.2513471060525008,-3.233942557747144
2014-09-30,-0.10490694585422475,-3.8139610783736697
2014-10-31,-0.9340976344550266,-3.7323559936955863
2014-11-30,-1.2881164207387186,-2.859910513555432
2014-12-31,0.8787146948149646,-3.311158541583685
2015-01-31,1.2892266521021933,-1.0943838403446544
2015-02-28,1.1437891897601171,-0.3283601480704589
2015-03-31,-0.4313229432167184,1.7547942061252255
2015-04-30,0.562694095989354,0.5693949797761327
2015-05-31,-1.0129073942769764,1.142301868646734
2015-06-30,0.5066775158596386,-1.1881590160386626
2015-07-31,-0.33198773116805386,0.5039652722847253
2015-08-31,0.3621332633838473,1.0268169541934162
2015-09-30,0.5262006089352379,1.003394334286249
2015-10-31,0.5591362215872221,1.1292845491319543
2015-11-30,0.6545666768023584,2.1634596805424113
2015-12-31,0.9649082225181086,1.6919231461593098
2016-01-31,0.7240152015324859,2.5243404297124825
2016-02-29,0.6988049018883392,0.7005176203668313
2016-03-31,0.8277789485532501,0.2080187637954118
2016-04-30,-0.8250822545837634,2.681070400240162
2016-05-31,-0.1541867088773585,0.7504213125587015
2016-06-30,-0.5036163353660198,-0.08290276772597557
2016-07-31,0.38539461539851266,0.05336258409112043
2016-08-31,0.9719519516134276,0.7226009425393187
2016-09-30,-0.15704601402432375,1.3328699715111612
2016-10-31,-0.5931713803634966,0.614491024244044
2016-11-30,-0.04028186953269158,-1.145691802569894
2016-12-31,-0.6501170282875006,-0.7755915757123154
2017-01-31,-0.7694659429723222,-2.3602716555199668
2017-02-28,-0.5784578233363068,-3.3036131607368038
2017-03-31,-0.09107566212396975,-3.018723915962862
