,f1,f2
2008-09-30,-4.00499145391756,-6.114889281797501
2008-10-31,-6.762495686962153,-7.454277844986199
2008-11-30,-6.3564333032707445,-10.868934426058294
2008-12-31,-7.9201172497663475,-11.576939310828115
2009-01-31,-3.5212524308475217,-14.918687583895194
2009-02-28,-4.404388718316334,-12.644850066252992
2009-03-31,-5.118518293980558,-10.230129935588506
2009-04-30,-3.8890645730129925,-9.529175284622097
2009-05-31,-2.1861766376853926,-8.277493484865339
2009-06-30,-1.5596863337068618,-6.685451037896171
2009-07-31,-1.4888272079317486,-3.098064102257801
2009-08-31,2.275868114949508,-4.090274089128552
2009-09-30,-2.0692365985931835,1.6214651545764036
2009-10-31,1.391156285644533,-0.8845810683032007
2009-11-30,1.2457492083877018,-0.8170847023117209
2009-12-31,-0.12740590951473388,2.2752974551552723
2010-01-31,1.2503553861633527,2.8828741930037767
2010-02-28,0.8288916219296846,2.435670167983379
2010-03-31,2.90616315610363,3.105976024056845
2010-04-30,1.6424849280999465,4.766191582235064
2010-05-31,-0.27011145929318675,6.067077441946588
2010-06-30,-0.36608424597489797,2.4121997929454055
2010-07-31,0.43756581292493274,0.7479325423663162
2010-08-31,0.624336873371205,1.333232260352563
2010-09-30,0.8314351958417968,1.1118019462877793
2010-10-31,1.7964848807164715,1.4771519114693317
2010-11-30,1.5793284943813612,2.6363864973769573
2010-12-31,1.5236900330056402,3.338243764851418
2011-01-31,1.8060854736878968,5.6739542015308375
2011-02-28,2.7470794664007334,5.399550881955803
2011-03-31,1.9998363209356456,5.7622754728135135
2011-04-30,1.6511595621462407,4.1555663604188045
2011-05-31,-0.10296709028861264,1.8187740307684834
2011-06-30,0.12739141186458056,1.2143017156729103
2011-07-31,-0.12289179288059744,-1.5395048742913635
2011-08-31,-0.7343586196099428,-1.1574153608818483
2011-09-30,0.6874432660139174,-1.736403009591453
2011-10-31,-0.062352043103458085,-1.2647014888061698
2011-11-30,-0.0020287406132179124,0.3523991863094798
2011-12-31,0.047595551807978066,1.0252082058197998
2012-01-31,0.6579585334956018,1.5449265471598133
2012-02-29,1.2878784003070083,0.22345062425057108
2012-03-31,0.8845534862603696,0.36223663803159606
2012-04-30,0.10971269299898259,1.154492323010957
2012-05-31,-0.7385935407267064,-0.13464555787038623
