,f1,f2
2000-06-30,-0.040333841966191095,0.5427921680671821
2000-07-31,-0.679125103839544,1.2108656501073967
2000-08-31,-0.19196558731687838,1.7162662960955086
2000-09-30,0.6504347373771382,-0.42692595158723323
2000-10-31,1.0328215532096536,0.34477869060334165
2000-11-30,1.633573986391091,0.5211670247785949
2000-12-31,4.508736372388331,-0.05786234165665405
2001-01-31,5.299042704555234,-0.3783188207849443
2001-02-28,4.977422725346467,1.143882686889488
2001-03-31,3.438663879263776,3.3719132892055987
2001-04-30,2.829766064822967,4.67664988301971
2001-05-31,2.397524747573775,4.259922731770891
2001-06-30,2.2270674873273917,4.597638284689201
2001-07-31,3.0860497914572593,3.947108272749909
2001-08-31,1.3151646688843195,4.563270157802366
2001-09-30,2.497744161931996,4.055055271654906
2001-10-31,3.9946734053925237,6.215816103976254
2001-11-30,1.7707988379859165,6.837874217258471
2001-12-31,-0.42989465436240965,6.086263385401515
2002-01-31,-1.43773650825112,4.4128185671688
2002-02-28,-2.355585304381705,2.3944648612195456
2002-03-31,-2.225616801534983,0.9578423784200301
2002-04-30,-1.5724257074302994,-0.012992456258342416
2002-05-31,-2.4763470985217673,-0.5345638543759477
2002-06-30,-1.562008734897579,-1.0612823105646738
2002-07-31,0.48003204396152976,-1.2219191467247839
2002-08-31,0.6081389640634662,-0.6228500250693632
2002-09-30,1.6764674632296785,-0.33470286432878105
2002-10-31,0.8099040663208678,0.4975323565689278
2002-11-30,0.28944232567055544,1.3764858891903207
2002-12-31,-1.664138602482587,1.158815117860632
2003-01-31,-0.8553850998485003,-0.7187091399748939
2003-02-28,0.7723458979663588,0.6966738184772184
2003-03-31,2.1001515051135486,0.637976900666029
2003-04-30,1.8851096482143814,1.3775651909462299
2003-05-31,0.3016997882032459,2.015183523730898
2003-06-30,-0.3021185054338073,1.8393399734447125
2003-07-31,-1.805351770010506,1.7004849934741229
2003-08-31,-2.1106056861294693,1.3179322708466443
2003-09-30,-2.38217169410166,0.6940636939338637
2003-10-31,-3.4321637844419444,-0.6892964870631575
2003-11-30,-4.866719416707716,-1.5450835296635348
2003-12-31,-6.038528943065257,-2.3514903103376903
2004-01-31,-4.8570185443468,-3.8531796840552577
2004-02-29,-3.576988635179382,-3.8335401696628826
2004-03-31,-4.04674908293519,-5.024388369983198
2004-04-30,-3.717637761898053,-5.9061777028187485
2004-05-31,-3.5659239799987774,-5.519337591304746
2004-06-30,-3.7996467708850825,-4.416361140869209
2004-07-31,-3.8181374337044636,-3.825009409052258
2004-08-31,-2.2461340230099176,-4.648429178971475
2004-09-30,-3.037079597205564,-3.9361615838428254
2004-10-31,-2.227831345813156,-4.93149417357572
2004-11-30,-2.8981115114056153,-3.718663810828738
2004-12-31,-2.4135576546521316,-4.171351725602953
2005-01-31,-2.186690303229533,-3.758717222237116
2005-02-28,-1.5674140655889897,-4.2243931323556545
2005-03-31,-2.212029919957534,-3.893074545467178
2005-04-30,-0.4358555702432965,-4.125927508201233
2005-05-31,0.668983035877498,-2.58451888586208
2005-06-30,-0.7341191829572314,-2.3467442679731123
2005-07-31,-1.5160495719640033,-2.075609223530182
2005-08-31,-0.3624422661119755,-3.1320574931260103
2005-09-30,-2.534302566070266,-2.894878469695858
2005-10-31,-2.214970061601093,-3.722894433910969
2005-11-30,-1.8307883049757876,-3.904445597711937
2005-12-31,-0.35489212444650914,-3.073853406761731
2006-01-31,-0.9464162233767516,-3.11578007911762
2006-02-28,-1.4974687674743716,-3.3179503733719513
2006-03-31,-1.067141973537099,-3.405943715787604
