,f1,f2
2000-02-29,0.6515378524706449,-1.799380286771243
2000-03-31,1.1720733887884371,-1.483816658384074
2000-04-30,0.6745347546945929,-1.1423128615101887
2000-05-31,0.8220281831924992,-0.4792432061795092
2000-06-30,0.4511010299495059,0.061986506798753845
2000-07-31,0.11742348660917044,0.3185170166447081
2000-08-31,-0.4062164008082522,0.9467353773996456
2000-09-30,-0.5899053909301253,0.8151945809865201
2000-10-31,-1.8088598226928665,1.6091503894560995
2000-11-30,-1.6835822508954068,2.028922083011344
2000-12-31,-2.7787791965501114,3.663502356930658
2001-01-31,-3.1933674910750613,4.069789500931059
2001-02-28,-3.55519471329877,4.179317427784253
2001-03-31,-2.8811788227938853,3.7889017206052853
2001-04-30,-3.5259329066270877,3.858898586037793
2001-05-31,-3.306570063503118,3.6195154061872805
2001-06-30,-2.9368184101749564,3.2832320423215684
2001-07-31,-3.3777119561270696,3.624711323158471
2001-08-31,-1.6996314448932908,2.193113554972372
2001-09-30,-1.309175601298668,2.6462853605622882
2001-10-31,-2.1413735858057836,4.617225943340207
2001-11-30,-2.683178567038296,3.2350932490756827
2001-12-31,-0.929243651936981,1.8494092629824634
2002-01-31,-0.6471785452632914,0.8339129322336939
2002-02-28,-0.5321862555355753,-0.7010025808440468
2002-03-31,0.0713092542109096,-0.9023026808297618
2002-04-30,0.9779429413976939,-0.7338165193311348
2002-05-31,0.8073370479267732,-1.4648757668930459
2002-06-30,0.7015733176897719,-1.039592512877932
2002-07-31,0.008560355308010711,0.5102397417959749
2002-08-31,-0.18915232602276366,0.5897608079996
2002-09-30,-1.5367900570960884,1.3921404154616894
2002-10-31,-0.5641227771216443,1.0935024828841267
2002-11-30,-0.05893220912028985,0.878185046694664
2002-12-31,-0.09155618089461738,-0.7311664507404322
2003-01-31,-0.368160612279156,-0.5530789898822009
2003-02-28,-0.03771242282085374,0.9193469148262777
2003-03-31,-1.0907539568286997,2.0853857707000505
2003-04-30,-0.8654193873464906,2.0416804832483035
2003-05-31,0.19099146873906858,0.732332984648433
2003-06-30,0.31123909347407447,0.40857242249909936
2003-07-31,0.6169349667171663,-0.6233598391535198
2003-08-31,0.3225798250384978,-0.9726617714953573
2003-09-30,0.3686558003861539,-0.8631250911910037
2003-10-31,0.9497836726315053,-2.1120286685357113
2003-11-30,1.6197603866485129,-3.4999808719297354
2003-12-31,2.45323749215581,-4.586591909272414
2004-01-31,1.9341942083846315,-3.86056662432896
2004-02-29,1.9865689308446974,-2.866586903470509
2004-03-31,2.3423277712560857,-3.5120453157087725
2004-04-30,2.2871008519751768,-3.679761399528664
2004-05-31,2.077064352764036,-3.4615840729168372
2004-06-30,2.886849658484066,-3.2109420117995815
2004-07-31,1.645946221257598,-3.0690687542015946
2004-08-31,2.0899653198687886,-2.2420584831377215
2004-09-30,2.090202450806139,-2.7779528997617087
2004-10-31,2.3509512187448616,-2.553252589635977
2004-11-30,2.3838762593100453,-2.715084050128317
2004-12-31,2.069575394198789,-2.634167216424404
2005-01-31,1.9144639512646966,-2.246467653889156
2005-02-28,1.778355426770697,-2.216393203881965
2005-03-31,2.4882212551043317,-2.4866082975830555
2005-04-30,2.0401956502644265,-1.3148575833778544
2005-05-31,0.6430548130674958,-0.21394832522128424
2005-06-30,1.465621440335746,-1.33197818221889
2005-07-31,0.7372268968276291,-1.605753651924534
2005-08-31,0.8455108028510391,-0.7928194196063009
2005-09-30,1.8688487649449272,-2.6130076336654455
2005-10-31,1.5941739226010048,-2.4265090629237998
2005-11-30,1.7664026132310657,-2.1769943440278134
2005-12-31,1.7219498366445258,-1.0413751865662522
2006-01-31,0.5262382863216988,-1.2944426582079078
2006-02-28,0.9955380571249172,-1.775786041667559
2006-03-31,1.45359465486295,-1.3724984232309685
2006-04-30,2.188932780785099,-2.080443092542735
2006-05-31,1.0482077701761257,-1.1548421127496686
2006-06-30,1.105344947365164,-0.9233010115160873
2006-07-31,1.4432480526826676,-1.264793167550678
2006-08-31,1.6846642679719892,-1.2147674174449976
2006-09-30,1.090854712621314,-0.43864679229431564
2006-10-31,1.375287023050465,0.17414323889375305
2006-11-30,0.8910313689892636,0.7071047737484593
2006-12-31,0.18115070666333777,0.20694909312219945
2007-01-31,-0.15581570461073982,1.0623935991422302
2007-02-28,0.9094506853550971,-0.3306674176207224
2007-03-31,0.26176534588976397,0.04985459312857906
2007-04-30,0.7446123522441566,-1.185959390833863
2007-05-31,1.8166941144290745,-1.6001241675446376
2007-06-30,1.2116196024036523,-1.358818145195799
2007-07-31,1.1625755743582773,-0.44591819318885917
2007-08-31,0.9207961219720071,-0.29189306579414354
2007-09-30,1.1238588007056844,0.10969482195775984
2007-10-31,0.8463669395378511,0.27590628952536894
2007-11-30,0.589559977841042,0.19202470899827204
2007-12-31,0.5257101469237464,1.3867998663418468
2008-01-31,1.0675039288306782,1.0791898608721888
2008-02-29,-0.15057196191129274,1.7533461572915454
2008-03-31,-0.1017538124686732,1.8205413781602349
2008-04-30,0.15802096274683805,1.611699294284366
2008-05-31,0.0012551318195916767,1.39992410979522
2008-06-30,-0.006469870801858694,1.1086884037939344
2008-07-31,0.7794988480803257,0.7302532124475298
2008-08-31,1.1991480733301123,0.45429745872071053
2008-09-30,0.2961578306939578,3.332728953205453
2008-10-31,-0.6469168279682694,5.291026993688528
2008-11-30,-0.6484519966863141,6.236106600743213
2008-12-31,0.6672875187818554,6.955242997952147
