date,SHCOMP INDEX,MXWD INDEX,SPX INDEX,SHSZ300 INDEX,HSI INDEX
1994-01-29,799.26,157.25,478.7,,11377.83
1994-01-30,799.26,157.25,478.7,,11377.83
1994-01-31,770.25,161.05,481.61,,11487.02
1994-02-01,755.15,162.19,479.62,,11826.89
1994-02-02,772.2,161.95,482.0,,11785.83
1994-02-03,780.17,161.37,480.71,,11851.13
1994-02-04,797.86,159.84,469.81,,12157.57
1994-02-05,797.86,159.84,469.81,,12157.57
1994-02-06,797.86,159.84,469.81,,12157.57
1994-02-07,797.86,157.63,471.76,,11414.27
1994-02-08,797.86,158.24,471.05,,11454.16
1994-02-09,797.86,158.07,472.77,,11504.03
1994-02-10,797.86,157.56,468.93,,11504.03
1994-02-11,797.86,157.56,470.18,,11504.03
1994-02-12,797.86,157.56,470.18,,11504.03
1994-02-13,797.86,157.56,470.18,,11504.03
1994-02-14,779.91,158.01,470.23,,10988.81
1994-02-15,772.76,158.53,472.52,,11012.33
1994-02-16,776.1,158.73,472.79,,10634.14
1994-02-17,768.57,158.2,470.34,,10786.58
1994-02-18,769.18,157.7,467.69,,10825.88
1994-02-19,769.18,157.7,467.69,,10825.88
1994-02-20,769.18,157.7,467.69,,10825.88
1994-02-21,754.41,156.51,467.69,,10456.45
1994-02-22,768.17,157.34,471.46,,10674.01
1994-02-23,759.71,157.7,470.69,,10763.23
1994-02-24,758.84,156.53,464.26,,10432.02
1994-02-25,787.42,157.14,466.07,,10100.25
1994-02-26,787.42,157.14,466.07,,10100.25
1994-02-27,787.42,157.14,466.07,,10100.25
1994-02-28,770.98,158.47,467.14,,10410.23
1994-03-01,757.29,157.44,464.44,,10148.36
1994-03-02,742.06,156.01,464.81,,9877.43
1994-03-03,734.45,155.5,463.01,,9802.03
1994-03-04,726.3,155.86,464.74,,9918.19
1994-03-05,726.3,155.86,464.74,,9918.19
1994-03-06,726.3,155.86,464.74,,9918.19
1994-03-07,717.01,156.44,466.91,,10061.55
1994-03-08,711.27,156.72,465.88,,10294.58
1994-03-09,716.11,156.06,467.06,,10224.38
1994-03-10,698.89,156.22,463.9,,10129.05
1994-03-11,717.38,156.35,466.44,,9905.66
1994-03-12,717.38,156.35,466.44,,9905.66
1994-03-13,717.38,156.35,466.44,,9905.66
1994-03-14,788.46,157.09,467.39,,9980.07
1994-03-15,772.76,157.21,467.01,,9863.56
1994-03-16,793.82,157.82,469.42,,9720.61
1994-03-17,776.94,157.95,470.9,,9513.13
1994-03-18,765.55,156.65,471.06,,9132.31
1994-03-19,765.55,156.65,471.06,,9132.31
1994-03-20,765.55,156.65,471.06,,9132.31
1994-03-21,731.62,155.39,468.54,,8667.03
1994-03-22,739.31,155.59,468.8,,9012.17
1994-03-23,725.21,155.47,468.54,,9465.53
1994-03-24,724.28,154.54,464.35,,9320.75
1994-03-25,719.06,154.35,460.58,,9234.21
1994-03-26,719.06,154.35,460.58,,9234.21
1994-03-27,719.06,154.35,460.58,,9234.21
1994-03-28,702.23,154.4,460.0,,9197.03
1994-03-29,706.91,153.28,452.48,,9480.14
1994-03-30,706.34,151.52,445.55,,9232.21
1994-03-31,704.46,151.07,445.77,,9029.91
1994-04-01,698.84,150.62,445.77,,9029.91
1994-04-02,698.84,150.62,445.77,,9029.91
1994-04-03,698.84,150.62,445.77,,9029.91
1994-04-04,694.38,148.94,438.92,,9029.91
1994-04-05,682.75,150.97,448.29,,9029.91
1994-04-06,679.74,151.43,448.05,,9234.31
1994-04-07,677.31,152.18,450.88,,9285.92
1994-04-08,678.86,151.95,447.1,,9298.22
1994-04-09,678.86,151.95,447.1,,9298.22
1994-04-10,678.86,151.95,447.1,,9298.22
1994-04-11,659.05,153.57,449.87,,9476.77
1994-04-12,665.61,153.16,447.57,,9738.09
1994-04-13,656.79,153.06,446.26,,9753.76
1994-04-14,636.08,152.8,446.38,,9600.63
1994-04-15,626.79,153.28,446.18,,9536.06
1994-04-16,626.79,153.28,446.18,,9536.06
1994-04-17,626.79,153.28,446.18,,9536.06
1994-04-18,604.15,152.65,442.46,,9506.84
1994-04-19,572.73,152.31,442.54,,9303.91
1994-04-20,540.24,151.28,441.96,,9221.01
1994-04-21,582.43,151.96,448.73,,8934.59
1994-04-22,566.07,152.69,447.63,,9156.85
1994-04-23,566.07,152.69,447.63,,9156.85
1994-04-24,566.07,152.69,447.63,,9156.85
1994-04-25,560.8,153.29,452.71,,9136.11
1994-04-26,579.72,153.8,451.87,,9328.64
1994-04-27,598.5,154.38,451.87,,9113.25
1994-04-28,599.63,154.39,449.1,,9163.09
1994-04-29,592.56,154.9,450.91,,8966.07
1994-04-30,592.56,154.9,450.91,,8966.07
1994-05-01,592.56,154.9,450.91,,8966.07
1994-05-02,592.56,154.89,453.02,,8799.7
1994-05-03,605.77,154.67,453.03,,8679.13
1994-05-04,619.68,153.16,451.72,,8369.44
1994-05-05,590.92,152.75,451.38,,8412.88
1994-05-06,585.8,152.93,447.82,,8620.27
1994-05-07,585.8,152.93,447.82,,8620.27
1994-05-08,585.8,152.93,447.82,,8620.27
1994-05-09,581.7,151.68,442.32,,8421.7
1994-05-10,595.38,152.28,446.01,,8540.09
1994-05-11,591.18,152.04,441.49,,8906.16
1994-05-12,582.16,152.78,443.75,,8878.86
1994-05-13,590.39,153.0,444.14,,9134.72
1994-05-14,590.39,153.0,444.14,,9134.72
1994-05-15,590.39,153.0,444.14,,9134.72
1994-05-16,592.58,153.07,444.49,,9253.41
1994-05-17,592.02,154.07,449.37,,9044.7
1994-05-18,583.32,155.46,453.69,,9476.64
1994-05-19,590.54,155.7,456.48,,9354.98
1994-05-20,594.22,156.09,454.92,,9631.63
1994-05-21,594.22,156.09,454.92,,9631.63
1994-05-22,594.22,156.09,454.92,,9631.63
1994-05-23,587.65,155.88,453.2,,9589.78
1994-05-24,590.45,155.65,454.81,,9490.11
1994-05-25,586.76,155.32,456.34,,9521.37
1994-05-26,577.46,155.32,457.06,,9481.71
1994-05-27,573.36,155.54,457.33,,9470.13
1994-05-28,573.36,155.54,457.33,,9470.13
1994-05-29,573.36,155.54,457.33,,9470.13
1994-05-30,544.26,155.66,457.33,,9523.63
1994-05-31,556.26,155.54,456.5,,9553.56
1994-06-01,545.05,155.63,457.63,,9512.07
1994-06-02,546.58,155.24,457.65,,9222.34
1994-06-03,548.75,155.2,460.13,,9234.27
1994-06-04,548.75,155.2,460.13,,9234.27
1994-06-05,548.75,155.2,460.13,,9234.27
1994-06-06,542.97,155.0,458.88,,9383.03
1994-06-07,529.76,155.26,458.21,,9247.88
1994-06-08,533.56,156.1,457.06,,9291.18
1994-06-09,523.0,156.2,457.86,,9190.64
1994-06-10,514.54,156.31,458.67,,9111.16
1994-06-11,514.54,156.31,458.67,,9111.16
1994-06-12,514.54,156.31,458.67,,9111.16
1994-06-13,492.03,156.72,459.1,,9111.16
1994-06-14,490.75,156.95,462.37,,9111.16
1994-06-15,496.11,156.56,460.61,,9149.52
1994-06-16,506.36,156.04,461.93,,9022.92
1994-06-17,527.85,155.7,458.45,,9113.96
1994-06-18,527.85,155.7,458.45,,9113.96
1994-06-19,527.85,155.7,458.45,,9113.96
1994-06-20,502.43,154.9,455.48,,8998.18
1994-06-21,498.07,153.66,451.34,,8857.78
1994-06-22,505.18,154.1,453.09,,8876.84
1994-06-23,500.39,154.53,449.63,,8966.79
1994-06-24,492.33,152.98,442.8,,8881.0
1994-06-25,492.33,152.98,442.8,,8881.0
1994-06-26,492.33,152.98,442.8,,8881.0
1994-06-27,472.1,153.57,447.31,,8647.48
1994-06-28,469.95,154.09,446.07,,8673.49
1994-06-29,468.2,155.27,447.63,,8640.31
1994-06-30,469.29,154.5,444.27,,8758.41
1994-07-01,458.37,154.12,446.2,,8634.37
1994-07-02,458.37,154.12,446.2,,8634.37
1994-07-03,458.37,154.12,446.2,,8634.37
1994-07-04,438.58,154.72,446.2,,8628.28
1994-07-05,443.61,155.24,446.37,,8623.19
1994-07-06,431.71,155.28,446.13,,8454.92
1994-07-07,425.98,155.15,448.38,,8490.86
1994-07-08,437.76,155.24,449.55,,8432.96
1994-07-09,437.76,155.24,449.55,,8432.96
1994-07-10,437.76,155.24,449.55,,8432.96
1994-07-11,428.15,156.42,448.06,,8394.94
1994-07-12,429.21,156.76,447.95,,8591.45
1994-07-13,437.62,156.69,448.73,,8828.91
1994-07-14,431.8,157.84,453.41,,8808.28
1994-07-15,413.93,158.4,454.16,,9117.02
1994-07-16,413.93,158.4,454.16,,9117.02
1994-07-17,413.93,158.4,454.16,,9117.02
1994-07-18,398.96,158.62,455.22,,9193.83
1994-07-19,400.48,158.1,453.86,,9145.01
1994-07-20,393.87,157.91,451.6,,9188.82
1994-07-21,380.9,157.37,452.61,,9117.66
1994-07-22,363.73,156.91,453.11,,9152.99
1994-07-23,363.73,156.91,453.11,,9152.99
1994-07-24,363.73,156.91,453.11,,9152.99
1994-07-25,375.39,156.86,454.25,,9174.62
1994-07-26,388.75,157.26,453.36,,9194.36
1994-07-27,371.19,157.01,452.57,,9402.18
1994-07-28,339.81,156.98,454.23,,9402.66
1994-07-29,333.92,157.66,458.26,,9482.81
1994-07-30,333.92,157.66,458.26,,9482.81
1994-07-31,333.92,157.66,458.26,,9482.81
1994-08-01,445.64,159.03,461.01,,9683.68
1994-08-02,432.61,159.78,460.56,,9695.03
1994-08-03,522.98,159.98,461.45,,9585.89
1994-08-04,562.77,159.64,458.4,,9642.85
1994-08-05,683.04,159.28,457.09,,9602.21
1994-08-06,683.04,159.28,457.09,,9602.21
1994-08-07,683.04,159.28,457.09,,9602.21
1994-08-08,711.8,159.29,457.89,,9537.87
1994-08-09,621.58,158.97,457.93,,9446.43
1994-08-10,739.56,159.57,460.3,,9618.08
1994-08-11,689.31,158.96,458.88,,9524.54
1994-08-12,689.66,159.67,461.94,,9464.56
1994-08-13,689.66,159.67,461.94,,9464.56
1994-08-14,689.66,159.67,461.94,,9464.56
1994-08-15,665.88,159.55,461.23,,9486.13
1994-08-16,693.02,160.23,465.01,,9366.62
1994-08-17,725.04,160.98,465.17,,9537.98
1994-08-18,748.56,161.49,463.17,,9518.89
1994-08-19,713.85,161.44,463.68,,9404.44
1994-08-20,713.85,161.44,463.68,,9404.44
1994-08-21,713.85,161.44,463.68,,9404.44
1994-08-22,681.8,161.49,462.32,,9457.33
1994-08-23,714.61,161.24,464.51,,9234.06
1994-08-24,705.71,162.25,469.03,,9238.69
1994-08-25,722.23,161.69,468.08,,9336.11
1994-08-26,707.41,162.11,473.8,,9399.08
1994-08-27,707.41,162.11,473.8,,9399.08
1994-08-28,707.41,162.11,473.8,,9399.08
1994-08-29,710.68,162.33,474.59,,9399.08
1994-08-30,756.2,162.78,476.07,,9686.56
1994-08-31,785.33,163.0,475.49,,9929.39
1994-09-01,790.19,162.75,473.17,,9890.9
1994-09-02,830.18,163.06,470.99,,9901.56
1994-09-03,830.18,163.06,470.99,,9901.56
1994-09-04,830.18,163.06,470.99,,9901.56
1994-09-05,940.56,162.26,470.99,,9962.04
1994-09-06,999.69,162.38,471.86,,10035.97
1994-09-07,931.57,161.46,470.96,,10165.87
1994-09-08,972.84,161.4,473.14,,10150.98
1994-09-09,962.53,161.05,468.18,,10145.02
1994-09-10,962.53,161.05,468.18,,10145.02
1994-09-11,962.53,161.05,468.18,,10145.02
1994-09-12,1019.97,160.57,466.21,,9890.37
1994-09-13,1033.47,160.94,467.51,,9937.01
1994-09-14,974.86,160.95,468.8,,9846.4
1994-09-15,972.54,161.5,474.81,,9862.64
1994-09-16,978.99,161.29,471.19,,9968.52
1994-09-17,978.99,161.29,471.19,,9968.52
1994-09-18,978.99,161.29,471.19,,9968.52
1994-09-19,927.62,160.44,470.85,,9801.43
1994-09-20,914.39,160.23,463.36,,9824.75
1994-09-21,969.03,160.03,461.46,,9824.75
1994-09-22,918.44,159.69,461.27,,9668.14
1994-09-23,867.65,159.94,459.67,,9632.47
1994-09-24,867.65,159.94,459.67,,9632.47
1994-09-25,867.65,159.94,459.67,,9632.47
1994-09-26,880.69,159.21,460.82,,9643.63
1994-09-27,870.15,159.02,462.05,,9610.24
1994-09-28,912.38,159.61,464.84,,9693.49
1994-09-29,839.37,159.14,462.24,,9700.21
1994-09-30,791.15,158.89,462.69,,9521.24
1994-10-01,791.15,158.89,462.69,,9521.24
1994-10-02,791.15,158.89,462.69,,9521.24
1994-10-03,791.15,157.94,461.74,,9492.49
1994-10-04,791.15,157.08,454.59,,9504.12
1994-10-05,706.42,156.7,453.52,,9298.36
1994-10-06,660.5,156.36,452.36,,9276.25
1994-10-07,738.03,156.6,455.1,,9284.88
1994-10-08,738.03,156.6,455.1,,9284.88
1994-10-09,738.03,156.6,455.1,,9284.88
1994-10-10,698.93,157.26,459.04,,9248.4
1994-10-11,705.07,158.94,465.79,,9362.32
1994-10-12,711.01,159.97,465.47,,9532.35
1994-10-13,635.39,160.86,467.77,,9532.35
1994-10-14,663.75,161.54,469.1,,9550.93
1994-10-15,663.75,161.54,469.1,,9550.93
1994-10-16,663.75,161.54,469.1,,9550.93
1994-10-17,616.34,162.01,468.96,,9455.94
1994-10-18,624.52,161.64,467.66,,9418.57
1994-10-19,652.89,161.67,470.28,,9320.06
1994-10-20,718.99,161.49,466.85,,9388.78
1994-10-21,712.71,160.77,464.89,,9338.59
1994-10-22,712.71,160.77,464.89,,9338.59
1994-10-23,712.71,160.77,464.89,,9338.59
1994-10-24,785.85,160.0,460.83,,9364.29
1994-10-25,744.52,159.57,461.53,,9246.5
1994-10-26,686.31,159.72,462.62,,9252.44
1994-10-27,703.62,160.51,465.85,,9304.58
1994-10-28,677.45,161.59,473.77,,9379.47
1994-10-29,677.45,161.59,473.77,,9379.47
1994-10-30,677.45,161.59,473.77,,9379.47
1994-10-31,654.98,162.68,472.35,,9646.25
1994-11-01,673.79,162.03,468.42,,9573.4
1994-11-02,667.87,161.51,466.5,,9451.76
1994-11-03,717.36,160.57,467.91,,9491.96
1994-11-04,666.78,159.84,462.28,,9530.4
1994-11-05,666.78,159.84,462.28,,9530.4
1994-11-06,666.78,159.84,462.28,,9530.4
1994-11-07,674.68,159.51,463.07,,9434.31
1994-11-08,709.69,160.13,465.65,,9416.09
1994-11-09,723.91,159.42,465.4,,9405.48
1994-11-10,711.68,158.6,464.37,,9390.76
1994-11-11,731.16,158.46,462.35,,9367.85
1994-11-12,731.16,158.46,462.35,,9367.85
1994-11-13,731.16,158.46,462.35,,9367.85
1994-11-14,733.4,158.23,466.04,,9378.92
1994-11-15,705.43,158.95,465.03,,9565.66
1994-11-16,706.63,158.7,465.6,,9592.24
1994-11-17,697.17,158.37,463.56,,9518.28
1994-11-18,698.81,157.56,461.47,,9427.44
1994-11-19,698.81,157.56,461.47,,9427.44
1994-11-20,698.81,157.56,461.47,,9427.44
1994-11-21,699.1,156.61,458.3,,9303.24
1994-11-22,692.39,154.78,450.09,,8948.43
1994-11-23,679.61,153.64,449.93,,8576.03
1994-11-24,678.02,153.46,449.93,,8647.86
1994-11-25,685.33,153.63,452.29,,8658.83
1994-11-26,685.33,153.63,452.29,,8658.83
1994-11-27,685.33,153.63,452.29,,8658.83
1994-11-28,681.49,154.26,454.16,,8662.37
1994-11-29,687.56,154.88,455.17,,8658.26
1994-11-30,683.59,155.33,453.69,,8466.26
1994-12-01,682.3,154.17,448.92,,8430.8
1994-12-02,677.91,153.63,453.3,,8221.57
1994-12-03,677.91,153.63,453.3,,8221.57
1994-12-04,677.91,153.63,453.3,,8221.57
1994-12-05,663.13,154.38,453.32,,8302.53
1994-12-06,653.98,154.25,453.11,,8332.65
1994-12-07,652.85,153.71,451.23,,8268.5
1994-12-08,643.86,152.46,445.45,,8068.31
1994-12-09,640.67,151.57,446.96,,7789.07
1994-12-10,640.67,151.57,446.96,,7789.07
1994-12-11,640.67,151.57,446.96,,7789.07
1994-12-12,620.47,151.63,449.47,,7707.78
1994-12-13,636.66,151.46,450.15,,7849.75
1994-12-14,625.21,152.65,454.97,,7997.35
1994-12-15,666.68,153.26,455.34,,8259.56
1994-12-16,680.23,153.94,458.8,,8166.39
1994-12-17,680.23,153.94,458.8,,8166.39
1994-12-18,680.23,153.94,458.8,,8166.39
1994-12-19,653.37,154.09,457.91,,8178.34
1994-12-20,667.94,154.19,457.1,,8267.33
1994-12-21,672.47,154.63,459.61,,8331.56
1994-12-22,673.48,154.73,459.67,,8412.66
1994-12-23,677.84,155.0,459.83,,8311.88
1994-12-24,677.84,155.0,459.83,,8311.88
1994-12-25,677.84,155.0,459.83,,8311.88
1994-12-26,675.88,155.16,459.83,,8311.88
1994-12-27,660.88,155.14,462.47,,8311.88
1994-12-28,649.59,154.98,460.86,,8268.22
1994-12-29,645.06,155.66,461.16,,8196.02
1994-12-30,647.87,155.6,459.27,,8191.04
1994-12-31,647.87,155.6,459.27,,8191.04
1995-01-01,647.87,155.6,459.27,,8191.04
1995-01-02,647.87,155.6,459.27,,8191.04
1995-01-03,639.88,154.92,459.11,,7844.14
1995-01-04,653.81,154.33,460.71,,7887.01
1995-01-05,646.89,154.18,460.34,,7918.38
1995-01-06,640.76,153.54,460.68,,7683.25
1995-01-07,640.76,153.54,460.68,,7683.25
1995-01-08,640.76,153.54,460.68,,7683.25
1995-01-09,626.0,153.1,460.83,,7528.88
1995-01-10,610.3,153.1,461.68,,7541.72
1995-01-11,613.13,153.5,461.66,,7392.75
1995-01-12,602.12,153.57,461.64,,7418.05
1995-01-13,597.84,154.04,465.97,,7252.34
1995-01-14,597.84,154.04,465.97,,7252.34
1995-01-15,597.84,154.04,465.97,,7252.34
1995-01-16,588.81,155.32,469.38,,7504.24
1995-01-17,587.94,154.65,470.05,,7606.51
1995-01-18,593.64,154.29,469.72,,7630.2
1995-01-19,571.72,153.01,466.95,,7422.0
1995-01-20,571.24,152.19,464.78,,7278.1
1995-01-21,571.24,152.19,464.78,,7278.1
1995-01-22,571.24,152.19,464.78,,7278.1
1995-01-23,553.44,149.2,465.81,,6967.93
1995-01-24,547.57,149.85,465.86,,7022.9
1995-01-25,555.77,150.44,467.44,,7240.72
1995-01-26,553.11,150.76,468.32,,7310.53
1995-01-27,562.59,151.1,470.39,,7297.12
1995-01-28,562.59,151.1,470.39,,7297.12
1995-01-29,562.59,151.1,470.39,,7297.12
1995-01-30,562.59,152.21,468.51,,7342.65
1995-01-31,562.59,152.15,470.42,,7342.65
1995-02-01,562.59,152.4,470.4,,7342.65
1995-02-02,562.59,152.59,472.78,,7342.65
1995-02-03,562.59,153.41,478.64,,7478.92
1995-02-04,562.59,153.41,478.64,,7478.92
1995-02-05,562.59,153.41,478.64,,7478.92
1995-02-06,533.72,154.51,481.14,,7897.8
1995-02-07,532.49,154.05,480.81,,8004.01
1995-02-08,533.75,153.46,481.19,,7934.83
1995-02-09,553.36,153.31,480.19,,8054.88
1995-02-10,541.38,154.04,481.46,,8012.82
1995-02-11,541.38,154.04,481.46,,8012.82
1995-02-12,541.38,154.04,481.46,,8012.82
1995-02-13,548.84,154.0,481.65,,7974.82
1995-02-14,548.11,153.56,482.55,,7862.67
1995-02-15,542.84,153.71,484.54,,8103.14
1995-02-16,538.37,153.72,485.22,,8133.34
1995-02-17,533.76,153.7,481.97,,8043.01
1995-02-18,533.76,153.7,481.97,,8043.01
1995-02-19,533.76,153.7,481.97,,8043.01
1995-02-20,534.96,153.79,481.97,,7906.74
1995-02-21,541.14,153.57,482.74,,8082.29
1995-02-22,594.64,153.97,485.07,,7909.27
1995-02-23,589.13,154.37,486.91,,7976.41
1995-02-24,558.43,153.78,488.11,,8218.95
1995-02-25,558.43,153.78,488.11,,8218.95
1995-02-26,558.43,153.78,488.11,,8218.95
1995-02-27,561.27,151.94,483.81,,8126.65
1995-02-28,549.26,153.49,487.39,,8327.52
1995-03-01,556.96,152.87,485.65,,8296.96
1995-03-02,560.85,153.6,485.13,,8253.33
1995-03-03,577.22,155.05,485.42,,8185.15
1995-03-04,577.22,155.05,485.42,,8185.15
1995-03-05,577.22,155.05,485.42,,8185.15
1995-03-06,616.3,155.49,485.63,,8093.91
1995-03-07,632.96,154.82,482.12,,8138.66
1995-03-08,620.81,154.53,483.14,,7929.99
1995-03-09,605.59,154.29,483.16,,8076.79
1995-03-10,586.29,153.98,489.57,,7949.39
1995-03-11,586.29,153.98,489.57,,7949.39
1995-03-12,586.29,153.98,489.57,,7949.39
1995-03-13,586.23,154.64,490.05,,8111.27
1995-03-14,588.24,154.55,492.89,,8094.58
1995-03-15,572.6,156.01,491.88,,8365.21
1995-03-16,579.88,156.37,495.41,,8347.75
1995-03-17,593.52,156.04,495.52,,8534.71
1995-03-18,593.52,156.04,495.52,,8534.71
1995-03-19,593.52,156.04,495.52,,8534.71
1995-03-20,585.45,155.88,496.15,,8594.43
1995-03-21,591.95,155.76,495.07,,8580.31
1995-03-22,613.7,155.49,495.67,,8509.11
1995-03-23,611.13,155.25,495.95,,8467.67
1995-03-24,611.77,155.53,500.97,,8484.66
1995-03-25,611.77,155.53,500.97,,8484.66
1995-03-26,611.77,155.53,500.97,,8484.66
1995-03-27,629.36,156.78,503.2,,8687.54
1995-03-28,626.55,158.67,503.9,,8827.93
1995-03-29,637.15,159.27,503.12,,8732.75
1995-03-30,630.93,158.49,502.22,,8676.17
1995-03-31,646.92,160.21,500.71,,8587.72
1995-04-01,646.92,160.21,500.71,,8587.72
1995-04-02,646.92,160.21,500.71,,8587.72
1995-04-03,656.88,158.25,501.85,,8400.44
1995-04-04,660.16,159.69,505.24,,8491.93
1995-04-05,649.7,160.32,505.57,,8491.93
1995-04-06,659.06,161.07,506.08,,8418.18
1995-04-07,673.72,161.48,506.42,,8470.28
1995-04-08,673.72,161.48,506.42,,8470.28
1995-04-09,673.72,161.48,506.42,,8470.28
1995-04-10,667.39,162.18,507.01,,8469.78
1995-04-11,641.08,162.08,505.53,,8514.6
1995-04-12,644.74,162.15,507.17,,8509.69
1995-04-13,632.76,163.37,509.23,,8661.99
1995-04-14,640.04,162.78,509.23,,8661.99
1995-04-15,640.04,162.78,509.23,,8661.99
1995-04-16,640.04,162.78,509.23,,8661.99
1995-04-17,631.26,164.15,506.13,,8661.99
1995-04-18,625.52,163.84,505.37,,8644.97
1995-04-19,631.51,164.24,504.92,,8581.86
1995-04-20,645.2,163.74,505.29,,8631.37
1995-04-21,635.99,164.96,508.49,,8645.39
1995-04-22,635.99,164.96,508.49,,8645.39
1995-04-23,635.99,164.96,508.49,,8645.39
1995-04-24,619.73,165.15,512.89,,8625.55
1995-04-25,619.84,166.68,512.1,,8505.6
1995-04-26,601.83,165.13,512.66,,8285.69
1995-04-27,573.31,165.84,513.55,,8312.29
1995-04-28,579.93,165.73,514.71,,8361.03
1995-04-29,579.93,165.73,514.71,,8361.03
1995-04-30,579.93,165.73,514.71,,8361.03
1995-05-01,579.93,165.79,514.26,,8226.04
1995-05-02,580.61,167.22,514.86,,8212.11
1995-05-03,580.38,168.36,520.48,,8299.67
1995-05-04,571.2,168.66,520.54,,8319.75
1995-05-05,574.17,167.98,520.12,,8332.17
1995-05-06,574.17,167.98,520.12,,8332.17
1995-05-07,574.17,167.98,520.12,,8332.17
1995-05-08,571.51,169.36,523.96,,8488.36
1995-05-09,578.5,169.26,523.56,,8574.08
1995-05-10,565.14,168.7,524.36,,8796.88
1995-05-11,568.06,167.22,524.37,,9025.66
1995-05-12,584.84,166.53,525.55,,9217.83
1995-05-13,584.84,166.53,525.55,,9217.83
1995-05-14,584.84,166.53,525.55,,9217.83
1995-05-15,582.04,166.63,527.74,,9189.79
1995-05-16,578.85,166.63,528.19,,9162.32
1995-05-17,582.89,166.75,527.07,,9170.24
1995-05-18,763.51,164.47,519.58,,9115.72
1995-05-19,855.81,164.19,519.19,,9013.32
1995-05-20,855.81,164.19,519.19,,9013.32
1995-05-21,855.81,164.19,519.19,,9013.32
1995-05-22,897.42,163.78,523.65,,9058.74
1995-05-23,750.3,165.31,528.59,,9302.86
1995-05-24,741.93,165.93,528.61,,9258.18
1995-05-25,696.85,167.4,528.59,,9390.6
1995-05-26,727.62,167.83,523.65,,9329.18
1995-05-27,727.62,167.83,523.65,,9329.18
1995-05-28,727.62,167.83,523.65,,9329.18
1995-05-29,710.59,167.27,523.65,,9316.17
1995-05-30,711.0,167.51,523.58,,9245.3
1995-05-31,700.51,167.24,533.4,,9407.38
1995-06-01,708.67,167.6,533.49,,9559.74
1995-06-02,716.82,168.98,532.51,,9559.74
1995-06-03,716.82,168.98,532.51,,9559.74
1995-06-04,716.82,168.98,532.51,,9559.74
1995-06-05,691.64,169.54,535.6,,9570.37
1995-06-06,689.13,168.46,535.55,,9497.83
1995-06-07,716.45,168.56,533.13,,9382.58
1995-06-08,695.93,167.08,532.35,,9292.78
1995-06-09,702.62,166.16,527.94,,9267.62
1995-06-10,702.62,166.16,527.94,,9267.62
1995-06-11,702.62,166.16,527.94,,9267.62
1995-06-12,698.72,165.74,530.88,,9121.45
1995-06-13,698.95,165.98,536.05,,9103.17
1995-06-14,689.22,166.42,536.47,,9364.77
1995-06-15,646.85,166.57,537.12,,9262.0
1995-06-16,646.54,167.03,539.83,,9313.95
1995-06-17,646.54,167.03,539.83,,9313.95
1995-06-18,646.54,167.03,539.83,,9313.95
1995-06-19,638.96,167.76,545.22,,9313.95
1995-06-20,640.66,167.76,544.98,,9278.69
1995-06-21,651.81,168.49,543.98,,9243.65
1995-06-22,644.47,169.6,551.07,,9158.95
1995-06-23,650.14,169.83,549.71,,9224.36
1995-06-24,650.14,169.83,549.71,,9224.36
1995-06-25,650.14,169.83,549.71,,9224.36
1995-06-26,653.4,168.31,544.13,,9201.25
1995-06-27,649.93,167.89,542.43,,9199.54
1995-06-28,647.64,167.12,544.73,,9151.37
1995-06-29,643.92,166.57,543.87,,9200.13
1995-06-30,630.58,166.97,544.75,,9206.54
1995-07-01,630.58,166.97,544.75,,9206.54
1995-07-02,630.58,166.97,544.75,,9206.54
1995-07-03,613.18,167.57,547.09,,9138.21
1995-07-04,620.62,168.25,547.09,,9182.47
1995-07-05,636.03,168.82,547.26,,9407.27
1995-07-06,637.77,170.37,553.99,,9376.87
1995-07-07,666.78,172.73,556.37,,9632.25
1995-07-08,666.78,172.73,556.37,,9632.25
1995-07-09,666.78,172.73,556.37,,9632.25
1995-07-10,666.24,173.12,557.19,,9727.54
1995-07-11,649.19,173.34,554.78,,9669.97
1995-07-12,648.91,174.14,560.89,,9639.62
1995-07-13,656.31,174.48,561.0,,9742.44
1995-07-14,652.8,174.02,559.89,,9727.96
1995-07-15,652.8,174.02,559.89,,9727.96
1995-07-16,652.8,174.02,559.89,,9727.96
1995-07-17,695.45,174.45,562.72,,9633.98
1995-07-18,715.47,173.48,558.46,,9616.98
1995-07-19,690.98,171.84,550.98,,9418.91
1995-07-20,690.3,172.47,553.54,,9423.2
1995-07-21,693.56,172.21,553.62,,9410.23
1995-07-22,693.56,172.21,553.62,,9410.23
1995-07-23,693.56,172.21,553.62,,9410.23
1995-07-24,709.92,173.51,556.63,,9288.04
1995-07-25,703.58,173.26,561.1,,9359.1
1995-07-26,691.12,174.03,561.61,,9354.95
1995-07-27,697.72,174.71,565.22,,9361.33
1995-07-28,695.42,174.73,562.93,,9451.69
1995-07-29,695.42,174.73,562.93,,9451.69
1995-07-30,695.42,174.73,562.93,,9451.69
1995-07-31,695.55,174.74,562.06,,9453.42
1995-08-01,715.4,173.57,559.64,,9385.27
1995-08-02,699.99,173.37,558.8,,9410.14
1995-08-03,703.44,174.02,558.75,,9379.72
1995-08-04,709.88,173.66,558.94,,9362.83
1995-08-05,709.88,173.66,558.94,,9362.83
1995-08-06,709.88,173.66,558.94,,9362.83
1995-08-07,718.08,173.36,560.03,,9318.4
1995-08-08,712.53,173.32,560.39,,9303.82
