datetime,US_Quality
2009-12-31,0.0
2010-01-01,-0.0030000000000000027
2010-01-02,-0.0030000000000000027
2010-01-03,-0.0030000000000000027
2010-01-04,0.019372280091870975
2010-01-05,0.02787516521213007
2010-01-06,0.03484661425966995
2010-01-07,0.023826397146554434
2010-01-08,0.023756352493128796
2010-01-09,0.023756352493128796
2010-01-10,0.023756352493128796
2010-01-11,0.023960341249217976
2010-01-12,0.012155077961045535
2010-01-13,0.01950572374665871
2010-01-14,0.013911684847171424
2010-01-15,0.007069566159800811
2010-01-16,0.007069566159800811
2010-01-17,0.007069566159800811
2010-01-18,0.007069566159800811
2010-01-19,0.03256792899560734
2010-01-20,0.02606647539041873
2010-01-21,0.010768317286484308
2010-01-22,0.004886034191799116
2010-01-23,0.004886034191799116
2010-01-24,0.004886034191799116
2010-01-25,0.011975265639967647
2010-01-26,0.010859182464663775
2010-01-27,0.01691625766059568
2010-01-28,0.00757228099588958
2010-01-29,-0.003481118036206654
2010-01-30,-0.003481118036206654
2010-01-31,-0.003481118036206654
2010-02-01,0.008135169383908458
2010-02-02,0.023461018515818832
2010-02-03,0.01945193919591648
2010-02-04,-0.012171615633892352
2010-02-05,-0.009708948890178037
2010-02-06,-0.009708948890178037
2010-02-07,-0.009708948890178037
2010-02-08,-0.015997202838609392
2010-02-09,-0.0026266893622878262
2010-02-10,-0.011718244522574639
2010-02-11,0.004394938462194187
2010-02-12,0.0075206157461631395
2010-02-13,0.0075206157461631395
2010-02-14,0.0075206157461631395
2010-02-15,0.0075206157461631395
2010-02-16,0.02669742141409559
2010-02-17,0.03892901797094872
2010-02-18,0.04834045199044823
2010-02-19,0.045264028915323884
2010-02-20,0.045264028915323884
2010-02-21,0.045264028915323884
2010-02-22,0.04088236840967263
2010-02-23,0.030926332286883795
2010-02-24,0.032917146357609894
2010-02-25,0.03601987779731086
2010-02-26,0.04188684989745606
2010-02-27,0.04188684989745606
2010-02-28,0.04188684989745606
2010-03-01,0.04830279385113201
2010-03-02,0.04912358023879726
2010-03-03,0.047344869882317564
2010-03-04,0.050323092629480426
2010-03-05,0.0647597311377226
2010-03-06,0.0647597311377226
2010-03-07,0.0647597311377226
2010-03-08,0.06866416711062162
2010-03-09,0.07331550897671946
2010-03-10,0.07617308333533845
2010-03-11,0.08537230452070088
2010-03-12,0.08528105230687522
2010-03-13,0.08528105230687522
2010-03-14,0.08528105230687522
2010-03-15,0.08416407131075787
2010-03-16,0.09018015107991895
2010-03-17,0.09257088705281125
2010-03-18,0.09530837423741234
2010-03-19,0.08449118366254638
2010-03-20,0.08449118366254638
2010-03-21,0.08449118366254638
2010-03-22,0.09309684780868133
2010-03-23,0.095658005058737
2010-03-24,0.08424453014556255
2010-03-25,0.0802089802169752
2010-03-26,0.07758565847978471
2010-03-27,0.07758565847978471
2010-03-28,0.07758565847978471
2010-03-29,0.08429558742520493
2010-03-30,0.0873540865999134
2010-03-31,0.0745137573687662
2010-04-01,0.07874395860556405
2010-04-02,0.07874395860556405
2010-04-03,0.07874395860556405
2010-04-04,0.07874395860556405
2010-04-05,0.08670789867827855
2010-04-06,0.08512278311157218
2010-04-07,0.0750917517912224
2010-04-08,0.0764809576492218
2010-04-09,0.08323800061402853
2010-04-10,0.08323800061402853
2010-04-11,0.08323800061402853
2010-04-12,0.08796994651849199
2010-04-13,0.098815813104
2010-04-14,0.10663832720978816
2010-04-15,0.10840495648842552
2010-04-16,0.09724799646057813
2010-04-17,0.09724799646057813
2010-04-18,0.09724799646057813
2010-04-19,0.1028295371000647
2010-04-20,0.11512555791474588
2010-04-21,0.1253846111532051
2010-04-22,0.12797961682968095
2010-04-23,0.12268908156075642
2010-04-24,0.12268908156075642
2010-04-25,0.12268908156075642
2010-04-26,0.11530015590711296
2010-04-27,0.09940699244386697
2010-04-28,0.10345737328709825
2010-04-29,0.11456133060067608
2010-04-30,0.10593300200295608
2010-05-01,0.10593300200295608
2010-05-02,0.10593300200295608
2010-05-03,0.11665015761202313
2010-05-04,0.09339493193532977
2010-05-05,0.0805027095134474
2010-05-06,0.05594595554493842
2010-05-07,0.037220540115876055
2010-05-08,0.037220540115876055
2010-05-09,0.037220540115876055
2010-05-10,0.07687378769839714
2010-05-11,0.08414127763484602
2010-05-12,0.10649852895040879
2010-05-13,0.09986484942865781
2010-05-14,0.083493852459543
2010-05-15,0.083493852459543
