,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown,Max Daily Drop,Calmar Ratio,99% VaR,Total Return_1095,Return p.a._1095,Volatility_1095,Sharpe Ratio_1095,Max Drawdown_1095,Max Daily Drop_1095,Calmar Ratio_1095,99% VaR_1095,Total Return_365,Return p.a._365,Volatility_365,Sharpe Ratio_365,Max Drawdown_365,Max Daily Drop_365,Calmar Ratio_365,99% VaR_365,Total Return_YTD,Return p.a._YTD,Volatility_YTD,Sharpe Ratio_YTD,Max Drawdown_YTD,Max Daily Drop_YTD,Calmar Ratio_YTD,99% VaR_YTD,Total Return_180,Return p.a._180,Volatility_180,Sharpe Ratio_180,Max Drawdown_180,Max Daily Drop_180,Calmar Ratio_180,99% VaR_180,Total Return_90,Return p.a._90,Volatility_90,Sharpe Ratio_90,Max Drawdown_90,Max Daily Drop_90,Calmar Ratio_90,99% VaR_90,Total Return_30,Return p.a._30,Volatility_30,Sharpe Ratio_30,Max Drawdown_30,Max Daily Drop_30,Calmar Ratio_30,99% VaR_30,Total Return2016,Return p.a.2016,Volatility2016,Sharpe Ratio2016,Max Drawdown2016,Max Daily Drop2016,Calmar Ratio2016,99% VaR2016,Total Return2017,Return p.a.2017,Volatility2017,Sharpe Ratio2017,Max Drawdown2017,Max Daily Drop2017,Calmar Ratio2017,99% VaR2017,Total Return2018,Return p.a.2018,Volatility2018,Sharpe Ratio2018,Max Drawdown2018,Max Daily Drop2018,Calmar Ratio2018,99% VaR2018,Total Return2019,Return p.a.2019,Volatility2019,Sharpe Ratio2019,Max Drawdown2019,Max Daily Drop2019,Calmar Ratio2019,99% VaR2019
CN_BFT_Value,1.4025538795161423,0.19873386099595236,0.22577787949824268,0.8802184759534832,-0.3091753531711804,-0.06651149599297923,0.642786881158408,-0.03214886080163257,0.7878774052206265,0.21370342818028387,0.24631454022319482,0.8676037881752299,-0.3091753531711804,-0.06651149599297923,0.6912046060216294,-0.03508014446853964,0.402426436143521,0.402426436143521,0.23843201794791266,1.6878036750560665,-0.15006678725668787,-0.06651149599297923,2.681648907797128,-0.033334376310584855,0.37274273919127854,0.46284228478693645,0.25425259173741177,1.8204034091615198,-0.15006678725668787,-0.06651149599297923,3.084241978175017,-0.03543627897704893,0.1988257443276953,0.4444409417195412,0.22815684135713712,1.9479623713051475,-0.10215881856168119,-0.06651149599297923,4.350490226658189,-0.031728750559305595,-0.040519424760703804,-0.1544354681453145,0.21727580971835098,-0.7107807737341088,-0.10215881856168119,-0.06651149599297923,-1.5117194023937333,-0.03236257433516086,-0.007897881821000263,-0.0919650070263085,0.2535629068221228,-0.3626910898715283,-0.06577443548708628,-0.06651149599297923,-1.3981877053793081,-0.03743319491780623,-0.04568618310792261,-0.04568618310792261,0.22675704965687507,-0.2014763517917267,-0.20133649315062008,-0.06651149599297923,-0.22691456671863613,-0.03322850083900228,0.494634494805547,0.4962855880762349,0.13737068609515382,3.612747393082598,-0.07345060814075188,-0.06651149599297923,6.756725378300654,-0.01839051611722962,-0.21796401552676659,-0.21849204346089535,0.26806356719520363,-0.8150754902914116,-0.2901929976044052,-0.06651149599297923,-0.7529197646551985,-0.040045806688879027,0.5737504682658203,0.5757122268104709,0.2238843255807711,2.571471787125045,-0.14546471702301378,-0.06651149599297923,3.9577447960757945,-0.03076062380145828
