datetime,CN_BFT_Value
2016-05-20,-0.04812920504334528
2016-05-21,-0.04812920504334528
2016-05-22,-0.04812920504334528
2016-05-23,-0.04498723448827713
2016-05-24,-0.049271112116164195
2016-05-25,-0.053748826887619394
2016-05-26,-0.05391141197883609
2016-05-27,-0.05302998519664359
2016-05-28,-0.05302998519664359
2016-05-29,-0.05302998519664359
2016-05-30,-0.05046198932887158
2016-05-31,-0.024235507804982737
2016-06-01,-0.02753256235011281
2016-06-02,-0.031677270361304855
2016-06-03,-0.017790702447651463
2016-06-04,-0.017790702447651463
2016-06-05,-0.017790702447651463
2016-06-06,-0.018451304143620395
2016-06-07,-0.017004781372587652
2016-06-08,-0.015927867630037174
2016-06-09,-0.015927867630037174
2016-06-10,-0.015927867630037174
2016-06-11,-0.015927867630037174
2016-06-12,-0.015927867630037174
2016-06-13,-0.033126402046746994
2016-06-14,-0.02355389632099192
2016-06-15,-0.011782191924872176
2016-06-16,-0.01772336252491835
2016-06-17,-0.008118404566778481
2016-06-18,-0.008118404566778481
2016-06-19,-0.008118404566778481
2016-06-20,-0.0053740919630235195
2016-06-21,-0.01060493108241023
2016-06-22,-0.0027640891696730785
2016-06-23,-0.008421318613960227
2016-06-24,-0.016055535689122324
2016-06-25,-0.016055535689122324
2016-06-26,-0.016055535689122324
2016-06-27,-0.002545702218965329
2016-06-28,-0.0031569768781306573
2016-06-29,0.003286886050738236
2016-06-30,0.002032890780196528
2016-07-01,0.012422096678579742
2016-07-02,0.012422096678579742
2016-07-03,0.012422096678579742
2016-07-04,0.03946297017191158
2016-07-05,0.036965660764428865
2016-07-06,0.045123745492195555
2016-07-07,0.0449869853275342
2016-07-08,0.04313782189822968
2016-07-09,0.04313782189822968
2016-07-10,0.04313782189822968
2016-07-11,0.04558885300207205
2016-07-12,0.08155528534669076
2016-07-13,0.08320951146307376
2016-07-14,0.08067405181825271
2016-07-15,0.10007376475402707
2016-07-16,0.10007376475402707
2016-07-17,0.10007376475402707
2016-07-18,0.09364392300465285
2016-07-19,0.08083632760389015
2016-07-20,0.0786775790170895
2016-07-21,0.09080779664449623
2016-07-22,0.07807412779654221
2016-07-23,0.07807412779654221
2016-07-24,0.07807412779654221
2016-07-25,0.0772866603591158
2016-07-26,0.1013284009851223
2016-07-27,0.0946381185960754
2016-07-28,0.12456178189790368
2016-07-29,0.12052507935777834
2016-07-30,0.12052507935777834
2016-07-31,0.12052507935777834
2016-08-01,0.10172607948095713
2016-08-02,0.10259273338845265
2016-08-03,0.11582514655258858
2016-08-04,0.1129504896358513
2016-08-05,0.10693851505302465
2016-08-06,0.10693851505302465
2016-08-07,0.10693851505302465
2016-08-08,0.11700485489377455
2016-08-09,0.13586952086096482
2016-08-10,0.12238331395515112
2016-08-11,0.11785043993067901
2016-08-12,0.13741394559128461
2016-08-13,0.13741394559128461
2016-08-14,0.13741394559128461
2016-08-15,0.1548756110528029
2016-08-16,0.157625936870176
2016-08-17,0.1709243325238483
2016-08-18,0.15514951931727294
2016-08-19,0.1512729407313247
2016-08-20,0.1512729407313247
2016-08-21,0.1512729407313247
2016-08-22,0.1411352218432942
2016-08-23,0.14567505881443688
2016-08-24,0.14513393462061286
2016-08-25,0.1359933773712616
2016-08-26,0.13734921970776726
2016-08-27,0.13734921970776726
2016-08-28,0.13734921970776726
2016-08-29,0.1361958939910597
2016-08-30,0.1258438600292595
2016-08-31,0.12690776612997823
2016-09-01,0.1230114491375911
2016-09-02,0.11448498032859389
2016-09-03,0.11448498032859389
2016-09-04,0.11448498032859389
2016-09-05,0.12236792874788027
2016-09-06,0.13489571832479652
2016-09-07,0.13682940101763208
2016-09-08,0.13067081315555096
2016-09-09,0.1173674856277549
2016-09-10,0.1173674856277549
2016-09-11,0.1173674856277549
2016-09-12,0.0988319280732406
2016-09-13,0.09755845494968796
2016-09-14,0.09714332531243897
2016-09-15,0.09714332531243897
2016-09-16,0.09714332531243897
2016-09-17,0.09714332531243897
2016-09-18,0.09714332531243897
2016-09-19,0.10643782701227456
2016-09-20,0.10611627290549608
2016-09-21,0.10682466286503889
2016-09-22,0.11292271097400897
2016-09-23,0.10883923989963695
2016-09-24,0.10883923989963695
2016-09-25,0.10883923989963695
2016-09-26,0.08970450218852277
2016-09-27,0.09555496518206219
2016-09-28,0.09075658262383834
2016-09-29,0.10035634580306052
2016-09-30,0.10406863868039151
2016-10-01,0.10406863868039151
2016-10-02,0.10406863868039151
2016-10-03,0.10406863868039151
2016-10-04,0.10406863868039151
2016-10-05,0.10406863868039151
2016-10-06,0.10406863868039151
2016-10-07,0.10406863868039151
2016-10-08,0.10406863868039151
2016-10-09,0.10406863868039151
2016-10-10,0.13198363220791065
2016-10-11,0.13206212812610252
2016-10-12,0.15345004795407458
2016-10-13,0.1568223682103873
2016-10-14,0.1456589128566248
2016-10-15,0.1456589128566248
2016-10-16,0.1456589128566248
2016-10-17,0.13146241156213345
2016-10-18,0.14908378221716556
2016-10-19,0.1416166897491662
2016-10-20,0.14192622954188683
2016-10-21,0.1362476894057889
2016-10-22,0.1362476894057889
2016-10-23,0.1362476894057889
2016-10-24,0.14204906297068298
2016-10-25,0.1398651388580625
2016-10-26,0.14250156290099203
2016-10-27,0.13285688001064355
2016-10-28,0.1279264192875953
2016-10-29,0.1279264192875953
2016-10-30,0.1279264192875953
2016-10-31,0.1225964232531711
2016-11-01,0.14465926505976068
2016-11-02,0.1490995113225786
2016-11-03,0.15306336665311915
2016-11-04,0.14591841343290612
2016-11-05,0.14591841343290612
2016-11-06,0.14591841343290612
2016-11-07,0.1376535980639053
2016-11-08,0.14709911913119722
2016-11-09,0.1520343483682498
2016-11-10,0.17075811628030402
2016-11-11,0.17311253198690912
2016-11-12,0.17311253198690912
2016-11-13,0.17311253198690912
2016-11-14,0.18418091856805852
2016-11-15,0.18967127402850603
2016-11-16,0.18799836306593587
2016-11-17,0.17613991238605076
2016-11-18,0.15892284099887122
2016-11-19,0.15892284099887122
2016-11-20,0.15892284099887122
2016-11-21,0.1644624069282694
2016-11-22,0.16577421506504098
2016-11-23,0.15678965506665077
2016-11-24,0.17020662115309837
2016-11-25,0.17084795151061605
2016-11-26,0.17084795151061605
2016-11-27,0.17084795151061605
2016-11-28,0.16497616073784105
2016-11-29,0.17332495238480172
2016-11-30,0.15428184539796086
2016-12-01,0.1714923932477299
2016-12-02,0.15614655215119133
2016-12-03,0.15614655215119133
2016-12-04,0.15614655215119133
2016-12-05,0.12835323526398712
2016-12-06,0.117915765570896
2016-12-07,0.12951930679450063
2016-12-08,0.12290043742809131
2016-12-09,0.11407005316040708
2016-12-10,0.11407005316040708
2016-12-11,0.11407005316040708
2016-12-12,0.08096834320041268
2016-12-13,0.0938331886097199
2016-12-14,0.07845675658654261
2016-12-15,0.07612338883435332
2016-12-16,0.09599239679470961
2016-12-17,0.09599239679470961
2016-12-18,0.09599239679470961
2016-12-19,0.08513861707904846
2016-12-20,0.08650884420380844
2016-12-21,0.08915925010968517
2016-12-22,0.08655615728937804
2016-12-23,0.08646926275416922
2016-12-24,0.08646926275416922
2016-12-25,0.08646926275416922
2016-12-26,0.0730586960956463
2016-12-27,0.06919074858373375
2016-12-28,0.0614060889532102
2016-12-29,0.0671482039810205
2016-12-30,0.08043551149608574
2016-12-31,0.08043551149608574
2017-01-01,0.08043551149608574
2017-01-02,0.08043551149608574
2017-01-03,0.07634805888606944
2017-01-04,0.09049712798248244
2017-01-05,0.08882743402858906
2017-01-06,0.08149191133875666
2017-01-07,0.08149191133875666
2017-01-08,0.08149191133875666
2017-01-09,0.0819425102175928
2017-01-10,0.07967165219829031
2017-01-11,0.06851076148984303
2017-01-12,0.05616141119695861
2017-01-13,0.05636630381140639
2017-01-14,0.05636630381140639
2017-01-15,0.05636630381140639
2017-01-16,0.056021552969268695
2017-01-17,0.06328461462062718
2017-01-18,0.0718195119293199
2017-01-19,0.07056732648080044
2017-01-20,0.0798951006765265
2017-01-21,0.0798951006765265
2017-01-22,0.0798951006765265
2017-01-23,0.08033658314723247
2017-01-24,0.08723275526971608
2017-01-25,0.09705617313090786
2017-01-26,0.10164767068945979
2017-01-27,0.10164767068945979
2017-01-28,0.10164767068945979
2017-01-29,0.10164767068945979
2017-01-30,0.10164767068945979
2017-01-31,0.10164767068945979
2017-02-01,0.10164767068945979
2017-02-02,0.10164767068945979
2017-02-03,0.10254022472721136
2017-02-04,0.10254022472721136
2017-02-05,0.10254022472721136
2017-02-06,0.10415098851883009
2017-02-07,0.10254759695369042
2017-02-08,0.11216332861424183
2017-02-09,0.1152447200129092
2017-02-10,0.11366869914241517
2017-02-11,0.11366869914241517
2017-02-12,0.11366869914241517
2017-02-13,0.1296200560852092
2017-02-14,0.130420464741976
2017-02-15,0.11680614461661598
2017-02-16,0.13011351611806288
2017-02-17,0.12921020789393234
2017-02-18,0.12921020789393234
2017-02-19,0.12921020789393234
2017-02-20,0.14528142544489842
2017-02-21,0.14919394803731056
2017-02-22,0.16189304513786795
2017-02-23,0.161192310363526
2017-02-24,0.15194896511685108
2017-02-25,0.15194896511685108
2017-02-26,0.15194896511685108
2017-02-27,0.1399420525080115
2017-02-28,0.15436541758993738
2017-03-01,0.15323049254823506
2017-03-02,0.14192202839760593
2017-03-03,0.14437687469679705
2017-03-04,0.14437687469679705
2017-03-05,0.14437687469679705
2017-03-06,0.15724380353358058
2017-03-07,0.16086628319939678
2017-03-08,0.16018918038894836
2017-03-09,0.15512754437076648
2017-03-10,0.1722440898622919
2017-03-11,0.1722440898622919
2017-03-12,0.1722440898622919
2017-03-13,0.18063352869826188
2017-03-14,0.18473018756966586
2017-03-15,0.18924663060713098
2017-03-16,0.18668142918612363
2017-03-17,0.17287472354027056
2017-03-18,0.17287472354027056
2017-03-19,0.17287472354027056
2017-03-20,0.17204411003822995
2017-03-21,0.18486822166321937
2017-03-22,0.19161539228832813
2017-03-23,0.19467684085122294
2017-03-24,0.21078346392309055
2017-03-25,0.21078346392309055
2017-03-26,0.21078346392309055
2017-03-27,0.2079705116769548
2017-03-28,0.20410600339116325
2017-03-29,0.19708624497784588
2017-03-30,0.1846480620285571
2017-03-31,0.19065743987709438
2017-04-01,0.19065743987709438
2017-04-02,0.19065743987709438
2017-04-03,0.19065743987709438
2017-04-04,0.19065743987709438
2017-04-05,0.20452615523781792
2017-04-06,0.2256900304986007
2017-04-07,0.2267192454928466
2017-04-08,0.2267192454928466
2017-04-09,0.2267192454928466
2017-04-10,0.2167067205796649
2017-04-11,0.23080198306309518
2017-04-12,0.2161763808741357
2017-04-13,0.21229520053209217
2017-04-14,0.19495470813421067
2017-04-15,0.19495470813421067
2017-04-16,0.19495470813421067
2017-04-17,0.1929951016080802
2017-04-18,0.20839181269255636
2017-04-19,0.20813682938582923
2017-04-20,0.2353144185329421
2017-04-21,0.23086540533958178
2017-04-22,0.23086540533958178
2017-04-23,0.23086540533958178
2017-04-24,0.18949445596962433
2017-04-25,0.2058826066940398
2017-04-26,0.1987901330120565
2017-04-27,0.19398297455949276
2017-04-28,0.18688203415772597
2017-04-29,0.18688203415772597
2017-04-30,0.18688203415772597
2017-05-01,0.18688203415772597
2017-05-02,0.18656408112160694
2017-05-03,0.18030011698889892
2017-05-04,0.18921682881841195
2017-05-05,0.18497320658623795
2017-05-06,0.18497320658623795
2017-05-07,0.18497320658623795
2017-05-08,0.17131620147874327
2017-05-09,0.1815139397164749
2017-05-10,0.18825639418903295
2017-05-11,0.1961547755147397
2017-05-12,0.20298427260579666
2017-05-13,0.20298427260579666
2017-05-14,0.20298427260579666
2017-05-15,0.2057390873410314
2017-05-16,0.23051201000599542
2017-05-17,0.20900909997480088
2017-05-18,0.20987394455263364
2017-05-19,0.2141530226534607
2017-05-20,0.2141530226534607
2017-05-21,0.2141530226534607
2017-05-22,0.2211840240205949
2017-05-23,0.2323950943167441
2017-05-24,0.23753018579270835
2017-05-25,0.23643904072706112
2017-05-26,0.2353361613545566
2017-05-27,0.2353361613545566
2017-05-28,0.2353361613545566
2017-05-29,0.2353361613545566
2017-05-30,0.2353361613545566
2017-05-31,0.23423266624305739
2017-06-01,0.2503053785892313
2017-06-02,0.24405651014106788
2017-06-03,0.24405651014106788
2017-06-04,0.24405651014106788
2017-06-05,0.24910212838272394
2017-06-06,0.26422240957556964
2017-06-07,0.2844327157705451
2017-06-08,0.2906499511480276
2017-06-09,0.3076903085898006
2017-06-10,0.3076903085898006
2017-06-11,0.3076903085898006
2017-06-12,0.30222614608154497
2017-06-13,0.3047106263383257
2017-06-14,0.2718452472729125
2017-06-15,0.27428956069534083
2017-06-16,0.26506190725072165
2017-06-17,0.26506190725072165
2017-06-18,0.26506190725072165
2017-06-19,0.2803924949718919
2017-06-20,0.2784820116420501
2017-06-21,0.3081420510585402
2017-06-22,0.307624194501839
2017-06-23,0.32955200012300656
2017-06-24,0.32955200012300656
2017-06-25,0.32955200012300656
2017-06-26,0.34819412390783167
2017-06-27,0.34145729963185256
2017-06-28,0.325411625918141
2017-06-29,0.33993755425917094
2017-06-30,0.3419799365256233
2017-07-01,0.3419799365256233
2017-07-02,0.3419799365256233
2017-07-03,0.3269506933827233
2017-07-04,0.3152657786796116
2017-07-05,0.33638599768386745
2017-07-06,0.33461300831188745
2017-07-07,0.3248624303763368
2017-07-08,0.3248624303763368
2017-07-09,0.3248624303763368
2017-07-10,0.3201318520811334
2017-07-11,0.33230951205523773
2017-07-12,0.3184206198825663
2017-07-13,0.31666382556809847
2017-07-14,0.32229046782315596
2017-07-15,0.32229046782315596
2017-07-16,0.32229046782315596
2017-07-17,0.31035894494307015
2017-07-18,0.30582585638431103
2017-07-19,0.32889131584957765
2017-07-20,0.3408931337319181
2017-07-21,0.33863778111038556
2017-07-22,0.33863778111038556
2017-07-23,0.33863778111038556
2017-07-24,0.3479829082486863
2017-07-25,0.34190771639103623
2017-07-26,0.3253261788497257
2017-07-27,0.31599974394681407
2017-07-28,0.327598029096587
2017-07-29,0.327598029096587
2017-07-30,0.327598029096587
2017-07-31,0.33391286667004394
2017-08-01,0.33017169384221656
2017-08-02,0.32291652644838376
2017-08-03,0.3113119695620874
2017-08-04,0.30744401018473866
2017-08-05,0.30744401018473866
2017-08-06,0.30744401018473866
2017-08-07,0.3246325030864856
2017-08-08,0.31802929726270124
2017-08-09,0.33806429252059966
2017-08-10,0.3337063177745039
2017-08-11,0.3063963129021343
2017-08-12,0.3063963129021343
2017-08-13,0.3063963129021343
2017-08-14,0.3168453421097479
2017-08-15,0.31895568723600776
2017-08-16,0.3082662649031094
2017-08-17,0.31178326147551494
2017-08-18,0.31025496076078185
2017-08-19,0.31025496076078185
2017-08-20,0.31025496076078185
2017-08-21,0.3180127318410486
2017-08-22,0.3278141017155305
2017-08-23,0.32694642451727773
2017-08-24,0.32412380717146316
2017-08-25,0.3315836439478477
2017-08-26,0.3315836439478477
2017-08-27,0.3315836439478477
2017-08-28,0.3378795500129641
2017-08-29,0.33431241769680775
2017-08-30,0.34410386857670816
2017-08-31,0.3352746543250327
2017-09-01,0.37302540721522126
2017-09-02,0.37302540721522126
2017-09-03,0.37302540721522126
2017-09-04,0.39554088174260027
2017-09-05,0.38112528982006455
2017-09-06,0.3856053039283671
2017-09-07,0.36960962064600933
2017-09-08,0.37544965973352906
2017-09-09,0.37544965973352906
2017-09-10,0.37544965973352906
2017-09-11,0.36715089233175724
2017-09-12,0.3837730877064063
2017-09-13,0.4012188476113998
2017-09-14,0.3831774841852085
2017-09-15,0.37645293760877707
2017-09-16,0.37645293760877707
2017-09-17,0.37645293760877707
2017-09-18,0.3766392981200113
2017-09-19,0.3751916426296451
2017-09-20,0.4021518024131183
2017-09-21,0.3983498663836633
2017-09-22,0.40821394812917866
2017-09-23,0.40821394812917866
2017-09-24,0.40821394812917866
2017-09-25,0.4140147526828142
2017-09-26,0.4193092854733107
2017-09-27,0.4312733461084193
2017-09-28,0.43490122499164485
2017-09-29,0.4337266264061752
2017-09-30,0.4337266264061752
2017-10-01,0.4337266264061752
2017-10-02,0.4337266264061752
2017-10-03,0.4337266264061752
2017-10-04,0.4337266264061752
2017-10-05,0.4337266264061752
2017-10-06,0.4337266264061752
2017-10-07,0.4337266264061752
2017-10-08,0.4337266264061752
2017-10-09,0.4495800133840251
2017-10-10,0.44141142943309397
2017-10-11,0.4695275910915413
2017-10-12,0.4829980466781145
2017-10-13,0.480521283004242
2017-10-14,0.480521283004242
2017-10-15,0.480521283004242
2017-10-16,0.4732479350628349
2017-10-17,0.4786719087044753
2017-10-18,0.5065635727618771
2017-10-19,0.5185415606440082
2017-10-20,0.5060226206214913
2017-10-21,0.5060226206214913
2017-10-22,0.5060226206214913
2017-10-23,0.506628905634027
2017-10-24,0.5249902085426665
2017-10-25,0.5468554985751113
2017-10-26,0.535808542493529
2017-10-27,0.5415236443296148
2017-10-28,0.5415236443296148
2017-10-29,0.5415236443296148
2017-10-30,0.5554403306017135
2017-10-31,0.5460607904456192
2017-11-01,0.527538194609783
2017-11-02,0.5358443629938634
2017-11-03,0.539928456991851
2017-11-04,0.539928456991851
2017-11-05,0.539928456991851
2017-11-06,0.5813355107674392
2017-11-07,0.5763798447294917
2017-11-08,0.5620986090422178
2017-11-09,0.5812381893409242
2017-11-10,0.6020150502530832
2017-11-11,0.6020150502530832
2017-11-12,0.6020150502530832
2017-11-13,0.6109251457045566
2017-11-14,0.5875797151552158
2017-11-15,0.5819469011777867
2017-11-16,0.5946078781351609
2017-11-17,0.6063282028227939
2017-11-18,0.6063282028227939
2017-11-19,0.6063282028227939
2017-11-20,0.6250021598587745
2017-11-21,0.6589943834099232
2017-11-22,0.6591220172714853
2017-11-23,0.5854711361564633
2017-11-24,0.5816241443002861
2017-11-25,0.5816241443002861
2017-11-26,0.5816241443002861
2017-11-27,0.5491514005102309
2017-11-28,0.5699188739310526
2017-11-29,0.5561785178118837
2017-11-30,0.5531553466095291
2017-12-01,0.5505704055964982
2017-12-02,0.5505704055964982
2017-12-03,0.5505704055964982
2017-12-04,0.5664467205117631
2017-12-05,0.5800570844579458
2017-12-06,0.5582804080170187
2017-12-07,0.5282130300373329
2017-12-08,0.549433463782256
2017-12-09,0.549433463782256
2017-12-10,0.549433463782256
2017-12-11,0.613876197348568
2017-12-12,0.597403424387803
2017-12-13,0.6196514767431265
2017-12-14,0.607953195389586
2017-12-15,0.5856866547601041
2017-12-16,0.5856866547601041
2017-12-17,0.5856866547601041
2017-12-18,0.6072820241468988
2017-12-19,0.618930905830195
2017-12-20,0.6225900192029887
2017-12-21,0.6415532913558948
2017-12-22,0.6417203636894835
2017-12-23,0.6417203636894835
2017-12-24,0.6417203636894835
2017-12-25,0.6533802389324936
2017-12-26,0.6396173988800735
2017-12-27,0.6080571879196601
2017-12-28,0.6272914531309219
2017-12-29,0.6412199439161477
2017-12-30,0.6412199439161477
2017-12-31,0.6412199439161477
2018-01-01,0.6412199439161477
2018-01-02,0.6476147815157782
2018-01-03,0.657836500527784
2018-01-04,0.7127042161814996
2018-01-05,0.7063045619380628
2018-01-06,0.7063045619380628
2018-01-07,0.7063045619380628
2018-01-08,0.725631648402375
2018-01-09,0.7696063381870999
2018-01-10,0.7751183407917548
2018-01-11,0.7477975206182903
2018-01-12,0.7707808489291599
2018-01-13,0.7707808489291599
2018-01-14,0.7707808489291599
2018-01-15,0.7641233326664578
2018-01-16,0.7798339765936309
2018-01-17,0.749485351800014
2018-01-18,0.7478404994828891
2018-01-19,0.748321305699355
2018-01-20,0.748321305699355
2018-01-21,0.748321305699355
2018-01-22,0.8048262422736441
2018-01-23,0.8093631673472845
2018-01-24,0.8055921132480364
2018-01-25,0.7911407535515662
2018-01-26,0.8086165691227161
2018-01-27,0.8086165691227161
2018-01-28,0.8086165691227161
2018-01-29,0.754321822635907
2018-01-30,0.7504205733312277
2018-01-31,0.7686657509768817
2018-02-01,0.7485715021034132
2018-02-02,0.7727721127629903
2018-02-03,0.7727721127629903
2018-02-04,0.7727721127629903
2018-02-05,0.7454440622239502
2018-02-06,0.6575717575272071
2018-02-07,0.6125753715875479
2018-02-08,0.6379533544393639
2018-02-09,0.5986582595062804
2018-02-10,0.5986582595062804
2018-02-11,0.5986582595062804
2018-02-12,0.6664415989972363
2018-02-13,0.6831780948383921
2018-02-14,0.7202165313971285
2018-02-15,0.7202165313971285
2018-02-16,0.7202165313971285
2018-02-17,0.7202165313971285
2018-02-18,0.7202165313971285
2018-02-19,0.7202165313971285
2018-02-20,0.7202165313971285
2018-02-21,0.7202165313971285
2018-02-22,0.7561913203088491
2018-02-23,0.7548555197708458
2018-02-24,0.7548555197708458
2018-02-25,0.7548555197708458
2018-02-26,0.770239663517442
2018-02-27,0.7265560908215278
2018-02-28,0.7271960944403679
2018-03-01,0.7534554929341533
2018-03-02,0.7433382634064247
2018-03-03,0.7433382634064247
2018-03-04,0.7433382634064247
2018-03-05,0.7219819561426848
2018-03-06,0.7535280372436235
2018-03-07,0.7351181673553604
2018-03-08,0.7875038652439983
2018-03-09,0.8088764442607399
2018-03-10,0.8088764442607399
2018-03-11,0.8088764442607399
2018-03-12,0.8265960822130141
2018-03-13,0.8139073160697967
2018-03-14,0.8201137149975724
2018-03-15,0.8483817608091226
2018-03-16,0.8244660441994871
2018-03-17,0.8244660441994871
2018-03-18,0.8244660441994871
2018-03-19,0.8345695419477182
2018-03-20,0.8510472444918882
2018-03-21,0.8386482587405264
2018-03-22,0.8201486015915367
2018-03-23,0.7731893964365171
2018-03-24,0.7731893964365171
2018-03-25,0.7731893964365171
2018-03-26,0.7828653869849467
2018-03-27,0.7901376692427275
2018-03-28,0.7406520593630144
2018-03-29,0.7613828888777332
2018-03-30,0.7814335631435414
2018-03-31,0.7814335631435414
2018-04-01,0.7814335631435414
2018-04-02,0.7517093261201147
2018-04-03,0.7542025145596705
2018-04-04,0.7464405262226046
2018-04-05,0.7464405262226046
2018-04-06,0.7464405262226046
2018-04-07,0.7464405262226046
2018-04-08,0.7464405262226046
2018-04-09,0.7338071403569566
2018-04-10,0.778748346508267
2018-04-11,0.7866009456736396
2018-04-12,0.7877403902040165
2018-04-13,0.7622633468199023
2018-04-14,0.7622633468199023
2018-04-15,0.7622633468199023
2018-04-16,0.7449963164795155
2018-04-17,0.6888545900779657
2018-04-18,0.7041849884195073
2018-04-19,0.7357466506502481
2018-04-20,0.7146173865981023
2018-04-21,0.7146173865981023
2018-04-22,0.7146173865981023
2018-04-23,0.731443468294426
2018-04-24,0.7663494084908538
2018-04-25,0.7812346915991628
2018-04-26,0.7355488746027374
2018-04-27,0.7366195828363891
2018-04-28,0.7366195828363891
2018-04-29,0.7366195828363891
2018-04-30,0.7366195828363891
2018-05-01,0.7366195828363891
2018-05-02,0.7533908126899762
2018-05-03,0.7643397867914417
2018-05-04,0.7556859998960386
2018-05-05,0.7556859998960386
2018-05-06,0.7556859998960386
2018-05-07,0.7803928140035865
2018-05-08,0.801619692113918
2018-05-09,0.8021724921518167
2018-05-10,0.850214968656658
2018-05-11,0.8405539285050807
2018-05-12,0.8405539285050807
