,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown,Max Daily Drop,Calmar Ratio,99% VaR,Total Return_1825,Return p.a._1825,Volatility_1825,Sharpe Ratio_1825,Max Drawdown_1825,Max Daily Drop_1825,Calmar Ratio_1825,99% VaR_1825,Total Return_1095,Return p.a._1095,Volatility_1095,Sharpe Ratio_1095,Max Drawdown_1095,Max Daily Drop_1095,Calmar Ratio_1095,99% VaR_1095,Total Return_365,Return p.a._365,Volatility_365,Sharpe Ratio_365,Max Drawdown_365,Max Daily Drop_365,Calmar Ratio_365,99% VaR_365,Total Return_YTD,Return p.a._YTD,Volatility_YTD,Sharpe Ratio_YTD,Max Drawdown_YTD,Max Daily Drop_YTD,Calmar Ratio_YTD,99% VaR_YTD,Total Return_180,Return p.a._180,Volatility_180,Sharpe Ratio_180,Max Drawdown_180,Max Daily Drop_180,Calmar Ratio_180,99% VaR_180,Total Return_90,Return p.a._90,Volatility_90,Sharpe Ratio_90,Max Drawdown_90,Max Daily Drop_90,Calmar Ratio_90,99% VaR_90,Total Return_30,Return p.a._30,Volatility_30,Sharpe Ratio_30,Max Drawdown_30,Max Daily Drop_30,Calmar Ratio_30,99% VaR_30,Total Return2016,Return p.a.2016,Volatility2016,Sharpe Ratio2016,Max Drawdown2016,Max Daily Drop2016,Calmar Ratio2016,99% VaR2016,Total Return2017,Return p.a.2017,Volatility2017,Sharpe Ratio2017,Max Drawdown2017,Max Daily Drop2017,Calmar Ratio2017,99% VaR2017,Total Return2018,Return p.a.2018,Volatility2018,Sharpe Ratio2018,Max Drawdown2018,Max Daily Drop2018,Calmar Ratio2018,99% VaR2018,Total Return2019,Return p.a.2019,Volatility2019,Sharpe Ratio2019,Max Drawdown2019,Max Daily Drop2019,Calmar Ratio2019,99% VaR2019
US_BFT_Value,-0.04399031143043741,-0.008020794031076472,0.21657124066282707,-0.0370353607733346,-0.43092389112576246,-0.12036490444323544,-0.018613017742234332,-0.03158943130410713,-0.08742749244026571,-0.018131163500979874,0.22336941262820662,-0.08117120105051621,-0.43092389112576246,-0.12036490444323544,-0.0420750946382047,-0.03261762376914625,-0.08570374325151953,-0.029425268240569458,0.25080187027747103,-0.11732475602361034,-0.43092389112576246,-0.12036490444323544,-0.06828414215720956,-0.036646754637265924,0.14377412586849458,0.14377412586849458,0.36937571624878734,0.38923545740526627,-0.3440565848298692,-0.12036490444323544,0.4178793030210095,-0.053176925265504646,0.0010376148971877885,0.0017787307048384715,0.4662756201637873,0.0038147624021467427,-0.3440565848298692,-0.12036490444323544,0.005169878395781981,-0.06770381670422493,-0.0011046164526858915,-0.0022386452197478146,0.5004786251550004,-0.004473008650578227,-0.3440565848298692,-0.12036490444323544,-0.006506619313374836,-0.07265284869188644,0.1380303342934266,0.6894098079169657,0.34858572692159134,1.977733896350946,-0.14784443918457368,-0.12036490444323544,4.663075674129919,-0.04865227507707952,0.05253563735811251,0.8644375757267946,0.21343980075613478,4.050029903815624,-0.04394421245529201,-0.12036490444323544,19.67124969201022,-0.02866634951869504,0.02299748147146219,0.02299748147146219,0.1895965739242239,0.12129692533712975,-0.153671892259171,-0.12036490444323544,0.1496531417253354,-0.027547275284929652,0.06574031926528812,0.06592675139151294,0.10812100001578452,0.6097497376262552,-0.07120917809713001,-0.12036490444323544,0.9258181761568461,-0.015524690283667148,-0.3335034051370317,-0.3342458790866484,0.18450043361374138,-1.8116265232547082,-0.40070562802447507,-0.12036490444323544,-0.8341432106519668,-0.028511747706840875,0.2966786798730221,0.2976045186898839,0.1484615810831767,2.0045894467683785,-0.12395787623817933,-0.12036490444323544,2.4008520291042306,-0.02062202728174025
US_BFT_Value,-0.14593126729693917,-0.027842621146329072,0.2475016388490986,-0.11249469407879226,-0.5502470360584208,-0.1540003134716561,-0.050600220122535955,-0.03615930949743399,-0.18194014851860474,-0.039368074548811416,0.25668719229942166,-0.153369843645682,-0.5502470360584208,-0.1540003134716561,-0.07154618193096751,-0.03753955579692673,-0.19478725145378617,-0.06967031053650474,0.3001557521656701,-0.23211386099990655,-0.5502470360584208,-0.1540003134716561,-0.12661642129973727,-0.04396985168168472,-0.21726165827749266,-0.21726165827749266,0.4631838359699056,-0.46906139939565766,-0.5440089933026029,-0.1540003134716561,-0.39937144597284574,-0.06822494752127897,-0.30281076828223574,-0.4610315344023176,0.5960944849353589,-0.7734202312781209,-0.5440089933026029,-0.1540003134716561,-0.8474704280226312,-0.08884232027321752,-0.2758571550755391,-0.4802976067635173,0.6420050902483061,-0.7481211816837063,-0.5339241868317939,-0.1540003134716561,-0.8995614332692312,-0.09554440738155638,0.15438237709634706,0.7900395400996811,0.39668535553899065,1.9916024856179175,-0.15196857354875892,-0.1540003134716561,5.198703400648806,-0.05538512098467745,0.0496257152560049,0.8026826935598774,0.20098046462925412,3.993834400973125,-0.04169742380327757,-0.1540003134716561,19.250174719350017,-0.026987266161966877,0.11725097716099397,0.11725097716099397,0.17993081533921162,0.6516447832459853,-0.10651076004119453,-0.1540003134716561,1.1008369212241609,-0.025792090203295058,0.14517244017256048,0.14559898693150353,0.09942406341554805,1.4644240230150822,-0.05134099562716821,-0.1540003134716561,2.8359205962584926,-0.01397070659116028,-0.20985096727673525,-0.21036208411171164,0.17992770929553129,-1.1691477923847289,-0.2842733224626608,-0.1540003134716561,-0.7399993861166576,-0.027169589540596825,0.2969321591308076,0.29785887587095905,0.16214451413331202,1.8369963206159745,-0.09133532822829826,-0.1540003134716561,3.261157338006631,-0.022612642616210158
US_BFT_Value,-0.09943986415146044,-0.018574466403181056,0.23915217533107833,-0.07766798013635824,-0.4694443086845379,-0.1184918609914909,-0.03956692212379748,-0.034911604014978816,-0.1376089055923706,-0.029175220936813795,0.24681175543800313,-0.11820839280948409,-0.4694443086845379,-0.1184918609914909,-0.06214841760158448,-0.036066675828286605,-0.10438534185230364,-0.036081317820289116,0.2840694984666812,-0.12701581132449927,-0.4694443086845379,-0.1184918609914909,-0.07685963415212137,-0.04150072752979676,0.057861206106865515,0.057861206106865515,0.41981991922917394,0.13782387032302743,-0.3994307692917308,-0.1184918609914909,0.1448591609741653,-0.060780273813020924,-0.09158481324685719,-0.15176634989437865,0.5236560195372987,-0.28982069188945647,-0.3994307692917308,-0.1184918609914909,-0.3799565821218285,-0.07663741824400269,-0.07648257323770102,-0.1489984884152873,0.5618582299244751,-0.2651887620037454,-0.3994307692917308,-0.1184918609914909,-0.37302706719237194,-0.08211661556426418,0.11363574478372551,0.5472820636619578,0.3934436681023506,1.3910048833714808,-0.1652652388443937,-0.1184918609914909,3.3115376681072894,-0.055488414085472,0.02532508498238295,0.3556552368039021,0.2285165332584263,1.5563654486290335,-0.04617212515173885,-0.1184918609914909,7.702812803939306,-0.03210627924986327,0.028400787267686356,0.028400787267686356,0.18516412822299166,0.15338169190893994,-0.15716442223638583,-0.1184918609914909,0.18070748368844997,-0.026881913772539515,0.15112458555987107,0.151569750030488,0.11006325904700873,1.3771148641505482,-0.06470482589386639,-0.1184918609914909,2.342479837270621,-0.015500527425765062,-0.326400132528324,-0.32713092295124446,0.20365230996214914,-1.606320709114692,-0.40571362429770197,-0.1184918609914909,-0.806309927396484,-0.031253894391266426,0.35209297440165965,0.3532139440610531,0.1856598197951698,1.9024791925939513,-0.10253306950803576,-0.1184918609914909,3.4448782793279284,-0.025867962881289862
US_BFT_Value,0.25269106930439045,0.04115402975336102,0.2250653069644186,0.18285372502954092,-0.4463643683085633,-0.10776079560902652,0.0921982861430194,-0.03263096295101321,0.1883611672020964,0.035117593847000306,0.23288430105224553,0.1507941655505666,-0.4463643683085633,-0.10776079560902652,0.07867472482195123,-0.03378966880493188,-0.1329771941261122,-0.046449919711057386,0.25931180474702464,-0.17912767124648363,-0.4463643683085633,-0.10776079560902652,-0.10406278594116507,-0.037951837975735724,-0.06102979881998161,-0.06102979881998161,0.38214793361967897,-0.15970202492503766,-0.38054471091492403,-0.10776079560902652,-0.1603748444519195,-0.05580681197424054,-0.15893057838371571,-0.2566544972731919,0.4830660996305105,-0.5313030607395195,-0.38054471091492403,-0.10776079560902652,-0.6744397961966958,-0.07130886764150478,-0.14123525996712039,-0.26563565751581575,0.5201192765027148,-0.510720654888916,-0.38054471091492403,-0.10776079560902652,-0.6980405978502805,-0.07668133052832936,0.06733951442212249,0.30251495281259255,0.37373090854771546,0.8094459031717187,-0.1770569402856198,-0.10776079560902652,1.7085743847408064,-0.05330953592782657,0.011117949966597207,0.14398978651672945,0.22573620498053132,0.6378674901934667,-0.06250806075537418,-0.10776079560902652,2.303539491974238,-0.032367115003248494,0.2908105798680225,0.2908105798680225,0.19567324710495257,1.486205110666158,-0.10922487372620981,-0.10776079560902652,2.662494081677652,-0.027507595803744237,0.1327434681597195,0.13313141375552706,0.1293830864606088,1.0289707673348745,-0.07377577755088316,-0.10776079560902652,1.8045409777444408,-0.018378958181623918,-0.21032895577277266,-0.21084107532316598,0.17819304494045562,-1.1832171979193684,-0.32020593642616835,-0.10776079560902652,-0.6584546110430428,-0.026919622664871672,0.1998887502569271,0.20048959938273314,0.16772196558482763,1.1953687680897875,-0.1457319070039429,-0.10776079560902652,1.3757426462367555,-0.023732994959168616
US_BFT_Value,0.01974353513100291,0.003505971330367341,0.23649883036988253,0.014824476403896062,-0.5497157079271997,-0.1449464195166118,0.0063777899736342375,-0.034437265617212796,0.016581580860027367,0.0032945365937719906,0.24561242839623829,0.013413558162688027,-0.5497157079271997,-0.1449464195166118,0.005993164368896468,-0.03576117451763725,-0.25735056157033054,-0.09441764395837249,0.28236658948494175,-0.3343796591891324,-0.5497157079271997,-0.1449464195166118,-0.17175722395561682,-0.04150043954271806,-0.23828467161081757,-0.23828467161081757,0.4380771494554803,-0.5439331220699365,-0.4960889534593603,-0.1449464195166118,-0.4803265018283417,-0.06471670484025044,-0.2651421324435532,-0.4101738170762864,0.5606167773920854,-0.731647416947385,-0.4960889534593603,-0.1449464195166118,-0.8268150585011724,-0.08339514182015584,-0.23232107419302417,-0.4149812545943383,0.6039340312430354,-0.6871301054855466,-0.4960889534593603,-0.1449464195166118,-0.836505734910168,-0.08962785256745183,0.05757581782028742,0.254864076712928,0.38611336594732965,0.6600757683889514,-0.16937768523527386,-0.1449464195166118,1.5047087009065532,-0.05524760032662137,0.013768252641800593,0.1810112128221073,0.3042117498173817,0.5950171646255226,-0.07702998886261714,-0.1449464195166118,2.3498797740311312,-0.0436320989588899,0.40855760389768925,0.40855760389768925,0.18204872611315234,2.2442211633150917,-0.08926250343883135,-0.1449464195166118,4.577035016474306,-0.02517989324133614,0.14728404910050252,0.1477171910245103,0.10709907841304656,1.3792573494872926,-0.06289439330420055,-0.1449464195166118,2.348654359539623,-0.015081943559153694,-0.14909451904887205,-0.1494718592163511,0.16944944102946916,-0.882102993720447,-0.25846766391360165,-0.1449464195166118,-0.5783000354981165,-0.025350535345289242,0.14573361598710965,0.1461619144142523,0.1564280462264784,0.9343715397598032,-0.10344838578964521,-0.1449464195166118,1.4128970046131213,-0.022272983294496326
US_BFT_Value,0.2861263332748618,0.046074915961660246,0.2158047951331129,0.21350274415005596,-0.42613548747947205,-0.10647668314952552,0.10812269176215882,-0.03126696496786411,0.23656716483492435,0.0433824850046427,0.22360649273712152,0.194012635651168,-0.42613548747947205,-0.10647668314952552,0.10180444079239595,-0.03241059329812899,-0.08930519500485179,-0.030701323540264003,0.24025664789642406,-0.12778553188463493,-0.42613548747947205,-0.10647668314952552,-0.07204592070436977,-0.035120900218275714,-0.032089033657058064,-0.032089033657058064,0.34112868812317354,-0.09406723847708601,-0.37126250412188566,-0.10647668314952552,-0.08643219635916483,-0.0497503706734855,-0.18708596319408055,-0.2987851351325581,0.4263863895337815,-0.7007379749134467,-0.36976513943427547,-0.10647668314952552,-0.8080403025273998,-0.06335844809252936,-0.11982325141310679,-0.228030648892126,0.4581223591651335,-0.49775053395708785,-0.36067708863536907,-0.10647668314952552,-0.6322293710279345,-0.06754493327139031,0.108207010054165,0.5169194171006675,0.30796420786849704,1.678504851841081,-0.13902100142167229,-0.10647668314952552,3.7182829343371697,-0.0431893786507811,0.022328492933196387,0.3082296597697285,0.25772117072550244,1.195981140788866,-0.06912996288927387,-0.10647668314952552,4.458698470060268,-0.03648688885680946,0.1784702630963384,0.1784702630963384,0.21092037917307455,0.8461499253701388,-0.15340414816751036,-0.10647668314952552,1.163399198967273,-0.030084887192250456,0.20358533162392844,0.20419820803451816,0.13026826299007135,1.567520770965385,-0.07808388118352805,-0.10647668314952552,2.615113451578713,-0.01826622111490004,-0.18582907572142549,-0.1862887846039165,0.1755230101915189,-1.0613354021256287,-0.2993735512678357,-0.10647668314952552,-0.6222619994818865,-0.026409781219238294,0.25140754445496905,0.25217880362008804,0.17223932884651336,1.4641185918972703,-0.14839653443042655,-0.10647668314952552,1.6993577686163435,-0.024223302714606994
US_BFT_Value,-0.11475132643402108,-0.021582543256691622,0.21822064048207374,-0.09890239167575247,-0.41858038286161114,-0.12184599012189956,-0.05156128700810886,-0.031883755672545956,-0.12972781975127345,-0.027407267305849414,0.2240663839442124,-0.12231762223053155,-0.4061364826735011,-0.12184599012189956,-0.06748289916097615,-0.032756564990484356,-0.1010638186734677,-0.03489117487180027,0.2514211951467081,-0.13877578957271577,-0.4061364826735011,-0.12184599012189956,-0.08590997450443225,-0.0367591187997928,0.11395613558784046,0.11395613558784046,0.3698388193151385,0.30812378159454046,-0.3390355714042882,-0.12184599012189956,0.3361185232447238,-0.05334891511299173,-0.013444872435590005,-0.022928667896612187,0.4657874017458551,-0.04922560767137842,-0.3390355714042882,-0.12184599012189956,-0.06762909213815368,-0.06773268822461945,-0.014602401333341786,-0.02938825809793133,0.4997864028869588,-0.058801635915209836,-0.3390355714042882,-0.12184599012189956,-0.08668193126817023,-0.07266125325592482,0.1128511568482724,0.5428658423890484,0.34818557024991703,1.5591279156094717,-0.1407366051415485,-0.12184599012189956,3.8573180150469795,-0.04895013793958607,0.024695713956066845,0.34556553889292885,0.21347013224660466,1.6188004160400533,-0.040891447797823166,-0.12184599012189956,8.45080224602184,-0.02994938829839122,0.060663494971632925,0.060663494971632925,0.1884117161114682,0.32197305042189184,-0.1543051040594604,-0.12184599012189956,0.39313991161469725,-0.027231447722620195,0.03789237433976411,0.03799842753382077,0.10892870090749011,0.34883760861236834,-0.07087346766103697,-0.12184599012189956,0.5361446079589892,-0.015747882934935016,-0.3092523426165845,-0.30995408291652926,0.1846051114011389,-1.6790113803675377,-0.3702901359911074,-0.12184599012189956,-0.8370573579739453,-0.028384801542867887,0.27463467147395293,0.27548468649338376,0.1527661270962868,1.8033100120404884,-0.11494011976949858,-0.12184599012189956,2.3967670039481597,-0.02131666663608008
US_BFT_Value,-0.14593126729693917,-0.027842621146329072,0.2475016388490986,-0.11249469407879226,-0.5502470360584208,-0.1540003134716561,-0.050600220122535955,-0.03615930949743399,-0.18194014851860474,-0.039368074548811416,0.25668719229942166,-0.153369843645682,-0.5502470360584208,-0.1540003134716561,-0.07154618193096751,-0.03753955579692673,-0.19478725145378617,-0.06967031053650474,0.3001557521656701,-0.23211386099990655,-0.5502470360584208,-0.1540003134716561,-0.12661642129973727,-0.04396985168168472,-0.21726165827749266,-0.21726165827749266,0.4631838359699056,-0.46906139939565766,-0.5440089933026029,-0.1540003134716561,-0.39937144597284574,-0.06822494752127897,-0.30281076828223574,-0.4610315344023176,0.5960944849353589,-0.7734202312781209,-0.5440089933026029,-0.1540003134716561,-0.8474704280226312,-0.08884232027321752,-0.2758571550755391,-0.4802976067635173,0.6420050902483061,-0.7481211816837063,-0.5339241868317939,-0.1540003134716561,-0.8995614332692312,-0.09554440738155638,0.15438237709634706,0.7900395400996811,0.39668535553899065,1.9916024856179175,-0.15196857354875892,-0.1540003134716561,5.198703400648806,-0.05538512098467745,0.0496257152560049,0.8026826935598774,0.20098046462925412,3.993834400973125,-0.04169742380327757,-0.1540003134716561,19.250174719350017,-0.026987266161966877,0.11725097716099397,0.11725097716099397,0.17993081533921162,0.6516447832459853,-0.10651076004119453,-0.1540003134716561,1.1008369212241609,-0.025792090203295058,0.14517244017256048,0.14559898693150353,0.09942406341554805,1.4644240230150822,-0.05134099562716821,-0.1540003134716561,2.8359205962584926,-0.01397070659116028,-0.20985096727673525,-0.21036208411171164,0.17992770929553129,-1.1691477923847289,-0.2842733224626608,-0.1540003134716561,-0.7399993861166576,-0.027169589540596825,0.2969321591308076,0.29785887587095905,0.16214451413331202,1.8369963206159745,-0.09133532822829826,-0.1540003134716561,3.261157338006631,-0.022612642616210158
US_BFT_Value,-0.09943986415146044,-0.018574466403181056,0.23915217533107833,-0.07766798013635824,-0.4694443086845379,-0.1184918609914909,-0.03956692212379748,-0.034911604014978816,-0.1376089055923706,-0.029175220936813795,0.24681175543800313,-0.11820839280948409,-0.4694443086845379,-0.1184918609914909,-0.06214841760158448,-0.036066675828286605,-0.10438534185230364,-0.036081317820289116,0.2840694984666812,-0.12701581132449927,-0.4694443086845379,-0.1184918609914909,-0.07685963415212137,-0.04150072752979676,0.057861206106865515,0.057861206106865515,0.41981991922917394,0.13782387032302743,-0.3994307692917308,-0.1184918609914909,0.1448591609741653,-0.060780273813020924,-0.09158481324685719,-0.15176634989437865,0.5236560195372987,-0.28982069188945647,-0.3994307692917308,-0.1184918609914909,-0.3799565821218285,-0.07663741824400269,-0.07648257323770102,-0.1489984884152873,0.5618582299244751,-0.2651887620037454,-0.3994307692917308,-0.1184918609914909,-0.37302706719237194,-0.08211661556426418,0.11363574478372551,0.5472820636619578,0.3934436681023506,1.3910048833714808,-0.1652652388443937,-0.1184918609914909,3.3115376681072894,-0.055488414085472,0.02532508498238295,0.3556552368039021,0.2285165332584263,1.5563654486290335,-0.04617212515173885,-0.1184918609914909,7.702812803939306,-0.03210627924986327,0.028400787267686356,0.028400787267686356,0.18516412822299166,0.15338169190893994,-0.15716442223638583,-0.1184918609914909,0.18070748368844997,-0.026881913772539515,0.15112458555987107,0.151569750030488,0.11006325904700873,1.3771148641505482,-0.06470482589386639,-0.1184918609914909,2.342479837270621,-0.015500527425765062,-0.326400132528324,-0.32713092295124446,0.20365230996214914,-1.606320709114692,-0.40571362429770197,-0.1184918609914909,-0.806309927396484,-0.031253894391266426,0.35209297440165965,0.3532139440610531,0.1856598197951698,1.9024791925939513,-0.10253306950803576,-0.1184918609914909,3.4448782793279284,-0.025867962881289862
US_BFT_Value,0.2591437390763809,0.042112038929779994,0.22820676430888207,0.18453457791803476,-0.443201488259919,-0.1039397566687339,0.0950178193108482,-0.03308374390972792,0.20048160729788678,0.03722052479002902,0.23638966732716762,0.15745411045616953,-0.443201488259919,-0.1039397566687339,0.08398104649008026,-0.03429080468574643,-0.10935470402682013,-0.037867408784782675,0.2645120965262132,-0.14315945955624756,-0.443201488259919,-0.1039397566687339,-0.08544061738929684,-0.038671123492358614,0.027357100965967662,0.027357100965967662,0.3929879161909301,0.06961308436943499,-0.3677940660515133,-0.1039397566687339,0.07438157243715841,-0.05701809496816486,-0.12225639475411065,-0.20025046626379273,0.4976971064456837,-0.40235408980752657,-0.3677940660515133,-0.1039397566687339,-0.5444635592237793,-0.07312989527473289,-0.09592414427484797,-0.18493318604578635,0.5360682752317087,-0.34498065748407014,-0.3677940660515133,-0.1039397566687339,-0.5028172097259572,-0.0785725766228093,0.017852329772015896,0.07440008023788924,0.39609169628699786,0.18783549601095614,-0.20318995135235385,-0.1039397566687339,0.3661602345131294,-0.05729686002311343,0.003497430507074295,0.043392926974760826,0.20490168404928516,0.2117743793863768,-0.059506566212718104,-0.1039397566687339,0.7292124169901544,-0.029699590474105936,0.28261143619525986,0.28261143619525986,0.19424749442800757,1.4549038947835795,-0.10356614213485837,-0.1039397566687339,2.728801424574241,-0.027325665557236298,0.13484321562044133,0.1352376562168056,0.14030914156623123,0.9638549185547424,-0.08265679899693257,-0.1039397566687339,1.636134690164137,-0.019962547915058474,-0.20398804088762867,-0.20448679396594316,0.17727599923294804,-1.1534939577310688,-0.3173756456203456,-0.1039397566687339,-0.6443052477018243,-0.026754493827653967,0.18028919852007208,0.18082680481452718,0.164832972112006,1.0970305424794085,-0.1767854038183172,-0.1039397566687339,1.0228604902266893,-0.023378121751514373
