datetime,US_BFT_Value
2014-12-31,0.0
2015-01-01,-0.0030000000000000027
2015-01-02,-0.004963919420739704
2015-01-03,-0.004963919420739704
2015-01-04,-0.004963919420739704
2015-01-05,-0.02014302821237357
2015-01-06,-0.02380739973362289
2015-01-07,-0.008011875185354622
2015-01-08,0.006011699395714443
2015-01-09,-0.004781600433795941
2015-01-10,-0.004781600433795941
2015-01-11,-0.004781600433795941
2015-01-12,-0.00585331685287005
2015-01-13,-0.012514536519322106
2015-01-14,-0.026351877656911937
2015-01-15,-0.03195611257581188
2015-01-16,-0.022474790121317145
2015-01-17,-0.022474790121317145
2015-01-18,-0.022474790121317145
2015-01-19,-0.022474790121317145
2015-01-20,-0.025774477071933366
2015-01-21,-0.019457968385626523
2015-01-22,-0.01044944154144345
2015-01-23,-0.01229698824611547
2015-01-24,-0.01229698824611547
2015-01-25,-0.01229698824611547
2015-01-26,-0.0031241249983348096
2015-01-27,-0.0060347500021398215
2015-01-28,-0.017291875123494505
2015-01-29,-0.012209588052975562
2015-01-30,-0.018391556232213446
2015-01-31,-0.018391556232213446
2015-02-01,-0.018391556232213446
2015-02-02,-0.010045154210534979
2015-02-03,0.007107479817570539
2015-02-04,0.019725934685802082
2015-02-05,0.03307374540183727
2015-02-06,0.030558326583164597
2015-02-07,0.030558326583164597
2015-02-08,0.030558326583164597
2015-02-09,0.026439688973345143
2015-02-10,0.04406155052267513
2015-02-11,0.04279593579606633
2015-02-12,0.03358769585591137
2015-02-13,0.03951167688662882
2015-02-14,0.03951167688662882
2015-02-15,0.03951167688662882
2015-02-16,0.03951167688662882
2015-02-17,0.036211907423861156
2015-02-18,0.037453832028075285
2015-02-19,0.03642183946724642
2015-02-20,0.04042554671422871
2015-02-21,0.04042554671422871
2015-02-22,0.04042554671422871
2015-02-23,0.040308580603844346
2015-02-24,0.0422600401351374
2015-02-25,0.03859521006531841
2015-02-26,0.033968780339997506
2015-02-27,0.027023949757030374
2015-02-28,0.027023949757030374
2015-03-01,0.027023949757030374
2015-03-02,0.029178417415126168
2015-03-03,0.027465264024244984
2015-03-04,0.02602516200443472
2015-03-05,0.0423592647339861
2015-03-06,0.02858345081248581
2015-03-07,0.02858345081248581
2015-03-08,0.02858345081248581
2015-03-09,0.039729507501972794
2015-03-10,0.029703852226987904
2015-03-11,0.03258724184828865
2015-03-12,0.050912124506998335
2015-03-13,0.04651230545621221
2015-03-14,0.04651230545621221
2015-03-15,0.04651230545621221
2015-03-16,0.05302705591989754
2015-03-17,0.04640509791781677
2015-03-18,0.05460282137279582
2015-03-19,0.05393556461414328
2015-03-20,0.061009800199653075
2015-03-21,0.061009800199653075
2015-03-22,0.061009800199653075
2015-03-23,0.06391465180545364
2015-03-24,0.06005131743968395
2015-03-25,0.04546222245392828
2015-03-26,0.0425123792010893
2015-03-27,0.04978691800272683
2015-03-28,0.04978691800272683
2015-03-29,0.04978691800272683
2015-03-30,0.06376819366106035
2015-03-31,0.05457212357404462
2015-04-01,0.04714671805652615
2015-04-02,0.06309468834101017
2015-04-03,0.06309468834101017
2015-04-04,0.06309468834101017
2015-04-05,0.06309468834101017
2015-04-06,0.06751096930370659
2015-04-07,0.06738258074113634
2015-04-08,0.060649990414433974
2015-04-09,0.057133498360665946
2015-04-10,0.0633871461390565
2015-04-11,0.0633871461390565
2015-04-12,0.0633871461390565
2015-04-13,0.06065033125036612
2015-04-14,0.06641458736616501
2015-04-15,0.0697012158948489
2015-04-16,0.06610550177567798
2015-04-17,0.05831671834911467
2015-04-18,0.05831671834911467
2015-04-19,0.05831671834911467
2015-04-20,0.0736172686985519
2015-04-21,0.06554689384564383
2015-04-22,0.06722561811673167
2015-04-23,0.0767268171941149
2015-04-24,0.08813968961478835
2015-04-25,0.08813968961478835
2015-04-26,0.08813968961478835
2015-04-27,0.08599259433443018
2015-04-28,0.08571008793264068
2015-04-29,0.08085294536154852
2015-04-30,0.07074424175004879
2015-05-01,0.07483699116246267
2015-05-02,0.07483699116246267
2015-05-03,0.07483699116246267
2015-05-04,0.07726786869849822
2015-05-05,0.0649715977184131
2015-05-06,0.0637587860405957
2015-05-07,0.05892603495416937
2015-05-08,0.06309948205426807
2015-05-09,0.06309948205426807
2015-05-10,0.06309948205426807
2015-05-11,0.06491589648318619
2015-05-12,0.058523789873768495
2015-05-13,0.06564961279496084
2015-05-14,0.07064027079123947
2015-05-15,0.07469609889693385
2015-05-16,0.07469609889693385
2015-05-17,0.07469609889693385
2015-05-18,0.07749811913612015
2015-05-19,0.07025666314665613
2015-05-20,0.0701033455690856
2015-05-21,0.07346325760732442
2015-05-22,0.07021913436942295
2015-05-23,0.07021913436942295
2015-05-24,0.07021913436942295
2015-05-25,0.07021913436942295
2015-05-26,0.06013372391253746
2015-05-27,0.06361788143508429
2015-05-28,0.06674288873685463
2015-05-29,0.05943812494055689
2015-05-30,0.05943812494055689
2015-05-31,0.05943812494055689
2015-06-01,0.05525139838588777
2015-06-02,0.05960416846473904
2015-06-03,0.06639214600806453
2015-06-04,0.054003268059514165
2015-06-05,0.05227123371855025
2015-06-06,0.05227123371855025
2015-06-07,0.05227123371855025
2015-06-08,0.04860358923995345
2015-06-09,0.04804416168769032
2015-06-10,0.05814096810492253
2015-06-11,0.06278811890622826
2015-06-12,0.05442740132227675
2015-06-13,0.05442740132227675
2015-06-14,0.05442740132227675
2015-06-15,0.047361604766885
2015-06-16,0.04881775836953395
2015-06-17,0.04708723876237664
2015-06-18,0.05718512482748617
2015-06-19,0.05659867562441434
2015-06-20,0.05659867562441434
2015-06-21,0.05659867562441434
2015-06-22,0.06440098332236777
2015-06-23,0.07070022074544768
2015-06-24,0.06367730145822548
2015-06-25,0.06428293650039474
2015-06-26,0.06691116630977256
2015-06-27,0.06691116630977256
2015-06-28,0.06691116630977256
2015-06-29,0.043354213096769456
2015-06-30,0.04358161681688899
2015-07-01,0.0564650992861806
2015-07-02,0.05553855709604982
2015-07-03,0.05553855709604982
2015-07-04,0.05553855709604982
2015-07-05,0.05553855709604982
2015-07-06,0.04619891167146539
2015-07-07,0.05240390693932606
2015-07-08,0.033498356984838606
2015-07-09,0.04097364003190629
2015-07-10,0.05299765654816646
2015-07-11,0.05299765654816646
2015-07-12,0.05299765654816646
2015-07-13,0.0671431881975546
2015-07-14,0.07841151853766615
2015-07-15,0.0736128416445927
2015-07-16,0.07943673314871824
2015-07-17,0.05554331693239534
2015-07-18,0.05554331693239534
2015-07-19,0.05554331693239534
2015-07-20,0.05361752140594023
2015-07-21,0.03671029367576839
2015-07-22,0.04248168616354864
2015-07-23,0.03631771572022946
2015-07-24,0.019084170184250127
2015-07-25,0.019084170184250127
2015-07-26,0.019084170184250127
2015-07-27,0.00921147090107799
