datetime,US_BFT_Value
2015-07-28,0.01869903397527506
2015-07-29,0.0361983458674644
2015-07-30,0.03367826334363544
2015-07-31,0.0400780239434495
2015-08-01,0.0400780239434495
2015-08-02,0.0400780239434495
2015-08-03,0.03680462456289413
2015-08-04,0.03778337684504196
2015-08-05,0.038954032763512725
2015-08-06,0.02966955548810435
2015-08-07,0.02496220426736695
2015-08-08,0.02496220426736695
2015-08-09,0.02496220426736695
2015-08-10,0.04809921062634959
2015-08-11,0.0401735398624683
2015-08-12,0.04037967874051951
2015-08-13,0.040832132050719006
2015-08-14,0.05396936824770271
2015-08-15,0.05396936824770271
2015-08-16,0.05396936824770271
2015-08-17,0.056751063576020444
2015-08-18,0.05100014963124622
2015-08-19,0.04014815165577246
2015-08-20,0.01210635366111501
2015-08-21,-0.02087612751278589
2015-08-22,-0.02087612751278589
2015-08-23,-0.02087612751278589
2015-08-24,-0.06291605239736853
2015-08-25,-0.03241060790956529
2015-08-26,0.007331780986178815
2015-08-27,0.03480249736582697
2015-08-28,0.03468961428818629
2015-08-29,0.03468961428818629
2015-08-30,0.03468961428818629
2015-08-31,0.0375980109627172
2015-09-01,0.005211877094092321
2015-09-02,0.02329752455939893
2015-09-03,0.02733687076301039
2015-09-04,0.015531255167049896
2015-09-05,0.015531255167049896
2015-09-06,0.015531255167049896
2015-09-07,0.015531255167049896
2015-09-08,0.04472015924051331
2015-09-09,0.03961300083694552
2015-09-10,0.04277347808946996
2015-09-11,0.04941818970919987
2015-09-12,0.04941818970919987
2015-09-13,0.04941818970919987
2015-09-14,0.04617255736301806
2015-09-15,0.055505617013764
2015-09-16,0.06977541577930957
2015-09-17,0.06362100068028131
2015-09-18,0.03723601077099148
2015-09-19,0.03723601077099148
2015-09-20,0.03723601077099148
2015-09-21,0.04096725644583987
2015-09-22,0.02080938083096484
2015-09-23,0.016942111065392895
2015-09-24,0.005034053259369342
2015-09-25,0.006887636170011202
2015-09-26,0.006887636170011202
2015-09-27,0.006887636170011202
2015-09-28,-0.027784767674625455
2015-09-29,-0.026250725125184338
2015-09-30,-0.001577873422323517
2015-10-01,0.011505576208882484
2015-10-02,0.025860529707322888
2015-10-03,0.025860529707322888
2015-10-04,0.025860529707322888
2015-10-05,0.049450149969821444
2015-10-06,0.0463587177129654
2015-10-07,0.06010053969733864
2015-10-08,0.0808778652490807
2015-10-09,0.07773981064075874
2015-10-10,0.07773981064075874
2015-10-11,0.07773981064075874
2015-10-12,0.08248200469084344
2015-10-13,0.06224796855314918
2015-10-14,0.05350947025301078
2015-10-15,0.06595088287671946
2015-10-16,0.07451248450426484
2015-10-17,0.07451248450426484
2015-10-18,0.07451248450426484
2015-10-19,0.06499151687055749
2015-10-20,0.059134056300581106
2015-10-21,0.05382317952178317
2015-10-22,0.07010480510699146
2015-10-23,0.0821243870554964
2015-10-24,0.0821243870554964
2015-10-25,0.0821243870554964
2015-10-26,0.06735119608402163
2015-10-27,0.06436543875645273
2015-10-28,0.06999611219181734
2015-10-29,0.06513047751132306
2015-10-30,0.06528075173108583
2015-10-31,0.06528075173108583
2015-11-01,0.06528075173108583
2015-11-02,0.08236104055370608
2015-11-03,0.093430118314068
2015-11-04,0.096257252206011
2015-11-05,0.10327159184340373
2015-11-06,0.09930592368327007
2015-11-07,0.09930592368327007
2015-11-08,0.09930592368327007
2015-11-09,0.08177753252424447
2015-11-10,0.0840572869260432
2015-11-11,0.07929745238461261
2015-11-12,0.052450645867104795
2015-11-13,0.046848148384422306
2015-11-14,0.046848148384422306
2015-11-15,0.046848148384422306
2015-11-16,0.05867547871514334
2015-11-17,0.05223805997427289
2015-11-18,0.06784519489128282
2015-11-19,0.06812784701235342
2015-11-20,0.06510621242671433
2015-11-21,0.06510621242671433
2015-11-22,0.06510621242671433
2015-11-23,0.09885893200534124
2015-11-24,0.10912338475750438
2015-11-25,0.11358145684563214
2015-11-26,0.11358145684563214
2015-11-27,0.11968477164402325
2015-11-28,0.11968477164402325
2015-11-29,0.11968477164402325
2015-11-30,0.10937992956745823
2015-12-01,0.11852914775980672
2015-12-02,0.10812144909658339
2015-12-03,0.09954811427021792
2015-12-04,0.11191384358009593
2015-12-05,0.11191384358009593
2015-12-06,0.11191384358009593
2015-12-07,0.09957032049828651
2015-12-08,0.09285406464703039
2015-12-09,0.08930516034464442
2015-12-10,0.10187136091184468
2015-12-11,0.06995394987347647
2015-12-12,0.06995394987347647
2015-12-13,0.06995394987347647
2015-12-14,0.0642168230129383
2015-12-15,0.08351343278433143
2015-12-16,0.09254683548966058
2015-12-17,0.08979666473347003
2015-12-18,0.08286255575851875
2015-12-19,0.08286255575851875
2015-12-20,0.08286255575851875
2015-12-21,0.09376966483887417
2015-12-22,0.10557523676868663
2015-12-23,0.11977407872041157
2015-12-24,0.12025806530331185
2015-12-25,0.12025806530331185
2015-12-26,0.12025806530331185
2015-12-27,0.12025806530331185
2015-12-28,0.10745023478323201
2015-12-29,0.1145437875978117
2015-12-30,0.1097065005983695
2015-12-31,0.09478574920428828
2016-01-01,0.09478574920428828
2016-01-02,0.09478574920428828
2016-01-03,0.09478574920428828
2016-01-04,0.07524166553751943
2016-01-05,0.08212176176255714
2016-01-06,0.06565592811700816
2016-01-07,0.045918634441912465
2016-01-08,0.03587523571641693
2016-01-09,0.03587523571641693
2016-01-10,0.03587523571641693
2016-01-11,0.030126470084149037
2016-01-12,0.024677038829037823
2016-01-13,0.012355408592013006
2016-01-14,0.012926781705790313
2016-01-15,-0.02184001200631136
2016-01-16,-0.02184001200631136
2016-01-17,-0.02184001200631136
2016-01-18,-0.02184001200631136
2016-01-19,-0.033316988004343684
2016-01-20,-0.038936503193996
2016-01-21,-0.02875845241617736
2016-01-22,-0.005209807441531433
2016-01-23,-0.005209807441531433
2016-01-24,-0.005209807441531433
2016-01-25,-0.024989824103971103
2016-01-26,0.0019436211736352238
2016-01-27,-0.005656272554044106
2016-01-28,0.014293360553534251
2016-01-29,0.04787927667964986
2016-01-30,0.04787927667964986
2016-01-31,0.04787927667964986
2016-02-01,0.038627163339060244
2016-02-02,-0.00990641603313469
2016-02-03,0.010369240814134706
2016-02-04,0.02772156367350953
2016-02-05,0.019718397569198798
2016-02-06,0.019718397569198798
2016-02-07,0.019718397569198798
2016-02-08,-0.0036719543041179303
2016-02-09,-0.012664779675349735
2016-02-10,-0.00715804601861092
2016-02-11,-0.07315892607832519
2016-02-12,-0.03305252672342862
2016-02-13,-0.03305252672342862
2016-02-14,-0.03305252672342862
2016-02-15,-0.03305252672342862
2016-02-16,-0.009911061852330039
2016-02-17,-0.007044027899576033
2016-02-18,0.0009413731443395079
2016-02-19,-0.02194875153061604
2016-02-20,-0.02194875153061604
2016-02-21,-0.02194875153061604
2016-02-22,0.011928873151288988
2016-02-23,-0.0017387927634870959
2016-02-24,0.009703260948922043
2016-02-25,0.02415495856891936
2016-02-26,0.025328233995030924
2016-02-27,0.025328233995030924
2016-02-28,0.025328233995030924
2016-02-29,0.023903279159250168
2016-03-01,0.04431702573671181
2016-03-02,0.06300713214731268
2016-03-03,0.08549723817205512
2016-03-04,0.10430975685421728
2016-03-05,0.10430975685421728
2016-03-06,0.10430975685421728
2016-03-07,0.11209079569445102
2016-03-08,0.08280463575201114
2016-03-09,0.0876030047628995
2016-03-10,0.09496260846610327
2016-03-11,0.1137661593270336
2016-03-12,0.1137661593270336
2016-03-13,0.1137661593270336
2016-03-14,0.10614039623879434
2016-03-15,0.10195962470332853
2016-03-16,0.12314376793534443
2016-03-17,0.1474259894079446
2016-03-18,0.15021917273663843
2016-03-19,0.15021917273663843
2016-03-20,0.15021917273663843
2016-03-21,0.1401196705382266
2016-03-22,0.13679129898004327
2016-03-23,0.11294824233457734
2016-03-24,0.12669114861898567
2016-03-25,0.12669114861898567
2016-03-26,0.12669114861898567
2016-03-27,0.12669114861898567
2016-03-28,0.12269334452525582
2016-03-29,0.1462111203536356
2016-03-30,0.14290364610887818
2016-03-31,0.13922600876690927
2016-04-01,0.14381474797076876
2016-04-02,0.14381474797076876
2016-04-03,0.14381474797076876
2016-04-04,0.12297836010678798
2016-04-05,0.11042854804206348
2016-04-06,0.12341540990672706
2016-04-07,0.1199195261071826
2016-04-08,0.1299799165304587
2016-04-09,0.1299799165304587
2016-04-10,0.1299799165304587
2016-04-11,0.13309313604497253
2016-04-12,0.15042166333172324
2016-04-13,0.1640415375681763
2016-04-14,0.15990655869053727
2016-04-15,0.16823905669025319
2016-04-16,0.16823905669025319
2016-04-17,0.16823905669025319
2016-04-18,0.17481558250972729
2016-04-19,0.19049227518937784
2016-04-20,0.19448931158006033
2016-04-21,0.1852279253916933
2016-04-22,0.20345281675286597
2016-04-23,0.20345281675286597
2016-04-24,0.20345281675286597
2016-04-25,0.18664730550172992
2016-04-26,0.2023315445384739
2016-04-27,0.2108781200880414
2016-04-28,0.21586795970748818
2016-04-29,0.21284119685490333
2016-04-30,0.21284119685490333
2016-05-01,0.21284119685490333
2016-05-02,0.21642429279478215
2016-05-03,0.1927286582920693
2016-05-04,0.18799192094046635
2016-05-05,0.17546006380341206
2016-05-06,0.18199876894311662
2016-05-07,0.18199876894311662
2016-05-08,0.18199876894311662
2016-05-09,0.16387326355168197
2016-05-10,0.18247467415546637
2016-05-11,0.17762809576435656
2016-05-12,0.18202988629100436
2016-05-13,0.1586070591953419
2016-05-14,0.1586070591953419
2016-05-15,0.1586070591953419
2016-05-16,0.17056464730432142
2016-05-17,0.16477983563603726
2016-05-18,0.1568547872205961
2016-05-19,0.1618620406581328
2016-05-20,0.1884444274938848
2016-05-21,0.1884444274938848
2016-05-22,0.1884444274938848
2016-05-23,0.19606839519275043
2016-05-24,0.21962385034822285
2016-05-25,0.23226831831599504
2016-05-26,0.23563378710303517
2016-05-27,0.23563033899173425
2016-05-28,0.23563033899173425
2016-05-29,0.23563033899173425
2016-05-30,0.23563033899173425
2016-05-31,0.23472990482939537
2016-06-01,0.23987793422703985
2016-06-02,0.24656833267960243
2016-06-03,0.2519581487040894
2016-06-04,0.2519581487040894
2016-06-05,0.2519581487040894
2016-06-06,0.25931974033859495
2016-06-07,0.26268060342275423
2016-06-08,0.26543966885567016
2016-06-09,0.2541483235303028
2016-06-10,0.23323058473663405
2016-06-11,0.23323058473663405
2016-06-12,0.23323058473663405
2016-06-13,0.2075362047553484
2016-06-14,0.20069379950096922
2016-06-15,0.21091341871983316
2016-06-16,0.20565599697656256
2016-06-17,0.21445259679693152
2016-06-18,0.21445259679693152
2016-06-19,0.21445259679693152
2016-06-20,0.22637797801083148
2016-06-21,0.2246009680846408
2016-06-22,0.21922524686262657
2016-06-23,0.2447646557895311
2016-06-24,0.1812918411481439
2016-06-25,0.1812918411481439
2016-06-26,0.1812918411481439
2016-06-27,0.14822960963079845
2016-06-28,0.1779128079246357
2016-06-29,0.20495041686556714
2016-06-30,0.22330806647840817
2016-07-01,0.21651926416521228
2016-07-02,0.21651926416521228
2016-07-03,0.21651926416521228
2016-07-04,0.21651926416521228
2016-07-05,0.21192876064936605
2016-07-06,0.21508296506733826
2016-07-07,0.2097069645258216
2016-07-08,0.23940503979658745
2016-07-09,0.23940503979658745
2016-07-10,0.23940503979658745
2016-07-11,0.24017023619232614
2016-07-12,0.2522465047043614
2016-07-13,0.2541704433014713
2016-07-14,0.26395975667040594
2016-07-15,0.2595370019772125
2016-07-16,0.2595370019772125
2016-07-17,0.2595370019772125
2016-07-18,0.2620409701921367
2016-07-19,0.2537052285348784
2016-07-20,0.2610648178291004
2016-07-21,0.2603729232633045
2016-07-22,0.26841241321375264
2016-07-23,0.26841241321375264
2016-07-24,0.26841241321375264
2016-07-25,0.2619839642352637
2016-07-26,0.27808068194360813
2016-07-27,0.27455133580142865
2016-07-28,0.27747601038560243
2016-07-29,0.28096128299025525
2016-07-30,0.28096128299025525
2016-07-31,0.28096128299025525
2016-08-01,0.25063139186393846
2016-08-02,0.23472053073901833
2016-08-03,0.2477058298723871
2016-08-04,0.24432595898086995
2016-08-05,0.25731512109277266
2016-08-06,0.25731512109277266
2016-08-07,0.25731512109277266
2016-08-08,0.2517792071785938
2016-08-09,0.25362118155669955
2016-08-10,0.25573120083210443
2016-08-11,0.2601723327595835
2016-08-12,0.25919697693774646
2016-08-13,0.25919697693774646
2016-08-14,0.25919697693774646
2016-08-15,0.27054384807810394
2016-08-16,0.25421648161376953
2016-08-17,0.24839186346277597
2016-08-18,0.2521052968381472
2016-08-19,0.2475509350795546
2016-08-20,0.2475509350795546
2016-08-21,0.2475509350795546
2016-08-22,0.24395470022541477
2016-08-23,0.24075986071291777
2016-08-24,0.24013080832388622
2016-08-25,0.23656200434353591
2016-08-26,0.22718756078193514
2016-08-27,0.22718756078193514
2016-08-28,0.22718756078193514
2016-08-29,0.2357205042955921
2016-08-30,0.2277699960903654
2016-08-31,0.2252707302594792
2016-09-01,0.215148644759515
2016-09-02,0.2284320347350397
2016-09-03,0.2284320347350397
2016-09-04,0.2284320347350397
2016-09-05,0.2284320347350397
2016-09-06,0.23873127949158301
2016-09-07,0.2310857632978065
2016-09-08,0.22322476289147097
2016-09-09,0.19073136655423517
2016-09-10,0.19073136655423517
2016-09-11,0.19073136655423517
2016-09-12,0.19439476675001233
2016-09-13,0.16524426609478482
2016-09-14,0.15944354090371426
2016-09-15,0.17373226264512676
2016-09-16,0.16922668063096502
2016-09-17,0.16922668063096502
2016-09-18,0.16922668063096502
2016-09-19,0.17152521953054456
2016-09-20,0.17086738536265345
2016-09-21,0.18840890822895906
2016-09-22,0.19746981726772117
2016-09-23,0.1855253612735257
2016-09-24,0.1855253612735257
2016-09-25,0.1855253612735257
2016-09-26,0.17824147887348385
2016-09-27,0.1813041737308796
2016-09-28,0.19146778915228335
2016-09-29,0.178568653619944
2016-09-30,0.17783058393899265
2016-10-01,0.17783058393899265
2016-10-02,0.17783058393899265
2016-10-03,0.1736849497136086
2016-10-04,0.18190596734565956
2016-10-05,0.19270980200121346
2016-10-06,0.19575963709362743
2016-10-07,0.18487170820486543
2016-10-08,0.18487170820486543
2016-10-09,0.18487170820486543
2016-10-10,0.19082759199382737
2016-10-11,0.1713764396375883
2016-10-12,0.17532940919188
2016-10-13,0.16070502081090643
2016-10-14,0.16465605012907458
2016-10-15,0.16465605012907458
2016-10-16,0.16465605012907458
2016-10-17,0.16546792449883685
2016-10-18,0.17554911628121972
2016-10-19,0.1779142699469003
2016-10-20,0.17252322692650823
2016-10-21,0.1888881307120993
2016-10-22,0.1888881307120993
2016-10-23,0.1888881307120993
2016-10-24,0.20038331626742778
2016-10-25,0.19606324900614314
2016-10-26,0.1881672412131432
2016-10-27,0.17448004821566365
2016-10-28,0.16413277205442145
2016-10-29,0.16413277205442145
2016-10-30,0.16413277205442145
2016-10-31,0.17203004478283224
2016-11-01,0.15615912913623586
2016-11-02,0.1509186166988199
2016-11-03,0.14810856718671328
2016-11-04,0.152350384319071
2016-11-05,0.152350384319071
2016-11-06,0.152350384319071
2016-11-07,0.18047499855240057
2016-11-08,0.1790627921186092
2016-11-09,0.18828384011270538
2016-11-10,0.195062679633478
2016-11-11,0.20720572968859696
2016-11-12,0.20720572968859696
2016-11-13,0.20720572968859696
2016-11-14,0.2183832119336515
2016-11-15,0.2285452004047155
2016-11-16,0.2245040030325003
2016-11-17,0.22693247983297327
2016-11-18,0.2220731165550176
2016-11-19,0.2220731165550176
2016-11-20,0.2220731165550176
2016-11-21,0.22951807279751457
2016-11-22,0.25188096545888006
2016-11-23,0.2521518127456228
2016-11-24,0.2521518127456228
2016-11-25,0.2577465251097688
2016-11-26,0.2577465251097688
2016-11-27,0.2577465251097688
2016-11-28,0.24274603018346275
2016-11-29,0.24343434635716488
2016-11-30,0.23782829078987588
2016-12-01,0.2318104371370362
2016-12-02,0.23245953050087254
2016-12-03,0.23245953050087254
2016-12-04,0.23245953050087254
2016-12-05,0.24581878289631387
2016-12-06,0.2662912047682684
2016-12-07,0.285713910397025
2016-12-08,0.3094983990169289
2016-12-09,0.3041601366615454
2016-12-10,0.3041601366615454
2016-12-11,0.3041601366615454
2016-12-12,0.30402462452066326
2016-12-13,0.3034276892761565
2016-12-14,0.2890670646997464
2016-12-15,0.2917718469588455
2016-12-16,0.30066206273043816
2016-12-17,0.30066206273043816
2016-12-18,0.30066206273043816
2016-12-19,0.3052457087080718
2016-12-20,0.31369159104829847
2016-12-21,0.3137836813663446
2016-12-22,0.30513172927230303
2016-12-23,0.3051070080122511
2016-12-24,0.3051070080122511
2016-12-25,0.3051070080122511
2016-12-26,0.3051070080122511
2016-12-27,0.3110459267913679
2016-12-28,0.29928359747313515
2016-12-29,0.3009078789674866
2016-12-30,0.29017244989889956
2016-12-31,0.29017244989889956
2017-01-01,0.29017244989889956
2017-01-02,0.29017244989889956
2017-01-03,0.29523165467887913
2017-01-04,0.2994527868692405
2017-01-05,0.3004661207985131
2017-01-06,0.29142548441121474
2017-01-07,0.29142548441121474
2017-01-08,0.29142548441121474
2017-01-09,0.26344418416587767
2017-01-10,0.27582928277247
2017-01-11,0.29779863467511203
2017-01-12,0.29079308998087927
2017-01-13,0.3063256964497949
2017-01-14,0.3063256964497949
2017-01-15,0.3063256964497949
2017-01-16,0.3063256964497949
2017-01-17,0.295152114675314
2017-01-18,0.28557672856921834
2017-01-19,0.2792939596824753
2017-01-20,0.28405504870333
2017-01-21,0.28405504870333
2017-01-22,0.28405504870333
2017-01-23,0.28210504122655156
2017-01-24,0.30083668730611346
2017-01-25,0.31024215560639834
2017-01-26,0.3109200091588704
2017-01-27,0.300345530507921
2017-01-28,0.300345530507921
2017-01-29,0.300345530507921
2017-01-30,0.294281639556244
2017-01-31,0.302991014273843
2017-02-01,0.30736385608063
2017-02-02,0.305995351945229
2017-02-03,0.32012056137166645
2017-02-04,0.32012056137166645
2017-02-05,0.32012056137166645
2017-02-06,0.3058010520599961
2017-02-07,0.2893499779386821
2017-02-08,0.29088259125668525
2017-02-09,0.29860917118915054
2017-02-10,0.3096427486653661
2017-02-11,0.3096427486653661
2017-02-12,0.3096427486653661
2017-02-13,0.3172570186498749
2017-02-14,0.3240392221435453
2017-02-15,0.3313827804067109
2017-02-16,0.3290584716022933
2017-02-17,0.31375628141985756
2017-02-18,0.31375628141985756
2017-02-19,0.31375628141985756
2017-02-20,0.31375628141985756
2017-02-21,0.3450293914292164
2017-02-22,0.340206205593117
2017-02-23,0.33183142930749043
2017-02-24,0.3246602682364166
2017-02-25,0.3246602682364166
2017-02-26,0.3246602682364166
2017-02-27,0.33249753741722277
2017-02-28,0.32565063634672486
2017-03-01,0.34658954708982814
2017-03-02,0.33134593276240465
2017-03-03,0.3499712309759635
2017-03-04,0.3499712309759635
2017-03-05,0.3499712309759635
2017-03-06,0.3349793502491001
2017-03-07,0.3361429572459165
2017-03-08,0.3380008423673271
2017-03-09,0.337729801689026
2017-03-10,0.3521419432744963
2017-03-11,0.3521419432744963
2017-03-12,0.3521419432744963
2017-03-13,0.36675680387877163
2017-03-14,0.35393955969263935
2017-03-15,0.3804716315550607
2017-03-16,0.39777269917889524
2017-03-17,0.40260823853107963
2017-03-18,0.40260823853107963
2017-03-19,0.40260823853107963
2017-03-20,0.4069421501890693
2017-03-21,0.3889355161086483
2017-03-22,0.3928759942846807
2017-03-23,0.4039142548874297
2017-03-24,0.3830703424187669
2017-03-25,0.3830703424187669
2017-03-26,0.3830703424187669
2017-03-27,0.3813714335312497
2017-03-28,0.3790922450419356
2017-03-29,0.37185288120319204
2017-03-30,0.3806976442001164
2017-03-31,0.37568414288175833
2017-04-01,0.37568414288175833
2017-04-02,0.37568414288175833
2017-04-03,0.3553550005038404
2017-04-04,0.34472575121228677
2017-04-05,0.3346312451109319
2017-04-06,0.33341259647432486
2017-04-07,0.3189288135081625
2017-04-08,0.3189288135081625
2017-04-09,0.3189288135081625
2017-04-10,0.3172768419412031
2017-04-11,0.31930366657146947
2017-04-12,0.30399574876973046
2017-04-13,0.31133262703431486
2017-04-14,0.31133262703431486
2017-04-15,0.31133262703431486
2017-04-16,0.31133262703431486
2017-04-17,0.3213241804881606
2017-04-18,0.32174398610722554
2017-04-19,0.3144571724733616
2017-04-20,0.3302941885298343
2017-04-21,0.3199718144737469
2017-04-22,0.3199718144737469
2017-04-23,0.3199718144737469
2017-04-24,0.34301975559197473
2017-04-25,0.34799623954515546
2017-04-26,0.3429556825855884
2017-04-27,0.34355230639870205
2017-04-28,0.33026538407682016
2017-04-29,0.33026538407682016
2017-04-30,0.33026538407682016
2017-05-01,0.3302710926214698
2017-05-02,0.3391299909708887
2017-05-03,0.3312230220288792
2017-05-04,0.33276990775086657
2017-05-05,0.3391038672747575
2017-05-06,0.3391038672747575
2017-05-07,0.3391038672747575
2017-05-08,0.34709099971229884
2017-05-09,0.34013605724586893
2017-05-10,0.3271493649086761
2017-05-11,0.33156912718176934
2017-05-12,0.3284434815450912
2017-05-13,0.3284434815450912
2017-05-14,0.3284434815450912
2017-05-15,0.3345601463704675
2017-05-16,0.3288018385207716
2017-05-17,0.3084288963548849
2017-05-18,0.29708264650160854
