date,open,high,close,low
2019-11-25 05:38:00+00:00,1.3639,1.364,1.364,1.3639
2019-11-25 05:39:00+00:00,1.364,1.364,1.3639,1.3639
2019-11-25 05:40:00+00:00,1.3639,1.3639,1.3639,1.3639
2019-11-25 05:41:00+00:00,1.3639,1.3639,1.3638,1.3638
2019-11-25 05:42:00+00:00,1.3638,1.3638,1.3638,1.3637
2019-11-25 05:43:00+00:00,1.3638,1.3638,1.3638,1.3638
2019-11-25 05:44:00+00:00,1.3638,1.3638,1.3638,1.3638
2019-11-25 05:45:00+00:00,1.3638,1.3638,1.3637,1.3637
2019-11-25 05:46:00+00:00,1.3637,1.3638,1.3637,1.3637
2019-11-25 05:47:00+00:00,1.3637,1.3638,1.3638,1.3637
2019-11-25 05:48:00+00:00,1.3638,1.3638,1.3638,1.3638
2019-11-25 05:49:00+00:00,1.3638,1.3638,1.3637,1.3637
2019-11-25 05:50:00+00:00,1.3637,1.3637,1.3637,1.3637
2019-11-25 05:51:00+00:00,1.3637,1.3637,1.3637,1.3637
2019-11-25 05:52:00+00:00,1.3637,1.3637,1.3637,1.3637
2019-11-25 05:53:00+00:00,1.3637,1.3637,1.3637,1.3637
