date,open,high,close,low
2019-11-25 05:38:00+00:00,71.645,71.645,71.6413,71.6388
2019-11-25 05:39:00+00:00,71.6413,71.6425,71.64,71.64
2019-11-25 05:40:00+00:00,71.64,71.6425,71.6413,71.6388
2019-11-25 05:41:00+00:00,71.6413,71.645,71.6413,71.6413
2019-11-25 05:42:00+00:00,71.6413,71.6413,71.64,71.6375
2019-11-25 05:43:00+00:00,71.64,71.64,71.6375,71.6325
2019-11-25 05:44:00+00:00,71.6375,71.6388,71.6388,71.635
2019-11-25 05:45:00+00:00,71.6388,71.6413,71.6388,71.6375
2019-11-25 05:46:00+00:00,71.6388,71.6388,71.6363,71.6325
2019-11-25 05:47:00+00:00,71.6363,71.6413,71.6388,71.635
2019-11-25 05:48:00+00:00,71.6388,71.64,71.6363,71.635
2019-11-25 05:49:00+00:00,71.6363,71.6375,71.6288,71.6288
2019-11-25 05:50:00+00:00,71.6288,71.6288,71.625,71.625
2019-11-25 05:51:00+00:00,71.625,71.625,71.6125,71.6113
2019-11-25 05:52:00+00:00,71.6125,71.6175,71.6163,71.6125
2019-11-25 05:53:00+00:00,71.6163,71.6175,71.6175,71.6163
