date,open,high,close,low
2019-11-25 05:38:00+00:00,0.9968,0.9969,0.9968,0.9968
2019-11-25 05:39:00+00:00,0.9968,0.9969,0.9969,0.9968
2019-11-25 05:40:00+00:00,0.9969,0.9969,0.9969,0.9969
2019-11-25 05:41:00+00:00,0.9969,0.9969,0.9969,0.9968
2019-11-25 05:42:00+00:00,0.9969,0.9969,0.9967,0.9967
2019-11-25 05:43:00+00:00,0.9967,0.9968,0.9967,0.9967
2019-11-25 05:44:00+00:00,0.9967,0.9967,0.9967,0.9966
2019-11-25 05:45:00+00:00,0.9967,0.9967,0.9967,0.9966
2019-11-25 05:46:00+00:00,0.9967,0.9967,0.9966,0.9966
2019-11-25 05:47:00+00:00,0.9966,0.9969,0.9969,0.9966
2019-11-25 05:48:00+00:00,0.9969,0.9972,0.9972,0.9969
2019-11-25 05:49:00+00:00,0.9972,0.9973,0.9972,0.9972
2019-11-25 05:50:00+00:00,0.9972,0.9972,0.9971,0.997
2019-11-25 05:51:00+00:00,0.9971,0.9972,0.9971,0.9971
2019-11-25 05:52:00+00:00,0.9971,0.9973,0.9972,0.9971
2019-11-25 05:53:00+00:00,0.9972,0.9974,0.9973,0.9972
