date,open,high,close,low
2019-11-25 05:37:00+00:00,69.888,69.89399999999999,69.89,69.884
2019-11-25 05:38:00+00:00,69.89,69.896,69.889,69.88600000000001
2019-11-25 05:39:00+00:00,69.889,69.891,69.87899999999999,69.87899999999999
2019-11-25 05:40:00+00:00,69.87899999999999,69.884,69.878,69.875
2019-11-25 05:41:00+00:00,69.878,69.921,69.908,69.878
2019-11-25 05:42:00+00:00,69.908,69.908,69.90100000000001,69.89399999999999
2019-11-25 05:43:00+00:00,69.90100000000001,69.90100000000001,69.887,69.887
2019-11-25 05:44:00+00:00,69.887,69.90100000000001,69.9,69.887
2019-11-25 05:45:00+00:00,69.9,69.902,69.898,69.892
2019-11-25 05:46:00+00:00,69.898,69.898,69.893,69.893
2019-11-25 05:47:00+00:00,69.893,69.904,69.904,69.893
2019-11-25 05:48:00+00:00,69.904,69.913,69.90899999999999,69.903
2019-11-25 05:49:00+00:00,69.90899999999999,69.918,69.907,69.906
2019-11-25 05:50:00+00:00,69.907,69.916,69.914,69.907
2019-11-25 05:51:00+00:00,69.914,69.914,69.903,69.90100000000001
2019-11-25 05:52:00+00:00,69.903,69.903,69.903,69.90100000000001
