date,open,high,close,low
2019-11-25 05:37:00+00:00,1.0989200000000001,1.09893,1.0989200000000001,1.0989
2019-11-25 05:38:00+00:00,1.0989200000000001,1.099,1.09896,1.0989
2019-11-25 05:39:00+00:00,1.09896,1.09899,1.09897,1.09893
2019-11-25 05:40:00+00:00,1.09897,1.09902,1.09899,1.09894
2019-11-25 05:41:00+00:00,1.09899,1.09904,1.099,1.09891
2019-11-25 05:42:00+00:00,1.09901,1.09905,1.09899,1.09896
2019-11-25 05:43:00+00:00,1.09899,1.09901,1.09889,1.09889
2019-11-25 05:44:00+00:00,1.0989,1.099,1.09899,1.09887
2019-11-25 05:45:00+00:00,1.09899,1.099,1.09891,1.09887
2019-11-25 05:46:00+00:00,1.0989200000000001,1.09895,1.09895,1.0989
2019-11-25 05:47:00+00:00,1.09895,1.09919,1.09912,1.09893
2019-11-25 05:48:00+00:00,1.09912,1.09956,1.09953,1.0991
2019-11-25 05:49:00+00:00,1.09952,1.0997299999999999,1.09956,1.09948
2019-11-25 05:50:00+00:00,1.09956,1.09958,1.09952,1.09945
2019-11-25 05:51:00+00:00,1.09952,1.09965,1.09946,1.09945
2019-11-25 05:52:00+00:00,1.09946,1.0996299999999999,1.09959,1.0994
