date,open,high,close,low
2019-11-25 05:38:00+00:00,30.221999999999998,30.223000000000003,30.221999999999998,30.221
2019-11-25 05:39:00+00:00,30.223000000000003,30.223000000000003,30.221999999999998,30.221
2019-11-25 05:40:00+00:00,30.221999999999998,30.224,30.224,30.22
2019-11-25 05:41:00+00:00,30.224,30.224,30.223000000000003,30.22
2019-11-25 05:42:00+00:00,30.223000000000003,30.224,30.221999999999998,30.218000000000004
2019-11-25 05:43:00+00:00,30.221999999999998,30.223000000000003,30.221999999999998,30.221
2019-11-25 05:44:00+00:00,30.221999999999998,30.224,30.221999999999998,30.22
2019-11-25 05:45:00+00:00,30.221999999999998,30.221999999999998,30.221,30.22
2019-11-25 05:46:00+00:00,30.221,30.221999999999998,30.221999999999998,30.22
2019-11-25 05:47:00+00:00,30.221999999999998,30.221999999999998,30.221999999999998,30.219
2019-11-25 05:48:00+00:00,30.221999999999998,30.224,30.224,30.22
2019-11-25 05:49:00+00:00,30.224,30.224,30.221999999999998,30.22
2019-11-25 05:50:00+00:00,30.221999999999998,30.221999999999998,30.221,30.219
2019-11-25 05:51:00+00:00,30.221,30.223000000000003,30.221,30.219
2019-11-25 05:52:00+00:00,30.221,30.223000000000003,30.223000000000003,30.22
2019-11-25 05:53:00+00:00,30.223000000000003,30.223000000000003,30.223000000000003,30.223000000000003
