date,open,high,close,low
2019-11-25 05:37:00+00:00,139.798,139.798,139.789,139.789
2019-11-25 05:38:00+00:00,139.789,139.799,139.792,139.78799999999998
2019-11-25 05:39:00+00:00,139.792,139.796,139.769,139.768
2019-11-25 05:40:00+00:00,139.769,139.77,139.757,139.751
2019-11-25 05:41:00+00:00,139.757,139.82299999999998,139.797,139.756
2019-11-25 05:42:00+00:00,139.798,139.805,139.803,139.789
2019-11-25 05:43:00+00:00,139.803,139.804,139.78799999999998,139.78799999999998
2019-11-25 05:44:00+00:00,139.78799999999998,139.813,139.812,139.78799999999998
2019-11-25 05:45:00+00:00,139.812,139.814,139.813,139.796
2019-11-25 05:46:00+00:00,139.813,139.814,139.80700000000002,139.80700000000002
2019-11-25 05:47:00+00:00,139.80700000000002,139.834,139.833,139.80700000000002
2019-11-25 05:48:00+00:00,139.834,139.855,139.84799999999998,139.834
2019-11-25 05:49:00+00:00,139.84799999999998,139.86,139.842,139.84
2019-11-25 05:50:00+00:00,139.842,139.86,139.855,139.842
2019-11-25 05:51:00+00:00,139.855,139.857,139.844,139.84
2019-11-25 05:52:00+00:00,139.844,139.844,139.83700000000002,139.834
