date,open,high,close,low
2019-11-25 05:37:00+00:00,1.2849,1.285,1.2849,1.2849
2019-11-25 05:38:00+00:00,1.2849,1.285,1.2849,1.2849
2019-11-25 05:39:00+00:00,1.2849,1.2849,1.2848,1.2847
2019-11-25 05:40:00+00:00,1.2848,1.2848,1.2846,1.2846
2019-11-25 05:41:00+00:00,1.2846,1.2847,1.2846,1.2846
2019-11-25 05:42:00+00:00,1.2846,1.2847,1.2847,1.2846
2019-11-25 05:43:00+00:00,1.2847,1.2848,1.2848,1.2847
2019-11-25 05:44:00+00:00,1.2848,1.2848,1.2848,1.2848
2019-11-25 05:45:00+00:00,1.2848,1.2848,1.2848,1.2847
2019-11-25 05:46:00+00:00,1.2848,1.2849,1.2849,1.2848
2019-11-25 05:47:00+00:00,1.2849,1.2849,1.2849,1.2849
2019-11-25 05:48:00+00:00,1.2849,1.2849,1.2849,1.2849
2019-11-25 05:49:00+00:00,1.2849,1.2849,1.2849,1.2849
2019-11-25 05:50:00+00:00,1.2849,1.285,1.2849,1.2849
2019-11-25 05:51:00+00:00,1.2849,1.285,1.285,1.2849
2019-11-25 05:52:00+00:00,1.285,1.285,1.2849,1.2849
