date,open,high,close,low
2019-11-25 05:37:00+00:00,0.7498,0.7498,0.7498,0.7498
2019-11-25 05:38:00+00:00,0.7498,0.7498,0.7498,0.7498
2019-11-25 05:39:00+00:00,0.7498,0.7498,0.7498,0.7498
2019-11-25 05:40:00+00:00,0.7498,0.7499,0.7498,0.7498
2019-11-25 05:41:00+00:00,0.7498,0.7499,0.7499,0.7497
2019-11-25 05:42:00+00:00,0.7499,0.7499,0.7498,0.7498
2019-11-25 05:43:00+00:00,0.7498,0.7498,0.7497,0.7497
2019-11-25 05:44:00+00:00,0.7497,0.7498,0.7498,0.7497
2019-11-25 05:45:00+00:00,0.7498,0.7498,0.7497,0.7497
2019-11-25 05:46:00+00:00,0.7497,0.7498,0.7498,0.7497
2019-11-25 05:47:00+00:00,0.7498,0.75,0.75,0.7498
2019-11-25 05:48:00+00:00,0.75,0.7502,0.7502,0.75
2019-11-25 05:49:00+00:00,0.7502,0.7503,0.7502,0.7502
2019-11-25 05:50:00+00:00,0.7502,0.7502,0.7502,0.7501
2019-11-25 05:51:00+00:00,0.7502,0.7502,0.7501,0.7501
2019-11-25 05:52:00+00:00,0.7501,0.7501,0.7501,0.7501
