date,interest_rate
2018-09-11 00:00:00+00:00,2.0855678703372657e-05
2018-09-12 00:00:00+00:00,5.8017583790779685e-05
2018-09-13 00:00:00+00:00,2.0216254463184123e-05
2018-09-14 00:00:00+00:00,0.0
2018-09-17 00:00:00+00:00,2.522711826176251e-05
2018-09-18 00:00:00+00:00,2.321428571428572e-05
2018-09-19 00:00:00+00:00,8.050089445438284e-05
2018-09-20 00:00:00+00:00,2.512224664662869e-05
2018-09-21 00:00:00+00:00,0.0
2018-09-24 00:00:00+00:00,2.475277052094145e-05
2018-09-25 00:00:00+00:00,2.394378000454932e-05
2018-09-26 00:00:00+00:00,5.8420139669072375e-05
2018-09-27 00:00:00+00:00,1.8026137899954944e-05
2018-09-28 00:00:00+00:00,0.0
2018-10-01 00:00:00+00:00,2.1470554029754605e-05
2018-10-02 00:00:00+00:00,2.0802871985069476e-05
2018-10-03 00:00:00+00:00,7.153897107529257e-05
2018-10-04 00:00:00+00:00,2.2982409617254488e-05
2018-10-05 00:00:00+00:00,0.0
2018-10-08 00:00:00+00:00,2.2058693772389565e-05
2018-10-09 00:00:00+00:00,2.1351959261631685e-05
2018-10-10 00:00:00+00:00,6.085031703897065e-05
2018-10-11 00:00:00+00:00,2.181153653432369e-05
2018-10-12 00:00:00+00:00,0.0
2018-10-15 00:00:00+00:00,2.345494275806375e-05
2018-10-16 00:00:00+00:00,2.279860247527684e-05
2018-10-17 00:00:00+00:00,8.001406840763211e-05
2018-10-18 00:00:00+00:00,2.887661141804788e-05
2018-10-19 00:00:00+00:00,0.0
2018-10-22 00:00:00+00:00,3.1388424418434105e-05
2018-10-23 00:00:00+00:00,3.2240667792159084e-05
2018-10-24 00:00:00+00:00,0.00010137338904462191
2018-10-25 00:00:00+00:00,3.5112359550561794e-05
2018-10-26 00:00:00+00:00,0.0
2018-10-29 00:00:00+00:00,2.340803422254603e-05
2018-10-30 00:00:00+00:00,2.2778644145012352e-05
2018-10-31 00:00:00+00:00,7.393748274049727e-05
2018-11-01 00:00:00+00:00,2.3266219239373604e-05
2018-11-02 00:00:00+00:00,0.0
2018-11-05 00:00:00+00:00,2.6144489900205288e-05
2018-11-06 00:00:00+00:00,2.2994684345696705e-05
2018-11-07 00:00:00+00:00,7.060190357031145e-05
2018-11-08 00:00:00+00:00,2.153411387121419e-05
2018-11-09 00:00:00+00:00,0.0
2018-11-12 00:00:00+00:00,2.2640533022834593e-05
2018-11-13 00:00:00+00:00,1.9109778326571413e-05
2018-11-14 00:00:00+00:00,6.205673758865247e-05
2018-11-15 00:00:00+00:00,2.2009071306416828e-05
2018-11-16 00:00:00+00:00,0.0
2018-11-19 00:00:00+00:00,2.392789726956105e-05
2018-11-20 00:00:00+00:00,2.3368978420671194e-05
2018-11-21 00:00:00+00:00,7.173664679886282e-05
2018-11-22 00:00:00+00:00,2.5622901572716026e-05
2018-11-23 00:00:00+00:00,0.0
2018-11-26 00:00:00+00:00,2.9191914724224865e-05
2018-11-27 00:00:00+00:00,3.3533644929149045e-05
2018-11-28 00:00:00+00:00,0.0001081274295161074
2018-11-29 00:00:00+00:00,3.811225249367277e-05
2018-11-30 00:00:00+00:00,0.0
2018-12-03 00:00:00+00:00,4.025111892102971e-05
2018-12-04 00:00:00+00:00,4.4046923457234026e-05
2018-12-05 00:00:00+00:00,0.00013419216317767042
2018-12-06 00:00:00+00:00,4.926400759734093e-05
2018-12-07 00:00:00+00:00,0.0
2018-12-10 00:00:00+00:00,5.5544722365023364e-05
2018-12-11 00:00:00+00:00,5.881304580288718e-05
2018-12-12 00:00:00+00:00,0.00018506161306107926
2018-12-13 00:00:00+00:00,6.60498086324741e-05
2018-12-14 00:00:00+00:00,0.0
2018-12-17 00:00:00+00:00,6.74955595026643e-05
2018-12-18 00:00:00+00:00,5.7437399186948314e-05
2018-12-19 00:00:00+00:00,0.00014539291767014538
2018-12-20 00:00:00+00:00,4.609561293868398e-05
2018-12-21 00:00:00+00:00,0.0
2018-12-24 00:00:00+00:00,3.497166702231073e-05
2018-12-25 00:00:00+00:00,3.650024926999502e-05
2018-12-26 00:00:00+00:00,8.212819139439385e-05
2018-12-27 00:00:00+00:00,3.0239883112372607e-05
2018-12-28 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,2.996200817363583e-05
2019-01-01 00:00:00+00:00,2.4426571343461413e-05
2019-01-02 00:00:00+00:00,7.649544140538135e-05
2019-01-03 00:00:00+00:00,2.568122433743934e-05
2019-01-04 00:00:00+00:00,0.0
2019-01-07 00:00:00+00:00,2.612469793318015e-05
2019-01-08 00:00:00+00:00,2.5636439515888636e-05
2019-01-09 00:00:00+00:00,7.614099520759617e-05
2019-01-10 00:00:00+00:00,2.6546164973975808e-05
