,SECUCODE
160,000887.SZ
161,000889.SZ
162,000895.SZ
163,000898.SZ
164,000900.SZ
165,000901.SZ
166,000902.SZ
167,000903.SZ
168,000910.SZ
169,000912.SZ
170,000917.SZ
171,000921.SZ
172,000923.SZ
173,000930.SZ
174,000931.SZ
175,000932.SZ
176,000933.SZ
177,000935.SZ
178,000936.SZ
179,000937.SZ
180,000938.SZ
181,000950.SZ
182,000951.SZ
183,000958.SZ
184,000959.SZ
185,000960.SZ
186,000961.SZ
187,000963.SZ
188,000967.SZ
189,000968.SZ
190,000969.SZ
191,000970.SZ
192,000975.SZ
193,000976.SZ
194,000977.SZ
195,000983.SZ
196,000987.SZ
197,000988.SZ
198,000989.SZ
199,000990.SZ
200,000997.SZ
201,000998.SZ
202,000999.SZ
203,001696.SZ
204,001979.SZ
205,002001.SZ
206,002002.SZ
207,002004.SZ
208,002007.SZ
209,002008.SZ
210,002010.SZ
211,002013.SZ
212,002015.SZ
213,002016.SZ
214,002017.SZ
215,002019.SZ
216,002020.SZ
217,002022.SZ
218,002023.SZ
219,002024.SZ
220,002025.SZ
221,002027.SZ
222,002028.SZ
223,002030.SZ
224,002032.SZ
225,002034.SZ
226,002035.SZ
227,002036.SZ
228,002038.SZ
229,002041.SZ
230,002042.SZ
231,002044.SZ
232,002047.SZ
233,002048.SZ
234,002049.SZ
235,002050.SZ
236,002051.SZ
237,002056.SZ
238,002061.SZ
239,002063.SZ
240,002064.SZ
241,002065.SZ
242,002074.SZ
243,002075.SZ
244,002078.SZ
245,002079.SZ
246,002080.SZ
247,002081.SZ
248,002083.SZ
249,002085.SZ
250,002091.SZ
251,002092.SZ
252,002093.SZ
253,002097.SZ
254,002099.SZ
255,002100.SZ
256,002106.SZ
257,002110.SZ
258,002115.SZ
259,002117.SZ
260,002118.SZ
261,002120.SZ
262,002123.SZ
263,002124.SZ
264,002126.SZ
265,002127.SZ
266,002128.SZ
267,002129.SZ
268,002130.SZ
269,002131.SZ
270,002135.SZ
271,002138.SZ
272,002142.SZ
273,002145.SZ
274,002146.SZ
275,002151.SZ
276,002152.SZ
277,002153.SZ
278,002155.SZ
279,002156.SZ
280,002157.SZ
281,002161.SZ
282,002168.SZ
283,002169.SZ
284,002171.SZ
285,002174.SZ
286,002179.SZ
287,002180.SZ
288,002182.SZ
289,002183.SZ
290,002185.SZ
291,002191.SZ
292,002194.SZ
293,002195.SZ
294,002201.SZ
295,002202.SZ
296,002203.SZ
297,002204.SZ
298,002212.SZ
299,002214.SZ
300,002216.SZ
301,002217.SZ
302,002223.SZ
303,002226.SZ
304,002230.SZ
305,002233.SZ
306,002234.SZ
307,002236.SZ
308,002237.SZ
309,002239.SZ
310,002241.SZ
311,002242.SZ
312,002243.SZ
313,002244.SZ
314,002249.SZ
315,002250.SZ
316,002251.SZ
317,002252.SZ
318,002254.SZ
319,002258.SZ
320,002262.SZ
321,002266.SZ
322,002267.SZ
323,002268.SZ
324,002271.SZ
325,002273.SZ
326,002276.SZ
327,002281.SZ
328,002285.SZ
329,002287.SZ
330,002292.SZ
331,002294.SZ
332,002299.SZ
333,002301.SZ
334,002302.SZ
335,002303.SZ
336,002304.SZ
337,002310.SZ
338,002311.SZ
339,002312.SZ
340,002313.SZ
341,002317.SZ
342,002318.SZ
343,002320.SZ
344,002324.SZ
345,002326.SZ
346,002332.SZ
347,002340.SZ
348,002351.SZ
349,002352.SZ
350,002353.SZ
351,002358.SZ
352,002364.SZ
353,002367.SZ
354,002368.SZ
355,002371.SZ
356,002372.SZ
357,002373.SZ
358,002375.SZ
359,002376.SZ
360,002382.SZ
361,002383.SZ
362,002384.SZ
363,002385.SZ
364,002387.SZ
365,002389.SZ
366,002390.SZ
367,002396.SZ
368,002399.SZ
369,002402.SZ
370,002405.SZ
371,002407.SZ
372,002408.SZ
373,002409.SZ
374,002410.SZ
375,002413.SZ
376,002414.SZ
377,002415.SZ
378,002416.SZ
379,002419.SZ
380,002421.SZ
381,002422.SZ
382,002423.SZ
383,002424.SZ
384,002428.SZ
385,002429.SZ
386,002430.SZ
387,002434.SZ
388,002436.SZ
389,002437.SZ
390,002439.SZ
391,002440.SZ
392,002444.SZ
393,002446.SZ
394,002449.SZ
395,002456.SZ
396,002458.SZ
397,002459.SZ
398,002460.SZ
399,002461.SZ
400,002463.SZ
401,002465.SZ
402,002466.SZ
403,002467.SZ
404,002468.SZ
405,002475.SZ
406,002479.SZ
407,002481.SZ
408,002482.SZ
409,002484.SZ
410,002488.SZ
411,002489.SZ
412,002490.SZ
413,002491.SZ
414,002493.SZ
415,002497.SZ
416,002498.SZ
417,002500.SZ
418,002503.SZ
419,002505.SZ
420,002506.SZ
421,002507.SZ
422,002508.SZ
423,002511.SZ
424,002518.SZ
425,002528.SZ
426,002530.SZ
427,002531.SZ
428,002537.SZ
429,002541.SZ
430,002542.SZ
431,002544.SZ
432,002545.SZ
433,002547.SZ
434,002552.SZ
435,002555.SZ
436,002557.SZ
437,002558.SZ
438,002563.SZ
439,002567.SZ
440,002568.SZ
441,002572.SZ
442,002573.SZ
443,002583.SZ
444,002589.SZ
445,002594.SZ
446,002595.SZ
447,002596.SZ
448,002597.SZ
449,002600.SZ
450,002601.SZ
451,002602.SZ
452,002603.SZ
453,002605.SZ
454,002607.SZ
455,002609.SZ
456,002610.SZ
457,002611.SZ
458,002614.SZ
459,002616.SZ
460,002617.SZ
461,002618.SZ
462,002621.SZ
463,002624.SZ
464,002625.SZ
465,002626.SZ
466,002635.SZ
467,002636.SZ
468,002640.SZ
469,002641.SZ
470,002643.SZ
471,002648.SZ
472,002653.SZ
473,002665.SZ
474,002670.SZ
475,002672.SZ
476,002673.SZ
477,002675.SZ
478,002677.SZ
479,002683.SZ
480,002685.SZ
481,002690.SZ
482,002695.SZ
483,002697.SZ
484,002698.SZ
485,002701.SZ
486,002703.SZ
487,002705.SZ
488,002706.SZ
489,002709.SZ
490,002714.SZ
491,002717.SZ
492,002726.SZ
493,002727.SZ
494,002733.SZ
495,002736.SZ
496,002737.SZ
497,002739.SZ
498,002745.SZ
499,002746.SZ
500,002747.SZ
501,002755.SZ
502,002756.SZ
503,002768.SZ
504,002773.SZ
505,002777.SZ
506,002791.SZ
507,002792.SZ
508,002793.SZ
509,002796.SZ
510,002797.SZ
511,002798.SZ
512,002803.SZ
513,002807.SZ
514,002812.SZ
515,002815.SZ
516,002818.SZ
517,002821.SZ
518,002831.SZ
519,002832.SZ
520,002837.SZ
521,002838.SZ
522,002839.SZ
523,002841.SZ
524,300001.SZ
525,300002.SZ
526,300003.SZ
527,300009.SZ
528,300010.SZ
529,300012.SZ
530,300014.SZ
531,300015.SZ
532,300017.SZ
533,300020.SZ
534,300024.SZ
535,300026.SZ
536,300031.SZ
537,300033.SZ
538,300034.SZ
539,300036.SZ
540,300037.SZ
541,300038.SZ
542,300043.SZ
543,300045.SZ
544,300053.SZ
545,300054.SZ
546,300058.SZ
547,300059.SZ
548,300068.SZ
549,300070.SZ
550,300072.SZ
551,300073.SZ
552,300078.SZ
553,300079.SZ
554,300080.SZ
555,300083.SZ
556,300085.SZ
557,300088.SZ
558,300098.SZ
559,300113.SZ
560,300114.SZ
561,300115.SZ
562,300118.SZ
563,300119.SZ
564,300122.SZ
565,300123.SZ
566,300124.SZ
567,300130.SZ
568,300131.SZ
569,300132.SZ
570,300133.SZ
571,300136.SZ
572,300142.SZ
573,300144.SZ
574,300145.SZ
575,300146.SZ
576,300149.SZ
577,300159.SZ
578,300166.SZ
579,300168.SZ
580,300170.SZ
581,300177.SZ
582,300180.SZ
583,300182.SZ
584,300183.SZ
585,300184.SZ
586,300188.SZ
587,300191.SZ
588,300194.SZ
589,300197.SZ
590,300202.SZ
591,300203.SZ
592,300207.SZ
593,300209.SZ
594,300212.SZ
595,300222.SZ
596,300223.SZ
597,300224.SZ
598,300226.SZ
599,300229.SZ
600,300232.SZ
601,300233.SZ
602,300236.SZ
603,300244.SZ
604,300251.SZ
605,300253.SZ
606,300256.SZ
607,300257.SZ
608,300271.SZ
609,300274.SZ
610,300276.SZ
611,300284.SZ
612,300285.SZ
613,300287.SZ
614,300292.SZ
615,300294.SZ
616,300296.SZ
617,300297.SZ
618,300298.SZ
619,300300.SZ
620,300303.SZ
621,300308.SZ
622,300315.SZ
623,300316.SZ
624,300319.SZ
625,300322.SZ
626,300324.SZ
627,300326.SZ
628,300327.SZ
629,300328.SZ
630,300339.SZ
631,300347.SZ
632,300348.SZ
633,300349.SZ
634,300352.SZ
635,300357.SZ
636,300365.SZ
637,300369.SZ
638,300373.SZ
639,300376.SZ
640,300377.SZ
641,300379.SZ
642,300383.SZ
643,300386.SZ
644,300388.SZ
645,300394.SZ
646,300395.SZ
647,300397.SZ
648,300398.SZ
649,300401.SZ
650,300406.SZ
651,300408.SZ
652,300413.SZ
653,300418.SZ
654,300423.SZ
655,300428.SZ
656,300429.SZ
657,300433.SZ
658,300438.SZ
659,300448.SZ
660,300450.SZ
661,300451.SZ
662,300455.SZ
663,300456.SZ
664,300457.SZ
665,300458.SZ
666,300459.SZ
667,300463.SZ
668,300468.SZ
669,300474.SZ
670,300476.SZ
671,300477.SZ
672,300482.SZ
673,300487.SZ
674,300495.SZ
675,300496.SZ
676,300498.SZ
677,300502.SZ
678,300523.SZ
679,300525.SZ
680,300526.SZ
681,300527.SZ
682,300529.SZ
683,300552.SZ
684,300558.SZ
685,300559.SZ
686,300567.SZ
687,300568.SZ
688,300570.SZ
689,300571.SZ
690,300572.SZ
691,300573.SZ
692,300577.SZ
693,300579.SZ
694,300590.SZ
695,300595.SZ
696,300596.SZ
697,300601.SZ
698,300602.SZ
699,300603.SZ
700,300607.SZ
701,600000.SH
702,600004.SH
703,600007.SH
704,600008.SH
705,600009.SH
706,600010.SH
707,600011.SH
708,600012.SH
709,600015.SH
710,600016.SH
711,600018.SH
712,600019.SH
713,600020.SH
714,600021.SH
715,600026.SH
716,600027.SH
717,600028.SH
718,600029.SH
719,600030.SH
720,600031.SH
721,600036.SH
722,600038.SH
723,600039.SH
724,600048.SH
725,600050.SH
726,600053.SH
727,600056.SH
728,600057.SH
729,600061.SH
730,600062.SH
731,600066.SH
732,600068.SH
733,600070.SH
734,600072.SH
735,600073.SH
736,600079.SH
737,600085.SH
738,600089.SH
739,600093.SH
740,600094.SH
741,600104.SH
742,600105.SH
743,600109.SH
744,600111.SH
745,600115.SH
746,600118.SH
747,600120.SH
748,600125.SH
749,600131.SH
750,600132.SH
751,600136.SH
752,600138.SH
753,600141.SH
754,600143.SH
755,600150.SH
756,600153.SH
757,600155.SH
758,600160.SH
759,600161.SH
760,600162.SH
761,600167.SH
762,600170.SH
763,600171.SH
764,600176.SH
765,600177.SH
766,600180.SH
767,600183.SH
768,600185.SH
769,600188.SH
770,600196.SH
771,600197.SH
772,600201.SH
773,600206.SH
774,600208.SH
775,600210.SH
776,600216.SH
777,600219.SH
778,600221.SH
779,600223.SH
780,600233.SH
781,600236.SH
782,600252.SH
783,600256.SH
784,600258.SH
785,600260.SH
786,600261.SH
787,600271.SH
788,600273.SH
789,600276.SH
790,600277.SH
791,600282.SH
792,600284.SH
793,600285.SH
794,600295.SH
795,600298.SH
796,600299.SH
797,600305.SH
798,600309.SH
799,600310.SH
800,600312.SH
801,600315.SH
802,600323.SH
803,600325.SH
804,600326.SH
805,600329.SH
806,600332.SH
807,600335.SH
808,600337.SH
809,600338.SH
810,600340.SH
811,600346.SH
812,600348.SH
813,600350.SH
814,600352.SH
815,600362.SH
816,600363.SH
817,600366.SH
818,600368.SH
819,600369.SH
820,600372.SH
821,600373.SH
822,600376.SH
823,600377.SH
824,600378.SH
825,600380.SH
826,600383.SH
827,600387.SH
828,600388.SH
829,600392.SH
830,600395.SH
831,600406.SH
832,600409.SH
833,600420.SH
834,600422.SH
835,600426.SH
836,600436.SH
837,600438.SH
838,600439.SH
839,600446.SH
840,600452.SH
841,600459.SH
842,600460.SH
843,600466.SH
844,600477.SH
845,600483.SH
846,600486.SH
847,600487.SH
848,600489.SH
849,600491.SH
850,600498.SH
851,600500.SH
852,600502.SH
853,600507.SH
854,600511.SH
855,600516.SH
856,600519.SH
857,600521.SH
858,600522.SH
859,600529.SH
860,600531.SH
861,600536.SH
862,600545.SH
863,600547.SH
864,600548.SH
865,600549.SH
866,600557.SH
867,600559.SH
868,600563.SH
869,600565.SH
870,600566.SH
871,600567.SH
872,600570.SH
873,600572.SH
874,600577.SH
875,600580.SH
876,600582.SH
877,600583.SH
878,600585.SH
879,600587.SH
880,600588.SH
881,600596.SH
882,600597.SH
883,600598.SH
884,600600.SH
885,600604.SH
886,600606.SH
887,600611.SH
888,600612.SH
889,600621.SH
890,600622.SH
891,600626.SH
892,600635.SH
893,600637.SH
894,600639.SH
895,600641.SH
896,600642.SH
897,600643.SH
898,600648.SH
899,600655.SH
900,600657.SH
901,600660.SH
902,600663.SH
903,600667.SH
904,600668.SH
905,600673.SH
906,600674.SH
907,600675.SH
908,600681.SH
909,600682.SH
910,600685.SH
911,600688.SH
912,600690.SH
913,600694.SH
914,600699.SH
915,600702.SH
916,600703.SH
917,600704.SH
918,600705.SH
919,600708.SH
920,600711.SH
921,600720.SH
922,600728.SH
923,600729.SH
924,600733.SH
925,600736.SH
926,600737.SH
927,600738.SH
928,600739.SH
929,600740.SH
930,600741.SH
931,600742.SH
932,600745.SH
933,600748.SH
934,600750.SH
935,600754.SH
936,600755.SH
937,600756.SH
938,600760.SH
939,600763.SH
940,600764.SH
941,600765.SH
942,600775.SH
943,600776.SH
944,600777.SH
945,600779.SH
946,600782.SH
947,600787.SH
948,600795.SH
949,600801.SH
950,600802.SH
951,600803.SH
952,600808.SH
953,600809.SH
954,600811.SH
955,600820.SH
956,600823.SH
957,600828.SH
958,600835.SH
959,600837.SH
960,600845.SH
961,600846.SH
962,600848.SH
963,600850.SH
964,600859.SH
965,600863.SH
966,600867.SH
967,600871.SH
968,600872.SH
969,600874.SH
970,600875.SH
971,600876.SH
972,600879.SH
973,600885.SH
974,600886.SH
975,600887.SH
976,600893.SH
977,600895.SH
978,600897.SH
979,600900.SH
980,600909.SH
981,600917.SH
982,600919.SH
983,600926.SH
984,600958.SH
985,600967.SH
986,600970.SH
987,600971.SH
988,600973.SH
989,600975.SH
990,600977.SH
991,600984.SH
992,600985.SH
993,600987.SH
994,600988.SH
995,600990.SH
996,600993.SH
997,600996.SH
998,600998.SH
999,600999.SH
1000,601000.SH
1001,601001.SH
1002,601003.SH
1003,601005.SH
1004,601006.SH
1005,601009.SH
1006,601012.SH
1007,601016.SH
1008,601018.SH
1009,601021.SH
1010,601038.SH
1011,601058.SH
1012,601069.SH
1013,601088.SH
1014,601098.SH
1015,601099.SH
1016,601100.SH
1017,601107.SH
1018,601111.SH
1019,601117.SH
1020,601128.SH
1021,601139.SH
1022,601155.SH
1023,601158.SH
1024,601166.SH
1025,601169.SH
1026,601186.SH
1027,601198.SH
1028,601211.SH
1029,601216.SH
1030,601225.SH
1031,601229.SH
1032,601231.SH
1033,601233.SH
1034,601238.SH
1035,601288.SH
1036,601311.SH
1037,601318.SH
1038,601328.SH
1039,601333.SH
1040,601336.SH
1041,601375.SH
1042,601377.SH
1043,601390.SH
1044,601398.SH
1045,601519.SH
1046,601555.SH
1047,601567.SH
1048,601588.SH
1049,601600.SH
1050,601607.SH
1051,601618.SH
1052,601628.SH
1053,601633.SH
1054,601636.SH
1055,601666.SH
1056,601668.SH
1057,601669.SH
1058,601678.SH
1059,601688.SH
1060,601689.SH
1061,601699.SH
1062,601717.SH
1063,601727.SH
1064,601766.SH
1065,601788.SH
1066,601789.SH
1067,601799.SH
1068,601800.SH
1069,601801.SH
1070,601808.SH
1071,601811.SH
1072,601818.SH
1073,601857.SH
1074,601858.SH
1075,601866.SH
1076,601872.SH
1077,601877.SH
1078,601880.SH
1079,601881.SH
1080,601888.SH
1081,601898.SH
1082,601899.SH
1083,601901.SH
1084,601919.SH
1085,601933.SH
1086,601939.SH
1087,601958.SH
1088,601966.SH
1089,601985.SH
1090,601988.SH
1091,601989.SH
1092,601991.SH
1093,601992.SH
1094,601998.SH
1095,603000.SH
1096,603008.SH
1097,603012.SH
1098,603018.SH
1099,603019.SH
1100,603025.SH
1101,603027.SH
1102,603039.SH
1103,603060.SH
1104,603077.SH
1105,603098.SH
1106,603108.SH
1107,603118.SH
1108,603128.SH
1109,603160.SH
1110,603198.SH
1111,603218.SH
1112,603228.SH
1113,603288.SH
1114,603298.SH
1115,603328.SH
1116,603337.SH
1117,603338.SH
1118,603355.SH
1119,603360.SH
1120,603368.SH
1121,603369.SH
1122,603393.SH
1123,603421.SH
1124,603429.SH
1125,603444.SH
1126,603508.SH
1127,603515.SH
1128,603520.SH
1129,603556.SH
1130,603568.SH
1131,603569.SH
1132,603579.SH
1133,603585.SH
1134,603588.SH
1135,603589.SH
1136,603599.SH
1137,603600.SH
1138,603601.SH
1139,603606.SH
1140,603609.SH
1141,603626.SH
1142,603638.SH
1143,603639.SH
1144,603658.SH
1145,603660.SH
1146,603669.SH
1147,603678.SH
1148,603686.SH
1149,603690.SH
1150,603708.SH
1151,603737.SH
1152,603766.SH
1153,603799.SH
1154,603806.SH
1155,603808.SH
1156,603816.SH
1157,603858.SH
1158,603866.SH
1159,603868.SH
1160,603881.SH
1161,603883.SH
1162,603885.SH
1163,603888.SH
1164,603899.SH
1165,603929.SH
1166,603939.SH
1167,603986.SH
1168,603989.SH
1169,603993.SH
1170,603997.SH
