datetime,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol
2018-12-26,-0.06115507853648339,-0.061155078536483276,-0.061155078536483276,0.06479819854486735,0.06479819854486712,0.06479819854486712,-0.061155078536483276,-0.06115507853648339,-0.06115507853648339,0.06479819854486712,0.06479819854486712,0.06479819854486712,-0.061155078536483276,-0.061155078536483276,-0.061155078536483276,0.06479819854486735
2018-12-27,-0.06328354027475835,-0.06328354027475813,-0.06328354027475813,0.06853503524113758,0.06853503524113735,0.06853503524113713,-0.06328354027475813,-0.06328354027475835,-0.06328354027475835,0.06853503524113713,0.06853503524113735,0.06853503524113735,-0.06328354027475813,-0.06328354027475813,-0.06328354027475813,0.06853503524113758
2018-12-28,-0.06026493783840159,-0.06026493783840137,-0.06026493783840137,0.07007272251079288,0.07007272251079266,0.07007272251079244,-0.06026493783840137,-0.06026493783840159,-0.06026493783840159,0.07007272251079244,0.07007272251079266,0.07007272251079244,-0.06026493783840137,-0.06026493783840137,-0.06026493783840137,0.07007272251079288
2018-12-29,-0.06026493783840159,-0.06026493783840137,-0.06026493783840137,0.07007272251079288,0.07007272251079266,0.07007272251079244,-0.06026493783840137,-0.06026493783840159,-0.06026493783840159,0.07007272251079244,0.07007272251079266,0.07007272251079244,-0.06026493783840137,-0.06026493783840137,-0.06026493783840137,0.07007272251079288
2018-12-30,-0.06026493783840159,-0.06026493783840137,-0.06026493783840137,0.07007272251079288,0.07007272251079266,0.07007272251079244,-0.06026493783840137,-0.06026493783840159,-0.06026493783840159,0.07007272251079244,0.07007272251079266,0.07007272251079244,-0.06026493783840137,-0.06026493783840137,-0.06026493783840137,0.07007272251079288
2018-12-31,-0.060897106292632674,-0.06089710629263245,-0.06089710629263245,0.07058739910262357,0.07058739910262335,0.07058739910262313,-0.06089710629263245,-0.060897106292632674,-0.060897106292632674,0.07058739910262313,0.07058739910262357,0.07058739910262313,-0.06089710629263245,-0.06089710629263245,-0.06089710629263245,0.07058739910262357
2019-01-01,-0.060897106292632674,-0.06089710629263245,-0.06089710629263245,0.07058739910262357,0.07058739910262335,0.07058739910262313,-0.06089710629263245,-0.060897106292632674,-0.060897106292632674,0.07058739910262313,0.07058739910262357,0.07058739910262313,-0.06089710629263245,-0.06089710629263245,-0.06089710629263245,0.07058739910262357
2019-01-02,-0.06210118750400473,-0.06210118750400451,-0.06210118750400451,0.07116854500635839,0.07116854500635816,0.07116854500635816,-0.06210118750400451,-0.06210118750400473,-0.06210118750400473,0.07116854500635794,0.07116854500635839,0.07116854500635816,-0.06210118750400451,-0.06210118750400451,-0.06210118750400451,0.07116854500635839
2019-01-03,-0.0623487554003086,-0.062348755400308487,-0.062348755400308487,0.069596224529624,0.06959622452962377,0.06959622452962377,-0.062348755400308487,-0.0623487554003086,-0.0623487554003086,0.06959622452962355,0.069596224529624,0.06959622452962377,-0.062348755400308487,-0.062348755400308487,-0.062348755400308487,0.069596224529624
2019-01-04,-0.0581903788652558,-0.05819037886525569,-0.05819037886525569,0.07287016112062328,0.07287016112062328,0.07287016112062306,-0.05819037886525569,-0.0581903788652558,-0.0581903788652558,0.07287016112062306,0.07287016112062328,0.07287016112062306,-0.05819037886525569,-0.05819037886525569,-0.05819037886525569,0.07287016112062328
