Unnamed: 0,PRICE_BID,PRICE_ASK,PRICE_LAST
2019-11-18,0.6808,0.6809,0.68085
2019-11-19,0.6797,0.6798,0.67975
2019-11-20,0.6814,0.6815,0.68145
2019-11-21,0.6799,0.68,0.67995
2019-11-22,0.6789,0.679,0.67895
2019-11-25,0.6796,0.6797,0.67965
