date,open,high,close,low
2019-11-29 02:33:00+00:00,1179.85,1179.85,1179.62,1179.6
2019-11-29 02:34:00+00:00,1179.6,1179.9,1179.68,1179.6
2019-11-29 02:35:00+00:00,1179.68,1179.79,1179.78,1179.65
2019-11-29 02:36:00+00:00,1179.78,1179.8,1179.6,1179.59
2019-11-29 02:37:00+00:00,1179.6,1179.68,1179.6,1179.59
2019-11-29 02:38:00+00:00,1179.6,1179.75,1179.68,1179.6
2019-11-29 02:39:00+00:00,1179.68,1179.95,1179.88,1179.65
2019-11-29 02:40:00+00:00,1179.88,1179.93,1179.91,1179.78
2019-11-29 02:41:00+00:00,1179.93,1180.02,1179.95,1179.86
2019-11-29 02:42:00+00:00,1179.95,1179.99,1179.95,1179.9
2019-11-29 02:43:00+00:00,1179.73,1180.11,1179.9,1179.73
2019-11-29 02:44:00+00:00,1179.9,1179.95,1179.95,1179.83
2019-11-29 02:45:00+00:00,1179.95,1180.27,1180.03,1179.82
2019-11-29 02:46:00+00:00,1180.04,1180.13,1180.02,1179.78
2019-11-29 02:47:00+00:00,1179.77,1180.05,1180.05,1179.77
2019-11-29 02:48:00+00:00,1180.25,1180.39,1179.95,1179.95
2019-11-29 02:49:00+00:00,1179.95,1180.28,1180.05,1179.94
2019-11-29 02:50:00+00:00,1180.08,1180.08,1179.96,1179.88
2019-11-29 02:51:00+00:00,1179.96,1180.39,1180.07,1179.95
2019-11-29 02:52:00+00:00,1180.07,1180.16,1180.05,1180.02
2019-11-29 02:53:00+00:00,1180.05,1180.21,1180.14,1180.05
2019-11-29 02:54:00+00:00,1180.35,1180.53,1180.03,1180.03
2019-11-29 02:55:00+00:00,1180.03,1180.25,1180.25,1180.0
2019-11-29 02:56:00+00:00,1180.32,1180.35,1180.35,1180.02
2019-11-29 02:57:00+00:00,1180.35,1180.47,1180.13,1180.1
2019-11-29 02:58:00+00:00,1180.18,1180.18,1180.08,1180.06
2019-11-29 02:59:00+00:00,1180.05,1180.27,1180.0,1179.8
2019-11-29 03:00:00+00:00,1180.0,1180.3,1179.94,1179.47
2019-11-29 03:01:00+00:00,1179.95,1180.07,1179.99,1179.95
2019-11-29 03:02:00+00:00,1179.99,1180.07,1180.07,1179.96
2019-11-29 03:03:00+00:00,1179.95,1180.09,1180.05,1179.74
2019-11-29 03:04:00+00:00,1180.05,1180.1,1180.07,1179.95
2019-11-29 03:05:00+00:00,1180.07,1180.16,1179.96,1179.96
2019-11-29 03:06:00+00:00,1179.96,1180.22,1180.1,1179.83
2019-11-29 03:07:00+00:00,1180.13,1180.13,1180.01,1179.91
2019-11-29 03:08:00+00:00,1180.01,1180.08,1180.03,1180.01
2019-11-29 03:10:00+00:00,1179.78,1180.26,1179.96,1179.77
2019-11-29 03:11:00+00:00,1180.04,1180.54,1180.4,1180.04
2019-11-29 03:12:00+00:00,1180.45,1180.45,1180.08,1180.0
2019-11-29 03:13:00+00:00,1180.16,1180.16,1180.0,1180.0
2019-11-29 03:14:00+00:00,1180.0,1180.17,1180.16,1179.88
2019-11-29 03:15:00+00:00,1180.19,1180.19,1180.13,1179.95
2019-11-29 03:16:00+00:00,1180.12,1180.3,1180.03,1179.8
2019-11-29 03:17:00+00:00,1180.03,1180.35,1180.35,1180.03
2019-11-29 03:18:00+00:00,1180.35,1180.35,1180.01,1179.91
2019-11-29 03:19:00+00:00,1179.99,1180.03,1179.99,1179.94
2019-11-29 03:20:00+00:00,1179.77,1180.19,1180.01,1179.77
2019-11-29 03:21:00+00:00,1179.83,1180.25,1179.97,1179.83
2019-11-29 03:22:00+00:00,1179.99,1180.08,1179.98,1179.95
2019-11-29 03:23:00+00:00,1179.98,1180.31,1180.1,1179.81
2019-11-29 03:24:00+00:00,1180.1,1180.15,1180.04,1180.02
2019-11-29 03:25:00+00:00,1180.03,1180.21,1180.19,1179.97
2019-11-29 03:26:00+00:00,1180.19,1180.34,1180.2,1180.1
2019-11-29 03:27:00+00:00,1180.2,1180.3,1180.3,1180.1
2019-11-29 03:28:00+00:00,1180.3,1180.4,1180.0,1179.65
2019-11-29 03:29:00+00:00,1180.03,1180.2,1180.2,1180.0
2019-11-29 03:30:00+00:00,1180.2,1180.43,1180.21,1180.18
2019-11-29 03:31:00+00:00,1180.21,1180.21,1180.0,1180.0
2019-11-29 03:32:00+00:00,1180.08,1180.08,1180.05,1179.95
2019-11-29 03:33:00+00:00,1180.05,1180.19,1180.1,1180.05
2019-11-29 03:34:00+00:00,1179.98,1180.22,1179.95,1179.95
2019-11-29 03:35:00+00:00,1179.95,1180.17,1180.09,1179.95
2019-11-29 03:36:00+00:00,1179.87,1180.33,1180.09,1179.87
2019-11-29 03:37:00+00:00,1180.09,1180.11,1180.02,1179.99
2019-11-29 03:38:00+00:00,1179.91,1180.38,1180.05,1179.91
2019-11-29 03:39:00+00:00,1180.07,1180.37,1180.03,1179.89
2019-11-29 03:40:00+00:00,1180.03,1180.37,1180.1,1179.98
