,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown,Max Daily Drop,Calmar Ratio,99% VaR,Total Return_1825,Return p.a._1825,Volatility_1825,Sharpe Ratio_1825,Max Drawdown_1825,Max Daily Drop_1825,Calmar Ratio_1825,99% VaR_1825,Total Return_1095,Return p.a._1095,Volatility_1095,Sharpe Ratio_1095,Max Drawdown_1095,Max Daily Drop_1095,Calmar Ratio_1095,99% VaR_1095,Total Return_365,Return p.a._365,Volatility_365,Sharpe Ratio_365,Max Drawdown_365,Max Daily Drop_365,Calmar Ratio_365,99% VaR_365,Total Return_YTD,Return p.a._YTD,Volatility_YTD,Sharpe Ratio_YTD,Max Drawdown_YTD,Max Daily Drop_YTD,Calmar Ratio_YTD,99% VaR_YTD,Total Return_180,Return p.a._180,Volatility_180,Sharpe Ratio_180,Max Drawdown_180,Max Daily Drop_180,Calmar Ratio_180,99% VaR_180,Total Return_90,Return p.a._90,Volatility_90,Sharpe Ratio_90,Max Drawdown_90,Max Daily Drop_90,Calmar Ratio_90,99% VaR_90,Total Return_30,Return p.a._30,Volatility_30,Sharpe Ratio_30,Max Drawdown_30,Max Daily Drop_30,Calmar Ratio_30,99% VaR_30,Total Return2016,Return p.a.2016,Volatility2016,Sharpe Ratio2016,Max Drawdown2016,Max Daily Drop2016,Calmar Ratio2016,99% VaR2016,Total Return2017,Return p.a.2017,Volatility2017,Sharpe Ratio2017,Max Drawdown2017,Max Daily Drop2017,Calmar Ratio2017,99% VaR2017,Total Return2018,Return p.a.2018,Volatility2018,Sharpe Ratio2018,Max Drawdown2018,Max Daily Drop2018,Calmar Ratio2018,99% VaR2018,Total Return2019,Return p.a.2019,Volatility2019,Sharpe Ratio2019,Max Drawdown2019,Max Daily Drop2019,Calmar Ratio2019,99% VaR2019
US_Profit,4.288287724707408,0.17032879884908847,0.18210313822130184,0.9353424686294832,-0.3682911438961999,-0.11414693119189334,0.46248410170051324,-0.025922246194573315,0.910344662259718,0.13820986625392173,0.1959896808566058,0.7051895061507948,-0.3682911438961999,-0.11414693119189334,0.3752733904806442,-0.028052216062895624,0.532961740898678,0.15303840272817815,0.22898122539599583,0.6683447626045166,-0.3682911438961999,-0.11414693119189334,0.4155364723386096,-0.03279402938861601,0.14835103443532138,0.14835103443532138,0.34244055335291307,0.433216898474152,-0.3682911438961999,-0.11414693119189334,0.40280912776206484,-0.04926322902323271,0.04813468945272348,0.08389456942358708,0.4355364004930429,0.1926235541475188,-0.3682911438961999,-0.11414693119189334,0.2277941536580422,-0.0629544617640896,0.051202456647093664,0.10656042332979676,0.4687427358981771,0.2273324260174656,-0.36662766877404085,-0.11414693119189334,0.2906502493009382,-0.06767156893532349,0.20037596675293234,1.0973730475493957,0.24219653742571137,4.530919637470009,-0.07925996169316651,-0.11414693119189334,13.845238177096002,-0.03237764545731843,0.035534542777091005,0.529334609089565,0.14218815239125263,3.722775774123706,-0.01889793393272432,-0.11414693119189334,28.010184127744818,-0.019077995896397335,0.10490141837768685,0.10490141837768685,0.13867486598148543,0.7564558843106602,-0.11151080806611247,-0.11414693119189334,0.9407287077992741,-0.019832780373213267,0.23860553154734632,0.23933388974042336,0.07842458699188555,3.051771120773474,-0.026797170609319743,-0.11414693119189334,8.93131193698434,-0.010596409005861687,-0.0519669923107422,-0.05210597303107001,0.16759322275370464,-0.3109073993263144,-0.18351227901182987,-0.11414693119189334,-0.2839372564694217,-0.024650071280359526,0.4107623304105006,0.4120967136883875,0.1279620034525786,3.2204615633507667,-0.06507984804656775,-0.11414693119189334,6.332170803372383,-0.017302218338918457
