datetime,US_Profit
2009-12-31,0.0
2010-01-01,-0.0030000000000000027
2010-01-02,-0.0030000000000000027
2010-01-03,-0.0030000000000000027
2010-01-04,0.008695765588116355
2010-01-05,0.012273887279133033
2010-01-06,0.019399779544268414
2010-01-07,0.01584993223200004
2010-01-08,0.015349653112092021
2010-01-09,0.015349653112092021
2010-01-10,0.015349653112092021
2010-01-11,0.014612369931814362
2010-01-12,0.002401723189649152
2010-01-13,0.023276845257522938
2010-01-14,0.024561176972110133
2010-01-15,0.0180634715494441
2010-01-16,0.0180634715494441
2010-01-17,0.0180634715494441
2010-01-18,0.0180634715494441
2010-01-19,0.03002524640494597
2010-01-20,0.026083119900984775
2010-01-21,0.01521858493070205
2010-01-22,0.0027692903182621187
2010-01-23,0.0027692903182621187
2010-01-24,0.0027692903182621187
2010-01-25,0.003809004863183807
2010-01-26,0.0032927432697891224
2010-01-27,0.014497113892178115
2010-01-28,0.012866432561797536
2010-01-29,-0.0060290098858843955
2010-01-30,-0.0060290098858843955
2010-01-31,-0.0060290098858843955
2010-02-01,0.0021685112322540334
2010-02-02,0.01338248443480472
2010-02-03,0.01286302705631015
2010-02-04,-0.014880659576296584
2010-02-05,-0.006898954567210014
2010-02-06,-0.006898954567210014
2010-02-07,-0.006898954567210014
2010-02-08,-0.014645355428412055
2010-02-09,0.00019038161049200752
2010-02-10,0.00583685998322192
2010-02-11,0.017660616565473797
2010-02-12,0.018936684168366025
2010-02-13,0.018936684168366025
2010-02-14,0.018936684168366025
2010-02-15,0.018936684168366025
2010-02-16,0.03869132320855018
2010-02-17,0.04377685382113983
2010-02-18,0.04989506406210631
2010-02-19,0.0503442281393327
2010-02-20,0.0503442281393327
2010-02-21,0.0503442281393327
2010-02-22,0.049537977125329036
2010-02-23,0.04026948021050747
2010-02-24,0.04419636306676389
2010-02-25,0.04763111315488544
2010-02-26,0.054176082519948876
2010-02-27,0.054176082519948876
2010-02-28,0.054176082519948876
2010-03-01,0.06188440420901453
2010-03-02,0.06307771836855691
2010-03-03,0.06560082609599593
2010-03-04,0.07116877872593497
2010-03-05,0.08603132246670753
2010-03-06,0.08603132246670753
2010-03-07,0.08603132246670753
2010-03-08,0.08636165299822562
2010-03-09,0.09027799159177219
2010-03-10,0.09583978269500104
2010-03-11,0.10269094654364208
2010-03-12,0.10332411166891098
2010-03-13,0.10332411166891098
2010-03-14,0.10332411166891098
2010-03-15,0.10372610960108442
2010-03-16,0.10953423206098956
2010-03-17,0.11415875557312627
2010-03-18,0.11480602692932207
2010-03-19,0.10688555089885377
2010-03-20,0.10688555089885377
2010-03-21,0.10688555089885377
2010-03-22,0.11684656101803892
2010-03-23,0.12212557773678001
2010-03-24,0.11103269610970412
2010-03-25,0.1049263840008472
2010-03-26,0.10503311201908172
2010-03-27,0.10503311201908172
2010-03-28,0.10503311201908172
2010-03-29,0.11312135976599214
2010-03-30,0.11555498461001878
2010-03-31,0.10548787403969606
2010-04-01,0.1111673542043925
2010-04-02,0.1111673542043925
2010-04-03,0.1111673542043925
2010-04-04,0.1111673542043925
2010-04-05,0.12120413100892913
2010-04-06,0.12045053029083896
2010-04-07,0.11523600332571671
2010-04-08,0.11515918741508169
2010-04-09,0.12256073889743924
2010-04-10,0.12256073889743924
2010-04-11,0.12256073889743924
2010-04-12,0.12142273508540358
2010-04-13,0.12711479375683132
2010-04-14,0.13396338065879343
2010-04-15,0.13107444212647423
2010-04-16,0.12228052816844714
2010-04-17,0.12228052816844714
2010-04-18,0.12228052816844714
2010-04-19,0.12447602009573977
2010-04-20,0.13441052143759014
2010-04-21,0.13360375686235892
2010-04-22,0.13418535962323785
2010-04-23,0.13490090428264767
2010-04-24,0.13490090428264767
2010-04-25,0.13490090428264767
2010-04-26,0.12800302787198015
2010-04-27,0.10852217323074376
2010-04-28,0.11501606577088941
2010-04-29,0.1283610182935193
2010-04-30,0.11723457983828567
2010-05-01,0.11723457983828567
2010-05-02,0.11723457983828567
2010-05-03,0.1309853347856067
2010-05-04,0.10535105366095876
2010-05-05,0.09843730566660369
2010-05-06,0.07184757089744354
2010-05-07,0.05389557937855671
2010-05-08,0.05389557937855671
2010-05-09,0.05389557937855671
2010-05-10,0.10144510617833302
2010-05-11,0.10702002686278322
2010-05-12,0.13513881010899498
2010-05-13,0.12759376716958126
2010-05-14,0.10230090423721072
