datetime,US_Trading_factortest
2010-05-14,0.09520795645637725
2010-05-15,0.09520795645637725
2010-05-16,0.09520795645637725
2010-05-17,0.0871589214887778
2010-05-18,0.0728511095616109
2010-05-19,0.06283612104648006
2010-05-20,0.0257075433386329
2010-05-21,0.044733867316011366
2010-05-22,0.044733867316011366
2010-05-23,0.044733867316011366
2010-05-24,0.04428186696343661
2010-05-25,0.04981490946085443
2010-05-26,0.05215268594956268
2010-05-27,0.09204857553045342
2010-05-28,0.0850934071217353
2010-05-29,0.0850934071217353
2010-05-30,0.0850934071217353
2010-05-31,0.0850934071217353
2010-06-01,0.0701618593790525
2010-06-02,0.09554032108571686
2010-06-03,0.09717376715336123
2010-06-04,0.06952089420853858
2010-06-05,0.06952089420853858
2010-06-06,0.06952089420853858
2010-06-07,0.05362896716198673
2010-06-08,0.06235618294803391
2010-06-09,0.06160274203031113
2010-06-10,0.0928236889170182
2010-06-11,0.09693912340006139
2010-06-12,0.09693912340006139
2010-06-13,0.09693912340006139
2010-06-14,0.09477360055902762
2010-06-15,0.11286188588343737
2010-06-16,0.11412352424084427
2010-06-17,0.11843371474283226
2010-06-18,0.1251658213091691
2010-06-19,0.1251658213091691
2010-06-20,0.1251658213091691
2010-06-21,0.12068321419002115
2010-06-22,0.11158771517368438
2010-06-23,0.10337134534144177
2010-06-24,0.08552030592870219
2010-06-25,0.10421163605874151
2010-06-26,0.10421163605874151
2010-06-27,0.10421163605874151
2010-06-28,0.09752323024564857
2010-06-29,0.06410681252171391
2010-06-30,0.053031060383295525
2010-07-01,0.06600391049252385
2010-07-02,0.061637703305104985
2010-07-03,0.061637703305104985
2010-07-04,0.061637703305104985
2010-07-05,0.061637703305104985
2010-07-06,0.05781070040772218
2010-07-07,0.08902950360142303
2010-07-08,0.10126850882621374
2010-07-09,0.10970908612109032
2010-07-10,0.10970908612109032
2010-07-11,0.10970908612109032
2010-07-12,0.10158924146726611
2010-07-13,0.12445654848794763
2010-07-14,0.11857286552660362
2010-07-15,0.11716649475238383
2010-07-16,0.08425144639283211
2010-07-17,0.08425144639283211
2010-07-18,0.08425144639283211
2010-07-19,0.08698034468354554
2010-07-20,0.10477167694207945
2010-07-21,0.08326690559396299
2010-07-22,0.10575826593160098
2010-07-23,0.12609457628869225
2010-07-24,0.12609457628869225
2010-07-25,0.12609457628869225
2010-07-26,0.14087733186764018
2010-07-27,0.13760013245455904
2010-07-28,0.12684702936749637
2010-07-29,0.12137006450588728
2010-07-30,0.12672986907115713
2010-07-31,0.12672986907115713
2010-08-01,0.12672986907115713
2010-08-02,0.13809417969210935
2010-08-03,0.13387298820983418
2010-08-04,0.14904000035101506
2010-08-05,0.14139430838338773
2010-08-06,0.13840084440121436
2010-08-07,0.13840084440121436
2010-08-08,0.13840084440121436
2010-08-09,0.14190593786755779
2010-08-10,0.13334913744691756
2010-08-11,0.09828775279105395
2010-08-12,0.09810549243628586
2010-08-13,0.09068184420920145
2010-08-14,0.09068184420920145
2010-08-15,0.09068184420920145
2010-08-16,0.09687591284366204
2010-08-17,0.10925110676824268
2010-08-18,0.09972920999889401
2010-08-19,0.08007318391900031
2010-08-20,0.07588354764713645
2010-08-21,0.07588354764713645
2010-08-22,0.07588354764713645
2010-08-23,0.0678639652056452
2010-08-24,0.05243206965467806
2010-08-25,0.06343299376900968
2010-08-26,0.057564062346790346
2010-08-27,0.08488153238046614
2010-08-28,0.08488153238046614
2010-08-29,0.08488153238046614
2010-08-30,0.07295550550866747
2010-08-31,0.07473479574744624
2010-09-01,0.0990871473021191
2010-09-02,0.10716021951915966
2010-09-03,0.11674806117699199
2010-09-04,0.11674806117699199
2010-09-05,0.11674806117699199
2010-09-06,0.11674806117699199
2010-09-07,0.10331494852997358
2010-09-08,0.10949001642764222
2010-09-09,0.11310497641874018
2010-09-10,0.11988203171164025
2010-09-11,0.11988203171164025
2010-09-12,0.11988203171164025
2010-09-13,0.13227976849777456
2010-09-14,0.14245743963338908
2010-09-15,0.14299582773010888
2010-09-16,0.1372566969089648
2010-09-17,0.1389794123067145
2010-09-18,0.1389794123067145
2010-09-19,0.1389794123067145
2010-09-20,0.16524954618772303
2010-09-21,0.16374417299815214
2010-09-22,0.1677180423554907
2010-09-23,0.16405268892964076
2010-09-24,0.18589454903511138
2010-09-25,0.18589454903511138
2010-09-26,0.18589454903511138
2010-09-27,0.1986386398027722
2010-09-28,0.20616950460082029
2010-09-29,0.20801232186447627
2010-09-30,0.20384453511977796
2010-10-01,0.21079557730157505
2010-10-02,0.21079557730157505
2010-10-03,0.21079557730157505
2010-10-04,0.1952984783572651
2010-10-05,0.23418251970558002
2010-10-06,0.231628507627202
2010-10-07,0.22536660867488734
2010-10-08,0.23948840372529245
2010-10-09,0.23948840372529245
2010-10-10,0.23948840372529245
2010-10-11,0.25032131128568147
2010-10-12,0.25359391983473234
2010-10-13,0.2736022030671159
2010-10-14,0.2752214169135003
2010-10-15,0.28825518236720793
2010-10-16,0.28825518236720793
2010-10-17,0.28825518236720793
2010-10-18,0.3004375311428169
2010-10-19,0.27362694433202206
2010-10-20,0.27512750150065757
2010-10-21,0.27055151601283756
2010-10-22,0.27991288132518455
2010-10-23,0.27991288132518455
2010-10-24,0.27991288132518455
2010-10-25,0.2927978729127838
2010-10-26,0.29535387363358434
2010-10-27,0.2867957907265526
2010-10-28,0.28662472988720267
2010-10-29,0.29111925931062865
2010-10-30,0.29111925931062865
2010-10-31,0.29111925931062865
2010-11-01,0.2898276921501819
2010-11-02,0.30525252800509883
2010-11-03,0.3027735766547175
2010-11-04,0.3257621399820696
2010-11-05,0.331786231976817
2010-11-06,0.331786231976817
2010-11-07,0.331786231976817
2010-11-08,0.33610466908638537
2010-11-09,0.32001595351232437
2010-11-10,0.3413579809546339
2010-11-11,0.34117182318596617
2010-11-12,0.31199242129384364
2010-11-13,0.31199242129384364
2010-11-14,0.31199242129384364
2010-11-15,0.3027918579108333
2010-11-16,0.2739209122910551
2010-11-17,0.2807829157399413
2010-11-18,0.3059102599300758
2010-11-19,0.30523561583150594
2010-11-20,0.30523561583150594
2010-11-21,0.30523561583150594
2010-11-22,0.31868591680807357
2010-11-23,0.3004367093615796
2010-11-24,0.3218167043745439
2010-11-25,0.3218167043745439
2010-11-26,0.3144311877989281
2010-11-27,0.3144311877989281
2010-11-28,0.3144311877989281
2010-11-29,0.31433773261632925
2010-11-30,0.2944431780641863
2010-12-01,0.3170747471446751
2010-12-02,0.3337387603110762
2010-12-03,0.3453914636632758
2010-12-04,0.3453914636632758
2010-12-05,0.3453914636632758
2010-12-06,0.35238269863497873
2010-12-07,0.3525199694428016
2010-12-08,0.3439964895008323
2010-12-09,0.3390631106739761
2010-12-10,0.3410507341866751
2010-12-11,0.3410507341866751
2010-12-12,0.3410507341866751
2010-12-13,0.34717310024159564
2010-12-14,0.34291831181551524
2010-12-15,0.3278819729862883
2010-12-16,0.32983357877153785
2010-12-17,0.332558456981765
2010-12-18,0.332558456981765
2010-12-19,0.332558456981765
2010-12-20,0.3435642472583951
2010-12-21,0.35513785760029637
2010-12-22,0.35083738279817767
2010-12-23,0.35091242027049474
2010-12-24,0.35091242027049474
2010-12-25,0.35091242027049474
2010-12-26,0.35091242027049474
2010-12-27,0.35044248622158447
2010-12-28,0.35065093833225647
2010-12-29,0.355687119791644
2010-12-30,0.3494958666258714
2010-12-31,0.34051030930913373
2011-01-01,0.34051030930913373
2011-01-02,0.34051030930913373
2011-01-03,0.35044893140995836
2011-01-04,0.3303293234807929
2011-01-05,0.3325143216938
2011-01-06,0.3304213148892059
2011-01-07,0.3308346653395373
2011-01-08,0.3308346653395373
2011-01-09,0.3308346653395373
2011-01-10,0.3310392029669016
2011-01-11,0.34069897962818607
2011-01-12,0.34817711018166464
2011-01-13,0.340465746190467
2011-01-14,0.35109737905626615
2011-01-15,0.35109737905626615
2011-01-16,0.35109737905626615
2011-01-17,0.35109737905626615
2011-01-18,0.3724440803853972
2011-01-19,0.34956235780003997
2011-01-20,0.3378198888640793
2011-01-21,0.33586042718403
2011-01-22,0.33586042718403
2011-01-23,0.33586042718403
2011-01-24,0.34198501524550773
2011-01-25,0.33587061092364046
2011-01-26,0.35503065406505896
2011-01-27,0.3601494022292371
2011-01-28,0.34252424349649657
2011-01-29,0.34252424349649657
2011-01-30,0.34252424349649657
2011-01-31,0.35035783222515615
2011-02-01,0.38314997063688305
2011-02-02,0.3743615286321891
2011-02-03,0.38995400024174454
2011-02-04,0.38876402397170207
2011-02-05,0.38876402397170207
2011-02-06,0.38876402397170207
2011-02-07,0.398153306696706
2011-02-08,0.4041076391291716
2011-02-09,0.40683187341877636
2011-02-10,0.42221288850311756
2011-02-11,0.4384707843415967
2011-02-12,0.4384707843415967
2011-02-13,0.4384707843415967
2011-02-14,0.4442167633520049
2011-02-15,0.4348973227723072
2011-02-16,0.44546622101732547
2011-02-17,0.45106402136296353
2011-02-18,0.44907129626746833
2011-02-19,0.44907129626746833
2011-02-20,0.44907129626746833
2011-02-21,0.44907129626746833
2011-02-22,0.4131798091468786
2011-02-23,0.3991282729842409
2011-02-24,0.40454910235164143
2011-02-25,0.43138682075031753
2011-02-26,0.43138682075031753
2011-02-27,0.43138682075031753
2011-02-28,0.43825626932829254
2011-03-01,0.4181823225331227
2011-03-02,0.4317493908383716
2011-03-03,0.4550868559642425
2011-03-04,0.4489942189023699
2011-03-05,0.4489942189023699
2011-03-06,0.4489942189023699
2011-03-07,0.4319616243154272
2011-03-08,0.4267060061176384
2011-03-09,0.42314680022682416
2011-03-10,0.39172943604233
2011-03-11,0.40292510437099693
2011-03-12,0.40292510437099693
2011-03-13,0.40292510437099693
2011-03-14,0.4022439333451182
2011-03-15,0.38274903742651833
2011-03-16,0.37359982691348437
2011-03-17,0.3822606273592095
2011-03-18,0.3923040320129072
2011-03-19,0.3923040320129072
2011-03-20,0.3923040320129072
2011-03-21,0.42282532499725645
2011-03-22,0.4353956817605602
2011-03-23,0.454126584443981
2011-03-24,0.4636441475439219
2011-03-25,0.47112204147911285
2011-03-26,0.47112204147911285
2011-03-27,0.47112204147911285
2011-03-28,0.46326674226026543
2011-03-29,0.47373538514820424
2011-03-30,0.4828337772784692
2011-03-31,0.5053183723763122
2011-04-01,0.4975562181540356
2011-04-02,0.4975562181540356
2011-04-03,0.4975562181540356
2011-04-04,0.49018892668391745
2011-04-05,0.4924203742399713
2011-04-06,0.49651380629439945
2011-04-07,0.4950342328331807
2011-04-08,0.4908207667651687
2011-04-09,0.4908207667651687
2011-04-10,0.4908207667651687
2011-04-11,0.489470644766133
2011-04-12,0.46820355723141605
2011-04-13,0.4752340341061141
2011-04-14,0.489423914794044
2011-04-15,0.4995950330780574
2011-04-16,0.4995950330780574
2011-04-17,0.4995950330780574
2011-04-18,0.4869686310952761
2011-04-19,0.49371227418464914
2011-04-20,0.5137402812538729
2011-04-21,0.5245378564164425
2011-04-22,0.5245378564164425
2011-04-23,0.5245378564164425
2011-04-24,0.5245378564164425
2011-04-25,0.5282598069718007
2011-04-26,0.5518009889348252
2011-04-27,0.5560729259494599
2011-04-28,0.5503251015480266
2011-04-29,0.5546140633247243
2011-04-30,0.5546140633247243
2011-05-01,0.5546140633247243
2011-05-02,0.5389673869511586
2011-05-03,0.5192286973501958
2011-05-04,0.5104071019799801
2011-05-05,0.5093055669073174
2011-05-06,0.5277798793348052
2011-05-07,0.5277798793348052
2011-05-08,0.5277798793348052
2011-05-09,0.5357300711410193
2011-05-10,0.5639060486640146
2011-05-11,0.5435480836153073
2011-05-12,0.5484402494509468
2011-05-13,0.523107003351833
2011-05-14,0.523107003351833
2011-05-15,0.523107003351833
2011-05-16,0.5053943485628198
2011-05-17,0.5122142521203314
2011-05-18,0.5285042966808298
2011-05-19,0.5430216692800844
2011-05-20,0.532431159843592
2011-05-21,0.532431159843592
2011-05-22,0.532431159843592
2011-05-23,0.5128095898095735
2011-05-24,0.5130575600170753
2011-05-25,0.5265966329257954
2011-05-26,0.5441456678828391
2011-05-27,0.5538810122128237
2011-05-28,0.5538810122128237
2011-05-29,0.5538810122128237
2011-05-30,0.5538810122128237
2011-05-31,0.5824062384297433
2011-06-01,0.5372607896631982
2011-06-02,0.5483249963978007
2011-06-03,0.5305616900762815
2011-06-04,0.5305616900762815
2011-06-05,0.5305616900762815
2011-06-06,0.5082583086151633
2011-06-07,0.5046073480139097
2011-06-08,0.46872192066635
2011-06-09,0.4919084129507747
2011-06-10,0.46861196060084986
2011-06-11,0.46861196060084986
2011-06-12,0.46861196060084986
2011-06-13,0.46615026685422545
2011-06-14,0.49536311991988335
2011-06-15,0.4626487545829354
2011-06-16,0.4606910476539028
2011-06-17,0.4684696974681304
2011-06-18,0.4684696974681304
2011-06-19,0.4684696974681304
2011-06-20,0.48553050215765037
2011-06-21,0.5200525048948406
2011-06-22,0.5128536214902681
2011-06-23,0.5223626869996136
2011-06-24,0.5115230543875353
2011-06-25,0.5115230543875353
2011-06-26,0.5115230543875353
2011-06-27,0.5343812253908378
2011-06-28,0.5537950899934012
2011-06-29,0.5673275470648707
2011-06-30,0.5729809954064138
2011-07-01,0.5918249436254823
2011-07-02,0.5918249436254823
2011-07-03,0.5918249436254823
2011-07-04,0.5918249436254823
2011-07-05,0.6021479942867303
2011-07-06,0.6091724492547141
2011-07-07,0.6352503611093605
2011-07-08,0.6246732605001126
2011-07-09,0.6246732605001126
2011-07-10,0.6246732605001126
2011-07-11,0.5883668393712935
2011-07-12,0.5825819671254102
2011-07-13,0.6038728354393665
2011-07-14,0.5872140702692665
2011-07-15,0.6137620373451418
2011-07-16,0.6137620373451418
2011-07-17,0.6137620373451418
2011-07-18,0.6043302635831607
2011-07-19,0.6438145663051769
2011-07-20,0.650440972352947
2011-07-21,0.6741663083720457
2011-07-22,0.6853763400313564
2011-07-23,0.6853763400313564
2011-07-24,0.6853763400313564
2011-07-25,0.6842557104427822
2011-07-26,0.6887246231217317
2011-07-27,0.6369481326012518
2011-07-28,0.6423472115641806
2011-07-29,0.6352491945899386
2011-07-30,0.6352491945899386
2011-07-31,0.6352491945899386
2011-08-01,0.6403703336920077
2011-08-02,0.599242230569186
2011-08-03,0.6019825749744869
2011-08-04,0.539586564283467
2011-08-05,0.5314772035039577
2011-08-06,0.5314772035039577
2011-08-07,0.5314772035039577
2011-08-08,0.4360461583954054
2011-08-09,0.5176898147146329
2011-08-10,0.4778359825681924
2011-08-11,0.5352514059283395
2011-08-12,0.5483045848791672
2011-08-13,0.5483045848791672
2011-08-14,0.5483045848791672
2011-08-15,0.5787143898914622
2011-08-16,0.5480766981698066
2011-08-17,0.550966379445895
2011-08-18,0.4747234446741042
2011-08-19,0.4666869308444288
2011-08-20,0.4666869308444288
2011-08-21,0.4666869308444288
2011-08-22,0.4757882700404057
2011-08-23,0.518802415775597
2011-08-24,0.5144081423426432
2011-08-25,0.48911840604711543
2011-08-26,0.5255413505821112
2011-08-27,0.5255413505821112
2011-08-28,0.5255413505821112
2011-08-29,0.5717326035980885
2011-08-30,0.5914775817124416
2011-08-31,0.5885039242002128
2011-09-01,0.5620894681259121
2011-09-02,0.525777176075132
2011-09-03,0.525777176075132
2011-09-04,0.525777176075132
2011-09-05,0.525777176075132
2011-09-06,0.5225883511800702
2011-09-07,0.5605004834553937
2011-09-08,0.5507014624898632
2011-09-09,0.5248036100259681
2011-09-10,0.5248036100259681
2011-09-11,0.5248036100259681
2011-09-12,0.5316660129716768
2011-09-13,0.5545930278627951
2011-09-14,0.573283815549088
2011-09-15,0.5863369025919623
2011-09-16,0.58921644421348
2011-09-17,0.58921644421348
2011-09-18,0.58921644421348
2011-09-19,0.5649096575344414
2011-09-20,0.5463034013125609
2011-09-21,0.4990623426107861
2011-09-22,0.43278872317864736
2011-09-23,0.43450219542462865
2011-09-24,0.43450219542462865
2011-09-25,0.43450219542462865
2011-09-26,0.4504578197217779
2011-09-27,0.4741763935928285
2011-09-28,0.42272499653381757
2011-09-29,0.41677876538667524
2011-09-30,0.3847552611784484
2011-10-01,0.3847552611784484
2011-10-02,0.3847552611784484
2011-10-03,0.34482744123182196
2011-10-04,0.3792700013993733
2011-10-05,0.41438710521438527
2011-10-06,0.44793479296190974
2011-10-07,0.41999624857950857
2011-10-08,0.41999624857950857
2011-10-09,0.41999624857950857
2011-10-10,0.47437738891129144
2011-10-11,0.4835259667163019
2011-10-12,0.4963146251433703
2011-10-13,0.4906249367331337
2011-10-14,0.5235324510869221
2011-10-15,0.5235324510869221
2011-10-16,0.5235324510869221
2011-10-17,0.486968471911962
2011-10-18,0.5098099373690697
2011-10-19,0.48558839677132815
2011-10-20,0.47941681273685144
2011-10-21,0.5044772445543342
2011-10-22,0.5044772445543342
2011-10-23,0.5044772445543342
2011-10-24,0.5589334618437747
2011-10-25,0.5315124984478006
2011-10-26,0.5429897812382227
2011-10-27,0.6065347516620474
2011-10-28,0.615266660719302
2011-10-29,0.615266660719302
2011-10-30,0.615266660719302
2011-10-31,0.5800774179450914
2011-11-01,0.5308261024923362
2011-11-02,0.5759509848830378
2011-11-03,0.6072542832157211
2011-11-04,0.6256949603747972
2011-11-05,0.6256949603747972
2011-11-06,0.6256949603747972
2011-11-07,0.6206977485688869
2011-11-08,0.6350668502345977
2011-11-09,0.5715403186433454
2011-11-10,0.5768009506902017
2011-11-11,0.6086234146136651
2011-11-12,0.6086234146136651
2011-11-13,0.6086234146136651
2011-11-14,0.5903960040862826
2011-11-15,0.6016587520617729
2011-11-16,0.5836061958316436
2011-11-17,0.5466197755214337
2011-11-18,0.5346400002159553
2011-11-19,0.5346400002159553
2011-11-20,0.5346400002159553
2011-11-21,0.5024201732678806
2011-11-22,0.5067701772649256
2011-11-23,0.4655624288568816
2011-11-24,0.4655624288568816
2011-11-25,0.45808998175893123
2011-11-26,0.45808998175893123
2011-11-27,0.45808998175893123
2011-11-28,0.5146962777814048
2011-11-29,0.5175621496401888
2011-11-30,0.5895319286193135
2011-12-01,0.5770158885089542
2011-12-02,0.5857020066353849
2011-12-03,0.5857020066353849
2011-12-04,0.5857020066353849
2011-12-05,0.6122334015543665
2011-12-06,0.612001419484447
2011-12-07,0.6133860264603292
2011-12-08,0.5654866973032664
2011-12-09,0.6058192600292067
2011-12-10,0.6058192600292067
2011-12-11,0.6058192600292067
2011-12-12,0.577781744890169
2011-12-13,0.5448840893341562
2011-12-14,0.5044162886712089
2011-12-15,0.5121822763521497
2011-12-16,0.5286693576510464
2011-12-17,0.5286693576510464
2011-12-18,0.5286693576510464
2011-12-19,0.5057883919367214
2011-12-20,0.5701746081867398
2011-12-21,0.5691850400302563
2011-12-22,0.5793481157711169
2011-12-23,0.5888870964986996
2011-12-24,0.5888870964986996
2011-12-25,0.5888870964986996
2011-12-26,0.5888870964986996
2011-12-27,0.5884183974455752
2011-12-28,0.5609978997783918
2011-12-29,0.5800162378210243
2011-12-30,0.5749962716991872
2011-12-31,0.5749962716991872
2012-01-01,0.5749962716991872
2012-01-02,0.5749962716991872
2012-01-03,0.6113966273809515
2012-01-04,0.6069915090231366
2012-01-05,0.597592330565412
2012-01-06,0.5880255374285028
2012-01-07,0.5880255374285028
2012-01-08,0.5880255374285028
2012-01-09,0.5810459890391275
2012-01-10,0.6037623873829974
2012-01-11,0.6017954359640514
2012-01-12,0.6077383199044539
2012-01-13,0.5946079306465331
2012-01-14,0.5946079306465331
2012-01-15,0.5946079306465331
2012-01-16,0.5946079306465331
2012-01-17,0.5952378407663983
2012-01-18,0.6097428442042325
2012-01-19,0.6140667892491007
2012-01-20,0.5996987219691705
2012-01-21,0.5996987219691705
2012-01-22,0.5996987219691705
2012-01-23,0.6095459946607105
2012-01-24,0.5991008267401059
2012-01-25,0.6193159172785134
2012-01-26,0.630064585271155
2012-01-27,0.6463619649331545
2012-01-28,0.6463619649331545
2012-01-29,0.6463619649331545
2012-01-30,0.6398347995524052
2012-01-31,0.6425371949073564
2012-02-01,0.6496857977354422
2012-02-02,0.6569661030199019
2012-02-03,0.6680617664722126
2012-02-04,0.6680617664722126
2012-02-05,0.6680617664722126
2012-02-06,0.6664523904168993
2012-02-07,0.6629215622594424
2012-02-08,0.6618099524518362
2012-02-09,0.662592073906437
2012-02-10,0.6399615887336687
2012-02-11,0.6399615887336687
2012-02-12,0.6399615887336687
2012-02-13,0.6506846035407459
2012-02-14,0.6467248528025211
2012-02-15,0.6413533063555799
2012-02-16,0.6590644853059933
2012-02-17,0.6533551820463082
2012-02-18,0.6533551820463082
2012-02-19,0.6533551820463082
2012-02-20,0.6533551820463082
2012-02-21,0.6585485714882744
2012-02-22,0.6772603629557161
2012-02-23,0.681295542955638
2012-02-24,0.6708244204850204
2012-02-25,0.6708244204850204
2012-02-26,0.6708244204850204
2012-02-27,0.6567067574817058
2012-02-28,0.6671265012539138
2012-02-29,0.6408665684259205
2012-03-01,0.6511756873026378
2012-03-02,0.633773967835954
2012-03-03,0.633773967835954
2012-03-04,0.633773967835954
2012-03-05,0.6196990417464312
2012-03-06,0.5892212216920147
2012-03-07,0.6014469281107457
2012-03-08,0.6208873090125409
2012-03-09,0.6240714242470873
2012-03-10,0.6240714242470873
2012-03-11,0.6240714242470873
2012-03-12,0.6190497823851082
2012-03-13,0.6264367166481046
2012-03-14,0.605423900648403
2012-03-15,0.6101467794521143
2012-03-16,0.6073096604990926
2012-03-17,0.6073096604990926
2012-03-18,0.6073096604990926
2012-03-19,0.6147232229997222
2012-03-20,0.6041201220940009
2012-03-21,0.6058948483480777
2012-03-22,0.5818249224672032
2012-03-23,0.5959323782759003
2012-03-24,0.5959323782759003
2012-03-25,0.5959323782759003
2012-03-26,0.6137622131350811
2012-03-27,0.5999744262700457
2012-03-28,0.583065979063712
2012-03-29,0.5889350231856536
2012-03-30,0.5955920309890663
2012-03-31,0.5955920309890663
2012-04-01,0.5955920309890663
2012-04-02,0.5988384357922927
2012-04-03,0.5982283508753594
2012-04-04,0.5686587048808001
2012-04-05,0.571730380879599
2012-04-06,0.571730380879599
2012-04-07,0.571730380879599
2012-04-08,0.571730380879599
2012-04-09,0.5690131431114742
2012-04-10,0.544139978042979
2012-04-11,0.5541597117546266
2012-04-12,0.5892442570668699
2012-04-13,0.5696446086368261
2012-04-14,0.5696446086368261
2012-04-15,0.5696446086368261
2012-04-16,0.5587434824372335
2012-04-17,0.576675835468891
2012-04-18,0.5718563353697066
2012-04-19,0.5627872520136199
2012-04-20,0.5718468029454633
2012-04-21,0.5718468029454633
2012-04-22,0.5718468029454633
2012-04-23,0.5480247056289431
2012-04-24,0.5629883841581191
2012-04-25,0.5787689481069513
2012-04-26,0.5973099688827472
2012-04-27,0.6023682735951963
2012-04-28,0.6023682735951963
2012-04-29,0.6023682735951963
2012-04-30,0.5980846963697779
2012-05-01,0.5927515945515323
2012-05-02,0.5902727008171875
2012-05-03,0.5677123180134549
2012-05-04,0.539937848368442
2012-05-05,0.539937848368442
2012-05-06,0.539937848368442
2012-05-07,0.5354705886984785
2012-05-08,0.5206897283027381
2012-05-09,0.5100153459060184
2012-05-10,0.5043943065622916
2012-05-11,0.4970521819246474
2012-05-12,0.4970521819246474
2012-05-13,0.4970521819246474
2012-05-14,0.46872318744430164
2012-05-15,0.4597377783629
2012-05-16,0.4553284623395
2012-05-17,0.43293471368479874
2012-05-18,0.4245811590361117
2012-05-19,0.4245811590361117
2012-05-20,0.4245811590361117
2012-05-21,0.4612307041164141
2012-05-22,0.4538369162967628
2012-05-23,0.46956647371311133
