date,ex_return
2009-12-31,0.0
2010-01-01,-0.003000000000000003
2010-01-02,-0.003000000000000003
2010-01-03,-0.003000000000000003
2010-01-04,-0.0004610397804221105
2010-01-05,-0.007565381055736342
2010-01-06,-0.006654502698135499
2010-01-07,-0.013426087006563003
2010-01-08,-0.017422000939975035
2010-01-09,-0.017422000939975035
2010-01-10,-0.017422000939975035
2010-01-11,-0.01663509555132614
2010-01-12,-0.022883249378235604
2010-01-13,-0.009718608036864751
2010-01-14,-0.013009463699542811
2010-01-15,-0.014577195595859571
2010-01-16,-0.014577195595859571
2010-01-17,-0.014577195595859571
2010-01-18,-0.014577195595859571
2010-01-19,-0.024799643144644223
2010-01-20,-0.02758997237148031
2010-01-21,-0.035102662383720507
2010-01-22,-0.030915541205311925
2010-01-23,-0.030915541205311925
2010-01-24,-0.030915541205311925
2010-01-25,-0.03139854695108968
2010-01-26,-0.032883319389391256
2010-01-27,-0.029237446202906803
2010-01-28,-0.01441913195440303
2010-01-29,-0.008200569500111499
2010-01-30,-0.008200569500111499
2010-01-31,-0.008200569500111499
2010-02-01,-0.007082957143205389
2010-02-02,-0.01580259784847615
2010-02-03,-0.013023286574967874
2010-02-04,-0.006872283961411152
2010-02-05,0.005145388606571537
2010-02-06,0.005145388606571537
2010-02-07,0.005145388606571537
2010-02-08,0.00149764497355509
2010-02-09,-0.005784489958746808
2010-02-10,0.0056727150254912775
2010-02-11,0.012578197507273844
2010-02-12,0.018076351320394424
2010-02-13,0.018076351320394424
2010-02-14,0.018076351320394424
2010-02-15,0.018076351320394424
2010-02-16,0.016689676823996247
2010-02-17,0.01534172094782249
2010-02-18,0.015829699776963357
2010-02-19,0.015079665588755951
2010-02-20,0.015079665588755951
2010-02-21,0.015079665588755951
2010-02-22,0.01760087429623658
2010-02-23,0.020430620590173865
2010-02-24,0.016597556232777144
2010-02-25,0.023826383038601517
2010-02-26,0.024517662358338632
2010-02-27,0.024517662358338632
2010-02-28,0.024517662358338632
2010-03-01,0.02791313591443689
2010-03-02,0.03811106358392969
2010-03-03,0.035608617035891355
2010-03-04,0.03898464042679062
2010-03-05,0.03462496903008816
2010-03-06,0.03462496903008816
2010-03-07,0.03462496903008816
2010-03-08,0.03775766220224219
2010-03-09,0.03733424989486677
2010-03-10,0.02954664560488829
2010-03-11,0.029650971088832856
2010-03-12,0.025194486551346033
2010-03-13,0.025194486551346033
2010-03-14,0.025194486551346033
2010-03-15,0.02651286449828571
2010-03-16,0.028157436952718884
2010-03-17,0.028295203163787308
2010-03-18,0.027292066936584147
2010-03-19,0.02810718351275221
2010-03-20,0.02810718351275221
2010-03-21,0.02810718351275221
2010-03-22,0.03392131560438029
2010-03-23,0.032214434343181386
2010-03-24,0.028336814120763387
2010-03-25,0.01805195699729878
2010-03-26,0.018562133348827933
2010-03-27,0.018562133348827933
2010-03-28,0.018562133348827933
2010-03-29,0.018131573168154613
2010-03-30,0.011699964361673532
2010-03-31,0.010451691129089495
2010-04-01,0.024839893394266843
2010-04-02,0.024839893394266843
2010-04-03,0.024839893394266843
2010-04-04,0.024839893394266843
2010-04-05,0.026918913275367995
2010-04-06,0.028887762426315966
2010-04-07,0.03906658360199833
2010-04-08,0.03372701581608384
2010-04-09,0.03689662227675593
2010-04-10,0.03689662227675593
2010-04-11,0.03689662227675593
2010-04-12,0.03257630341412354
2010-04-13,0.031796238585192205
2010-04-14,0.02933261272798114
2010-04-15,0.030817711796612857
2010-04-16,0.026459063017285192
2010-04-17,0.026459063017285192
2010-04-18,0.026459063017285192
2010-04-19,0.01124512824215862
2010-04-20,0.01383803051523902
2010-04-21,0.010005884547246824
2010-04-22,0.014316062118107764
2010-04-23,0.02547610868802308
2010-04-24,0.02547610868802308
2010-04-25,0.02547610868802308
2010-04-26,0.016993203341776328
2010-04-27,0.026909564416902843
2010-04-28,0.027462116427999797
2010-04-29,0.03925595374956936
2010-04-30,0.03962780699033397
2010-05-01,0.03962780699033397
2010-05-02,0.03962780699033397
2010-05-03,0.03194785474180706
2010-05-04,0.028288391728194417
2010-05-05,0.025626109209030856
2010-05-06,0.040819304702177206
2010-05-07,0.039818347878004645
2010-05-08,0.039818347878004645
2010-05-09,0.039818347878004645
2010-05-10,0.03496158470844679
2010-05-11,0.04933712022720016
2010-05-12,0.05985805881267159
2010-05-13,0.06343014949909187
2010-05-14,0.07675221257690444
2010-05-15,0.07675221257690444
2010-05-16,0.07675221257690444
2010-05-17,0.06757323410648008
2010-05-18,0.06773946038216505
2010-05-19,0.06288096007436994
2010-05-20,0.06472646540840243
2010-05-21,0.06931462240524089
2010-05-22,0.06931462240524089
2010-05-23,0.06931462240524089
2010-05-24,0.08145342108414311
2010-05-25,0.08664568696959796
2010-05-26,0.09443588924971502
2010-05-27,0.10284581344633537
2010-05-28,0.10813169965155311
2010-05-29,0.10813169965155311
2010-05-30,0.10813169965155311
2010-05-31,0.10813169965155311
2010-06-01,0.10996994833968377
2010-06-02,0.11053449201209098
2010-06-03,0.10817726459753663
2010-06-04,0.11455721382112916
2010-06-05,0.11455721382112916
2010-06-06,0.11455721382112916
2010-06-07,0.11158789461243945
2010-06-08,0.10997523056708147
2010-06-09,0.11488047496906084
2010-06-10,0.11816670748037572
2010-06-11,0.11801346650830281
2010-06-12,0.11801346650830281
2010-06-13,0.11801346650830281
2010-06-14,0.1176146013661299
2010-06-15,0.11274530441092365
2010-06-16,0.11456294671416502
2010-06-17,0.11759074101850263
2010-06-18,0.12300458016487692
2010-06-19,0.12300458016487692
2010-06-20,0.12300458016487692
2010-06-21,0.12238709724983632
2010-06-22,0.12933500241249696
2010-06-23,0.1240511050042522
2010-06-24,0.12265598882709683
2010-06-25,0.1385942026446979
2010-06-26,0.1385942026446979
2010-06-27,0.1385942026446979
2010-06-28,0.1338697462531815
2010-06-29,0.13034302452063773
2010-06-30,0.128710371655827
2010-07-01,0.1446784688280992
2010-07-02,0.14460784051253017
2010-07-03,0.14460784051253017
2010-07-04,0.14460784051253017
2010-07-05,0.14460784051253017
2010-07-06,0.13586648015841718
2010-07-07,0.13819998158546032
2010-07-08,0.1414891168434319
2010-07-09,0.14301551603768958
2010-07-10,0.14301551603768958
2010-07-11,0.14301551603768958
2010-07-12,0.13418721474320539
2010-07-13,0.1421769323100264
2010-07-14,0.1364457020435078
2010-07-15,0.13386454873857334
2010-07-16,0.1292877660054227
2010-07-17,0.1292877660054227
2010-07-18,0.1292877660054227
2010-07-19,0.1263041721429662
2010-07-20,0.13312787817963656
2010-07-21,0.12407938877932756
2010-07-22,0.12497627328520144
2010-07-23,0.1372505264276931
2010-07-24,0.1372505264276931
2010-07-25,0.1372505264276931
2010-07-26,0.1409580421178419
2010-07-27,0.13873007595738385
2010-07-28,0.13489115097093982
2010-07-29,0.13353937667519944
2010-07-30,0.1388364066014235
2010-07-31,0.1388364066014235
2010-08-01,0.1388364066014235
2010-08-02,0.12844482089020826
2010-08-03,0.12906624442003944
2010-08-04,0.13815308437935325
2010-08-05,0.1317897886093764
2010-08-06,0.13253589955321843
2010-08-07,0.13253589955321843
2010-08-08,0.13253589955321843
2010-08-09,0.1305257925891075
2010-08-10,0.1280043253224443
2010-08-11,0.121272238487404
2010-08-12,0.12634511220132938
2010-08-13,0.12283142720624195
2010-08-14,0.12283142720624195
2010-08-15,0.12283142720624195
2010-08-16,0.12890891436818885
2010-08-17,0.12948247615215436
2010-08-18,0.11850779487917361
2010-08-19,0.1154691125352677
2010-08-20,0.11481279166112612
2010-08-21,0.11481279166112612
2010-08-22,0.11481279166112612
2010-08-23,0.11067626903489813
2010-08-24,0.10913550432421448
2010-08-25,0.11703356770856664
2010-08-26,0.118437526610085
2010-08-27,0.13017791835481818
2010-08-28,0.13017791835481818
2010-08-29,0.13017791835481818
2010-08-30,0.13230444282370635
2010-08-31,0.1337160530337883
2010-09-01,0.13030407851905024
2010-09-02,0.12957973346409735
2010-09-03,0.12624496728406753
2010-09-04,0.12624496728406753
2010-09-05,0.12624496728406753
2010-09-06,0.12624496728406753
2010-09-07,0.12417406430434362
2010-09-08,0.12404476488069582
2010-09-09,0.12289782010988881
2010-09-10,0.12485916380741635
2010-09-11,0.12485916380741635
2010-09-12,0.12485916380741635
2010-09-13,0.12618166070475145
2010-09-14,0.13707675628660398
2010-09-15,0.13405492556886767
2010-09-16,0.1286834747764205
2010-09-17,0.12957218425541872
2010-09-18,0.12957218425541872
2010-09-19,0.12957218425541872
2010-09-20,0.1404894349869337
2010-09-21,0.14161162883170952
2010-09-22,0.15051779125693443
2010-09-23,0.1553270141022709
2010-09-24,0.15578962570984897
2010-09-25,0.15578962570984897
2010-09-26,0.15578962570984897
2010-09-27,0.17437175790877157
2010-09-28,0.17693445841662148
2010-09-29,0.18144071393693606
2010-09-30,0.18043856256126303
2010-10-01,0.18286983073176066
2010-10-02,0.18286983073176066
2010-10-03,0.18286983073176066
2010-10-04,0.17563208072476577
2010-10-05,0.1932444872421237
2010-10-06,0.1913899639988277
2010-10-07,0.1868409159119064
2010-10-08,0.1946045368075271
2010-10-09,0.1946045368075271
2010-10-10,0.1946045368075271
2010-10-11,0.2052849916730906
2010-10-12,0.2045669267399426
2010-10-13,0.21710502792587305
2010-10-14,0.22257143036520866
2010-10-15,0.23347085809135804
2010-10-16,0.23347085809135804
2010-10-17,0.23347085809135804
2010-10-18,0.2380126365145323
2010-10-19,0.2280704919959085
2010-10-20,0.21856755172036874
2010-10-21,0.21211729486675207
2010-10-22,0.21894973900610987
2010-10-23,0.21894973900610987
2010-10-24,0.21894973900610987
2010-10-25,0.22955690797690353
2010-10-26,0.23209497308654803
2010-10-27,0.22639762015889042
2010-10-28,0.22503384117766984
2010-10-29,0.22999469649115056
2010-10-30,0.22999469649115056
2010-10-31,0.22999469649115056
2010-11-01,0.2276987351059705
2010-11-02,0.23488215763472842
2010-11-03,0.2284663396356159
2010-11-04,0.23073927207784561
2010-11-05,0.23246778520074307
2010-11-06,0.23246778520074307
2010-11-07,0.23246778520074307
2010-11-08,0.23911785176058498
2010-11-09,0.23186242468082924
2010-11-10,0.24844254736123417
2010-11-11,0.2528927450763796
2010-11-12,0.23656420857749527
2010-11-13,0.23656420857749527
2010-11-14,0.23656420857749527
2010-11-15,0.22867294480886935
2010-11-16,0.21720850981594064
2010-11-17,0.22384631812537759
2010-11-18,0.23274193421937706
2010-11-19,0.22934107722510277
2010-11-20,0.22934107722510277
2010-11-21,0.22934107722510277
2010-11-22,0.24448629345590783
2010-11-23,0.24158100135332905
2010-11-24,0.24715972293790145
2010-11-25,0.24715972293790145
2010-11-26,0.24780039235457307
2010-11-27,0.24780039235457307
2010-11-28,0.24780039235457307
2010-11-29,0.24917765728676233
