datetime,US_Trading_factortest,US_Trading_factortest,US_Trading_factortest,US_Trading_factortest
2009-12-31,0.0,0.0,0.0,0.0
2010-01-01,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027
2010-01-02,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027
2010-01-03,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027
2010-01-04,0.009471793554888475,0.005161663666499727,0.0024249102129549893,0.015582364398575299
2010-01-05,0.009340381390389174,0.0077331469270331965,-0.0005089015917448814,0.011643658492286324
2010-01-06,0.007293398679669716,0.0005710754005692209,-0.004495800510943115,0.013110540795721715
2010-01-07,0.008682750393012695,0.0026640808705435948,-0.008113553009495456,0.0104193080252728
2010-01-08,0.013364298266957952,0.007211555086790833,-0.00861543479128235,0.009373802127014663
2010-01-09,0.013364298266957952,0.007211555086790833,-0.00861543479128235,0.009373802127014663
2010-01-10,0.013364298266957952,0.007211555086790833,-0.00861543479128235,0.009373802127014663
2010-01-11,0.018803478020051223,0.004940259062289343,-0.007098509760750549,0.011954268631258591
2010-01-12,0.009156386366439229,-0.008658868241454232,-0.012376314347807282,-0.003943243997552193
2010-01-13,0.020407135169994373,0.009805865748783171,-0.010994836073149106,0.01770494142058321
2010-01-14,0.02803223397166854,0.005421584524872625,-0.012701623092181924,0.016907135708582155
2010-01-15,0.018877332742469166,-0.006682414196746644,-0.020437516490809715,0.004192421478842245
2010-01-16,0.018877332742469166,-0.006682414196746644,-0.020437516490809715,0.004192421478842245
2010-01-17,0.018877332742469166,-0.006682414196746644,-0.020437516490809715,0.004192421478842245
2010-01-18,0.018877332742469166,-0.006682414196746644,-0.020437516490809715,0.004192421478842245
2010-01-19,0.029384839121128215,0.004905193457946266,-0.0037785152882504613,0.006704257850782325
2010-01-20,0.011021706935705256,-0.014873981264181713,-0.012160850541255597,-0.0070178263756055514
2010-01-21,8.420176103940413e-05,-0.02903286227013524,-0.015289646631462706,-0.0338651052139598
2010-01-22,-0.017719387802968778,-0.03680635871429272,-0.03315354020046524,-0.05184639942430569
2010-01-23,-0.017719387802968778,-0.03680635871429272,-0.03315354020046524,-0.05184639942430569
2010-01-24,-0.017719387802968778,-0.03680635871429272,-0.03315354020046524,-0.05184639942430569
2010-01-25,-0.013864109705584049,-0.040087001150340584,-0.02416182093952779,-0.04782756676993993
2010-01-26,-0.008253488722431257,-0.04506163034985422,-0.03174556014337271,-0.053446497579688
2010-01-27,-0.018405733590734052,-0.0416204859582755,-0.03288499146963497,-0.04502078402014287
2010-01-28,-0.027529881079359386,-0.044930527442925805,-0.042181020177748496,-0.04183371360627275
2010-01-29,-0.03917084045134467,-0.0589174479786676,-0.04605162233260052,-0.045174831898102674
2010-01-30,-0.03917084045134467,-0.0589174479786676,-0.04605162233260052,-0.045174831898102674
2010-01-31,-0.03917084045134467,-0.0589174479786676,-0.04605162233260052,-0.045174831898102674
2010-02-01,-0.028989152670842677,-0.04788425030657095,-0.0364258558546533,-0.03031854139573864
2010-02-02,-0.01795472234561879,-0.038435448732901056,-0.032632214829751094,-0.026366672819330805
2010-02-03,-0.026159627058244372,-0.04711475595877801,-0.0420066949741964,-0.02900391611491937
2010-02-04,-0.04913007085901078,-0.07487588698392478,-0.0636696635397821,-0.053495905161303536
2010-02-05,-0.05058592176584753,-0.0660551694947813,-0.0660273555280646,-0.03871614847530436
2010-02-06,-0.05058592176584753,-0.0660551694947813,-0.0660273555280646,-0.03871614847530436
2010-02-07,-0.05058592176584753,-0.0660551694947813,-0.0660273555280646,-0.03871614847530436
2010-02-08,-0.053017784542776614,-0.0811783637344975,-0.06851397201291198,-0.05083846837950734
2010-02-09,-0.04090760353425338,-0.07019294129472275,-0.05297213044698035,-0.04576296722535955
2010-02-10,-0.03890206963201004,-0.06845391410071566,-0.04823966013845604,-0.03644906777425749
2010-02-11,-0.032447043863020775,-0.06475088957203168,-0.02912666071842629,-0.020270874324848753
2010-02-12,-0.030664330950264218,-0.06308115258652525,-0.024073152315099433,-0.01742719096280876
2010-02-13,-0.030664330950264218,-0.06308115258652525,-0.024073152315099433,-0.01742719096280876
2010-02-14,-0.030664330950264218,-0.06308115258652525,-0.024073152315099433,-0.01742719096280876
2010-02-15,-0.030664330950264218,-0.06308115258652525,-0.024073152315099433,-0.01742719096280876
2010-02-16,-0.018282437368651316,-0.05095413518460734,-0.004469854633002646,-0.0014521938602473083
2010-02-17,-0.015341190192243448,-0.050748226441768796,0.0013893565089937443,0.0013609120517594775
2010-02-18,-0.014699358454039801,-0.04309821776133538,0.008963619615554919,0.008341582119354207
2010-02-19,-0.008562100176945031,-0.037815556496548774,0.011281334814689625,0.009761756881016881
2010-02-20,-0.008562100176945031,-0.037815556496548774,0.011281334814689625,0.009761756881016881
2010-02-21,-0.008562100176945031,-0.037815556496548774,0.011281334814689625,0.009761756881016881
2010-02-22,-0.010473262000165406,-0.036761164187580464,0.013305614805571908,0.011242700141452344
2010-02-23,-0.01926951660034426,-0.04690945366153576,-0.0005767510258994912,0.0020466191553250024
2010-02-24,-0.019608734051090648,-0.038468569400859964,0.005558976107837843,0.007755299932893811
2010-02-25,-0.01575814732853431,-0.040195210871986076,0.005220847184636002,0.012921531455784008
2010-02-26,-0.014851937722131336,-0.03991151895486167,0.0030227586915028137,0.015002820640107162
2010-02-27,-0.014851937722131336,-0.03991151895486167,0.0030227586915028137,0.015002820640107162
2010-02-28,-0.014851937722131336,-0.03991151895486167,0.0030227586915028137,0.015002820640107162
2010-03-01,-0.004075521941785842,-0.021608612876180433,0.01366955094254485,0.028460172054693533
2010-03-02,0.0025005651750971136,-0.009427387366030548,0.014869652193828742,0.040989729174459644
2010-03-03,-0.0034677718864210005,-0.012524108159086556,0.014628542613590367,0.038917737294164256
2010-03-04,-0.0008983914099329748,-0.009933697687562248,0.011718603850665588,0.04604230341665705
2010-03-05,0.004507029833613396,0.007343609801130135,0.01773528952202641,0.055788990194109545
2010-03-06,0.004507029833613396,0.007343609801130135,0.01773528952202641,0.055788990194109545
2010-03-07,0.004507029833613396,0.007343609801130135,0.01773528952202641,0.055788990194109545
