,SmartGlobal Max-Growth,Benchmark-Growth
2019/2/19,1.223270349,1.171944956
2019/2/20,1.225818432,1.175329146
2019/2/21,1.221880829,1.172645344
2019/2/22,1.229257618,1.177188256
2019/2/25,1.235821438,1.17931881
2019/2/26,1.234773976,1.179755374
2019/2/27,1.233073871,1.178490736
2019/2/28,1.229973238,1.175329977
2019/3/1,1.235449486,1.177929193
2019/3/4,1.234217681,1.176972957
2019/3/5,1.235882751,1.176232958
2019/3/6,1.232099827,1.174010415
2019/3/7,1.223578691,1.168603267
2019/3/8,1.219139439,1.164429127
2019/3/11,1.232392726,1.172710338
2019/3/12,1.235442545,1.177432821
2019/3/13,1.239094978,1.181151534
2019/3/14,1.23673415,1.18066346
2019/3/15,1.243669906,1.186196436
2019/3/18,1.249487098,1.190302784
2019/3/19,1.249175014,1.191082653
2019/3/20,1.250643338,1.189672097
2019/3/21,1.255720185,1.195147964
2019/3/22,1.238796454,1.185557359
2019/3/25,1.239107474,1.183027992
2019/3/26,1.243638399,1.1884665
2019/3/27,1.240415422,1.186044266
2019/3/28,1.243089323,1.186233039
2019/3/29,1.249586975,1.190971147
