,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown
SmartGlobal Max-Growth,0.09670351099999985,0.46649034651523036,0.08096391552244106,5.468288479606896,-0.013547653439281548
Benchmark-Growth,0.083543272,0.39486694372458575,0.06294580179483872,5.8957171589323565,-0.012991037894495516
