,SmartGlobal Max-Growth,Benchmark-Growth
2016/9/15,1.030873799,1.048423469
2016/9/16,1.027812413,1.044470849
2016/9/19,1.03108719,1.046867765
2016/9/20,1.031440547,1.047266808
2016/9/21,1.038440736,1.058682179
2016/9/22,1.046704342,1.064012623
2016/9/23,1.043269707,1.05802981
2016/9/26,1.037966338,1.051670424
2016/9/27,1.040657405,1.055687108
2016/9/28,1.042474779,1.061795911
2016/9/29,1.040922042,1.054164234
2016/9/30,1.041116251,1.05918193
2016/10/3,1.040619353,1.058913272
2016/10/4,1.038157308,1.054183717
2016/10/5,1.038706854,1.058074003
2016/10/6,1.037612812,1.057050831
2016/10/7,1.035569226,1.055071261
2016/10/10,1.038115301,1.055071261
2016/10/11,1.030567047,1.049421557
2016/10/12,1.028563481,1.049330001
2016/10/13,1.026593213,1.046889749
2016/10/14,1.027478534,1.047026304
2016/10/17,1.02602966,1.045139627
2016/10/18,1.031823427,1.052289157
2016/10/19,1.034111715,1.054620653
2016/10/20,1.03335083,1.053931949
2016/10/21,1.032317586,1.053516624
2016/10/24,1.034146144,1.055801042
2016/10/25,1.032555475,1.054140291
2016/10/26,1.030883652,1.050537376
2016/10/27,1.02775123,1.047199128
2016/10/28,1.026362005,1.045487324
2016/10/31,1.02679613,1.046347926
2016/11/1,1.024574346,1.043413602
2016/11/2,1.020190962,1.038324001
2016/11/3,1.017661053,1.037648779
2016/11/4,1.015532594,1.034563685
2016/11/7,1.024395119,1.047159509
2016/11/8,1.026357286,1.048548739
2016/11/9,1.022200232,1.046598404
2016/11/10,1.022519226,1.039980007
2016/11/11,1.019084284,1.039964387
2016/11/14,1.014450358,1.034210918
2016/11/15,1.017806168,1.041390446
2016/11/16,1.017600048,1.038088912
2016/11/17,1.019381007,1.039976552
2016/11/18,1.014736855,1.03627462
2016/11/21,1.019177992,1.042424256
2016/11/22,1.021094475,1.046247819
2016/11/23,1.019062524,1.043105528
2016/11/25,1.022447436,1.046315588
2016/11/28,1.021624243,1.045384936
2016/11/29,1.02261161,1.047293439
2016/11/30,1.020801759,1.046316353
2016/12/1,1.017812,1.043201657
2016/12/2,1.018671163,1.043824376
2016/12/5,1.021821268,1.047627396
2016/12/6,1.025442588,1.050546269
2016/12/7,1.033984831,1.059248454
2016/12/8,1.035382344,1.060205379
2016/12/9,1.036170344,1.061242753
2016/12/12,1.035804853,1.057206731
2016/12/13,1.040746692,1.062120258
2016/12/14,1.036168436,1.050791664
2016/12/15,1.030827465,1.051197366
2016/12/16,1.0303338,1.050387675
2016/12/19,1.032523106,1.05117133
2016/12/20,1.033041076,1.052554456
2016/12/21,1.033244428,1.052444952
2016/12/22,1.031809055,1.050241448
2016/12/23,1.032400493,1.051043506
2016/12/27,1.032712415,1.052909696
2016/12/28,1.031172354,1.049889468
2016/12/29,1.033319618,1.053090183
2016/12/30,1.034032423,1.0518436
2017/1/3,1.036586107,1.05797225
2017/1/4,1.041991552,1.064923611
2017/1/5,1.047468612,1.068730587
2017/1/6,1.046537432,1.066710694
2017/1/9,1.04519185,1.06537367
2017/1/10,1.046579667,1.066384306
2017/1/11,1.046455188,1.06947455
2017/1/12,1.049100294,1.069579799
2017/1/13,1.050139052,1.07085892
2017/1/17,1.049529021,1.070589637
2017/1/18,1.049295761,1.068760761
2017/1/19,1.044568216,1.066282686
2017/1/20,1.04675816,1.069203652
2017/1/23,1.048521448,1.071160187
2017/1/24,1.050573051,1.074681212
2017/1/25,1.054756315,1.079958214
2017/1/26,1.054929915,1.078269684
2017/1/27,1.055372185,1.077904084
2017/1/30,1.051462146,1.073693322
2017/1/31,1.051823761,1.075470063
2017/2/1,1.051928341,1.076403654
2017/2/2,1.052888352,1.077690826
2017/2/3,1.056139955,1.081565469
2017/2/6,1.055746476,1.079927139
2017/2/7,1.055661832,1.078173267
2017/2/8,1.058349059,1.081002445
2017/2/9,1.059281021,1.083957522
2017/2/10,1.061746935,1.087255957
2017/2/13,1.064639325,1.089604494
2017/2/14,1.063947713,1.090333298
2017/2/15,1.067013239,1.092696622
2017/2/16,1.06941894,1.093185273
2017/2/17,1.069425982,1.092500047
2017/2/21,1.072020107,1.097524219
2017/2/22,1.072456972,1.097431705
2017/2/23,1.074256548,1.09797981
2017/2/24,1.073640661,1.096293151
2017/2/27,1.07267684,1.096042064
2017/2/28,1.071637053,1.093299341
2017/3/1,1.075281449,1.101045133
2017/3/2,1.072149792,1.093708394
2017/3/3,1.071917267,1.096297826
2017/3/6,1.071210595,1.094645481
2017/3/7,1.069214065,1.092483096
2017/3/8,1.066183069,1.087466443
2017/3/9,1.064461138,1.086094149
2017/3/10,1.068296156,1.090220919
2017/3/13,1.070064831,1.093207818
2017/3/14,1.06807485,1.089501772
2017/3/15,1.074120217,1.101697224
2017/3/16,1.078649045,1.102690031
2017/3/17,1.078948038,1.102147506
2017/3/20,1.079334307,1.103065971
2017/3/21,1.075660568,1.096339714
2017/3/22,1.074776806,1.098103018
2017/3/23,1.075225269,1.098752452
2017/3/24,1.076008261,1.100095171
2017/3/27,1.076068566,1.100593347
2017/3/28,1.08005073,1.103373437
2017/3/29,1.080105329,1.105359864
2017/3/30,1.080401499,1.104352293
2017/3/31,1.078008974,1.103286009
2017/4/3,1.07806019,1.103640177
2017/4/4,1.07838855,1.103903468
2017/4/5,1.077324717,1.101839686
2017/4/6,1.077360976,1.103354083
2017/4/7,1.076234708,1.102630369
2017/4/10,1.076709998,1.102558331
2017/4/11,1.078227025,1.104790251
2017/4/12,1.076967683,1.10326531
2017/4/13,1.075390606,1.099268807
2017/4/17,1.079302469,1.103502656
2017/4/18,1.077509111,1.101199744
2017/4/19,1.075960743,1.098845038
2017/4/20,1.079279909,1.104584372
2017/4/21,1.078235025,1.103534204
2017/4/24,1.087941828,1.111437264
2017/4/25,1.091038965,1.114815108
2017/4/26,1.091550664,1.114517091
2017/4/27,1.091314184,1.114627493
2017/4/28,1.090601427,1.113475812
2017/5/1,1.09122683,1.114959198
2017/5/2,1.093829978,1.116232213
2017/5/3,1.092533884,1.113475967
2017/5/4,1.092306601,1.112285278
2017/5/5,1.095694065,1.116528228
2017/5/8,1.09606838,1.113636762
2017/5/9,1.094690374,1.113537933
2017/5/10,1.095852437,1.116073019
2017/5/11,1.094930207,1.115002909
2017/5/12,1.097142379,1.116878378
2017/5/15,1.100610648,1.120979435
2017/5/16,1.102769131,1.122726094
2017/5/17,1.096863954,1.113423195
2017/5/18,1.094230524,1.112946563
2017/5/19,1.099132301,1.119243728
2017/5/22,1.103029176,1.121475331
2017/5/23,1.103004594,1.121415974
2017/5/24,1.103832784,1.123538318
2017/5/25,1.107095197,1.126233148
2017/5/26,1.106573116,1.1264455
2017/5/30,1.106197435,1.125656322
2017/5/31,1.106703199,1.125873079
2017/6/1,1.110274375,1.131603208
2017/6/2,1.115864002,1.135195677
2017/6/5,1.114558928,1.133160554
2017/6/6,1.113311233,1.133405295
2017/6/7,1.113075126,1.133130858
2017/6/8,1.112087608,1.134703767
2017/6/9,1.111455463,1.133287489
2017/6/12,1.109134342,1.132176484
2017/6/13,1.112592872,1.13675373
2017/6/14,1.11501524,1.134826977
2017/6/15,1.109172852,1.130236448
2017/6/16,1.111511777,1.131762175
2017/6/19,1.116153328,1.135880915
2017/6/20,1.112129049,1.130182212
2017/6/21,1.111118593,1.129871689
2017/6/22,1.111876131,1.131003106
2017/6/23,1.113454895,1.134033133
2017/6/26,1.115165558,1.136191741
2017/6/27,1.110681993,1.131615929
2017/6/28,1.114675461,1.137428529
2017/6/29,1.110123762,1.131450836
2017/6/30,1.108252397,1.132888205
2017/7/3,1.109076011,1.133037754
2017/7/5,1.10900704,1.133263089
2017/7/6,1.104399568,1.127039853
2017/7/7,1.10505385,1.129855176
2017/7/10,1.107472672,1.131395376
2017/7/11,1.107896259,1.133272518
2017/7/12,1.115317031,1.140047684
2017/7/13,1.117123523,1.141571921
2017/7/14,1.121695194,1.146479435
2017/7/17,1.122617695,1.14507984
2017/7/18,1.124016286,1.146106765
2017/7/19,1.127501637,1.151792774
2017/7/20,1.129131303,1.152722725
2017/7/21,1.128470213,1.151402821
2017/7/24,1.127094681,1.151886291
2017/7/25,1.127242585,1.152445999
2017/7/26,1.128693602,1.154643485
2017/7/27,1.129284426,1.152373943
2017/7/28,1.128336405,1.152849351
2017/7/31,1.128823486,1.153753031
2017/8/1,1.133018332,1.156842986
2017/8/2,1.132924399,1.155926872
2017/8/3,1.132638768,1.154122878
2017/8/4,1.131747765,1.154509013
2017/8/7,1.133914084,1.155862344
2017/8/8,1.131989572,1.153748181
2017/8/9,1.130389435,1.151766043
2017/8/10,1.122665878,1.140845506
2017/8/11,1.121089173,1.141212085
2017/8/14,1.126508769,1.147800012
2017/8/15,1.124527112,1.146272814
2017/8/16,1.12754247,1.149737795
2017/8/17,1.122551674,1.140976782
2017/8/18,1.120330991,1.141935028
2017/8/21,1.121559557,1.142898386
2017/8/22,1.125895307,1.148039271
2017/8/23,1.126005985,1.148371773
2017/8/24,1.125337582,1.147684717
2017/8/25,1.127620242,1.15212681
2017/8/28,1.128407647,1.153823185
2017/8/29,1.128011037,1.152907623
2017/8/30,1.129235986,1.155008353
2017/8/31,1.133743705,1.160367877
2017/9/1,1.135244432,1.162863201
2017/9/5,1.132947333,1.159708126
2017/9/6,1.133468571,1.162183294
2017/9/7,1.136749518,1.164660639
2017/9/8,1.136684766,1.163061595
2017/9/11,1.14178444,1.168122771
2017/9/12,1.143373772,1.170247029
2017/9/13,1.142332992,1.168722309
2017/9/14,1.141422517,1.169159099
2017/9/15,1.142989333,1.170906468
2017/9/18,1.144355728,1.171778018
2017/9/19,1.145841053,1.172139853
2017/9/20,1.146299862,1.171920985
2017/9/21,1.143340246,1.170451108
2017/9/22,1.144602025,1.170878507
2017/9/25,1.142650019,1.167610421
2017/9/26,1.140020207,1.167348623
2017/9/27,1.13991603,1.168225932
2017/9/28,1.141166662,1.169623506
2017/9/29,1.14453826,1.172801639
2017/10/2,1.145949322,1.174794263
2017/10/3,1.148886951,1.178629932
2017/10/4,1.149661228,1.179304466
2017/10/5,1.151022639,1.181438793
2017/10/6,1.149952451,1.180093709
2017/10/9,1.149455288,1.180093709
2017/10/10,1.153776515,1.183235188
2017/10/11,1.155141544,1.185002102
2017/10/12,1.155596062,1.185043703
2017/10/13,1.158247945,1.188089372
2017/10/16,1.158799393,1.187413789
2017/10/17,1.157698393,1.186359627
2017/10/18,1.157949289,1.187304083
2017/10/19,1.158443791,1.185877521
2017/10/20,1.158351411,1.187442855
2017/10/23,1.156659509,1.184616114
2017/10/24,1.156337041,1.186160889
2017/10/25,1.153108256,1.183088931
2017/10/26,1.153167832,1.183041228
2017/10/27,1.156869355,1.189425981
2017/10/30,1.15856458,1.188131903
2017/10/31,1.159450022,1.190430322
2017/11/1,1.161623377,1.191835092
2017/11/2,1.162732335,1.192673717
2017/11/3,1.16345784,1.192573051
2017/11/6,1.164801682,1.19610025
2017/11/7,1.165238203,1.193588323
2017/11/8,1.166097354,1.19436986
2017/11/9,1.162881696,1.191317696
2017/11/10,1.160320049,1.190510328
2017/11/13,1.158491299,1.189808333
2017/11/14,1.157251362,1.187306628
2017/11/15,1.153965066,1.183748815
2017/11/16,1.159457401,1.191589504
2017/11/17,1.159635792,1.19162953
2017/11/20,1.160208433,1.192859402
2017/11/21,1.165419399,1.199728375
2017/11/22,1.1677632,1.201130857
2017/11/24,1.170343247,1.20148159
2017/11/27,1.168579478,1.197898161
2017/11/28,1.172139585,1.203314911
2017/11/29,1.17088427,1.199798294
2017/11/30,1.172209537,1.20145145
2017/12/1,1.170413133,1.199705132
2017/12/4,1.17084307,1.198885124
2017/12/5,1.168984002,1.197449178
2017/12/6,1.166441887,1.194781864
2017/12/7,1.167264208,1.196336243
2017/12/8,1.171251476,1.200890606
2017/12/11,1.174424026,1.203900412
2017/12/12,1.174365094,1.202358835
2017/12/13,1.176439925,1.205661436
2017/12/14,1.174664058,1.202312808
2017/12/15,1.176958774,1.205322644
2017/12/18,1.183215455,1.21070689
2017/12/19,1.179391271,1.208574549
2017/12/20,1.178390053,1.20897608
2017/12/21,1.180743172,1.212459462
2017/12/22,1.180803091,1.213779788
2017/12/26,1.181067313,1.214521213
2017/12/27,1.184025913,1.214258596
2017/12/28,1.185684108,1.216541097
2017/12/29,1.185529577,1.216426972
2018/1/2,1.189961384,1.223445435
2018/1/3,1.194031859,1.228856607
2018/1/4,1.200060469,1.232915684
2018/1/5,1.204790397,1.237310964
2018/1/8,1.205722558,1.238130164
2018/1/9,1.205584295,1.237690702
2018/1/10,1.205175624,1.236368272
2018/1/11,1.20875628,1.242836762
2018/1/12,1.213905268,1.248645913
2018/1/16,1.215916899,1.246077944
2018/1/17,1.219293818,1.252215062
2018/1/18,1.217953436,1.250453881
2018/1/19,1.221210288,1.254817237
2018/1/22,1.225632856,1.260870816
2018/1/23,1.230457867,1.264415023
2018/1/24,1.231098413,1.265324002
2018/1/25,1.233158215,1.263938345
2018/1/26,1.237795197,1.271426163
2018/1/29,1.232105481,1.262727759
2018/1/30,1.223366134,1.254037486
2018/1/31,1.223924702,1.255963098
2018/2/1,1.222128737,1.25355776
2018/2/2,1.205782391,1.236138675
2018/2/5,1.183302187,1.210084607
2018/2/6,1.179369932,1.221893589
2018/2/7,1.178411281,1.211032524
2018/2/8,1.158918567,1.186917249
2018/2/9,1.159366006,1.191966753
2018/2/12,1.167846187,1.203149908
2018/2/13,1.170311115,1.204860453
2018/2/14,1.178515769,1.21607829
2018/2/15,1.188716816,1.225597736
2018/2/16,1.191194263,1.226287336
2018/2/20,1.186672394,1.218969317
2018/2/21,1.184313298,1.215199422
2018/2/22,1.183637901,1.217109381
2018/2/23,1.193466077,1.228250834
2018/2/26,1.200226663,1.236597236
2018/2/27,1.19238999,1.223000488
2018/2/28,1.184519738,1.214820892
2018/3/1,1.176320253,1.207551488
2018/3/2,1.174292978,1.21242483
2018/3/5,1.178821119,1.217817815
2018/3/6,1.184074808,1.221891846
2018/3/7,1.182889765,1.221064689
2018/3/8,1.186798323,1.223490517
2018/3/9,1.19506557,1.234195496
2018/3/12,1.19836485,1.234560917
2018/3/13,1.195696427,1.228698476
2018/3/14,1.192659623,1.228036868
2018/3/15,1.191873398,1.226573063
2018/3/16,1.191490404,1.226225741
2018/3/19,1.183190703,1.217771037
2018/3/20,1.183036959,1.219815177
2018/3/21,1.181942231,1.221291075
2018/3/22,1.170526637,1.203811926
2018/3/23,1.156792918,1.191091071
2018/3/26,1.168011186,1.209346697
2018/3/27,1.165005507,1.199153884
2018/3/28,1.160904449,1.196999644
2018/3/29,1.168067928,1.20901793
2018/4/2,1.15956275,1.194537281
2018/4/3,1.161971592,1.202521172
2018/4/4,1.164844962,1.207518936
2018/4/5,1.171360002,1.211860314
2018/4/6,1.163147697,1.199666428
2018/4/9,1.165955936,1.203185826
2018/4/10,1.176101355,1.215447956
2018/4/11,1.17394398,1.214091332
2018/4/12,1.175895264,1.217149835
2018/4/13,1.174783611,1.214610647
2018/4/16,1.177882585,1.217796272
2018/4/17,1.183746581,1.222711665
2018/4/18,1.185913688,1.224764512
2018/4/19,1.182921611,1.22057993
2018/4/20,1.175607706,1.213385419
2018/4/23,1.173608552,1.212173919
2018/4/24,1.167889505,1.207172712
2018/4/25,1.164395131,1.206006479
2018/4/26,1.1705235,1.211838477
2018/4/27,1.173479547,1.212866174
2018/4/30,1.171446236,1.208970988
2018/5/1,1.169477171,1.208336621
2018/5/2,1.166488832,1.204566695
2018/5/3,1.164035473,1.204609727
2018/5/4,1.169821933,1.210601879
2018/5/7,1.172545942,1.213013415
2018/5/8,1.171782998,1.213639286
2018/5/9,1.176032159,1.218342625
2018/5/10,1.182214855,1.226701365
2018/5/11,1.185804335,1.226959914
2018/5/14,1.18725576,1.227948683
2018/5/15,1.178649102,1.220007604
2018/5/16,1.179750938,1.224216872
2018/5/17,1.17938514,1.22217906
2018/5/18,1.178224378,1.220246657
2018/5/21,1.181430712,1.225607763
2018/5/22,1.18127009,1.22388151
2018/5/23,1.179929077,1.222902732
2018/5/24,1.179069776,1.221877288
2018/5/25,1.177883144,1.220206283
2018/5/29,1.171502003,1.211715783
2018/5/30,1.174377492,1.219928664
2018/5/31,1.172939573,1.216844262
2018/6/1,1.177518038,1.222562036
2018/6/4,1.182224757,1.225363928
2018/6/5,1.18150264,1.226226048
2018/6/6,1.186370282,1.232470503
2018/6/7,1.187467334,1.229334956
2018/6/8,1.18622047,1.230042462
2018/6/11,1.188232667,1.231832967
2018/6/12,1.188824713,1.231844712
2018/6/13,1.186335282,1.229110482
2018/6/14,1.186886664,1.230095598
2018/6/15,1.18380588,1.226540222
2018/6/18,1.180336316,1.223617053
2018/6/19,1.174509915,1.218080496
2018/6/20,1.176558328,1.220155618
2018/6/21,1.172003745,1.21362608
2018/6/22,1.175432295,1.218076002
2018/6/25,1.165045792,1.206449253
2018/6/26,1.165688626,1.207155734
2018/6/27,1.161679605,1.19900494
2018/6/28,1.161912167,1.202347566
2018/6/29,1.167061119,1.20650048
2018/7/2,1.163546509,1.202392202
2018/7/3,1.164089483,1.202429839
2018/7/5,1.168537469,1.207290117
2018/7/6,1.175111791,1.214341492
2018/7/9,1.181697253,1.222990302
2018/7/10,1.183126956,1.22406846
2018/7/11,1.176791637,1.214468132
2018/7/12,1.18160051,1.222964108
2018/7/13,1.183868677,1.223797695
2018/7/16,1.182321032,1.221447881
2018/7/17,1.18400293,1.223915886
2018/7/18,1.184987667,1.223948326
2018/7/19,1.182583616,1.220700649
2018/7/20,1.183769068,1.223443934
2018/7/23,1.182412893,1.222759572
2018/7/24,1.187660003,1.227890739
2018/7/25,1.192156954,1.235270194
2018/7/26,1.191620258,1.231305386
2018/7/27,1.190353044,1.22818975
2018/7/30,1.187441628,1.225041164
2018/7/31,1.189183716,1.229101132
2018/8/1,1.187132781,1.225021156
2018/8/2,1.185311224,1.224261779
2018/8/3,1.189129925,1.226402547
2018/8/6,1.189986229,1.226164056
2018/8/7,1.193034673,1.23098802
2018/8/8,1.192829919,1.229493293
2018/8/9,1.192579174,1.229848528
2018/8/10,1.184950242,1.221993366
2018/8/13,1.178891001,1.217144034
2018/8/14,1.181723243,1.221326305
2018/8/15,1.174025941,1.209742256
2018/8/16,1.178615145,1.215600697
2018/8/17,1.181066072,1.219933209
2018/8/20,1.18539826,1.221947963
2018/8/21,1.187959816,1.226888145
2018/8/22,1.190175707,1.228543421
2018/8/23,1.187884073,1.224097714
2018/8/24,1.191951424,1.231502121
2018/8/27,1.199101312,1.238838862
2018/8/28,1.199329648,1.237289956
2018/8/29,1.201983198,1.240858682
2018/8/30,1.19836694,1.234028117
2018/8/31,1.196406976,1.233905898
2018/9/4,1.18989645,1.228942618
2018/9/5,1.185132773,1.224281305
2018/9/6,1.18271982,1.222359687
2018/9/7,1.179656255,1.218386722
2018/9/10,1.180591462,1.218695156
2018/9/11,1.18073903,1.219801068
2018/9/12,1.182954542,1.222837556
2018/9/13,1.187421627,1.228055768
2018/9/14,1.18900027,1.22718991
2018/9/17,1.185980885,1.223058827
2018/9/18,1.189009201,1.228171512
2018/9/19,1.191000205,1.230632303
2018/9/20,1.19767679,1.237125268
2018/9/21,1.200594712,1.237480922
2018/9/24,1.197479722,1.233756377
2018/9/25,1.197319171,1.235456609
2018/9/26,1.197034455,1.235197293
2018/9/27,1.197545696,1.235840392
2018/9/28,1.195839601,1.234481687
2018/10/1,1.196666719,1.235948103
2018/10/2,1.194587489,1.232511763
2018/10/3,1.192501998,1.230205134
2018/10/4,1.183648934,1.219526085
2018/10/5,1.17760586,1.215281619
2018/10/8,1.17463795,1.215281619
2018/10/9,1.173477224,1.211721319
2018/10/10,1.156446356,1.191765297
2018/10/11,1.141481158,1.181832359
2018/10/12,1.149338517,1.190856006
2018/10/15,1.145473861,1.187188501
2018/10/16,1.158394956,1.200776006
2018/10/17,1.157334735,1.196233504
2018/10/18,1.148115235,1.183784142
2018/10/19,1.146776756,1.186036163
2018/10/22,1.145024742,1.186828946
2018/10/23,1.137378378,1.181532299
2018/10/24,1.122877882,1.162005916
2018/10/25,1.128055822,1.173744177
2018/10/26,1.12042837,1.165242401
2018/10/29,1.11778897,1.157650613
2018/10/30,1.124155142,1.167625905
2018/10/31,1.132851525,1.174537948
2018/11/1,1.140579386,1.186812751
2018/11/2,1.139845652,1.185185966
2018/11/5,1.141171955,1.187124056
2018/11/6,1.14438198,1.189133459
2018/11/7,1.156042897,1.201806877
2018/11/8,1.154619086,1.194261319
2018/11/9,1.147656456,1.186443658
2018/11/12,1.135739617,1.186443658
2018/11/13,1.13567879,1.177859929
2018/11/14,1.132527318,1.175353596
2018/11/15,1.136921507,1.183517423
2018/11/16,1.140281434,1.185546928
2018/11/19,1.133555055,1.176065034
2018/11/20,1.12150681,1.162449993
2018/11/21,1.124183263,1.170066085
2018/11/23,1.120746877,1.163549968
2018/11/26,1.128948956,1.172393732
2018/11/27,1.129669592,1.172035206
2018/11/28,1.140514002,1.187600004
2018/11/29,1.142709652,1.185304847
2018/11/30,1.144731251,1.187538861
2018/12/3,1.155442624,1.198911594
2018/12/4,1.140543695,1.180441952
2018/12/5,1.136852639,1.180441952
2018/12/6,1.129866763,1.176997315
2018/12/7,1.122612067,1.165056653
2018/12/10,1.117128441,1.161885134
2018/12/11,1.117649836,1.164450652
2018/12/12,1.125498408,1.170943391
2018/12/13,1.125663407,1.170997177
2018/12/14,1.114763838,1.159958489
2018/12/17,1.106076737,1.150624756
2018/12/18,1.104687482,1.152435932
2018/12/19,1.101146937,1.142188421
2018/12/20,1.090150384,1.13649357
2018/12/21,1.08083623,1.123911274
2018/12/24,1.070921934,1.113742812
2018/12/26,1.085058763,1.135533385
2018/12/27,1.089912345,1.138316429
2018/12/28,1.093658301,1.140944612
2018/12/31,1.099144979,1.14467389
2019/1/1,1.09917511,1.14467389
2019/1/2,1.097953778,1.14443744
2019/1/3,1.090731965,1.135098194
2019/1/4,1.106474178,1.156364072
2019/1/7,1.112458771,1.160992078
2019/1/8,1.116884078,1.166164212
2019/1/9,1.123378389,1.172636865
2019/1/10,1.12563932,1.175296643
2019/1/11,1.12639226,1.174203721
2019/1/14,1.122555683,1.169156523
2019/1/15,1.128576913,1.176285021
2019/1/16,1.12972642,1.179225582
2019/1/17,1.132528266,1.183400504
2019/1/18,1.141037019,1.18999817
2019/1/21,1.14106715,1.18999817
2019/1/22,1.134481694,1.179778135
2019/1/23,1.134682452,1.182309868
2019/1/24,1.137341793,1.185730553
2019/1/25,1.143808669,1.192946931
2019/1/28,1.139655643,1.187503562
2019/1/29,1.140686992,1.188092315
2019/1/30,1.148659669,1.199012275
2019/1/31,1.157056398,1.205281029
2019/2/1,1.156377527,1.204626749
2019/2/4,1.15836743,1.207541684
2019/2/5,1.163840143,1.213195245
2019/2/6,1.162239393,1.20960876
2019/2/7,1.156029431,1.202935408
2019/2/8,1.15388971,1.201811582
2019/2/11,1.153690012,1.202880964
2019/2/12,1.161501832,1.211445
2019/2/13,1.163529094,1.212625443
2019/2/14,1.162467627,1.213081376
2019/2/15,1.167836892,1.21893479
2019/2/18,1.170292575,1.21893479
2019/2/19,1.171944956,1.223296301
2019/2/20,1.175329146,1.2257112
2019/2/21,1.172645344,1.222215687
2019/2/22,1.177188256,1.229424937
