,SmartXray Onshore-Growth,Benchmark-Growth
2018/12/25,1.080316828,0.860642526
2018/12/26,1.077885522,0.859658369
2018/12/27,1.074843831,0.857414536
2018/12/28,1.079460138,0.860120518
2019/1/2,1.068286685,0.856600319
2019/1/3,1.062162517,0.857522336
2019/1/4,1.076151894,0.866350356
2019/1/7,1.081103988,0.869239575
2019/1/8,1.080288295,0.868598342
2019/1/9,1.0878787,0.87181911
2019/1/10,1.086895966,0.870252044
2019/1/11,1.091240514,0.873283108
2019/1/14,1.082857288,0.870181533
2019/1/15,1.100026685,0.87569916
2019/1/16,1.102360966,0.876179937
2019/1/17,1.098751348,0.875213102
2019/1/18,1.111703645,0.881215886
2019/1/21,1.116811289,0.883565943
2019/1/22,1.107152642,0.878203602
2019/1/23,1.107663344,0.878450766
2019/1/24,1.111857637,0.880377035
2019/1/25,1.117259091,0.881730323
2019/1/28,1.118107086,0.880870859
2019/1/29,1.120193948,0.880599517
2019/1/30,1.112609122,0.8777818
2019/1/31,1.119998529,0.879556677
2019/2/1,1.132794307,0.885486898
2019/2/11,1.150556438,0.892331849
2019/2/12,1.156881162,0.895546305
2019/2/13,1.167941542,0.904018464
2019/2/14,1.172963005,0.90375874
2019/2/15,1.159980419,0.897557903
2019/2/18,1.182934869,0.909541735
2019/2/19,1.178526652,0.909334108
2019/2/20,1.179112661,0.910472828
2019/2/21,1.177138198,0.908758292
2019/2/22,1.189745923,0.917585156
2019/2/25,1.225932008,0.943960806
2019/2/26,1.217500123,0.939723985
2019/2/27,1.214821219,0.941717448
2019/2/28,1.220205168,0.939757425
