,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown
SmartXray Onshore-Growth,0.2202051679999999,0.06683955421882826,0.11941492449269284,0.5178544849526937,0.15124862700000008
Benchmark-Growth,-0.060242574999999965,-0.019996803787507567,0.10107735487392705,-0.24730369941601532,0.15972137126791983
