,SmartXray Offshore-Growth,Benchmark Offshore-Growth
2018/12/12,1.377728079,1.140499118
2018/12/13,1.379585597,1.139498779
2018/12/14,1.372053838,1.127984616
2018/12/17,1.366488443,1.118913436
2018/12/18,1.360296192,1.117814957
2018/12/19,1.362376705,1.113739996
2018/12/20,1.353408123,1.103093382
2018/12/21,1.345495682,1.092864694
2018/12/24,1.344327391,1.082255948
2018/12/27,1.341208995,1.103417274
2018/12/28,1.355054702,1.107306872
2018/12/31,1.355716163,1.113063786
2019/1/2,1.354959028,1.112054017
2019/1/3,1.354599929,1.104591871
2019/1/4,1.361576882,1.122177453
2019/1/7,1.373355375,1.128105403
2019/1/8,1.375855827,1.132894015
2019/1/9,1.388797484,1.139636147
2019/1/10,1.390750307,1.142259491
2019/1/11,1.394723313,1.142037747
2019/1/14,1.392825813,1.138956579
2019/1/15,1.39460054,1.144101448
2019/1/16,1.396390629,1.144550514
2019/1/17,1.395851682,1.147406033
2019/1/18,1.405230883,1.155767418
2019/1/21,1.407628125,1.155757908
2019/1/22,1.404469866,1.148659854
2019/1/23,1.401017519,1.149396366
2019/1/24,1.400044129,1.151255211
2019/1/25,1.404898884,1.158475689
2019/1/28,1.409728261,1.154708875
2019/1/29,1.414056632,1.155000205
2019/1/30,1.418093732,1.16291085
2019/1/31,1.425942806,1.171834222
2019/2/1,1.428741935,1.171115863
2019/2/4,1.429042585,1.172750604
2019/2/8,1.41817948,1.166836149
2019/2/11,1.418928281,1.165761233
2019/2/12,1.420650114,1.174146666
2019/2/13,1.427512258,1.17646569
2019/2/14,1.42767342,1.174910135
2019/2/15,1.430421726,1.181950611
2019/2/18,1.433895627,1.18476212
2019/2/19,1.435880298,1.186768676
2019/2/20,1.439965195,1.189751662
2019/2/21,1.442017415,1.186958243
2019/2/22,1.444196807,1.190877894
2019/2/25,1.449479534,1.192647406
2019/2/26,1.448247278,1.193284546
2019/2/27,1.448683254,1.192829764
