datetime,US_5G
2012-12-31,0.0
2013-01-01,-0.0030000000000000027
2013-01-02,0.029682968977595703
2013-01-03,0.016151798695812625
2013-01-04,0.01619270801378625
2013-01-05,0.01619270801378625
2013-01-06,0.01619270801378625
2013-01-07,0.01385374378161508
2013-01-08,0.002225006901372284
2013-01-09,0.01003669420587805
2013-01-10,0.017277760158625588
2013-01-11,0.02102316387477554
2013-01-12,0.02102316387477554
2013-01-13,0.02102316387477554
2013-01-14,0.02301858947338431
2013-01-15,0.022367282003146638
2013-01-16,0.02863355037771176
2013-01-17,0.03487676731501277
2013-01-18,0.028852735337651314
2013-01-19,0.028852735337651314
2013-01-20,0.028852735337651314
2013-01-21,0.028852735337651314
2013-01-22,0.033992268413812754
2013-01-23,0.03974325332498707
2013-01-24,0.03317986608498669
2013-01-25,0.047385297408556015
2013-01-26,0.047385297408556015
2013-01-27,0.047385297408556015
2013-01-28,0.04899113669098254
2013-01-29,0.03169639986659156
2013-01-30,0.032350232771370724
2013-01-31,0.03955978873769861
2013-02-01,0.05036467734039585
2013-02-02,0.05036467734039585
2013-02-03,0.05036467734039585
2013-02-04,0.035929586641390676
2013-02-05,0.04676437626168939
2013-02-06,0.049295007467598184
2013-02-07,0.04463720318934161
2013-02-08,0.05298713949413214
2013-02-09,0.05298713949413214
2013-02-10,0.05298713949413214
2013-02-11,0.05201193532085657
2013-02-12,0.05090677656162934
2013-02-13,0.05354908024289884
2013-02-14,0.059077229700854605
2013-02-15,0.051819935993522304
2013-02-16,0.051819935993522304
2013-02-17,0.051819935993522304
2013-02-18,0.051819935993522304
2013-02-19,0.05931854645208334
2013-02-20,0.035898849374194075
2013-02-21,0.018407774656683085
2013-02-22,0.03029600971350499
2013-02-23,0.03029600971350499
2013-02-24,0.03029600971350499
2013-02-25,0.0076900481025179435
2013-02-26,0.011616030312790127
2013-02-27,0.02613089647542366
2013-02-28,0.025304677227019345
2013-03-01,0.02257178055815623
2013-03-02,0.02257178055815623
2013-03-03,0.02257178055815623
2013-03-04,0.02048593639627594
2013-03-05,0.034254990842287336
2013-03-06,0.036014692477685406
2013-03-07,0.04312132453096962
2013-03-08,0.04890987280394099
2013-03-09,0.04890987280394099
2013-03-10,0.04890987280394099
2013-03-11,0.05214024234323711
2013-03-12,0.05544596819473524
2013-03-13,0.0571428920973267
2013-03-14,0.06256965856942776
2013-03-15,0.05429291641609235
2013-03-16,0.05429291641609235
2013-03-17,0.05429291641609235
2013-03-18,0.04794356333684302
2013-03-19,0.04215261246094815
2013-03-20,0.052466440357012534
2013-03-21,0.0382599422716261
2013-03-22,0.039167353088933377
2013-03-23,0.039167353088933377
2013-03-24,0.039167353088933377
2013-03-25,0.03655608907407659
2013-03-26,0.0445407810853824
2013-03-27,0.050123534146789384
2013-03-28,0.05660904980651238
2013-03-29,0.05660904980651238
2013-03-30,0.05660904980651238
2013-03-31,0.05660904980651238
2013-04-01,0.040588248435496244
2013-04-02,0.037211573184882774
2013-04-03,0.023646526606207585
2013-04-04,0.031009849290203118
2013-04-05,0.015312816952639974
2013-04-06,0.015312816952639974
2013-04-07,0.015312816952639974
2013-04-08,0.02351520181467115
2013-04-09,0.03018742805246344
2013-04-10,0.05147794392283367
2013-04-11,0.05176864781174806
2013-04-12,0.04857389039401783
2013-04-13,0.04857389039401783
2013-04-14,0.04857389039401783
2013-04-15,0.02276255699177776
2013-04-16,0.039469094632976987
2013-04-17,0.009027750229936737
2013-04-18,-0.006928957244727529
2013-04-19,-0.004923250165089543
2013-04-20,-0.004923250165089543
2013-04-21,-0.004923250165089543
2013-04-22,0.003999388123281378
2013-04-23,0.02526376438115907
2013-04-24,0.022002568097060804
2013-04-25,0.028606616139268626
2013-04-26,0.015890842924578097
2013-04-27,0.015890842924578097
2013-04-28,0.015890842924578097
2013-04-29,0.024235172906471814
2013-04-30,0.032294175877579434
2013-05-01,0.015380599631892533
2013-05-02,0.027868009895217538
2013-05-03,0.04488792677457809
2013-05-04,0.04488792677457809
2013-05-05,0.04488792677457809
2013-05-06,0.05643727070018034
2013-05-07,0.05677562144731407
2013-05-08,0.06681514200282823
2013-05-09,0.06769030230274753
2013-05-10,0.07929988217812389
2013-05-11,0.07929988217812389
2013-05-12,0.07929988217812389
2013-05-13,0.07287705207874562
2013-05-14,0.07918371086355491
2013-05-15,0.08329377481063505
2013-05-16,0.08856500937770706
2013-05-17,0.09801018111351412
2013-05-18,0.09801018111351412
2013-05-19,0.09801018111351412
2013-05-20,0.09434723683164647
2013-05-21,0.09444222862069429
2013-05-22,0.07393140248040186
2013-05-23,0.06586940785792383
2013-05-24,0.0647263089845036
2013-05-25,0.0647263089845036
2013-05-26,0.0647263089845036
2013-05-27,0.0647263089845036
2013-05-28,0.07426847077088938
2013-05-29,0.07154589040940529
2013-05-30,0.08668876785536339
2013-05-31,0.07568301532886323
2013-06-01,0.07568301532886323
2013-06-02,0.07568301532886323
2013-06-03,0.07387561708941237
2013-06-04,0.07060367652946598
2013-06-05,0.05975321142201295
2013-06-06,0.07094008396593177
2013-06-07,0.07687293292487385
2013-06-08,0.07687293292487385
2013-06-09,0.07687293292487385
2013-06-10,0.078004151369101
2013-06-11,0.06091501782913289
2013-06-12,0.047416326688420884
2013-06-13,0.06641319474261342
2013-06-14,0.059362950051389474
2013-06-15,0.059362950051389474
2013-06-16,0.059362950051389474
2013-06-17,0.0687123646267318
2013-06-18,0.08019841975724873
2013-06-19,0.0682876594310664
2013-06-20,0.0409930137955945
2013-06-21,0.04125205552475286
2013-06-22,0.04125205552475286
2013-06-23,0.04125205552475286
2013-06-24,0.02071899075072925
2013-06-25,0.03562000494293871
2013-06-26,0.045396485582775314
2013-06-27,0.05551964463424852
2013-06-28,0.05379611762505587
2013-06-29,0.05379611762505587
2013-06-30,0.05379611762505587
2013-07-01,0.06071747162107055
2013-07-02,0.05734884060382428
2013-07-03,0.060970714870172804
2013-07-04,0.060970714870172804
2013-07-05,0.07321178219531688
2013-07-06,0.07321178219531688
2013-07-07,0.07321178219531688
2013-07-08,0.06343263180404679
2013-07-09,0.07281510026651872
2013-07-10,0.08160587238984451
2013-07-11,0.10347166368123606
2013-07-12,0.11133453020833928
2013-07-13,0.11133453020833928
2013-07-14,0.11133453020833928
2013-07-15,0.11694558971907565
2013-07-16,0.11864984797303268
2013-07-17,0.1233552449558426
2013-07-18,0.11630604114478071
2013-07-19,0.11922292025969972
2013-07-20,0.11922292025969972
2013-07-21,0.11922292025969972
2013-07-22,0.12074322829141448
2013-07-23,0.11755682504057652
2013-07-24,0.11718030560274184
2013-07-25,0.12113861476106802
2013-07-26,0.11032708432170191
2013-07-27,0.11032708432170191
2013-07-28,0.11032708432170191
2013-07-29,0.10628913079995295
2013-07-30,0.11232794400514945
2013-07-31,0.11246727468154827
2013-08-01,0.12737484073507743
2013-08-02,0.12586389169092294
2013-08-03,0.12586389169092294
2013-08-04,0.12586389169092294
2013-08-05,0.12676327101752394
2013-08-06,0.1184081410354465
2013-08-07,0.11500543730741097
2013-08-08,0.12012172240490115
2013-08-09,0.11537982253194756
2013-08-10,0.11537982253194756
2013-08-11,0.11537982253194756
2013-08-12,0.12677470337167618
2013-08-13,0.13085108645242172
2013-08-14,0.1282209322099379
2013-08-15,0.10643043215009662
2013-08-16,0.10741262397862905
2013-08-17,0.10741262397862905
2013-08-18,0.10741262397862905
2013-08-19,0.09913928446133458
2013-08-20,0.10730219721863743
2013-08-21,0.10097072505279492
2013-08-22,0.11337196436901342
2013-08-23,0.11659295043566176
2013-08-24,0.11659295043566176
2013-08-25,0.11659295043566176
2013-08-26,0.11389296408019067
2013-08-27,0.0881624700560244
2013-08-28,0.1000328740208083
2013-08-29,0.1077714200350619
2013-08-30,0.09410792221063868
2013-08-31,0.09410792221063868
2013-09-01,0.09410792221063868
2013-09-02,0.09410792221063868
2013-09-03,0.10404929592254875
2013-09-04,0.12272028488781661
2013-09-05,0.1263689095935001
2013-09-06,0.12420338853721602
2013-09-07,0.12420338853721602
2013-09-08,0.12420338853721602
2013-09-09,0.1414039660415778
2013-09-10,0.15662797277583818
2013-09-11,0.1558156734994447
2013-09-12,0.15042149029335095
2013-09-13,0.15313901550678533
2013-09-14,0.15313901550678533
2013-09-15,0.15313901550678533
2013-09-16,0.15385967679929546
2013-09-17,0.16334953877668856
2013-09-18,0.17172656790084506
2013-09-19,0.1715367073666858
2013-09-20,0.1665479123912914
2013-09-21,0.1665479123912914
2013-09-22,0.1665479123912914
2013-09-23,0.16006820821759304
2013-09-24,0.1588182694111011
2013-09-25,0.15772182894190068
2013-09-26,0.1597813006373805
2013-09-27,0.15142039079442604
2013-09-28,0.15142039079442604
2013-09-29,0.15142039079442604
2013-09-30,0.14953657443831214
2013-10-01,0.16309962203547568
2013-10-02,0.16325511925542968
2013-10-03,0.1540549889817764
2013-10-04,0.17063050032719906
2013-10-05,0.17063050032719906
2013-10-06,0.17063050032719906
2013-10-07,0.16084887168079787
2013-10-08,0.14161711639607089
2013-10-09,0.13751631088156624
2013-10-10,0.16163149138960597
2013-10-11,0.17160100270923273
2013-10-12,0.17160100270923273
2013-10-13,0.17160100270923273
2013-10-14,0.17987135308213298
2013-10-15,0.16896376221228637
2013-10-16,0.18085218176419904
2013-10-17,0.18075423649980293
2013-10-18,0.19242955450422827
2013-10-19,0.19242955450422827
2013-10-20,0.19242955450422827
2013-10-21,0.20212055771441162
2013-10-22,0.19983112162581884
2013-10-23,0.17236511637420993
2013-10-24,0.1667361268289338
2013-10-25,0.16788437815433266
2013-10-26,0.16788437815433266
2013-10-27,0.16788437815433266
2013-10-28,0.1705419836376285
2013-10-29,0.18261712226350402
2013-10-30,0.1705039212035835
2013-10-31,0.1766546104046669
2013-11-01,0.17298944529809557
2013-11-02,0.17298944529809557
2013-11-03,0.17298944529809557
2013-11-04,0.17539111323426249
2013-11-05,0.17355550391094177
2013-11-06,0.17634006362243348
2013-11-07,0.15729238223455133
2013-11-08,0.17142865426103882
2013-11-09,0.17142865426103882
2013-11-10,0.17142865426103882
2013-11-11,0.17098590952739023
2013-11-12,0.17875801665929125
2013-11-13,0.1919806388446319
2013-11-14,0.1793415362596591
2013-11-15,0.1853575579989144
2013-11-16,0.1853575579989144
2013-11-17,0.1853575579989144
2013-11-18,0.17834293340607932
2013-11-19,0.16562213710751283
2013-11-20,0.16353470886472365
2013-11-21,0.18215996741475626
2013-11-22,0.18243396625960195
2013-11-23,0.18243396625960195
2013-11-24,0.18243396625960195
2013-11-25,0.1817200204029661
2013-11-26,0.18924241625685956
2013-11-27,0.19598538716687863
2013-11-28,0.19598538716687863
2013-11-29,0.19770579050959092
2013-11-30,0.19770579050959092
2013-12-01,0.19770579050959092
2013-12-02,0.18932368251010856
2013-12-03,0.18948372603719799
2013-12-04,0.19561837193154763
2013-12-05,0.1999896209258969
2013-12-06,0.20782863457884915
2013-12-07,0.20782863457884915
2013-12-08,0.20782863457884915
2013-12-09,0.21096827780730432
2013-12-10,0.20977750264291029
2013-12-11,0.19247996183900695
2013-12-12,0.18411183006742604
2013-12-13,0.18697303851884595
2013-12-14,0.18697303851884595
2013-12-15,0.18697303851884595
2013-12-16,0.19826849759451104
2013-12-17,0.2097081729375383
2013-12-18,0.21653731772095952
2013-12-19,0.21003758682154494
2013-12-20,0.2255437877331148
2013-12-21,0.2255437877331148
2013-12-22,0.2255437877331148
2013-12-23,0.23742270845188895
2013-12-24,0.24286822090187776
2013-12-25,0.24286822090187776
2013-12-26,0.24257141821983375
2013-12-27,0.2431528674443122
2013-12-28,0.2431528674443122
2013-12-29,0.2431528674443122
2013-12-30,0.2482832268600268
2013-12-31,0.2566077704213521
2014-01-01,0.2566077704213521
2014-01-02,0.23512621017891777
2014-01-03,0.23723077294362538
2014-01-04,0.23723077294362538
2014-01-05,0.23723077294362538
2014-01-06,0.231552982604456
2014-01-07,0.2464358578373005
2014-01-08,0.2558367899565914
2014-01-09,0.24590864898221376
2014-01-10,0.25269158949070913
2014-01-11,0.25269158949070913
2014-01-12,0.25269158949070913
2014-01-13,0.24496004291612938
2014-01-14,0.2743843855376942
2014-01-15,0.29070792731813766
2014-01-16,0.28597128215396816
2014-01-17,0.28890226127650886
2014-01-18,0.28890226127650886
2014-01-19,0.28890226127650886
2014-01-20,0.28890226127650886
2014-01-21,0.29422093526762305
