datetime,US_5G
2017-01-03,0.0
2017-01-04,0.003639568918580194
2017-01-05,-0.004056864421322248
2017-01-06,-0.00011021764172702841
2017-01-07,-0.00011021764172702841
2017-01-08,-0.00011021764172702841
2017-01-09,0.0023460697737214264
2017-01-10,0.004807348289331825
2017-01-11,0.011270616235047992
2017-01-12,0.003140941387710372
2017-01-13,0.013715159637535557
2017-01-14,0.013715159637535557
2017-01-15,0.013715159637535557
2017-01-16,0.013715159637535557
2017-01-17,-5.532874503177965e-05
2017-01-18,0.007567204442686437
2017-01-19,0.0038269872924752146
2017-01-20,0.010427465102989197
2017-01-21,0.010427465102989197
2017-01-22,0.010427465102989197
2017-01-23,0.01168749332141128
2017-01-24,0.03221257868221583
2017-01-25,0.04966190322456909
2017-01-26,0.04368284583700266
2017-01-27,0.04989816353241294
2017-01-28,0.04989816353241294
2017-01-29,0.04989816353241294
2017-01-30,0.04322646302040223
2017-01-31,0.0387014383752069
2017-02-01,0.04994752199160746
2017-02-02,0.046138469336764576
2017-02-03,0.05490238539772396
2017-02-04,0.05490238539772396
2017-02-05,0.05490238539772396
2017-02-06,0.053239554581557824
2017-02-07,0.05717295693876134
2017-02-08,0.06166779416232493
2017-02-09,0.06345858103690438
2017-02-10,0.06108239640346347
2017-02-11,0.06108239640346347
2017-02-12,0.06108239640346347
2017-02-13,0.0638309924657483
2017-02-14,0.06501821303183819
2017-02-15,0.07831537075369455
2017-02-16,0.0807597408613181
2017-02-17,0.08334917761245775
2017-02-18,0.08334917761245775
2017-02-19,0.08334917761245775
2017-02-20,0.08334917761245775
2017-02-21,0.09717632813990629
2017-02-22,0.0968537861862453
2017-02-23,0.08500284623937149
2017-02-24,0.08523516940440379
2017-02-25,0.08523516940440379
2017-02-26,0.08523516940440379
2017-02-27,0.08781651147773051
2017-02-28,0.07460097419366862
2017-03-01,0.0893945749763656
2017-03-02,0.07579446121485622
2017-03-03,0.07601741223356995
2017-03-04,0.07601741223356995
2017-03-05,0.07601741223356995
2017-03-06,0.07257131648534676
2017-03-07,0.07468237612409245
2017-03-08,0.07385546284359479
2017-03-09,0.07406266462682631
2017-03-10,0.07945644608746982
2017-03-11,0.07945644608746982
2017-03-12,0.07945644608746982
2017-03-13,0.08208724124932854
2017-03-14,0.07647937219096579
2017-03-15,0.08824312002339618
2017-03-16,0.09288286476217245
2017-03-17,0.09670061626994952
2017-03-18,0.09670061626994952
2017-03-19,0.09670061626994952
2017-03-20,0.1015941046668758
2017-03-21,0.07425523826430402
2017-03-22,0.08484015988561278
2017-03-23,0.08500466588399558
2017-03-24,0.08985668780540568
2017-03-25,0.08985668780540568
2017-03-26,0.08985668780540568
2017-03-27,0.09023645700934502
2017-03-28,0.09350558082038773
2017-03-29,0.09310012550534807
2017-03-30,0.09894222723983281
2017-03-31,0.09808770926559252
2017-04-01,0.09808770926559252
2017-04-02,0.09808770926559252
2017-04-03,0.09137590084970482
2017-04-04,0.08920049556077969
2017-04-05,0.07792048056226242
2017-04-06,0.0829336406107617
2017-04-07,0.08617765995568849
2017-04-08,0.08617765995568849
2017-04-09,0.08617765995568849
2017-04-10,0.08447129718281432
2017-04-11,0.07967301002404037
2017-04-12,0.0644919170905589
2017-04-13,0.05916290020510506
2017-04-14,0.05916290020510506
2017-04-15,0.05916290020510506
2017-04-16,0.05916290020510506
2017-04-17,0.06984919160333214
2017-04-18,0.07197690497076525
2017-04-19,0.06919394473698892
2017-04-20,0.07972821360014426
2017-04-21,0.07135333401169186
2017-04-22,0.07135333401169186
2017-04-23,0.07135333401169186
2017-04-24,0.08883816304901138
2017-04-25,0.10276281522032482
2017-04-26,0.09120714753459325
2017-04-27,0.0956220065019
2017-04-28,0.09004360751877494
2017-04-29,0.09004360751877494
2017-04-30,0.09004360751877494
2017-05-01,0.09828837819033809
2017-05-02,0.08472882743970156
2017-05-03,0.08069755284293012
2017-05-04,0.08216134354380844
2017-05-05,0.09244111482876582
2017-05-06,0.09244111482876582
2017-05-07,0.09244111482876582
2017-05-08,0.09166360388038108
2017-05-09,0.10200870173100252
2017-05-10,0.11550383574214895
2017-05-11,0.11272967511665533
2017-05-12,0.11549760822827526
2017-05-13,0.11549760822827526
2017-05-14,0.11549760822827526
2017-05-15,0.1305337882942912
2017-05-16,0.1420832355744026
2017-05-17,0.09510803510002108
2017-05-18,0.10236536469825475
2017-05-19,0.11629686705282705
2017-05-20,0.11629686705282705
2017-05-21,0.11629686705282705
2017-05-22,0.13212266452038923
2017-05-23,0.1270918126155962
2017-05-24,0.13178735981431866
2017-05-25,0.14301179149506704
2017-05-26,0.14381271302415044
2017-05-27,0.14381271302415044
2017-05-28,0.14381271302415044
2017-05-29,0.14381271302415044
2017-05-30,0.147368204519446
2017-05-31,0.14294251494423582
2017-06-01,0.15772012496533727
2017-06-02,0.16521895891325578
2017-06-03,0.16521895891325578
2017-06-04,0.16521895891325578
2017-06-05,0.16119791154704477
2017-06-06,0.1665793822328232
2017-06-07,0.17264525902533356
2017-06-08,0.1875578759747203
2017-06-09,0.1471604224833063
2017-06-10,0.1471604224833063
2017-06-11,0.1471604224833063
2017-06-12,0.1376307577975484
2017-06-13,0.14572741134372147
2017-06-14,0.13286076091549948
2017-06-15,0.12551467235835267
2017-06-16,0.12843362063390829
2017-06-17,0.12843362063390829
2017-06-18,0.12843362063390829
2017-06-19,0.14845751943789876
2017-06-20,0.1349362642104066
2017-06-21,0.14586500946808623
2017-06-22,0.14820923593693403
2017-06-23,0.15672954264000416
2017-06-24,0.15672954264000416
2017-06-25,0.15672954264000416
2017-06-26,0.14688489188398068
2017-06-27,0.12648569059273496
2017-06-28,0.14501184569551584
2017-06-29,0.11852854975266913
2017-06-30,0.11261839197819579
2017-07-01,0.11261839197819579
2017-07-02,0.11261839197819579
2017-07-03,0.10255364663153932
2017-07-04,0.10255364663153932
2017-07-05,0.11840652534333729
2017-07-06,0.10523051894376856
2017-07-07,0.12134384359756956
2017-07-08,0.12134384359756956
2017-07-09,0.12134384359756956
2017-07-10,0.1295937264709459
2017-07-11,0.13644045577095665
2017-07-12,0.155324324084684
2017-07-13,0.15085276531754732
2017-07-14,0.16015313164799072
2017-07-15,0.16015313164799072
2017-07-16,0.16015313164799072
2017-07-17,0.15624940583922076
2017-07-18,0.1514044762411002
2017-07-19,0.16522776434472264
2017-07-20,0.1675524224290601
2017-07-21,0.16002518302800683
2017-07-22,0.16002518302800683
2017-07-23,0.16002518302800683
2017-07-24,0.1662654811318085
2017-07-25,0.15806599252124376
2017-07-26,0.1631315566747764
2017-07-27,0.14523469770716613
2017-07-28,0.13553758914087788
2017-07-29,0.13553758914087788
2017-07-30,0.13553758914087788
2017-07-31,0.12968553618630474
2017-08-01,0.1428402838031111
2017-08-02,0.12795410773346272
2017-08-03,0.12794292200184643
2017-08-04,0.12638424752634214
2017-08-05,0.12638424752634214
2017-08-06,0.12638424752634214
2017-08-07,0.13840808374135238
2017-08-08,0.13464190884895122
2017-08-09,0.1270473906199534
2017-08-10,0.09439229698017959
2017-08-11,0.10036133610897147
2017-08-12,0.10036133610897147
2017-08-13,0.10036133610897147
2017-08-14,0.12336580197641078
2017-08-15,0.1204033361666883
2017-08-16,0.12455493395279005
2017-08-17,0.10022017203312283
2017-08-18,0.09897769705739834
2017-08-19,0.09897769705739834
2017-08-20,0.09897769705739834
2017-08-21,0.0931914482290277
2017-08-22,0.10842668716841097
2017-08-23,0.11137918627667509
2017-08-24,0.11356097585795588
2017-08-25,0.11308932667052107
2017-08-26,0.11308932667052107
2017-08-27,0.11308932667052107
2017-08-28,0.1148835483521824
2017-08-29,0.11508744858142017
2017-08-30,0.13248477403491954
2017-08-31,0.13476561149783972
2017-09-01,0.1373976568746429
2017-09-02,0.1373976568746429
2017-09-03,0.1373976568746429
2017-09-04,0.1373976568746429
