Date,Portfolio-80,202015.OF,110023.OF
2015/7/16,1.673266858,1.598376586,1.840125392
2015/7/17,1.735839256,1.660112038,1.960292581
2015/7/20,1.749710746,1.662627186,1.99477534
2015/7/21,1.758000809,1.665370984,2.031347962
2015/7/22,1.761268011,1.662512862,2.047021944
2015/7/23,1.79680343,1.700125757,2.1107628
2015/7/24,1.776360768,1.67108723,2.070010449
2015/7/27,1.660233236,1.532982737,1.888192268
2015/7/28,1.644884019,1.528981365,1.825496343
2015/7/29,1.68710149,1.575054304,1.89446186
2015/7/30,1.647311783,1.530810564,1.805642633
2015/7/31,1.644281627,1.530810564,1.792058516
2015/8/3,1.630863212,1.53515491,1.735632184
2015/8/4,1.678471561,1.581913799,1.815047022
2015/8/5,1.658842102,1.550931748,1.797283177
2015/8/6,1.64852789,1.537555733,1.770114943
2015/8/7,1.680122675,1.566708586,1.825496343
2015/8/10,1.738938215,1.635189208,1.913270637
2015/8/11,1.735985964,1.628444038,1.908045977
2015/8/12,1.712061572,1.609123128,1.867293626
2015/8/13,1.729108064,1.63198811,1.884012539
2015/8/14,1.730498176,1.631873785,1.886102403
2015/8/17,1.734308462,1.633017034,1.907001045
2015/8/18,1.640345293,1.535497885,1.756530825
2015/8/19,1.662361371,1.558820167,1.791013584
2015/8/20,1.621292941,1.510460729,1.719958203
2015/8/21,1.555742654,1.443923631,1.626959248
2015/8/24,1.450906338,1.3226249,1.486938349
2015/8/25,1.378787321,1.229907397,1.36677116
2015/8/26,1.381733364,1.221333028,1.37199582
2015/8/27,1.439709078,1.289585001,1.426332288
2015/8/28,1.488425106,1.34217446,1.509926855
2015/8/31,1.474319306,1.351206128,1.458725183
2015/9/1,1.443665537,1.348576655,1.392894462
2015/9/2,1.441890594,1.349376929,1.399164054
2015/9/7,1.418643292,1.305018864,1.396029258
2015/9/8,1.45634212,1.337258489,1.466039707
2015/9/9,1.483304217,1.362524294,1.509926855
2015/9/10,1.47155077,1.346518806,1.480668757
2015/9/11,1.470153599,1.342517435,1.476489028
2015/9/14,1.430965615,1.31633703,1.39184953
2015/9/15,1.393170304,1.266262719,1.358411703
2015/9/16,1.452476258,1.326626272,1.451410658
2015/9/17,1.429804821,1.298730993,1.429467085
2015/9/18,1.43991553,1.304218589,1.454545455
2015/9/21,1.47223236,1.326168972,1.519331243
2015/9/22,1.480176395,1.337715788,1.525600836
2015/9/23,1.461744848,1.30913456,1.507836991
2015/9/24,1.472152438,1.317594604,1.533960293
2015/9/25,1.44969851,1.297473419,1.489028213
2015/9/28,1.46606915,1.301589116,1.544409613
2015/9/29,1.452260297,1.27723791,1.524555904
2015/9/30,1.456455478,1.286269578,1.516196447
2015/10/8,1.48881424,1.321710301,1.566353187
2015/10/9,1.501208781,1.338173088,1.584117032
2015/10/12,1.539396279,1.379444381,1.635318704
2015/10/13,1.545369631,1.378301132,1.648902821
2015/10/14,1.530288035,1.363324568,1.634273772
2015/10/15,1.559822199,1.394192295,1.680250784
2015/10/16,1.572286155,1.412141306,1.693834901
2015/10/19,1.57260579,1.412141306,1.676071055
2015/10/20,1.588090489,1.428947068,1.700104493
2015/10/21,1.540088302,1.388933349,1.639498433
2015/10/22,1.571951055,1.408368584,1.73876698
2015/10/23,1.599930858,1.42643192,1.787878788
2015/10/26,1.604094927,1.433291414,1.764890282
2015/10/27,1.607375932,1.435006288,1.784743992
2015/10/28,1.579683527,1.408825883,1.726227795
2015/10/29,1.5873878,1.412026981,1.740856844
2015/10/30,1.59112845,1.412369955,1.734587252
2015/11/2,1.575587603,1.390305248,1.707419018
2015/11/3,1.571995433,1.386189551,1.694879833
2015/11/4,1.627285625,1.448267978,1.784743992
2015/11/5,1.636025282,1.477535155,1.75862069
2015/11/6,1.665695651,1.510689379,1.802507837
2015/11/9,1.680699664,1.523150795,1.826541275
2015/11/10,1.680526826,1.520406997,1.824451411
2015/11/11,1.691115994,1.521321596,1.865203762
2015/11/12,1.688033365,1.506688007,1.891327064
2015/11/13,1.657964052,1.485766549,1.803552769
2015/11/16,1.670168954,1.492969018,1.823406479
2015/11/17,1.659564778,1.491482794,1.784743992
2015/11/18,1.645071431,1.475248657,1.764890282
2015/11/19,1.670858874,1.497656339,1.81922675
2015/11/20,1.675615027,1.49719904,1.816091954
2015/11/23,1.666234582,1.488738996,1.792058516
2015/11/24,1.671146312,1.488853321,1.820271682
2015/11/25,1.690590944,1.499371213,1.875653083
2015/11/26,1.683178071,1.491025494,1.846394984
2015/11/27,1.612599834,1.414427804,1.750261233
2015/11/30,1.620468711,1.417171602,1.771159875
2015/12/1,1.627029765,1.426774894,1.755485893
2015/12/2,1.648946454,1.475934606,1.735632184
2015/12/3,1.666086246,1.486338173,1.78369906
2015/12/4,1.647897281,1.459243169,1.771159875
2015/12/7,1.658143128,1.463130216,1.792058516
2015/12/8,1.637693252,1.43877901,1.75862069
2015/12/9,1.638258025,1.443580656,1.732497388
2015/12/10,1.631746143,1.43877901,1.724137931
2015/12/11,1.623135728,1.432948439,1.714733542
2015/12/14,1.647456658,1.471018635,1.735632184
2015/12/15,1.650605492,1.46461644,1.734587252
2015/12/16,1.653106595,1.461301017,1.732497388
2015/12/17,1.68259382,1.487938722,1.782654127
2015/12/18,1.68436926,1.492397393,1.775339603
2015/12/21,1.712247955,1.528981365,1.780564263
2015/12/22,1.717252318,1.532982737,1.796238245
2015/12/23,1.708875587,1.52909569,1.779519331
2015/12/24,1.705014462,1.515033726,1.789968652
2015/12/25,1.707180792,1.518234823,1.784743992
2015/12/28,1.675074266,1.476506231,1.774294671
2015/12/29,1.689507803,1.489081971,1.786833856
2015/12/30,1.69770228,1.49045387,1.805642633
2015/12/31,1.681317428,1.477535155,1.76907001
2016/1/4,1.582942493,1.376586258,1.626959248
2016/1/5,1.577367247,1.378758431,1.590386625
2016/1/6,1.599534738,1.402652338,1.615464995
2016/1/7,1.506090876,1.307191037,1.484848485
2016/1/8,1.523814045,1.332228193,1.498432602
2016/1/11,1.457389794,1.264776495,1.400208986
2016/1/12,1.463101628,1.273465188,1.413793103
2016/1/13,1.436652952,1.249685606,1.36677116
2016/1/14,1.468512578,1.275294387,1.421107628
2016/1/15,1.434660948,1.234823368,1.382445141
2016/1/18,1.445618052,1.240196639,1.411703239
2016/1/19,1.481067646,1.276894935,1.464994775
2016/1/20,1.465519163,1.2574597,1.448275862
2016/1/21,1.424833682,1.220990054,1.394984326
2016/1/22,1.435916988,1.233565794,1.399164054
2016/1/25,1.444604951,1.239510689,1.409613375
2016/1/26,1.376936922,1.165771122,1.308254963
2016/1/27,1.369102659,1.1610838,1.301985371
2016/1/28,1.339296719,1.130673374,1.258098224
2016/1/29,1.374957907,1.16714302,1.306165099
2016/2/1,1.367367789,1.149422659,1.305120167
2016/2/2,1.397691456,1.174002515,1.354231975
2016/2/3,1.398087685,1.169543844,1.347962382
2016/2/4,1.416036981,1.184863382,1.380355277
2016/2/5,1.408643779,1.176517663,1.380355277
2016/2/15,1.407735004,1.169886818,1.392894462
2016/2/16,1.44134962,1.205784841,1.446185998
2016/2/17,1.447776588,1.216645707,1.450365726
2016/2/18,1.439197042,1.212872985,1.436781609
2016/2/19,1.440228872,1.21230136,1.439916405
2016/2/22,1.463706299,1.238710415,1.457680251
2016/2/23,1.457782203,1.227392249,1.444096134
2016/2/24,1.457718482,1.235052018,1.423197492
2016/2/25,1.384302658,1.159597576,1.317659352
2016/2/26,1.389395706,1.170344118,1.310344828
2016/2/29,1.351433534,1.14222019,1.235109718
2016/3/1,1.369244226,1.163141649,1.260188088
2016/3/2,1.41337908,1.210357837,1.306165099
2016/3/3,1.413321654,1.212872985,1.303030303
2016/3/4,1.409122264,1.224305476,1.258098224
2016/3/7,1.418381791,1.229450097,1.270637409
2016/3/8,1.42324077,1.230136047,1.281086729
2016/3/9,1.411590141,1.215388133,1.26645768
2016/3/10,1.395067573,1.19298045,1.245559039
2016/3/11,1.394389927,1.194580999,1.239289446
2016/3/14,1.418342448,1.213673259,1.275862069
2016/3/15,1.420211209,1.216874357,1.26645768
2016/3/16,1.416487564,1.222133303,1.252873563
2016/3/17,1.440851109,1.236423917,1.293625914
2016/3/18,1.464458593,1.255744827,1.333333333
2016/3/21,1.487450442,1.285469304,1.362591432
2016/3/22,1.48294895,1.276551961,1.357366771
2016/3/23,1.486754509,1.280781982,1.365726228
2016/3/24,1.472356525,1.260317823,1.349007315
2016/3/25,1.479519756,1.266491368,1.359456635
2016/3/28,1.474204435,1.255859152,1.345872518
2016/3/29,1.458379365,1.242483137,1.319749216
2016/3/30,1.488960847,1.273922488,1.367816092
2016/3/31,1.491471191,1.274722762,1.365726228
2016/4/1,1.487757886,1.276208986,1.357366771
2016/4/5,1.507156165,1.293357723,1.389759666
2016/4/6,1.510831456,1.291071224,1.402298851
2016/4/7,1.495490899,1.272664914,1.382445141
2016/4/8,1.485855997,1.263633246,1.370950888
2016/4/11,1.507362386,1.281010632,1.412748171
2016/4/12,1.500441922,1.276323311,1.393939394
2016/4/13,1.512071117,1.292786098,1.407523511
2016/4/14,1.518849732,1.298845318,1.411703239
2016/4/15,1.515677341,1.297473419,1.404388715
2016/4/18,1.500759914,1.280553333,1.383490073
2016/4/19,1.504830006,1.28444038,1.383490073
2016/4/20,1.47018872,1.261346747,1.318704284
2016/4/21,1.46309193,1.253229679,1.309299896
2016/4/22,1.475887741,1.259288899,1.326018809
2016/4/25,1.472775293,1.254372928,1.327063741
2016/4/26,1.481184134,1.261346747,1.342737722
2016/4/27,1.479047956,1.256773751,1.335423197
2016/4/28,1.476893716,1.255058877,1.332288401
2016/4/29,1.478882068,1.253915628,1.329153605
2016/5/3,1.510218847,1.275980336,1.36677116
2016/5/4,1.508622674,1.274494112,1.368861024
2016/5/5,1.51119846,1.276666286,1.377220481
2016/5/6,1.47795937,1.244998285,1.326018809
2016/5/9,1.452466423,1.219389505,1.283176594
2016/5/10,1.456757415,1.220761404,1.282131661
2016/5/11,1.462465113,1.22556305,1.285266458
2016/5/12,1.465178825,1.228078198,1.285266458
2016/5/13,1.458654224,1.222361953,1.274817137
2016/5/16,1.471387249,1.230593346,1.290491118
2016/5/17,1.470396088,1.227620899,1.304075235
2016/5/18,1.450823472,1.220189779,1.271682341
2016/5/19,1.449470332,1.218131931,1.270637409
2016/5/20,1.457194306,1.224305476,1.271682341
2016/5/23,1.46778456,1.228535498,1.290491118
2016/5/24,1.45598833,1.21927518,1.276907001
