Date,Portfolio-80,202015.OF,110023.OF
2013/3/28,1.044779284,0.987767234,1.242424242
2013/3/29,1.042612456,0.986281011,1.233019854
2013/4/1,1.042895433,0.985366411,1.233019854
2013/4/2,1.031141104,0.982965588,1.181818182
2013/4/3,1.028063773,0.981936664,1.174503657
2013/4/8,1.031402816,0.977706642,1.191222571
2013/4/9,1.032874744,0.984108837,1.169278997
2013/4/10,1.027950113,0.982508289,1.144200627
2013/4/11,1.026349534,0.979764491,1.143155695
2013/4/12,1.024820931,0.97393392,1.143155695
2013/4/15,1.018578237,0.964444953,1.137931034
2013/4/16,1.024612338,0.972790671,1.146290491
2013/4/17,1.031623208,0.972104722,1.172413793
2013/4/18,1.031979049,0.974505545,1.166144201
2013/4/19,1.049030445,1.000571625,1.18077325
2013/4/22,1.049353635,0.999428375,1.191222571
2013/4/23,1.028825978,0.968674974,1.171368861
2013/4/24,1.043400407,0.986052361,1.195402299
2013/4/25,1.036424094,0.975763119,1.193312435
2013/4/26,1.027852054,0.967989025,1.178683386
2013/5/2,1.032351888,0.968674974,1.195402299
2013/5/3,1.047027902,0.985366411,1.220480669
2013/5/6,1.056560771,0.997713502,1.233019854
2013/5/7,1.057629004,0.999199726,1.228840125
2013/5/8,1.065547519,1.004115697,1.254963427
2013/5/9,1.061908951,0.998285126,1.250783699
2013/5/10,1.063889198,1.003086773,1.244514107
2013/5/13,1.061403546,0.999199726,1.243469175
2013/5/14,1.04952169,0.985137762,1.23092999
2013/5/15,1.057731791,0.990282383,1.254963427
2013/5/16,1.070138267,1.007888419,1.262277952
2013/5/17,1.081178858,1.022750657,1.262277952
2013/5/20,1.082043161,1.029610152,1.226750261
2013/5/21,1.084567165,1.031553676,1.242424242
2013/5/22,1.082414257,1.032925574,1.239289446
2013/5/23,1.075919495,1.01977821,1.250783699
2013/5/24,1.082493526,1.025494455,1.270637409
2013/5/27,1.086331052,1.026409055,1.284221526
2013/5/28,1.094345864,1.043443466,1.287356322
2013/5/29,1.095890192,1.042643192,1.298850575
2013/5/30,1.095979747,1.039442094,1.318704284
2013/5/31,1.091059639,1.029152852,1.329153605
2013/6/3,1.087477193,1.028924203,1.314524556
2013/6/4,1.075485496,1.014976563,1.296760711
2013/6/5,1.076808174,1.013376015,1.303030303
2013/6/6,1.066841958,1.001600549,1.275862069
2013/6/7,1.056429565,0.985938036,1.26123302
2013/6/13,1.037890693,0.955527609,1.249738767
2013/6/14,1.049570456,0.961929805,1.281086729
2013/6/17,1.051110882,0.957356808,1.310344828
2013/6/18,1.055515242,0.963301703,1.303030303
2013/6/19,1.050903349,0.956785183,1.294670846
2013/6/20,1.026086795,0.926603407,1.254963427
2013/6/21,1.026340385,0.925345833,1.259143156
2013/6/24,0.985096833,0.869326626,1.206896552
2013/6/25,0.98640777,0.867154453,1.193312435
2013/6/26,0.998261203,0.869555276,1.237199582
2013/6/27,0.996695811,0.867154453,1.231974922
2013/6/28,1.003754842,0.882473991,1.221525601
2013/7/1,1.016735781,0.888190237,1.254963427
2013/7/2,1.027042125,0.892077284,1.300940439
2013/7/3,1.029972072,0.885903738,1.31661442
2013/7/4,1.029231492,0.893106208,1.298850575
2013/7/5,1.026447756,0.895049731,1.280041797
2013/7/8,1.012812867,0.871613124,1.273772205
2013/7/9,1.014392805,0.87127015,1.295715778
2013/7/10,1.028312773,0.894592432,1.307210031
2013/7/11,1.051498985,0.935177775,1.323928945
2013/7/12,1.043782966,0.91551389,1.340647858
2013/7/15,1.059235763,0.927975306,1.379310345
2013/7/16,1.062155885,0.931976678,1.378265413
2013/7/17,1.047811544,0.918829313,1.344827586
2013/7/18,1.038437248,0.904767349,1.33646813
2013/7/19,1.023202517,0.883731565,1.317659352
2013/7/22,1.033709695,0.889104836,1.354231975
2013/7/23,1.05334071,0.913456042,1.379310345
2013/7/24,1.052857633,0.907625472,1.39184953
2013/7/25,1.043021801,0.903509775,1.36677116
2013/7/26,1.040258697,0.898365154,1.358411703
2013/7/29,1.026731793,0.879844518,1.345872518
2013/7/30,1.023801179,0.884989139,1.324973877
2013/7/31,1.025646207,0.886818338,1.324973877
2013/8/1,1.044404064,0.907396822,1.355276907
2013/8/2,1.04659328,0.908082771,1.352142111
2013/8/5,1.058513259,0.920086887,1.379310345
2013/8/6,1.063734189,0.926031782,1.396029258
2013/8/7,1.057691995,0.921001486,1.375130617
2013/8/8,1.057855283,0.919743912,1.386624869
2013/8/9,1.059811005,0.923402309,1.384535005
2013/8/12,1.071091361,0.94901109,1.378265413
2013/8/13,1.069918598,0.951411913,1.370950888
2013/8/14,1.066530014,0.947410541,1.365726228
2013/8/15,1.054202062,0.936778324,1.326018809
2013/8/16,1.043444899,0.930261804,1.296760711
2013/8/19,1.05627403,0.940665371,1.318704284
2013/8/20,1.052338678,0.933462902,1.305120167
2013/8/21,1.050283251,0.931862353,1.305120167
2013/8/22,1.051610983,0.930261804,1.319749216
2013/8/23,1.049889859,0.923745284,1.333333333
2013/8/26,1.062452454,0.942380245,1.347962382
2013/8/27,1.06335704,0.944438093,1.345872518
2013/8/28,1.052869434,0.939522122,1.312434692
2013/8/29,1.050633745,0.935635075,1.313479624
2013/8/30,1.044277851,0.933805876,1.289446186
2013/9/2,1.047765292,0.936321024,1.298850575
2013/9/3,1.060138081,0.949354064,1.318704284
2013/9/4,1.058705937,0.94786784,1.31138976
2013/9/5,1.058523179,0.944438093,1.305120167
2013/9/6,1.062124757,0.950611638,1.314524556
2013/9/9,1.076558424,0.982393964,1.306165099
2013/9/10,1.08113514,0.996227278,1.288401254
2013/9/11,1.07923253,0.999428375,1.281086729
2013/9/12,1.083224261,1.009374643,1.277951933
2013/9/13,1.085173765,1.002286498,1.294670846
2013/9/16,1.086339097,0.998513776,1.31138976
2013/9/17,1.075153164,0.978849891,1.304075235
2013/9/18,1.078914262,0.981365039,1.320794148
2013/9/23,1.093623192,0.996455928,1.351097179
2013/9/24,1.09072389,0.985480736,1.361546499
2013/9/25,1.084346367,0.979878816,1.343782654
2013/9/26,1.078742833,0.962730079,1.365726228
2013/9/27,1.085021392,0.966845776,1.388714734
2013/9/30,1.0896035,0.972104722,1.389759666
2013/10/8,1.099193859,0.984566137,1.389759666
2013/10/9,1.103952521,0.989024809,1.392894462
2013/10/10,1.09776835,0.979993141,1.368861024
2013/10/11,1.106932996,0.994969704,1.370950888
2013/10/14,1.106539951,0.996341603,1.362591432
2013/10/15,1.108708381,0.994512404,1.377220481
2013/10/16,1.095143506,0.976792043,1.359456635
2013/10/17,1.089918829,0.97370527,1.343782654
2013/10/18,1.094834924,0.978621242,1.340647858
2013/10/21,1.115385816,0.995884303,1.374085684
2013/10/22,1.104142243,0.986166686,1.364681296
2013/10/23,1.090419038,0.975648794,1.34691745
2013/10/24,1.085979193,0.968674974,1.33646813
2013/10/25,1.072421614,0.956442209,1.312434692
2013/10/28,1.069679353,0.955413285,1.296760711
2013/10/29,1.069966942,0.957928433,1.29153605
2013/10/30,1.081887439,0.971533097,1.309299896
2013/10/31,1.06673279,0.958385732,1.294670846
2013/11/1,1.068195147,0.962615754,1.298850575
2013/11/4,1.06571155,0.96090088,1.278996865
2013/11/5,1.067086007,0.962158454,1.281086729
2013/11/6,1.055838179,0.950497313,1.265412748
2013/11/7,1.04818114,0.945581342,1.249738767
2013/11/8,1.037745286,0.932891277,1.231974922
2013/11/11,1.045556668,0.93597805,1.26645768
2013/11/12,1.054510376,0.945124043,1.278996865
2013/11/13,1.039397774,0.925231508,1.26123302
2013/11/14,1.046606946,0.931405053,1.274817137
2013/11/15,1.058987668,0.949125414,1.283176594
2013/11/18,1.076460129,0.978964216,1.283176594
2013/11/19,1.069080371,0.972333371,1.275862069
2013/11/20,1.071510478,0.977249343,1.280041797
2013/11/21,1.066487245,0.971533097,1.283176594
2013/11/22,1.063644015,0.967074426,1.278996865
2013/11/25,1.06172743,0.963416028,1.29153605
2013/11/26,1.061401755,0.962844404,1.29153605
2013/11/27,1.068748738,0.973133646,1.301985371
2013/11/28,1.078453042,0.982736938,1.309299896
2013/11/29,1.080913286,0.982393964,1.32183908
2013/12/2,1.064769274,0.974848519,1.281086729
2013/12/3,1.074949311,0.983994512,1.307210031
2013/12/4,1.083592729,0.996112953,1.312434692
2013/12/5,1.078241812,0.993369155,1.308254963
2013/12/6,1.072580649,0.986395336,1.306165099
2013/12/9,1.074455112,0.985823711,1.307210031
2013/12/10,1.074264633,0.987081285,1.293625914
2013/12/11,1.065275961,0.971418772,1.289446186
2013/12/12,1.067968407,0.970389848,1.298850575
2013/12/13,1.06954867,0.969132274,1.304075235
2013/12/16,1.059778845,0.953812736,1.289446186
2013/12/17,1.058069275,0.949239739,1.297805643
2013/12/18,1.058419031,0.949582714,1.301985371
2013/12/19,1.050662012,0.940093746,1.292580982
2013/12/20,1.040687005,0.919286613,1.290491118
2013/12/23,1.046943776,0.921687436,1.328108673
2013/12/24,1.049282676,0.92294501,1.324973877
2013/12/25,1.056031401,0.92946153,1.326018809
2013/12/26,1.047477307,0.913913342,1.329153605
2013/12/27,1.05857713,0.928661255,1.338557994
2013/12/30,1.058996808,0.927060707,1.33646813
2013/12/31,1.066247676,0.938836172,1.344827586
2014/1/2,1.068982552,0.9357494,1.387669801
2014/1/3,1.061603173,0.923745284,1.383490073
2014/1/6,1.045755867,0.903509775,1.360501567
2014/1/7,1.047894514,0.903281125,1.370950888
2014/1/8,1.054785737,0.904653024,1.39184953
2014/1/9,1.046689119,0.89710758,1.385579937
2014/1/10,1.03838137,0.89036241,1.359456635
2014/1/13,1.035333062,0.886018063,1.358411703
2014/1/14,1.044979406,0.893334858,1.377220481
2014/1/15,1.049476142,0.891848634,1.39707419
2014/1/16,1.048015175,0.892991883,1.386624869
2014/1/17,1.036060855,0.880187493,1.367816092
2014/1/20,1.02838928,0.875385847,1.34691745
2014/1/21,1.034740251,0.88361724,1.351097179
2014/1/22,1.052473522,0.905110324,1.373040752
2014/1/23,1.053610225,0.902137876,1.36677116
2014/1/24,1.060219609,0.907511147,1.392894462
2014/1/27,1.049181771,0.896078656,1.369905956
2014/1/28,1.047716733,0.897564879,1.374085684
2014/1/29,1.052100357,0.900537327,1.386624869
2014/1/30,1.045251033,0.89081971,1.377220481
2014/2/7,1.05153396,0.894478107,1.384535005
2014/2/10,1.071617849,0.91574254,1.42737722
2014/2/11,1.073880099,0.92248771,1.438871473
2014/2/12,1.076303993,0.924659883,1.439916405
2014/2/13,1.065933019,0.920429862,1.401253918
2014/2/14,1.074988543,0.926260432,1.434691745
2014/2/17,1.083116294,0.932662627,1.448275862
2014/2/18,1.07659575,0.921230136,1.446185998
2014/2/19,1.081042637,0.931290728,1.454545455
2014/2/20,1.073516849,0.92317366,1.437826541
2014/2/21,1.069529056,0.914256316,1.438871473
2014/2/24,1.059746621,0.894935406,1.439916405
2014/2/25,1.037800623,0.873442323,1.403343783
2014/2/26,1.038864463,0.875157197,1.410658307
2014/2/27,1.025728622,0.871727449,1.353187043
2014/2/28,1.032694591,0.881102092,1.356321839
2014/3/3,1.042340054,0.884989139,1.365726228
2014/3/4,1.037052543,0.882702641,1.347962382
2014/3/5,1.031855423,0.875042872,1.332288401
2014/3/6,1.03139115,0.879044244,1.31138976
2014/3/7,1.03497498,0.876529096,1.338557994
2014/3/10,1.015951528,0.849091117,1.317659352
2014/3/11,1.021152948,0.853321139,1.33646813
2014/3/12,1.022011385,0.855378987,1.334378265
2014/3/13,1.031532352,0.865096605,1.345872518
2014/3/14,1.026414335,0.85869441,1.333333333
2014/3/17,1.035145494,0.866811478,1.347962382
2014/3/18,1.034387324,0.86475363,1.342737722
2014/3/19,1.024681196,0.85846576,1.326018809
2014/3/20,1.009427476,0.845547045,1.298850575
2014/3/21,1.026082254,0.873442323,1.317659352
2014/3/24,1.026344008,0.879958843,1.306165099
2014/3/25,1.026778838,0.879158569,1.307210031
2014/3/26,1.03020509,0.877900995,1.329153605
2014/3/27,1.020138831,0.872299074,1.31138976
2014/3/28,1.013029538,0.87081285,1.29153605
2014/3/31,1.013937273,0.868640677,1.284221526
2014/4/1,1.021345722,0.875157197,1.287356322
2014/4/2,1.021363334,0.881788042,1.274817137
2014/4/3,1.01759035,0.875843146,1.272727273
2014/4/4,1.025026552,0.883731565,1.282131661
2014/4/8,1.040160068,0.9036241,1.309299896
2014/4/9,1.043262153,0.904081399,1.31661442
2014/4/10,1.051075572,0.917571739,1.314524556
2014/4/11,1.053637581,0.916314165,1.327063741
2014/4/14,1.055641603,0.915399566,1.334378265
2014/4/15,1.045993266,0.900537327,1.327063741
2014/4/16,1.045369096,0.901680576,1.323928945
2014/4/17,1.044069742,0.898708129,1.319749216
2014/4/18,1.045616045,0.898479479,1.324973877
2014/4/21,1.035473882,0.88430319,1.314524556
2014/4/22,1.033201139,0.888075912,1.299895507
2014/4/23,1.031732908,0.887161312,1.288401254
2014/4/24,1.028352963,0.885789414,1.274817137
2014/4/25,1.016863501,0.877215045,1.253918495
2014/4/28,1.001565424,0.86452498,1.218390805
2014/4/29,1.011651589,0.873442323,1.231974922
2014/4/30,1.016895929,0.873670973,1.251828631
2014/5/5,1.01865572,0.872870699,1.258098224
2014/5/6,1.020829394,0.873099348,1.265412748
2014/5/7,1.012864417,0.865553904,1.253918495
2014/5/8,1.013127656,0.865668229,1.254963427
2014/5/9,1.009910632,0.86498228,1.249738767
2014/5/12,1.020778379,0.882702641,1.253918495
2014/5/13,1.019779501,0.880644793,1.242424242
2014/5/14,1.01859226,0.879844518,1.248693835
2014/5/15,1.009635084,0.868983652,1.228840125
2014/5/16,1.006255909,0.869898251,1.214211076
2014/5/19,0.99666628,0.85823711,1.203761755
2014/5/20,0.996844438,0.858351435,1.202716823
2014/5/21,1.004740129,0.866125529,1.217345873
2014/5/22,1.006758269,0.864410655,1.224660397
2014/5/23,1.01464306,0.871384475,1.239289446
2014/5/26,1.022029514,0.874356922,1.257053292
2014/5/27,1.019054142,0.871155825,1.249738767
2014/5/28,1.028443866,0.879730193,1.264367816
2014/5/29,1.024515487,0.874242597,1.260188088
2014/5/30,1.024684385,0.874814222,1.260188088
2014/6/3,1.022446324,0.872299074,1.260188088
2014/6/4,1.015371453,0.863953355,1.246603971
2014/6/5,1.024825915,0.872642049,1.262277952
2014/6/6,1.022258804,0.867268778,1.264367816
2014/6/9,1.020045173,0.867040128,1.260188088
2014/6/10,1.029116058,0.877443695,1.269592476
2014/6/11,1.032518803,0.877215045,1.278996865
2014/6/12,1.032495772,0.874585572,1.277951933
2014/6/13,1.039993045,0.88361724,1.282131661
2014/6/16,1.042845606,0.889790785,1.276907001
2014/6/17,1.034937557,0.881902367,1.268547544
2014/6/18,1.032960221,0.878701269,1.268547544
2014/6/19,1.021865205,0.865896879,1.249738767
2014/6/20,1.025974902,0.870469875,1.254963427
2014/6/23,1.030932046,0.869669601,1.269592476
2014/6/24,1.036642334,0.874928547,1.277951933
2014/6/25,1.033486762,0.87127015,1.271682341
2014/6/26,1.04097994,0.87755802,1.284221526
2014/6/27,1.04301437,0.878586944,1.288401254
2014/6/30,1.048550637,0.884417515,1.296760711
2014/7/1,1.047662186,0.884417515,1.298850575
2014/7/2,1.048667282,0.886932663,1.303030303
2014/7/3,1.054814215,0.891391334,1.315569488
2014/7/4,1.053099953,0.891048359,1.306165099
2014/7/7,1.049828396,0.89013376,1.294670846
2014/7/8,1.053656058,0.891734309,1.306165099
2014/7/9,1.042093161,0.879730193,1.288401254
2014/7/10,1.039326899,0.878243969,1.282131661
2014/7/11,1.042666236,0.882931291,1.278996865
2014/7/14,1.052533264,0.892648908,1.283176594
2014/7/15,1.055565253,0.893906482,1.290491118
2014/7/16,1.050497695,0.892534583,1.273772205
2014/7/17,1.046051982,0.888075912,1.269592476
2014/7/18,1.051646659,0.892191609,1.270637409
2014/7/21,1.054371338,0.892877558,1.283176594
2014/7/22,1.064609818,0.90339545,1.292580982
2014/7/23,1.06097646,0.905453298,1.273772205
2014/7/24,1.067614435,0.920887161,1.271682341
2014/7/25,1.074113406,0.930490454,1.276907001
2014/7/28,1.091568651,0.955641934,1.301985371
2014/7/29,1.093529139,0.958843032,1.301985371
2014/7/30,1.092290008,0.955870584,1.309299896
2014/7/31,1.100577467,0.966960101,1.309299896
2014/8/1,1.097095453,0.958843032,1.318704284
2014/8/4,1.108305685,0.976792043,1.323928945
2014/8/5,1.107202468,0.97439122,1.32183908
2014/8/6,1.105640295,0.971990397,1.324973877
2014/8/7,1.095554637,0.958042758,1.310344828
2014/8/8,1.098514506,0.959871956,1.313479624
2014/8/11,1.110496309,0.973133646,1.327063741
2014/8/12,1.109764727,0.969932548,1.323928945
2014/8/13,1.110272683,0.970732823,1.319749216
2014/8/14,1.104010818,0.96181548,1.314524556
2014/8/15,1.112751058,0.971533097,1.334378265
2014/8/18,1.118447882,0.976906368,1.355276907
2014/8/19,1.118003436,0.977020693,1.355276907
2014/8/20,1.115131669,0.97370527,1.34691745
2014/8/21,1.112804923,0.969017949,1.345872518
2014/8/22,1.117922874,0.973362296,1.350052247
2014/8/25,1.109897408,0.964444953,1.337513062
2014/8/26,1.10116402,0.957128158,1.317659352
2014/8/27,1.102454029,0.958500057,1.319749216
2014/8/28,1.09777826,0.952097862,1.315569488
2014/8/29,1.107808132,0.962615754,1.324973877
2014/9/1,1.117367185,0.969246599,1.339602926
2014/9/2,1.12715748,0.981936664,1.344827586
2014/9/3,1.134049428,0.990625357,1.347962382
2014/9/4,1.138462118,0.997370527,1.351097179
2014/9/5,1.144368218,1.006402195,1.356321839
2014/9/9,1.141934468,1.004458672,1.354231975
2014/9/10,1.139072311,0.9995427,1.351097179
2014/9/11,1.134071964,0.996112953,1.344827586
2014/9/12,1.138325881,1.002172173,1.351097179
2014/9/15,1.138355694,1.001829199,1.352142111
2014/9/16,1.118130671,0.982851263,1.327063741
2014/9/17,1.123358774,0.987767234,1.340647858
2014/9/18,1.130121726,0.990739682,1.363636364
2014/9/19,1.137217522,0.997370527,1.370950888
2014/9/22,1.122627471,0.979192866,1.354231975
2014/9/23,1.129473455,0.987309935,1.363636364
2014/9/24,1.141570078,1.004115697,1.374085684
2014/9/25,1.139947245,1.002057848,1.37199582
2014/9/26,1.140340235,1.001943523,1.375130617
2014/9/29,1.144662492,1.005944895,1.373040752
2014/9/30,1.146954036,1.007202469,1.379310345
2014/10/8,1.161395544,1.017834686,1.432601881
2014/10/9,1.161752748,1.01932091,1.424242424
2014/10/10,1.156502953,1.013376015,1.42215256
2014/10/13,1.152347458,1.008688693,1.429467085
2014/10/14,1.147420553,1.005373271,1.414838036
2014/10/15,1.152933466,1.012118441,1.437826541
2014/10/16,1.143971259,1.004572996,1.421107628
2014/10/17,1.145097766,1.003429747,1.412748171
2014/10/20,1.152263584,1.008460043,1.430512017
2014/10/21,1.145086967,1.000114325,1.411703239
2014/10/22,1.136983278,0.994398079,1.390804598
2014/10/23,1.128916545,0.985480736,1.375130617
2014/10/24,1.129017847,0.983422888,1.37199582
2014/10/27,1.128139048,0.974734195,1.385579937
2014/10/28,1.14105608,0.993597805,1.400208986
2014/10/29,1.150414568,1.007088145,1.401253918
2014/10/30,1.153070566,1.013947639,1.404388715
2014/10/31,1.159400008,1.029038527,1.396029258
2014/11/3,1.15907233,1.030524751,1.388714734
2014/11/4,1.153580267,1.030867726,1.370950888
2014/11/5,1.15090672,1.026980679,1.37199582
2014/11/6,1.154923095,1.028123928,1.379310345
2014/11/7,1.152478446,1.026409055,1.361546499
2014/11/10,1.168987157,1.051103235,1.373040752
2014/11/11,1.160386,1.048473762,1.356321839
2014/11/12,1.170690395,1.062192752,1.363636364
2014/11/13,1.163185014,1.056476506,1.34169279
2014/11/14,1.165265837,1.056933806,1.356321839
2014/11/17,1.166215915,1.05144621,1.364681296
2014/11/18,1.158971226,1.041385618,1.359456635
2014/11/19,1.158540414,1.039556419,1.358411703
2014/11/20,1.155645904,1.039670744,1.34691745
2014/11/21,1.167218686,1.058077055,1.349007315
2014/11/24,1.181140424,1.08448611,1.337513062
2014/11/25,1.192491464,1.098662399,1.353187043
2014/11/26,1.200737288,1.113181662,1.351097179
2014/11/27,1.207427085,1.125071453,1.352142111
2014/11/28,1.217479128,1.145535612,1.351097179
2014/12/1,1.220458863,1.149308334,1.362591432
2014/12/2,1.242460479,1.189436378,1.364681296
2014/12/3,1.255693394,1.206585115,1.370950888
2014/12/4,1.288413521,1.259288899,1.380355277
2014/12/5,1.279922087,1.267062993,1.360501567
2014/12/8,1.3034855,1.31633703,1.352142111
2014/12/9,1.259913137,1.260089173,1.32183908
2014/12/10,1.295466267,1.300903167,1.362591432
2014/12/11,1.28825983,1.287755802,1.362591432
2014/12/12,1.293663696,1.291757174,1.376175549
2014/12/15,1.304317318,1.299645593,1.409613375
2014/12/16,1.317637575,1.332685492,1.399164054
2014/12/17,1.323176001,1.355664799,1.379310345
2014/12/18,1.321598761,1.350291529,1.373040752
2014/12/19,1.319176564,1.364467818,1.351097179
2014/12/22,1.311112051,1.368469189,1.310344828
2014/12/23,1.299296631,1.34148851,1.301985371
2014/12/24,1.285513501,1.305133189,1.320794148
2014/12/25,1.307548491,1.345261232,1.327063741
2014/12/26,1.329426889,1.387675775,1.331243469
2014/12/29,1.328612986,1.391334172,1.307210031
2014/12/30,1.326165539,1.392363096,1.305120167
2014/12/31,1.347241139,1.421401623,1.317659352
2015/1/5,1.378932799,1.462901566,1.326018809
2015/1/6,1.388159895,1.462101292,1.369905956
2015/1/7,1.384883817,1.462215617,1.357366771
2015/1/8,1.372694451,1.430318967,1.362591432
2015/1/9,1.373336274,1.42597462,1.360501567
2015/1/12,1.373331471,1.41294158,1.377220481
2015/1/13,1.380681336,1.41294158,1.389759666
2015/1/14,1.373755768,1.408025609,1.377220481
2015/1/15,1.395156532,1.446781754,1.380355277
2015/1/16,1.405957616,1.458671545,1.387669801
2015/1/19,1.346005792,1.351892077,1.388714734
2015/1/20,1.37145797,1.36801189,1.433646813
2015/1/21,1.406921637,1.42643192,1.450365726
2015/1/22,1.415420529,1.433748714,1.471264368
2015/1/23,1.409207565,1.435463588,1.457680251
2015/1/26,1.421675313,1.448267978,1.4723093
2015/1/27,1.415591012,1.435692237,1.471264368
2015/1/28,1.40166279,1.416599977,1.458725183
2015/1/29,1.389269997,1.400022865,1.439916405
2015/1/30,1.378994757,1.382188179,1.434691745
2015/2/2,1.365597803,1.351663427,1.450365726
2015/2/3,1.387597794,1.383445753,1.466039707
2015/2/4,1.379409798,1.369955413,1.448275862
2015/2/5,1.372106492,1.356236424,1.449320794
2015/2/6,1.357812579,1.33520064,1.438871473
2015/2/9,1.361341125,1.34800503,1.424242424
2015/2/10,1.37755899,1.371327312,1.439916405
2015/2/11,1.386681606,1.381616554,1.464994775
2015/2/12,1.393335797,1.385046302,1.481713689
2015/2/13,1.404033452,1.395221219,1.500522466
2015/2/16,1.41954232,1.40665371,1.533960293
2015/2/17,1.430065799,1.415456728,1.538140021
2015/2/25,1.418302539,1.398650966,1.520376176
2015/2/26,1.433978291,1.43226249,1.520376176
2015/2/27,1.438337018,1.434663313,1.531870428
2015/3/2,1.449648007,1.445409855,1.554858934
2015/3/3,1.430114167,1.409740482,1.55276907
2015/3/4,1.445944278,1.4194581,1.613375131
2015/3/5,1.437959791,1.405739111,1.614420063
2015/3/6,1.425036795,1.398765291,1.565308255
2015/3/9,1.446269206,1.421287299,1.597701149
2015/3/10,1.448445456,1.414542129,1.629049112
2015/3/11,1.448005364,1.415799703,1.613375131
2015/3/12,1.460166805,1.441865783,1.606060606
2015/3/13,1.470544922,1.45135475,1.622779519
2015/3/16,1.503879437,1.484623299,1.687565308
2015/3/17,1.514840775,1.504172859,1.698014629
2015/3/18,1.535919756,1.537670058,1.710553814
2015/3/19,1.53324603,1.53538356,1.691745037
2015/3/20,1.546122512,1.555504744,1.70846395
2015/3/23,1.574106709,1.586143821,1.747126437
2015/3/24,1.576404931,1.58660112,1.747126437
2015/3/25,1.574744211,1.57448268,1.76384535
2015/3/26,1.572082298,1.578255402,1.723092999
2015/3/27,1.581339003,1.586258146,1.740856844
2015/3/30,1.605456462,1.630273237,1.746081505
2015/3/31,1.603590351,1.615525323,1.798328109
2015/4/1,1.633986925,1.643420601,1.848484848
2015/4/2,1.645832636,1.643992226,1.870428422
2015/4/3,1.66045459,1.661598262,1.901776385
2015/4/7,1.686411697,1.69623871,1.939393939
2015/4/8,1.682643929,1.710300675,1.898641588
2015/4/9,1.674774061,1.698296559,1.931034483
2015/4/10,1.713545981,1.730879159,2.028213166
2015/4/13,1.745845686,1.76094661,2.13584117
2015/4/14,1.752218366,1.76769178,2.184952978
2015/4/15,1.726326736,1.747113296,2.133751306
2015/4/16,1.77262377,1.796501658,2.176593521
2015/4/17,1.779283176,1.828055333,2.137931034
2015/4/20,1.744836505,1.799931405,2.056426332
2015/4/21,1.795246898,1.837087001,2.136886102
2015/4/22,1.835873016,1.882359666,2.203761755
2015/4/23,1.840812111,1.883045616,2.240334378
2015/4/24,1.829622426,1.868869327,2.23615465
2015/4/27,1.846859192,1.901680576,2.238244514
2015/4/28,1.815471634,1.876757746,2.150470219
2015/4/29,1.835926981,1.888533211,2.191222571
2015/4/30,1.839354731,1.879844518,2.201671891
2015/5/4,1.844814051,1.894363782,2.18077325
2015/5/5,1.790700545,1.820967189,2.122257053
2015/5/6,1.790032011,1.804390077,2.145245559
2015/5/7,1.777889029,1.772607751,2.123301985
2015/5/8,1.819885902,1.80656225,2.227795193
2015/5/11,1.874806418,1.856064937,2.343782654
2015/5/12,1.902251043,1.88384589,2.390804598
2015/5/13,1.900614043,1.872299074,2.414838036
2015/5/14,1.891005991,1.866811478,2.385579937
2015/5/15,1.875750671,1.834686178,2.376175549
2015/5/18,1.884600176,1.817194467,2.439916405
2015/5/19,1.929094794,1.878129644,2.487983281
2015/5/20,1.956082511,1.888990511,2.564263323
2015/5/21,2.007490478,1.920201212,2.704284222
2015/5/22,2.029292231,1.954727335,2.715778474
2015/5/25,2.061746507,2.011432491,2.70846395
2015/5/26,2.105470246,2.050302961,2.797283177
2015/5/27,2.10153797,2.044815365,2.799373041
2015/5/28,1.99817632,1.912541443,2.660397074
2015/5/29,2.008878698,1.914484966,2.685475444
2015/6/1,2.08871211,2.004001372,2.816091954
2015/6/2,2.131499462,2.036926946,2.911180773
2015/6/3,2.134080079,2.030982051,2.967607106
2015/6/4,2.135786523,2.045272665,2.941483804
2015/6/5,2.139069704,2.063907625,2.918495298
2015/6/8,2.135665849,2.110552189,2.816091954
2015/6/9,2.126117868,2.089287756,2.804597701
2015/6/10,2.148167228,2.09054533,2.856844305
2015/6/11,2.160412347,2.086772608,2.907001045
2015/6/12,2.175616094,2.098776723,2.89968652
2015/6/15,2.133306334,2.053732708,2.793103448
2015/6/16,2.071354335,1.992911855,2.685475444
2015/6/17,2.097731077,2.020464159,2.746081505
2015/6/18,2.028821976,1.943180519,2.635318704
2015/6/19,1.934656681,1.833199954,2.49738767
2015/6/23,1.975620924,1.889676461,2.530825496
2015/6/24,2.002989429,1.925460158,2.54754441
2015/6/25,1.939640107,1.859266034,2.459770115
2015/6/26,1.81668061,1.718074768,2.272727273
2015/6/29,1.750272672,1.661712587,2.114942529
2015/6/30,1.838595108,1.770321253,2.198537095
2015/7/1,1.776342954,1.687778667,2.127481714
2015/7/2,1.714306868,1.633017034,2.033437827
2015/7/3,1.653360199,1.552532297,1.981191223
2015/7/6,1.64595055,1.595175489,1.805642633
2015/7/7,1.586718503,1.571281582,1.654127482
2015/7/8,1.51975322,1.475705956,1.589341693
2015/7/9,1.591307183,1.566479936,1.672936259
2015/7/10,1.664913184,1.645935749,1.76907001
2015/7/13,1.725451802,1.682176746,1.904911181
2015/7/14,1.721477381,1.642506002,1.94984326
2015/7/15,1.659478887,1.585229221,1.808777429
