Date,Price,Position,PortfolioValue
2012/12/31,1,100,100
2013/1/4,0.981191223,100,98.1191223
2013/1/7,0.993730408,100,99.3730408
2013/1/8,1.017763845,100,101.7763845
2013/1/9,1.026123302,100,102.6123302
2013/1/10,1.031347962,100,103.1347962
2013/1/11,1.027168234,100,102.7168234
2013/1/14,1.054336468,100,105.4336468
2013/1/15,1.064785789,100,106.4785789
2013/1/16,1.078369906,100,107.8369906
2013/1/17,1.08045977,100,108.045977
2013/1/18,1.098223615,100,109.8223615
2013/1/21,1.101358412,100,110.1358412
2013/1/22,1.084639498,100,108.4639498
2013/1/23,1.086729363,100,108.6729363
2013/1/24,1.078369906,100,107.8369906
2013/1/25,1.103448276,100,110.3448276
2013/1/28,1.124346917,100,112.4346917
2013/1/29,1.121212121,100,112.1212121
2013/1/30,1.111807732,100,111.1807732
2013/1/31,1.102403344,100,110.2403344
2013/2/1,1.102403344,100,110.2403344
2013/2/4,1.078369906,100,107.8369906
2013/2/5,1.096133751,100,109.6133751
2013/2/6,1.1107628,100,111.07628
2013/2/7,1.12539185,100,112.539185
2013/2/8,1.150470219,100,115.0470219
2013/2/18,1.148380355,100,114.8380355
2013/2/19,1.136886102,100,113.6886102
2013/2/20,1.18599791,100,118.599791
2013/2/21,1.168234065,100,116.8234065
2013/2/22,1.158829676,100,115.8829676
2013/2/25,1.167189133,100,116.7189133
2013/2/26,1.16091954,100,116.091954
2013/2/27,1.143155695,100,114.3155695
2013/2/28,1.15569488,100,115.569488
2013/3/1,1.181818182,100,118.1818182
2013/3/4,1.174503657,100,117.4503657
2013/3/5,1.21107628,141.285591,171.107628
2013/3/6,1.223615465,141.285591,172.8792342
2013/3/7,1.189132706,141.285591,168.0073172
2013/3/8,1.171368861,141.285591,165.4975418
2013/3/11,1.183908046,141.285591,167.269148
2013/3/12,1.156739812,141.285591,163.430668
2013/3/13,1.154649948,141.285591,163.1354003
2013/3/14,1.182863114,141.285591,167.1215142
2013/3/15,1.196447231,141.285591,169.0407542
2013/3/18,1.193312435,141.285591,168.5978527
2013/3/19,1.182863114,141.285591,167.1215142
2013/3/20,1.202716823,141.285591,169.9265572
2013/3/21,1.21630094,141.285591,171.8457972
2013/3/22,1.226750261,141.285591,173.3221357
2013/3/25,1.221525601,141.285591,172.5839665
2013/3/26,1.222570533,141.285591,172.7316003
2013/3/27,1.250783699,141.285591,176.7177142
2013/3/28,1.242424242,141.285591,175.5366433
2013/3/29,1.233019854,141.285591,174.2079388
2013/4/1,1.233019854,141.285591,174.2079388
2013/4/2,1.181818182,141.285591,166.9738803
2013/4/3,1.174503657,141.285591,165.9404433
2013/4/8,1.191222571,141.285591,168.302585
