,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown
Benchmark,0.005937769,0.7163829757242921,0.12522685384150115,5.720681736770402,-0.006541756735527371
AQUMON-BOCHKAM,0.009453465,1.3597997943401698,0.1815910738034667,7.488252400621083,-0.00880000000000003
Fund NAV,-0.002070393,-0.17231216322957033,0.10510106620067101,-1.6394901541776197,-0.010351966999999962
