factor_metric,pr_mean_w_annreport,pr_std_w_annreport,pr_tstat_w_annreport,pr_num_w_annreport,industry
UNLOCKAMTTMKTCAP,0.4566379833504541,0.15050477367501333,9.1021295644046,9,通信传输设备
ROE,0.17610869584639569,0.2612254605845189,2.022490787678211,9,文娱用品和其他
OPOE,0.20859278370119624,0.2856688518905075,2.1905725701710037,9,文娱用品和其他
OPOA_gr_2yr,0.2147776959479296,0.28018318590961394,2.299685064083925,9,文娱用品和其他
CFOOA_Semi,0.1776116863337065,0.2603878385032018,2.046313153732668,9,文娱用品和其他
ARTOS_Semi,0.17066316618787586,0.24432332184873115,2.095540837810881,9,文娱用品和其他
ROE_Semi_gr_2yr,0.16157622840709485,0.2288120041513306,2.1184582820256965,9,文娱用品和其他
GPOE_Semi_gr_2yr,0.15932284709428382,0.2276238272310001,2.0998176996549374,9,文娱用品和其他
GPOA_Semi_gr_2yr,0.12741444010997613,0.1889884627699119,2.022574895459617,9,文娱用品和其他
OPOE_Semi_gr_2yr,0.17013098094505427,0.19306872203591824,2.6435817125272627,9,文娱用品和其他
OPOA_Semi_gr_2yr,0.17356043839117746,0.19094437987152432,2.72687426319575,9,文娱用品和其他
GPOA_TTM,0.2464929213079851,0.3390720680398499,2.180889650388562,9,文娱用品和其他
CFOOE_TTM,0.22630090079880866,0.27338841524184226,2.4832899440741167,9,文娱用品和其他
CFOOA_TTM,0.2189134988202834,0.2652622175546139,2.475816203736728,9,文娱用品和其他
ARTOS_TTM,0.17675200504566266,0.2464794615388441,2.1513192694695253,9,文娱用品和其他
ROA_TTM_gr_1yr,0.13877133159512758,0.20631747626749491,2.017831946749983,9,文娱用品和其他
CFOOE_TTM_Abnormal,0.19423194712078856,0.24641397482252214,2.364702902025131,9,文娱用品和其他
CFOOA_TTM_Abnormal,0.18027800279884929,0.2495394028796701,2.167329095747425,9,文娱用品和其他
RNDOE_gr_1yr,0.28049852666984376,0.3424954623003338,2.4569539530763915,9,文娱用品和其他
RNDOE_gr_2yr,0.2863245226495086,0.4282836201693943,2.005618537568132,9,文娱用品和其他
RNDOA_gr_2yr,0.2878235501564497,0.3863219424789749,2.2351064113225783,9,文娱用品和其他
RNDOE_gr_3yr,0.1981266149442976,0.2675425434730307,2.2216273984582515,9,文娱用品和其他
GPOE_Semi_gr_2yr,0.14215522922682328,0.189968736143792,2.244925645858209,9,其他文化传媒
SOE_Semi_gr_2yr,0.14437525581026334,0.19871113377664446,2.1796753870753545,9,其他文化传媒
ARTOS_Semi_Abnormal,0.103880911962276,0.14140104175131574,2.203963507107104,9,其他文化传媒
RNDOE,0.2641404804393077,0.12322878775436102,6.430489626316067,9,其他文化传媒
RNDOA,0.2511991418888129,0.12160319186872195,6.197184581141528,9,其他文化传媒
RNDOE_gr_1yr,0.31517131507877594,0.10547706270361656,8.96416643581703,9,其他文化传媒
RNDOA_gr_1yr,0.2755481770534369,0.09150415671121982,9.03395606135291,9,其他文化传媒
RNDOE_gr_2yr,0.31517131507877594,0.10547706270361656,8.96416643581703,9,其他文化传媒
RNDOA_gr_2yr,0.30222997652828115,0.11062059173213916,8.19639377612747,9,其他文化传媒
RNDOE_gr_3yr,0.2641404804393077,0.12322878775436102,6.430489626316067,9,其他文化传媒
RNDOA_gr_3yr,0.2511991418888129,0.12160319186872195,6.197184581141528,9,其他文化传媒
ARTOS_Semi_Abnormal,0.09376816872327952,0.09338537794667627,3.012297132110612,9,医疗器械
ARTOS_TTM_Abnormal,0.10158214681913688,0.14939473772774192,2.0398739948443354,9,医疗器械
RNDOA_gr_3yr,0.037799370903504034,0.05283928124886512,2.146094913298005,9,医疗器械
UNLOCKAMTTMKTCAP,0.08966298742997006,0.10829020071764596,2.483964019895646,9,医疗器械
ROE_gr_2yr,0.05139875176694396,0.06596571279952805,2.337521247885842,9,银行
ROA_gr_2yr,0.044383254081367916,0.0634048542407279,2.0999931919814343,9,银行
OPOE_gr_2yr,0.05023708240573231,0.06556982792595528,2.2984847144541485,9,银行
OPOA_gr_2yr,0.048312996390627125,0.06745612907564917,2.1486407707939845,9,银行
ROE_Semi_Abnormal,0.05039640980664588,0.07270231187220974,2.079565635900078,9,银行
ROE_TTM_gr_2yr,0.058811693602423824,0.08710808465908138,2.025473083213721,9,银行
S_TTM_gr_2yr,0.054092612859990584,0.07693322898510313,2.109333518438362,9,银行
ROEGrVar,0.03906200710474028,0.05067247013495282,2.3126171075166977,9,银行
RNDOE,0.05081023704860477,0.053307988660956984,2.859434673389868,9,生物制品
RNDOE_gr_2yr,0.05593049058224602,0.04310354462701633,3.8927534428704536,9,生物制品
RNDOE_gr_3yr,0.039817864162370736,0.04419202588975964,2.703057623678496,9,生物制品
UNLOCKAMTTMKTCAP,0.031127300802135924,0.031672207594591946,2.9483862824375024,9,生物制品
ARTOS_gr_2yr,0.13632936639772508,0.16635790211058196,2.4584831499095934,9,计量仪表
DivYield_gr_1yr,0.14088164441028986,0.09639392549027148,4.384559826578749,9,计量仪表
RNDOE,0.14044429052696786,0.1324554560982392,3.1809400985974516,9,其他电子
RNDOA,0.1081686005516398,0.13507109494375086,2.4024814620038204,9,其他电子
RNDOE_gr_1yr,0.17899714609450376,0.11737566219707585,4.574981118163091,9,其他电子
RNDOA_gr_1yr,0.12125845834591605,0.17066918282790325,2.131464913642707,9,其他电子
RNDOE_gr_2yr,0.15481146430676568,0.12288322869933276,3.779477458690983,9,其他电子
RNDOA_gr_2yr,0.10216333811213538,0.1407669815946641,2.177286256083393,9,其他电子
RNDOE_gr_3yr,0.1411998218446344,0.1347991689278652,3.1424486434377283,9,其他电子
RNDOA_gr_3yr,0.10228381032830088,0.11650194592936057,2.6338738682610328,9,其他电子
UNLOCKAMTTTTUNLOCKAMT,0.14882313950310974,0.13772783837958,3.2416788338669247,9,其他电子
RNDOE_gr_2yr,0.1704493667884304,0.1894940688649082,2.6984913218040365,9,储能设备
RNDOA_gr_2yr,0.08704153031403497,0.12398206884122512,2.106148037233581,9,储能设备
RNDOA,0.11082386928847812,0.09854172385003047,3.3739171071476184,9,高压设备
RNDOA_gr_3yr,0.11082386928847812,0.09854172385003047,3.3739171071476184,9,高压设备
DivYield_gr_1yr,0.1257208640663533,0.11033012506165113,3.418491477176392,9,制冷空调设备
ESTPE,0.08337198075622346,0.08368690640437651,2.988710576300982,9,保险
RNDOE,0.13543092913999208,0.17318637590441385,2.3459858507820504,9,乳品
RNDOA,0.13922525930175886,0.18782355636411446,2.2237667414601114,9,乳品
RNDOE_gr_2yr,0.13543092913999208,0.17318637590441385,2.3459858507820504,9,乳品
RNDOA_gr_2yr,0.13922525930175886,0.18782355636411446,2.2237667414601114,9,乳品
RNDOE_gr_3yr,0.13543092913999208,0.17318637590441385,2.3459858507820504,9,乳品
RNDOA_gr_3yr,0.13922525930175886,0.18782355636411446,2.2237667414601114,9,乳品
ESTMEDIANROA,0.1195018585858171,0.0289001340534781,12.404979682587511,9,其他采掘
RNDOA_gr_2yr,0.09868000450265098,0.06778945176919818,4.3670513004866365,9,酒店、餐饮和其他
RNDOE_gr_3yr,0.093286238143981,0.13940009915141402,2.007593367117804,9,燃气
RNDOA_gr_1yr,0.1411207375305107,0.20822426000205985,2.0332031079728368,9,汽车整车
RNDOE_gr_1yr,0.2001880834862829,0.2531249367769026,2.372600100590522,9,畜禽养殖
RNDOE_gr_2yr,0.18063753604512486,0.266207704810318,2.0356758964640247,9,畜禽养殖
CFOOE_TTM_gr_2yr,0.10166023210465623,0.14980834335275608,2.0358058135375403,9,包装印刷
RNDOE_gr_1yr,0.18991533731000645,0.1461847495986378,3.897438094563924,9,包装印刷
RNDOA_gr_1yr,0.22114934121885946,0.21350719809024304,3.1073801239064496,9,包装印刷
RNDOE_gr_2yr,0.12951977769876796,0.1763695126349886,2.203098071152806,9,包装印刷
RNDOE_gr_2yr,0.09051603608866036,0.1264802942497829,2.14695980806075,9,金属制品
WRATINGNUMOFHOLD,0.03354229025496906,0.019400523550943426,5.186812123944655,9,其他发电
S_Semi_gr_2yr,0.10618647711956032,0.1413287663068748,2.2540310772045906,9,其他发电
CFOOE_Semi_Abnormal,0.1065107723221873,0.1558069421189841,2.0508220790479714,9,其他发电
GPOA_TTM_gr_3yr,0.1465504757610455,0.21573744229249875,2.037900434024119,9,其他发电
UNLOCKAMTTMKTCAP,0.10207077521764717,0.0872830956049989,3.5082661027366675,9,其他发电
RNDOE,0.15291315266985248,0.10131701417423138,4.527763295715356,9,白色家电
RNDOE_gr_1yr,0.14965259569115213,0.10104866861918234,4.442985674214311,9,白色家电
RNDOA_gr_1yr,0.12687160944972645,0.0907128827236938,4.195818905992768,9,白色家电
RNDOE_gr_2yr,0.11861365782984308,0.11563717037645913,3.0772196546411665,9,白色家电
RNDOE_gr_3yr,0.14237494326646832,0.14991448129747967,2.8491232208037918,9,白色家电
UNLOCKAMTTMKTCAP,0.06915461506633666,0.07922625289272044,2.6186249838160958,9,白色家电
GPOA_gr_1yr,0.06079026640505965,0.0896744488387333,2.03369857943757,9,化学制品
OPOE_gr_3yr,0.1467057264169866,0.21945064803263534,2.005540576874981,9,铜
RNDOE_gr_1yr,0.1291809040549199,0.12725975291276398,3.0452888937354654,9,铜
RNDOA_gr_1yr,0.0914707194872495,0.07213224766506382,3.8042923566716462,9,铜
RNDOE_gr_2yr,0.11718870099050252,0.1723356415405849,2.040008090193659,9,铜
ESTMEDIANROA,0.20334659638022792,0.13212985016064865,4.6169717773763725,9,新能源发电
UNLOCKAMTTMKTCAP,0.09398082928614802,0.059173044550737075,4.764711533757512,9,新能源发电
EVA,0.0835985333614858,0.11002078231818427,2.27952932891485,9,其它专用机械
RNDOA,0.06080181383374478,0.0732876132526512,2.488898647475545,9,其它专用机械
RNDOE_gr_1yr,0.12022580073412036,0.13696428919710646,2.6333681890124456,9,其它专用机械
RNDOA_gr_1yr,0.19239749928163236,0.14613161694360702,3.949812572508786,9,其它专用机械
RNDOA_gr_2yr,0.06623910790767612,0.06723200125718652,2.9556955022484512,9,其它专用机械
UNLOCKAMTTMKTCAP,0.05539275364124168,0.07653021713790391,2.1714071531285413,9,其它专用机械
ESTMEDIANROA,0.5068956593124603,0.1307931752173233,11.626653878618956,9,其他农业
S_TTM_gr_3yr,0.1167091837401782,0.16763945434568178,2.0885748679338474,9,风电设备
BV_gr_2yr,0.08400456277854065,0.11170915526943202,2.255980610790481,9,化学原料药
BV_gr_3yr,0.10642875452685167,0.14092410101480315,2.2656611699585443,9,化学原料药
RNDOE,0.11495804899596165,0.15473330809965605,2.2288294047573043,9,化学原料药
RNDOE_gr_2yr,0.12528200935816627,0.1825263019514397,2.0591335279147382,9,化学原料药
ESTINSTNUM,0.13923024489194746,0.05806996833724695,7.192887246813415,9,公交
UNLOCKAMTTMKTCAP,0.20565080809632935,0.14478409547021145,4.2611892023452445,9,公交
ESTMEDIANROE,0.1518233422712537,0.18920318299593952,2.407306365578088,9,低压设备
ROE_TTM_gr_3yr,0.1387087390223497,0.20676642545228505,2.0125424916390866,9,低压设备
RNDOE,0.29938424827197785,0.3316192528719098,2.7083854059669177,9,低压设备
RNDOA,0.2976864842344911,0.210720367789948,4.238125920479127,9,低压设备
RNDOE_gr_1yr,0.21595567184511655,0.30911428118537304,2.095881863015024,9,低压设备
RNDOA_gr_1yr,0.16260147724907545,0.16381226814349342,2.97782600336092,9,低压设备
RNDOE_gr_2yr,0.2637672807468092,0.3212696537380222,2.463045709526276,9,低压设备
RNDOA_gr_2yr,0.25921180455278325,0.18882433434849566,4.118300834166532,9,低压设备
RNDOE_gr_3yr,0.2995314998409863,0.3315201873395737,2.7105272434059513,9,低压设备
RNDOA_gr_3yr,0.2828074158563019,0.2110828465478677,4.01938035915442,9,低压设备
RNDOE,0.09595690202245466,0.1322045300523477,2.177464765794173,9,钢铁
RNDOA,0.1305475183159748,0.15085611393798448,2.596133127948165,9,钢铁
RNDOA_gr_1yr,0.1002709054321348,0.14318172023761874,2.10091564619553,9,钢铁
RNDOE_gr_2yr,0.1017811625975906,0.1398613687037886,2.1831867557327898,9,钢铁
RNDOA_gr_2yr,0.11927663226112707,0.1367276528784759,2.6170996813747838,9,钢铁
RNDOE_gr_3yr,0.10216492729983828,0.13354824793816292,2.2950116278682415,9,钢铁
RNDOA_gr_3yr,0.1312901480316925,0.15086992433439134,2.610662435424137,9,钢铁
RNDOE_gr_1yr,0.13298479452751588,0.19741685952957072,2.0208729109217187,9,运输
UNLOCKAMTTTTUNLOCKAMT,0.012005036532886128,0.0014250000388759925,25.273760432362014,9,运输
RNDOE,0.14170730104675694,0.20997441289757265,2.024636703461812,9,电子系统组装
RNDOA,0.0902030943486104,0.13474895087753158,2.008247791790068,9,电子系统组装
RNDOA_gr_2yr,0.0902030943486104,0.13474895087753158,2.008247791790068,9,电子系统组装
RNDOE,0.2285819230519343,0.3238169994421017,2.1176953968978207,9,塑料
RNDOA,0.2157713110229228,0.2040431252182824,3.1724368678252755,9,塑料
RNDOA_gr_1yr,0.17244275417133156,0.2264616943291005,2.2843963260391336,9,塑料
RNDOE_gr_2yr,0.24310807831046805,0.3427084137763501,2.1281188486004243,9,塑料
RNDOA_gr_2yr,0.1832220958385416,0.2216106796951705,2.4803240000513544,9,塑料
RNDOE_gr_3yr,0.18035820738272432,0.17150922972003527,3.1547842820552647,9,塑料
RNDOA_gr_3yr,0.1296876702930137,0.17326774308759715,2.2454439813551827,9,塑料
ESTMEDIANROA,0.2292720001726508,0.283726883800635,2.424218640491102,9,汽车服务
RNDOE,0.17753512846610642,0.21265684947817545,2.5045296528432743,9,汽车服务
RNDOA,0.17753512846610642,0.21265684947817545,2.5045296528432743,9,汽车服务
RNDOE_gr_1yr,0.26777245198045113,0.33346882634860164,2.4089728708301545,9,汽车服务
RNDOA_gr_1yr,0.26777245198045113,0.33346882634860164,2.4089728708301545,9,汽车服务
RNDOE_gr_2yr,0.19469917858386704,0.2352923275100507,2.48243341350198,9,汽车服务
RNDOA_gr_2yr,0.19469917858386704,0.2352923275100507,2.48243341350198,9,汽车服务
UNLOCKAMTTMKTCAP,0.14677219997695373,0.13276600856784926,3.3164859340170647,9,汽车服务
RNDOA,0.11900216110917085,0.07486336693304707,4.768774074064768,9,金属非金属新材料
RNDOE_gr_1yr,0.09746830039367277,0.08818293920736725,3.315889715281676,9,金属非金属新材料
RNDOA_gr_1yr,0.1427473471688106,0.06883319427333891,6.221446585870596,9,金属非金属新材料
RNDOA_gr_2yr,0.11601854299873955,0.08202220144164092,4.243431935240868,9,金属非金属新材料
RNDOA_gr_3yr,0.0845433648462043,0.102410059788025,2.4766130892179237,9,金属非金属新材料
ARTOS,0.29139806410454955,0.3894405031519889,2.2447438960206783,9,其他交运设备
GPOE_gr_2yr,0.2857170648134973,0.3295064931795431,2.6013180686349733,9,其他交运设备
GPOA_gr_2yr,0.2800989878331874,0.3133555124320935,2.6816090037084033,9,其他交运设备
SOE_Semi_gr_3yr,0.35434732197487706,0.4802914199690143,2.213326996333211,9,其他交运设备
SOA_Semi_gr_3yr,0.391823152115077,0.4482694103674376,2.622238834859872,9,其他交运设备
SOE_Semi_Abnormal,0.3690902569002478,0.48977718950379295,2.260764270836195,9,其他交运设备
SOA_Semi_Abnormal,0.4065660870404478,0.4570771548414202,2.668473469308501,9,其他交运设备
GPOE_TTM_gr_1yr,0.3193223073345228,0.30329001548911894,3.158583774868569,9,其他交运设备
GPOA_TTM_gr_1yr,0.3122697294498655,0.3046802486719473,3.074728973843885,9,其他交运设备
GPOA_TTM_gr_2yr,0.24556030435835804,0.3269667747038567,2.253075755915283,9,其他交运设备
SOE_TTM_gr_2yr,0.3215408342395432,0.4820866654457741,2.000931724229846,9,其他交运设备
SOA_TTM_gr_2yr,0.3476687561378927,0.4646756202662135,2.2445900385652644,9,其他交运设备
GPOE_TTM_gr_3yr,0.2429963674052764,0.3268785083017386,2.2301530498386453,9,其他交运设备
GPOA_TTM_gr_3yr,0.3302650429144385,0.30445103611413105,3.2543660924572824,9,其他交运设备
SOE_TTM_Abnormal,0.36243485138945264,0.493349771942507,2.203922279901384,9,其他交运设备
SOA_TTM_Abnormal,0.3736868603875534,0.4834768234944934,2.318747304286094,9,其他交运设备
RNDOE,0.43851093569240895,0.3309012952075487,3.975604889222617,9,其他交运设备
RNDOA,0.4453416123600425,0.3215428804570837,4.155044064981083,9,其他交运设备
RNDOE_gr_1yr,0.43851093569240895,0.3309012952075487,3.975604889222617,9,其他交运设备
RNDOA_gr_1yr,0.43851093569240895,0.3309012952075487,3.975604889222617,9,其他交运设备
RNDOE_gr_2yr,0.4423815279949028,0.32567053311205385,4.075114107815447,9,其他交运设备
RNDOE_gr_3yr,0.3875658002559597,0.2763127939140105,4.207902878104567,9,其他交运设备
RNDOA_gr_3yr,0.3317181679404041,0.3317536288635184,2.9996793320100004,9,其他交运设备
DivYield,0.5044753470737671,0.3958106635495761,3.823611086293388,9,其他交运设备
CFOOE_Semi_gr_3yr,0.1797630414482528,0.24345313453136644,2.2151660745007846,9,中压设备
CFOOA_Semi_gr_3yr,0.1678279779495553,0.23432121108870105,2.1486912410079464,9,中压设备
