,SmartDeposit,Benchmark
2019/2/19,1.054464123,1.031978452
2019/2/20,1.054708451,1.032052498
2019/2/21,1.055101684,1.032117287
2019/2/22,1.055082809,1.032311657
2019/2/25,1.055198156,1.032367192
2019/2/26,1.05524849,1.032441237
2019/2/27,1.055558881,1.032515283
2019/2/28,1.055722466,1.032580073
2019/3/1,1.055889197,1.032792954
2019/3/4,1.0559626,1.032848489
2019/3/5,1.055839912,1.032927162
2019/3/6,1.056011885,1.032991952
2019/3/7,1.056049635,1.033065997
2019/3/8,1.056321228,1.033278879
2019/3/11,1.056551924,1.033343669
2019/3/12,1.056574994,1.033413086
2019/3/13,1.056896919,1.033477877
2019/3/14,1.056912649,1.03353341
2019/3/15,1.057105594,1.033737036
2019/3/18,1.057007025,1.033811082
2019/3/19,1.057202068,1.033866616
2019/3/20,1.057294346,1.033926778
2019/3/21,1.05760264,1.033996195
2019/3/22,1.057828093,1.034218333
2019/3/25,1.058353451,1.034273867
2019/3/26,1.058375473,1.034347912
2019/3/27,1.058412174,1.034431214
2019/3/28,1.058576808,1.034509887
2019/3/29,1.058496063,1.034727396
