,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown
SmartGlobal Max-Growth,0.24958697499999993,0.07724507818888116,0.07606628722963858,0.7031863935648972,-0.12920952164936772
Benchmark-Growth,0.19097114699999995,0.06009969304284235,0.06325662512011052,0.5745389194228143,-0.1348149220520849
