,open,high,low,close
2019-02-03 08:00:00 UTC,5.79,6.07,5.76,6.03
2019-02-04 08:00:00 UTC,5.79,6.07,5.76,6.03
2019-02-05 08:00:00 UTC,5.79,6.07,5.76,6.03
2019-02-06 08:00:00 UTC,5.79,6.07,5.76,6.03
2019-02-07 08:00:00 UTC,5.79,6.07,5.76,6.03
2019-02-08 08:00:00 UTC,5.79,6.07,5.76,6.03
2019-02-09 08:00:00 UTC,5.79,6.07,5.76,6.03
2019-02-10 08:00:00 UTC,5.79,6.07,5.76,6.03
2019-02-11 08:00:00 UTC,6.09,6.23,6.05,6.19
2019-02-12 08:00:00 UTC,6.17,6.28,6.13,6.22
2019-02-13 08:00:00 UTC,6.22,6.8,6.11,6.46
2019-02-14 08:00:00 UTC,6.45,6.78,6.42,6.54
2019-02-15 08:00:00 UTC,6.5,6.68,6.47,6.5
2019-02-16 08:00:00 UTC,6.5,6.68,6.47,6.5
2019-02-17 08:00:00 UTC,6.5,6.68,6.47,6.5
2019-02-18 08:00:00 UTC,6.57,6.75,6.45,6.72
2019-02-19 08:00:00 UTC,6.74,6.93,6.62,6.85
2019-02-20 08:00:00 UTC,6.79,6.79,6.54,6.73
2019-02-21 08:00:00 UTC,6.68,7.13,6.62,6.82
2019-02-22 08:00:00 UTC,6.73,7.4,6.72,7.31
2019-02-23 08:00:00 UTC,6.73,7.4,6.72,7.31
2019-02-24 08:00:00 UTC,6.73,7.4,6.72,7.31
2019-02-25 08:00:00 UTC,7.7,8.04,7.44,8.04
2019-02-26 08:00:00 UTC,8.1,8.13,7.52,7.56
2019-02-27 08:00:00 UTC,7.53,8.32,7.53,8.32
2019-02-28 08:00:00 UTC,8.0,8.03,7.55,7.62
2019-03-01 08:00:00 UTC,7.59,8.38,7.45,8.38
2019-03-02 08:00:00 UTC,7.59,8.38,7.45,8.38
2019-03-03 08:00:00 UTC,7.59,8.38,7.45,8.38
2019-03-04 08:00:00 UTC,8.99,9.22,8.69,9.22
2019-03-05 08:00:00 UTC,9.49,10.1,9.2,9.63
2019-03-06 08:00:00 UTC,9.57,9.78,8.99,9.54
2019-03-07 08:00:00 UTC,9.28,9.88,9.02,9.44
2019-03-08 08:00:00 UTC,8.9,9.2,8.54,8.6
2019-03-09 08:00:00 UTC,8.9,9.2,8.54,8.6
2019-03-10 08:00:00 UTC,8.9,9.2,8.54,8.6
2019-03-11 08:00:00 UTC,8.6,9.24,8.6,9.13
2019-03-12 08:00:00 UTC,9.4,9.65,9.11,9.29
2019-03-13 08:00:00 UTC,9.47,10.22,9.18,9.53
2019-03-14 08:00:00 UTC,9.7,10.11,8.88,9.28
2019-03-15 08:00:00 UTC,9.28,10.21,9.21,10.21
2019-03-16 08:00:00 UTC,9.28,10.21,9.21,10.21
2019-03-17 08:00:00 UTC,9.28,10.21,9.21,10.21
2019-03-18 08:00:00 UTC,10.21,10.3,9.45,9.9
2019-03-19 08:00:00 UTC,9.7,10.68,9.51,10.13
2019-03-20 08:00:00 UTC,9.99,10.33,9.65,10.04
2019-03-21 08:00:00 UTC,10.01,10.96,9.8,10.3
2019-03-22 08:00:00 UTC,10.45,10.81,10.22,10.7
2019-03-23 08:00:00 UTC,10.45,10.81,10.22,10.7
2019-03-24 08:00:00 UTC,10.45,10.81,10.22,10.7
2019-03-25 08:00:00 UTC,10.22,10.52,9.95,10.05
2019-03-26 08:00:00 UTC,9.96,10.13,9.11,9.16
2019-03-27 08:00:00 UTC,9.25,9.29,8.68,9.01
2019-03-28 08:00:00 UTC,8.9,9.16,8.65,8.7
2019-03-29 08:00:00 UTC,8.71,9.12,8.54,9.04
2019-03-30 08:00:00 UTC,8.71,9.12,8.54,9.04
2019-03-31 08:00:00 UTC,8.71,9.12,8.54,9.04
2019-04-01 08:00:00 UTC,9.04,9.37,8.99,9.23
2019-04-02 08:00:00 UTC,9.3,9.43,9.07,9.16
2019-04-03 08:00:00 UTC,9.03,9.07,8.77,9.0
2019-04-04 08:00:00 UTC,9.25,9.25,8.84,8.89
2019-04-05 08:00:00 UTC,9.25,9.25,8.84,8.89
2019-04-06 08:00:00 UTC,9.25,9.25,8.84,8.89
2019-04-07 08:00:00 UTC,9.25,9.25,8.84,8.89
2019-04-08 08:00:00 UTC,8.99,9.04,8.62,8.74
2019-04-09 08:00:00 UTC,8.72,9.0,8.61,8.89
2019-04-10 08:00:00 UTC,8.8,8.81,8.64,8.73
2019-04-11 08:00:00 UTC,8.73,8.84,8.63,8.69
2019-04-12 08:00:00 UTC,8.65,8.78,8.54,8.61
2019-04-13 08:00:00 UTC,8.65,8.78,8.54,8.61
2019-04-14 08:00:00 UTC,8.65,8.78,8.54,8.61
2019-04-15 08:00:00 UTC,8.8,8.96,8.66,8.67
2019-04-16 08:00:00 UTC,8.63,8.83,8.42,8.83
2019-04-17 08:00:00 UTC,8.82,9.06,8.79,8.96
2019-04-18 08:00:00 UTC,8.9,8.9,8.7,8.73
2019-04-19 08:00:00 UTC,8.71,8.78,8.53,8.76
2019-04-20 08:00:00 UTC,8.71,8.78,8.53,8.76
2019-04-21 08:00:00 UTC,8.71,8.78,8.53,8.76
2019-04-22 08:00:00 UTC,8.83,9.06,8.72,8.84
2019-04-23 08:00:00 UTC,8.8,9.32,8.74,9.14
2019-04-24 08:00:00 UTC,9.05,9.05,8.62,8.82
2019-04-25 08:00:00 UTC,8.71,8.94,8.37,8.43
2019-04-26 08:00:00 UTC,8.4,8.43,8.04,8.07
2019-04-27 08:00:00 UTC,8.4,8.43,8.04,8.07
2019-04-28 08:00:00 UTC,8.4,8.43,8.04,8.07
2019-04-29 08:00:00 UTC,8.08,8.2,7.58,7.61
2019-04-30 08:00:00 UTC,7.62,8.14,7.62,7.88
2019-05-01 08:00:00 UTC,7.62,8.14,7.62,7.88
2019-05-02 08:00:00 UTC,7.62,8.14,7.62,7.88
2019-05-03 08:00:00 UTC,7.62,8.14,7.62,7.88
2019-05-04 08:00:00 UTC,7.62,8.14,7.62,7.88
2019-05-05 08:00:00 UTC,7.62,8.14,7.62,7.88
2019-05-06 08:00:00 UTC,7.56,7.64,7.09,7.19
2019-05-07 08:00:00 UTC,7.27,7.38,6.96,7.28
2019-05-08 08:00:00 UTC,7.02,7.48,6.98,7.28
2019-05-09 08:00:00 UTC,7.21,7.32,7.1,7.13
2019-05-10 08:00:00 UTC,7.23,7.46,7.05,7.42
2019-05-11 08:00:00 UTC,7.23,7.46,7.05,7.42
2019-05-12 08:00:00 UTC,7.23,7.46,7.05,7.42
2019-05-13 08:00:00 UTC,7.37,7.54,7.32,7.41
2019-05-14 08:00:00 UTC,7.29,7.67,7.24,7.48
2019-05-15 08:00:00 UTC,7.57,7.85,7.55,7.69
2019-05-16 08:00:00 UTC,7.65,7.79,7.56,7.68
2019-05-17 08:00:00 UTC,7.7,7.8,7.23,7.28
2019-05-18 08:00:00 UTC,7.7,7.8,7.23,7.28
2019-05-19 08:00:00 UTC,7.7,7.8,7.23,7.28
2019-05-20 08:00:00 UTC,7.28,7.5,7.05,7.37
2019-05-21 08:00:00 UTC,7.31,7.66,7.29,7.57
2019-05-22 08:00:00 UTC,7.57,7.59,7.33,7.41
2019-05-23 08:00:00 UTC,7.46,7.69,7.25,7.42
2019-05-24 08:00:00 UTC,7.3,7.39,7.15,7.22
2019-05-25 08:00:00 UTC,7.3,7.39,7.15,7.22
2019-05-26 08:00:00 UTC,7.3,7.39,7.15,7.22
2019-05-27 08:00:00 UTC,7.2,7.43,7.16,7.4
2019-05-28 08:00:00 UTC,7.56,7.96,7.56,7.66
2019-05-29 08:00:00 UTC,7.58,7.8,7.54,7.57
2019-05-30 08:00:00 UTC,7.51,7.73,7.35,7.63
2019-05-31 08:00:00 UTC,7.61,7.71,7.55,7.6
2019-06-01 08:00:00 UTC,7.61,7.71,7.55,7.6
2019-06-02 08:00:00 UTC,7.61,7.71,7.55,7.6
2019-06-03 08:00:00 UTC,7.61,7.97,7.55,7.9
2019-06-04 08:00:00 UTC,7.83,7.95,7.64,7.74
2019-06-05 08:00:00 UTC,7.83,7.99,7.63,7.94
2019-06-06 08:00:00 UTC,7.88,7.88,7.56,7.6
2019-06-07 08:00:00 UTC,7.88,7.88,7.56,7.6
2019-06-08 08:00:00 UTC,7.88,7.88,7.56,7.6
2019-06-09 08:00:00 UTC,7.88,7.88,7.56,7.6
2019-06-10 08:00:00 UTC,7.65,7.75,7.47,7.58
2019-06-11 08:00:00 UTC,7.56,7.98,7.46,7.88
2019-06-12 08:00:00 UTC,7.83,8.07,7.8,7.82
2019-06-13 08:00:00 UTC,7.8,7.94,7.73,7.79
2019-06-14 08:00:00 UTC,7.84,7.86,7.51,7.54
2019-06-15 08:00:00 UTC,7.84,7.86,7.51,7.54
2019-06-16 08:00:00 UTC,7.84,7.86,7.51,7.54
2019-06-17 08:00:00 UTC,7.52,7.59,7.37,7.45
2019-06-18 08:00:00 UTC,7.15,7.28,7.01,7.08
2019-06-19 08:00:00 UTC,7.24,7.33,7.14,7.14
2019-06-20 08:00:00 UTC,7.08,7.28,7.06,7.23
2019-06-21 08:00:00 UTC,7.32,7.39,7.27,7.32
2019-06-22 08:00:00 UTC,7.32,7.39,7.27,7.32
2019-06-23 08:00:00 UTC,7.32,7.39,7.27,7.32
2019-06-24 08:00:00 UTC,7.32,7.33,7.16,7.2
2019-06-25 08:00:00 UTC,7.19,7.24,7.04,7.15
2019-06-26 08:00:00 UTC,7.07,7.18,7.06,7.11
2019-06-27 08:00:00 UTC,7.1,7.18,7.1,7.12
2019-06-28 08:00:00 UTC,7.13,7.14,6.99,7.03
2019-06-29 08:00:00 UTC,7.13,7.14,6.99,7.03
2019-06-30 08:00:00 UTC,7.13,7.14,6.99,7.03
2019-07-01 08:00:00 UTC,7.2,7.25,7.15,7.22
2019-07-02 08:00:00 UTC,7.32,7.37,7.23,7.25
2019-07-03 08:00:00 UTC,7.2,7.28,7.15,7.17
2019-07-04 08:00:00 UTC,7.16,7.21,7.1,7.12
2019-07-05 08:00:00 UTC,7.1,7.19,7.03,7.14
2019-07-06 08:00:00 UTC,7.1,7.19,7.03,7.14
2019-07-07 08:00:00 UTC,7.1,7.19,7.03,7.14
2019-07-08 08:00:00 UTC,7.17,7.3,7.08,7.09
2019-07-09 08:00:00 UTC,6.98,7.0,6.76,6.89
2019-07-10 08:00:00 UTC,6.9,6.91,6.64,6.71
2019-07-11 08:00:00 UTC,6.73,6.82,6.61,6.68
2019-07-12 08:00:00 UTC,6.67,6.85,6.64,6.78
2019-07-13 08:00:00 UTC,6.67,6.85,6.64,6.78
2019-07-14 08:00:00 UTC,6.67,6.85,6.64,6.78
2019-07-15 08:00:00 UTC,6.81,6.95,6.69,6.89
2019-07-16 08:00:00 UTC,6.89,6.91,6.85,6.88
2019-07-17 08:00:00 UTC,6.89,6.97,6.87,6.91
2019-07-18 08:00:00 UTC,6.87,6.87,6.71,6.74
2019-07-19 08:00:00 UTC,6.71,6.9,6.71,6.88
2019-07-20 08:00:00 UTC,6.71,6.9,6.71,6.88
2019-07-21 08:00:00 UTC,6.71,6.9,6.71,6.88
2019-07-22 08:00:00 UTC,6.86,6.9,6.37,6.47
2019-07-23 08:00:00 UTC,6.47,6.55,6.46,6.49
2019-07-24 08:00:00 UTC,6.52,6.58,6.48,6.5
2019-07-25 08:00:00 UTC,6.55,6.55,6.45,6.46
2019-07-26 08:00:00 UTC,6.44,6.5,6.42,6.48
2019-07-27 08:00:00 UTC,6.44,6.5,6.42,6.48
2019-07-28 08:00:00 UTC,6.44,6.5,6.42,6.48
2019-07-29 08:00:00 UTC,6.47,6.51,6.4,6.46
2019-07-30 08:00:00 UTC,6.46,6.46,6.46,6.46
2019-07-31 08:00:00 UTC,6.51,6.52,6.33,6.35
2019-08-01 08:00:00 UTC,6.37,6.43,6.27,6.39
2019-08-02 08:00:00 UTC,6.23,6.29,6.17,6.24
2019-08-03 08:00:00 UTC,6.23,6.29,6.17,6.24
2019-08-04 08:00:00 UTC,6.23,6.29,6.17,6.24
2019-08-05 08:00:00 UTC,6.2,6.27,6.05,6.08
2019-08-06 08:00:00 UTC,5.94,5.95,5.59,5.72
2019-08-07 08:00:00 UTC,5.75,5.79,5.67,5.67
2019-08-08 08:00:00 UTC,5.73,5.78,5.71,5.72
2019-08-09 08:00:00 UTC,5.78,5.81,5.56,5.58
2019-08-10 08:00:00 UTC,5.78,5.81,5.56,5.58
2019-08-11 08:00:00 UTC,5.78,5.81,5.56,5.58
2019-08-12 08:00:00 UTC,5.65,5.78,5.65,5.77
2019-08-13 08:00:00 UTC,5.75,5.79,5.61,5.67
2019-08-14 08:00:00 UTC,5.75,5.78,5.63,5.68
2019-08-15 08:00:00 UTC,5.54,5.69,5.46,5.67
2019-08-16 08:00:00 UTC,5.73,5.92,5.71,5.75
2019-08-17 08:00:00 UTC,5.73,5.92,5.71,5.75
2019-08-18 08:00:00 UTC,5.73,5.92,5.71,5.75
2019-08-19 08:00:00 UTC,5.86,6.0,5.85,5.98
2019-08-20 08:00:00 UTC,6.13,6.58,6.13,6.46
2019-08-21 08:00:00 UTC,6.37,6.46,6.3,6.34
2019-08-22 08:00:00 UTC,6.41,6.5,6.29,6.39
2019-08-23 08:00:00 UTC,6.39,6.43,6.31,6.38
2019-08-24 08:00:00 UTC,6.39,6.43,6.31,6.38
2019-08-25 08:00:00 UTC,6.39,6.43,6.31,6.38
2019-08-26 08:00:00 UTC,6.2,6.29,6.14,6.29
2019-08-27 08:00:00 UTC,6.32,6.4,6.32,6.35
2019-08-28 08:00:00 UTC,6.36,6.4,6.31,6.34
2019-08-29 08:00:00 UTC,6.34,6.48,6.31,6.37
2019-08-30 08:00:00 UTC,6.45,6.45,6.17,6.2
2019-08-31 08:00:00 UTC,6.45,6.45,6.17,6.2
2019-09-01 08:00:00 UTC,6.45,6.45,6.17,6.2
2019-09-02 08:00:00 UTC,6.21,6.39,6.21,6.35
2019-09-03 08:00:00 UTC,6.39,6.43,6.32,6.37
2019-09-04 08:00:00 UTC,6.37,6.47,6.33,6.46
2019-09-05 08:00:00 UTC,6.49,6.64,6.47,6.53
2019-09-06 08:00:00 UTC,6.54,6.68,6.53,6.59
2019-09-07 08:00:00 UTC,6.54,6.68,6.53,6.59
2019-09-08 08:00:00 UTC,6.54,6.68,6.53,6.59
2019-09-09 08:00:00 UTC,6.67,6.89,6.59,6.84
2019-09-10 08:00:00 UTC,6.86,6.94,6.71,6.76
2019-09-11 08:00:00 UTC,6.79,6.83,6.67,6.69
2019-09-12 08:00:00 UTC,6.72,6.75,6.64,6.7
2019-09-13 08:00:00 UTC,6.72,6.75,6.64,6.7
2019-09-14 08:00:00 UTC,6.72,6.75,6.64,6.7
2019-09-15 08:00:00 UTC,6.72,6.75,6.64,6.7
2019-09-16 08:00:00 UTC,6.71,6.76,6.65,6.68
2019-09-17 08:00:00 UTC,6.66,6.66,6.37,6.43
2019-09-18 08:00:00 UTC,6.43,6.52,6.42,6.45
2019-09-19 08:00:00 UTC,6.47,6.48,6.33,6.4
2019-09-20 08:00:00 UTC,6.43,6.44,6.34,6.38
2019-09-21 08:00:00 UTC,6.43,6.44,6.34,6.38
2019-09-22 08:00:00 UTC,6.43,6.44,6.34,6.38
2019-09-23 08:00:00 UTC,6.36,6.37,6.18,6.21
2019-09-24 08:00:00 UTC,6.21,6.3,6.18,6.24
2019-09-25 08:00:00 UTC,6.2,6.21,6.07,6.07
2019-09-26 08:00:00 UTC,6.09,6.14,5.88,5.91
2019-09-27 08:00:00 UTC,5.94,5.97,5.87,5.94
2019-09-28 08:00:00 UTC,5.94,5.97,5.87,5.94
2019-09-29 08:00:00 UTC,5.94,5.97,5.87,5.94
2019-09-30 08:00:00 UTC,5.94,6.02,5.86,5.9
2019-10-01 08:00:00 UTC,5.94,6.02,5.86,5.9
2019-10-02 08:00:00 UTC,5.94,6.02,5.86,5.9
2019-10-03 08:00:00 UTC,5.94,6.02,5.86,5.9
2019-10-04 08:00:00 UTC,5.94,6.02,5.86,5.9
2019-10-05 08:00:00 UTC,5.94,6.02,5.86,5.9
2019-10-06 08:00:00 UTC,5.94,6.02,5.86,5.9
2019-10-07 08:00:00 UTC,5.94,6.02,5.86,5.9
2019-10-08 08:00:00 UTC,5.95,5.99,5.89,5.91
2019-10-09 08:00:00 UTC,5.89,5.95,5.81,5.95
2019-10-10 08:00:00 UTC,5.95,6.17,5.95,6.15
2019-10-11 08:00:00 UTC,6.15,6.15,6.04,6.12
2019-10-12 08:00:00 UTC,6.15,6.15,6.04,6.12
2019-10-13 08:00:00 UTC,6.15,6.15,6.04,6.12
2019-10-14 08:00:00 UTC,6.15,6.28,6.14,6.24
2019-10-15 08:00:00 UTC,6.27,6.51,6.24,6.35
2019-10-16 08:00:00 UTC,6.41,6.41,6.25,6.25
2019-10-17 08:00:00 UTC,6.28,6.42,6.22,6.28
2019-10-18 08:00:00 UTC,6.28,6.32,6.11,6.13
2019-10-19 08:00:00 UTC,6.28,6.32,6.11,6.13
2019-10-20 08:00:00 UTC,6.28,6.32,6.11,6.13
2019-10-21 08:00:00 UTC,6.18,6.25,5.98,6.02
2019-10-22 08:00:00 UTC,6.03,6.07,5.94,6.04
2019-10-23 08:00:00 UTC,6.01,6.13,6.0,6.06
2019-10-24 08:00:00 UTC,6.06,6.28,6.02,6.19
2019-10-25 08:00:00 UTC,6.19,6.58,6.1,6.44
2019-10-26 08:00:00 UTC,6.19,6.58,6.1,6.44
2019-10-27 08:00:00 UTC,6.19,6.58,6.1,6.44
2019-10-28 08:00:00 UTC,6.57,6.99,6.44,6.75
2019-10-29 08:00:00 UTC,6.65,7.04,6.63,6.7
2019-10-30 08:00:00 UTC,6.65,6.9,6.56,6.62
2019-10-31 08:00:00 UTC,6.67,6.69,6.39,6.5
2019-11-01 08:00:00 UTC,6.46,6.55,6.33,6.53
2019-11-02 08:00:00 UTC,6.46,6.55,6.33,6.53
2019-11-03 08:00:00 UTC,6.46,6.55,6.33,6.53
2019-11-04 08:00:00 UTC,6.58,6.63,6.48,6.51
2019-11-05 08:00:00 UTC,6.52,6.65,6.42,6.48
2019-11-06 08:00:00 UTC,6.45,6.47,6.35,6.36
2019-11-07 08:00:00 UTC,6.35,6.45,6.3,6.4
2019-11-08 08:00:00 UTC,6.43,6.83,6.42,6.79
2019-11-09 08:00:00 UTC,6.43,6.83,6.42,6.79
2019-11-10 08:00:00 UTC,6.43,6.83,6.42,6.79
2019-11-11 08:00:00 UTC,6.55,6.72,6.41,6.5
2019-11-12 08:00:00 UTC,6.42,6.5,6.13,6.25
2019-11-13 08:00:00 UTC,6.23,6.23,6.1,6.12
2019-11-14 08:00:00 UTC,6.12,6.18,6.09,6.15
2019-11-15 08:00:00 UTC,6.12,6.15,5.98,5.98
2019-11-16 08:00:00 UTC,6.12,6.15,5.98,5.98
2019-11-17 08:00:00 UTC,6.12,6.15,5.98,5.98
2019-11-18 08:00:00 UTC,5.96,6.06,5.92,6.03
2019-11-19 08:00:00 UTC,6.04,6.24,6.03,6.21
2019-11-20 08:00:00 UTC,6.21,6.22,6.1,6.11
