,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown
AQUMON_CCBI,0.3384396059999999,0.09144148242892469,0.06812147199525888,0.9935954178094601,-0.10028400971586338
Benchmark,0.251227439,0.06958889983108962,0.06478498550071757,0.7074571287907747,-0.13102059614142914
