,AQUMON_CCBI,Benchmark
2018/12/12,1.218095864,1.151071725
2018/12/13,1.218125535,1.151186858
2018/12/14,1.206600087,1.140063162
2018/12/17,1.201874864,1.131128936
2018/12/18,1.196464067,1.131489341
2018/12/19,1.197483101,1.129225042
2018/12/20,1.182904093,1.119031538
2018/12/21,1.179364773,1.110057952
2018/12/24,1.170395106,1.100214964
2018/12/27,1.170409257,1.118753865
2018/12/28,1.182584178,1.122846282
2018/12/31,1.187346151,1.128853772
2019/1/1,1.187346151,1.128923938
2019/1/2,1.18176849,1.128435661
2019/1/3,1.176292113,1.120016067
2019/1/4,1.191899276,1.136981414
2019/1/7,1.199286752,1.143252394
2019/1/8,1.199609814,1.148445417
2019/1/9,1.210305329,1.154681895
2019/1/10,1.210530541,1.157235605
2019/1/11,1.212646426,1.158384145
2019/1/14,1.208776777,1.155170651
2019/1/15,1.215243302,1.161508693
2019/1/16,1.219693819,1.162639664
2019/1/17,1.21925386,1.16552216
2019/1/18,1.231112382,1.174238384
2019/1/21,1.231241205,1.174632622
2019/1/22,1.225818693,1.16809083
2019/1/23,1.22442094,1.168462996
2019/1/24,1.226106237,1.171102358
2019/1/25,1.235718798,1.177661512
2019/1/28,1.230381968,1.17355895
2019/1/29,1.232309145,1.174608791
2019/1/30,1.236088261,1.182520258
2019/1/31,1.248449535,1.191585236
2019/2/1,1.250591881,1.190898438
2019/2/4,1.249925162,1.19282052
2019/2/5,1.249925162,1.198348179
2019/2/6,1.249925162,1.196717917
2019/2/7,1.249925162,1.190677067
2019/2/8,1.245323628,1.188506388
2019/2/11,1.25216311,1.188365047
2019/2/12,1.258659192,1.19654865
2019/2/13,1.264063109,1.198628806
2019/2/14,1.262203204,1.19719131
2019/2/15,1.262399706,1.202965333
2019/2/18,1.269832956,1.205283786
2019/2/19,1.27007525,1.207219406
2019/2/20,1.274320092,1.210851308
2019/2/21,1.272086866,1.207510901
2019/2/22,1.279170537,1.212572614
2019/2/25,1.29040034,1.214753384
2019/2/26,1.285900248,1.215291186
2019/2/27,1.28336747,1.214119512
2019/2/28,1.282972788,1.210990073
2019/3/1,1.287441971,1.213401672
2019/3/4,1.290029222,1.212493019
2019/3/5,1.296759594,1.211910937
2019/3/6,1.299995227,1.209656099
2019/3/7,1.296938615,1.204143713
2019/3/8,1.284072408,1.199921115
2019/3/11,1.299001589,1.208363698
2019/3/12,1.305069762,1.213221927
2019/3/13,1.302488249,1.217058834
2019/3/14,1.298963891,1.216537149
2019/3/15,1.305511015,1.222196939
2019/3/18,1.310618513,1.226394601
2019/3/19,1.316293417,1.227198878
2019/3/20,1.309333054,1.225802186
2019/3/21,1.317405244,1.230793812
2019/3/22,1.309324727,1.220995461
2019/3/25,1.302555087,1.218073398
2019/3/26,1.303456482,1.224442468
2019/3/27,1.301155204,1.221957307
2019/3/28,1.299509307,1.222347504
2019/3/29,1.309846862,1.227194165
2019/4/1,1.322819305,1.234429132
2019/4/2,1.322626762,1.234864054
2019/4/3,1.32967726,1.238514563
2019/4/4,1.330020512,1.2386673
2019/4/5,1.330020512,1.241979733
2019/4/8,1.333037662,1.242087374
2019/4/9,1.333670921,1.23880288
2019/4/10,1.33563631,1.239884702
2019/4/11,1.331509371,1.240217049
2019/4/12,1.332509478,1.243091741
2019/4/15,1.331773086,1.242752738
2019/4/16,1.338982888,1.244502484
2019/4/17,1.337446892,1.244253618
2019/4/18,1.336615061,1.244866118
2019/4/19,1.336615061,1.244415663
2019/4/22,1.336615061,1.244038877
2019/4/23,1.339227259,1.248409344
2019/4/24,1.339597986,1.247041765
2019/4/25,1.334651179,1.245493401
2019/4/26,1.335085024,1.249206519
2019/4/29,1.339749817,1.249380268
2019/4/30,1.338439606,1.251227439
