,25%,50%,75%,count,end,freq_day,max,mean,min,missing_pct,start,std
NABSCONF Index,2.7,6.8,10.350000000000001,271.0,2019-09-30,30.437037037037037,20.7,5.860516605166054,-30.3,0.0,1997-03-31,7.447144003321322
NAPMNMI Index,52.9,55.3,57.0,267.0,2019-09-30,30.43609022556391,62.0,54.626591760299625,37.8,0.0,1997-07-31,3.7760728687562986
NAPMPMI Index,49.7,52.8,55.8,357.0,2019-09-30,30.43258426966292,61.4,52.3165266106442,34.5,0.0,1990-01-31,4.81002946012761
NAPMPRIC Index,48.4,55.5,66.9,357.0,2019-09-30,30.43258426966292,91.4,57.307843137254885,17.1,0.0,1990-01-31,13.678595807180791
NFP PCH Index,29.0,159.0,238.0,357.0,2019-09-30,30.43258426966292,433.0,107.3389355742297,-811.0,0.0,1990-01-31,198.1093642240211
NFP TCH Index,25.0,168.0,253.0,357.0,2019-09-30,30.43258426966292,534.0,120.12885154061625,-803.0,0.0,1990-01-31,203.8873068938853
NHCHSTCH Index,-4.5,-0.5,5.1,357.0,2019-09-30,30.43258426966292,25.0,0.29019607843137235,-19.4,0.0,1990-01-31,7.639128223666952
NHSLCHNG Index,-4.324999999999999,0.2,4.425000000000001,356.0,2019-09-30,30.43258426966292,21.9,0.2710674157303371,-33.6,0.0028011204481792618,1990-01-31,6.830080937878959
NHSLTOT Index,496.75,645.5,873.5,356.0,2019-09-30,30.43258426966292,1389.0,694.870786516854,270.0,0.0028011204481792618,1990-01-31,260.945367204124
NHSPATOT Index,1047.0,1315.0,1605.0,357.0,2019-09-30,30.43258426966292,2263.0,1314.5714285714287,513.0,0.0,1990-01-31,415.1500386301786
NHSPSTOT Index,1046.0,1281.0,1570.0,357.0,2019-09-30,30.43258426966292,2273.0,1300.2773109243697,478.0,0.0,1990-01-31,404.504724025617
NYPMCURR Index,50.8,56.5,62.5,317.0,2019-09-30,30.436708860759495,88.84,56.06936908517347,23.5,0.0,1993-05-31,9.450313181103574
NZANCCT Index,114.1,121.0,126.2,189.0,2019-09-30,30.430851063829788,140.9,119.7269841269842,85.6,0.0,2004-01-31,9.91967000913701
NZANCCTM Index,-2.8,0.0,2.8,188.0,2019-09-30,30.43850267379679,15.8,-0.011170212765957439,-14.4,0.0,2004-02-29,4.076807064668434
NZBAUNIM Index,-4.85,-0.1,5.7,356.0,2019-09-30,29.763736263736263,40.1,0.651966292134832,-39.6,0.024657534246575352,1990-01-31,10.101656344953371
NZBCI Index,-20.025,12.899999999999999,30.574999999999996,328.0,2019-09-30,32.94512195121951,80.9,7.740853658536586,-66.2,0.003039513677811523,1990-02-28,34.14273477779657
NZBPCA Index,-2.4175,-1.2415,-0.32375,118.0,2019-09-30,89.79166666666667,1.411,-1.4925338983050846,-6.236000000000001,0.024793388429752095,1990-03-31,1.6653249403527053
NZCPICHG Index,0.2,0.5,0.75,119.0,2019-09-30,89.79166666666667,2.3,0.5134453781512602,-0.8,0.016528925619834656,1990-03-31,0.49023072564258025
NZCPIYOY Index,1.3,1.8,2.8,119.0,2019-09-30,91.3135593220339,7.6,2.1319327731092437,-0.5,0.0,1990-03-31,1.4042268379401515
NZFPCHGE Index,-0.3,0.1,0.6,357.0,2019-09-30,30.43258426966292,2.8,0.17114845938375356,-1.5,0.0,1990-01-31,0.7347185296326345
NZGRP Index,-4.425,-3.4,-2.7,118.0,2019-09-30,90.54621848739495,-0.8,-3.7499999999999996,-7.9,0.01666666666666672,1990-03-31,1.6520254338804934
NZHSTOTY Index,-13.0,1.2,15.8,357.0,2019-09-30,30.43258426966292,55.9,1.9767507002801135,-53.3,0.0,1990-01-31,20.888101891946754
NZIEBCAC Index,-22.5,-2.0,23.0,103.0,2015-12-31,90.4423076923077,64.0,0.4223300970873786,-65.0,0.01904761904761909,1990-03-31,32.912968813008135
NZIFRBY2 Index,1.9,2.2,2.5300000000000002,119.0,2019-09-30,91.3135593220339,4.5,2.282773109243697,1.6,0.0,1990-03-31,0.5401363989218376
NZLFPART Index,65.125,67.05000000000001,68.3,118.0,2019-09-30,91.3135593220339,71.0,66.80254237288133,63.0,0.008403361344537785,1990-03-31,2.1486016865838367
NZLFQOQ Index,0.0,0.5,0.9,118.0,2019-09-30,91.3135593220339,2.5,0.46101694915254243,-1.8,0.008403361344537785,1990-03-31,0.6451706059806055
NZLFUNER Index,4.7,5.8,6.8,118.0,2019-09-30,91.3135593220339,11.2,6.09322033898305,3.3,0.008403361344537785,1990-03-31,1.9247257020050572
NZLFYOY Index,0.7,1.8,3.2,118.0,2019-09-30,91.3135593220339,5.8,1.8728813559322037,-2.6,0.008403361344537785,1990-03-31,1.780697117737745
NZMACHGE Index,-0.575,0.9,2.6,106.0,2019-09-30,91.31132075471699,8.6,0.9830188679245281,-11.6,0.009345794392523366,1993-03-31,2.401010568910841
NZMILTS Index,4140.0,4450.0,5055.0,63.0,2019-09-30,30.43859649122807,5910.0,4572.063492063492,3530.0,0.4521739130434783,2010-03-31,563.0995979345576
NZMTBAL Index,-388.87,-84.31,172.88,357.0,2019-09-30,29.601092896174862,1157.64,-149.28661064425782,-1627.75,0.027247956403269713,1990-01-31,476.53959522108966
NZNTGDPC Index,0.3,0.8,1.2,118.0,2019-09-30,90.54621848739495,2.8,0.6940677966101698,-2.4,0.01666666666666672,1990-03-31,0.7419415938587535
NZOCR Index,2.5,3.0,5.75,138.0,2019-09-25,35.032710280373834,8.25,4.010869565217392,1.0,0.35813953488372097,1999-03-17,2.1792128352693614
NZPCTOT% Index,-1.475,0.35,1.95,118.0,2019-09-30,91.3135593220339,7.5,0.29237288135593215,-9.4,0.008403361344537785,1990-03-31,2.6254883723041793
NZPMISA Index,51.425,53.5,56.2,206.0,2019-09-30,30.434146341463414,62.8,53.29223300970876,36.1,0.0,2002-08-31,4.080164734129828
NZRREXIN Index,0.0,0.9,1.5,95.0,2019-09-30,89.42268041237114,2.8,0.7631578947368419,-2.7,0.030612244897959218,1995-12-31,1.109346427443036
NZSHGB Index,52.9,61.8,65.9,321.0,2019-09-30,30.43125,77.6,57.43894080996886,16.7,0.0,1993-01-31,13.274256481046715
OUTFGAF Index,-0.3,9.6,18.5,357.0,2019-09-30,30.43258426966292,41.4,7.458543417366951,-48.2,0.0,1990-01-31,15.740001859801822
PCE CMOM Index,0.1,0.15,0.21,356.0,2019-09-30,30.43258426966292,0.72,0.15949438202247193,-0.56,0.0028011204481792618,1990-01-31,0.10482593202393878
PCE CRCH Index,0.2,0.4,0.6,356.0,2019-09-30,30.43258426966292,2.8,0.3893258426966292,-1.4,0.0028011204481792618,1990-01-31,0.40273514940927424
PCE CYOY Index,1.5031474999999999,1.81579,2.178395,356.0,2019-09-30,30.43258426966292,4.35796,1.952611264044944,0.9021100000000001,0.0028011204481792618,1990-01-31,0.6777973783701436
PHC2CORE Index,2.5,3.1500000000000004,3.7,102.0,2018-11-30,30.42452830188679,5.4,3.148039215686275,1.4,0.04672897196261683,2010-01-31,0.922086569694657
PHC2II Index,3.0,5.2,7.3,357.0,2019-09-30,30.43258426966292,21.2,5.935014005602243,-0.4,0.0,1990-01-31,4.041481652368657
PHETBOT Index,-903.75,-528.5,-246.75,356.0,2019-09-30,30.01108033240997,1145.0,-731.2275280898876,-4415.0,0.016574585635359074,1990-01-31,936.1665443655662
PHEXYOY Index,-0.22500000000000003,8.95,18.275,356.0,2019-09-30,30.43258426966292,46.8,8.596629213483142,-40.6,0.0028011204481792618,1990-01-31,14.596914197827903
PHGDPYOY Index,4.1499999999999995,5.5,6.574999999999999,82.0,2019-09-30,91.3170731707317,8.9,5.243902439024391,0.5,0.012048192771084376,1999-03-31,1.8068523589807972
PHIMYOY Index,1.25,9.9,20.125,356.0,2019-09-30,30.01108033240997,55.0,9.522471910112356,-37.1,0.016574585635359074,1990-01-31,15.778860901130875
PHIRTTL Index,10553.3,17021.95,76128.72,357.0,2019-09-30,30.43258426966292,86139.11,35292.576666666646,1614.24,0.0,1990-01-31,30891.742456401913
PHNAGDP Index,0.8,1.3,1.7,86.0,2019-09-30,91.31395348837209,3.4,1.2395348837209303,-2.3,0.011494252873563204,1998-03-31,0.8665386274635752
PHWRTTLY Index,3.7,8.5,18.7,356.0,2019-09-30,30.43258426966292,138.3,14.353651685393276,-41.9,0.0028011204481792618,1990-01-31,24.313624839270968
PITLCHNG Index,0.2,0.4,0.6,356.0,2019-09-30,30.43258426966292,4.6,0.3887640449438205,-4.7,0.0028011204481792618,1990-01-31,0.6544647445927543
PPCBON Index,7.0,9.0,12.0,3413.0,2019-09-26,2.836835960303561,32.0,9.663919132727806,3.0,0.004085205719288054,1993-02-15,3.184648714419842
PRUSTOT Index,63.8,66.1,66.6,357.0,2019-09-30,30.43258426966292,67.3,65.41624649859953,62.4,0.0,1990-01-31,1.5830082391242253
PSDASDA Index,2.5,2.5,2.5,19.0,2016-05-16,60.4,3.0,2.486842105263158,2.0,0.09523809523809523,2013-01-24,0.1762590464685099
RBATCTR Index,2.5,4.75,5.5,239.0,2019-10-01,43.725806451612904,17.5,4.411087866108787,0.75,0.04016064257028118,1990-01-22,2.494888149557355
RBCPTRIQ Index,0.5,0.6,0.7,118.0,2019-09-30,91.3135593220339,1.8,0.6610169491525426,0.2,0.008403361344537785,1990-03-31,0.2663568386999605
RBCPTRIY Index,2.2,2.55,3.0,118.0,2019-09-30,91.3135593220339,6.7,2.741525423728813,1.5,0.008403361344537785,1990-03-31,1.0441801487812303
RBCPWM%Q Index,0.5,0.6,0.8,118.0,2019-09-30,91.3135593220339,1.7,0.6762711864406777,0.1,0.008403361344537785,1990-03-31,0.2806214002420233
RBCPWM%Y Index,2.1,2.6,3.0,118.0,2019-09-30,91.3135593220339,6.9,2.7966101694915255,1.1,0.008403361344537785,1990-03-31,1.1028271519486568
RBICRRP Index,4.0,5.5,8.0,144.0,2019-10-04,62.76623376623377,15.0,6.470486111111111,4.0,0.07096774193548383,1993-04-17,2.8932790045910104
RCHSINDX Index,-3.0,4.0,10.0,311.0,2019-09-30,30.43548387096774,27.0,2.739549839228296,-44.0,0.0,1993-11-30,11.29400405253323
RSPOYLDP Index,5.5,6.0,6.75,117.0,2019-10-04,55.65289256198347,7.5,5.855128205128205,3.25,0.040983606557377095,2001-04-27,1.0965342073572122
RSSAEMUM Index,-0.3,0.1,0.5,247.0,2019-09-30,30.441295546558706,2.8,0.08421052631578956,-2.0,0.0040322580645161255,1999-02-28,0.7108577809708454
RSTAMOM Index,-0.1,0.4,0.9,332.0,2019-09-30,30.438066465256796,6.7,0.3548192771084339,-3.9,0.0,1992-02-29,0.9417190188389424
RSTAXAGM Index,0.0,0.4,0.8,332.0,2019-09-30,30.438066465256796,2.9,0.34427710843373505,-3.0,0.0,1992-02-29,0.630396045144806
RSTAXMOM Index,0.0,0.4,0.8,332.0,2019-09-30,30.438066465256796,2.6,0.3548192771084337,-4.0,0.0,1992-02-29,0.7387469777602664
RSWAEMUY Index,-0.3,1.3,2.2,236.0,2019-09-30,30.43220338983051,6.0,0.9847457627118646,-4.6,0.00421940928270037,2000-01-31,1.8054351567700018
SAARTOTL Index,14.2,15.87,16.9,357.0,2019-09-30,30.43258426966292,21.76,15.313249299719887,9.04,0.0,1990-01-31,2.129912979451184
SBOITOTL Index,94.4,99.3,101.4,357.0,2019-09-30,30.43258426966292,108.8,98.01456582633065,81.6,0.0,1990-01-31,5.143148670996684
SGDPQOQ Index,2.1,5.7,10.75,119.0,2019-09-30,91.3135593220339,27.2,5.860504201680673,-10.9,0.0,1990-03-31,7.31404752985992
SGDPYOY Index,3.3,6.1,8.8,119.0,2019-09-30,91.3135593220339,18.6,5.83949579831933,-7.7,0.0,1990-03-31,4.472519073438405
SICPIYOY Index,0.4,1.4,2.6,357.0,2019-09-30,30.43258426966292,7.6,1.7092436974789917,-1.6,0.0,1990-01-31,1.8463595336562628
SIEXNON% Index,-2.83,5.44,14.3,357.0,2019-09-30,30.43258426966292,38.1,5.452492997198883,-34.9,0.0,1990-01-31,12.6172401095085
SIIPMOM Index,-2.6,0.45,3.525,356.0,2019-09-30,30.43258426966292,29.9,0.6230337078651693,-21.7,0.0028011204481792618,1990-01-31,6.16426574533758
SIIPYOY% Index,-0.32499999999999996,6.199999999999999,12.425,356.0,2019-09-30,30.34733893557423,58.6,6.32893258426966,-32.2,0.005586592178770999,1990-01-31,11.547205258414246
SIOFRUS Index,74597.6,114898.3,246181.1,345.0,2019-09-30,30.433139534883722,296811.6,145474.6623188406,27338.1,0.0,1991-01-31,86791.5374706542
SIQUTOTA Index,1.85,2.1,2.75,111.0,2019-09-30,91.30909090909091,4.8,2.3297297297297295,1.4,0.0,1992-03-31,0.6947327274956626
SIRSYOY% Index,-2.525,2.6,8.6,356.0,2019-09-30,30.43258426966292,41.5,3.482022471910113,-23.5,0.0028011204481792618,1990-01-31,9.681948492029408
SKCIYOY Index,1.7,2.8,4.7,357.0,2019-09-30,30.43258426966292,9.0,3.3173669467787112,-0.3,0.0,1990-01-31,2.069964666778975
SMASCORE Index,1.1,1.7,2.1,357.0,2019-09-30,30.43258426966292,6.5,1.690756302521009,-1.4,0.0,1990-01-31,1.1999525924604617
SRSATM Index,-1.8250000000000002,0.55,2.425,356.0,2019-09-30,30.43258426966292,28.8,0.3575842696629215,-33.2,0.0028011204481792618,1990-01-31,5.1719801755749835
SZLTHIGH Index,-0.25,-0.25,1.625,32.0,2019-09-19,142.47058823529412,3.25,0.6328125,-0.25,0.08571428571428574,2006-06-15,1.269976465047362
SZLTSDAB Index,-0.75,-0.75,-0.75,21.0,2019-09-19,78.9090909090909,-0.25,-0.7261904761904762,-0.75,0.08695652173913049,2014-12-18,0.10910894511799624
TAREDSC Index,4.75,5.25,5.5,2296.0,2019-09-19,4.313432835820896,6.125,5.142410714285722,1.25,0.021312872975277064,1992-01-09,0.7862117555000423
TDMIYOY Index,2.0,2.4,3.0,194.0,2019-09-30,30.435233160621763,4.8,2.492268041237114,1.0,0.0,2003-08-31,0.7768623022067205
THCOPIY Index,0.74,1.5,4.24,357.0,2019-09-30,30.43258426966292,8.54,2.4022408963585455,-1.12,0.0,1990-01-31,2.1331400650945422
THCPIYOY Index,1.27,2.81,4.72,357.0,2019-09-30,30.43258426966292,10.58,3.028179271708686,-4.4,0.0,1990-01-31,2.4785395281274973
THG PQQ Index,0.3,1.0,1.7,105.0,2019-09-30,91.31428571428572,9.4,0.9371428571428576,-6.3,0.009433962264150941,1993-06-30,1.9724670779575448
THG PQY Index,2.525,4.05,6.0,102.0,2019-09-30,91.31372549019608,15.5,3.7147058823529413,-12.5,0.009708737864077666,1994-03-31,4.079807728405485
THNFEXPY Index,-1.9274999999999998,10.58,19.17,344.0,2019-09-30,30.433139534883722,46.03,9.525494186046515,-26.05,0.0028985507246376274,1991-01-31,13.671615454759664
TWCPIYOY Index,0.38,1.37,2.8,357.0,2019-09-30,30.43258426966292,7.05,1.6269747899159654,-2.34,0.0,1990-01-31,1.7554534072691883
TWGDCONY Index,2.8275,5.48,6.887499999999999,118.0,2019-09-30,91.3135593220339,12.46,4.640677966101695,-7.88,0.008403361344537785,1990-03-31,3.567235451607123
TWINDPIY Index,0.21,5.28,9.46,273.0,2019-09-30,30.43014705882353,75.71,4.809450549450547,-43.3,0.0,1997-01-31,11.418863781683415
TWTRBAL Index,0.88,1.47,2.69,357.0,2019-09-30,30.43258426966292,6.69,1.887619047619048,-0.85,0.0,1990-01-31,1.44747365754928
TWTREXPY Index,-2.0,7.0,15.8,357.0,2019-09-30,30.43258426966292,75.7,6.701120448179271,-44.0,0.0,1990-01-31,15.553665664241407
UKAPTARG Index,200.0,375.0,375.0,115.0,2019-09-30,33.34782608695652,435.0,330.95652173913044,75.0,0.008620689655172376,2009-03-31,98.89276411756877
UKAWMWHO Index,1.9,2.7,3.9,222.0,2019-09-30,30.436936936936938,6.6,2.871621621621621,-2.6,0.004484304932735439,2001-03-31,1.5124688639197739
UKBFFTIN Index,2.2,2.6,3.2,80.0,2019-08-31,91.31645569620254,4.4,2.7337500000000006,1.5,0.0,1999-11-30,0.6484536133044485
UKBRBASE Index,0.5,4.5,6.0,7584.0,2019-10-23,1.4282340593020204,15.0,4.241231540084388,0.25,0.0051160960251869225,1990-01-02,3.6001405601636605
UKEGESTG Index,0.2,0.5,0.7,197.0,2019-01-31,30.436274509803923,1.3,0.3461928934010151,-2.6,0.039024390243902474,2002-01-31,0.5993603932273525
UKGRABIQ Index,0.3,0.6,0.8,118.0,2019-09-30,91.3135593220339,1.8,0.4906779661016949,-2.1,0.008403361344537785,1990-03-31,0.5700483242576811
UKGRABIY Index,1.5,2.3,2.975,118.0,2019-09-30,91.3135593220339,4.8,1.9906779661016953,-5.8,0.008403361344537785,1990-03-31,1.8037940682647065
UKHCA9IQ Index,1.3,1.8,2.3,357.0,2019-09-30,30.43258426966292,8.2,2.1464985994397763,-0.1,0.0,1990-01-31,1.578710292898138
UKIPIMOM Index,-0.42500000000000004,0.1,0.5,356.0,2019-09-30,30.43258426966292,2.8,0.014887640449438215,-4.0,0.0028011204481792618,1990-01-31,0.8677169258439688
UKMPIMOM Index,-0.5,0.1,0.6,356.0,2019-09-30,30.43258426966292,4.3,0.014606741573033714,-5.5,0.0028011204481792618,1990-01-31,0.979456654410963
UKMSVTVX Index,63.755,81.115,98.88,317.0,2019-09-30,30.438485804416406,132.404,80.56796214511043,26.353,0.0031446540880503138,1993-04-30,24.13489375493196
UKRPCJMR Index,0.0,0.2,0.4,357.0,2019-09-30,30.43258426966292,3.3,0.19971988795518206,-0.9,0.0,1990-01-31,0.40796140207929527
UKRPCJYR Index,1.5,2.2,2.9,357.0,2019-09-30,30.43258426966292,8.4,2.4733893557422975,-0.1,0.0,1990-01-31,1.687842515284892
UKRVAMOM Index,-0.3,0.2,0.7,357.0,2019-09-30,30.43258426966292,3.3,0.1994397759103642,-3.6,0.0,1990-01-31,0.9467268983708165
UKRVAYOY Index,1.0,2.5,3.8,357.0,2019-09-30,30.43258426966292,9.3,2.4190476190476202,-4.0,0.0,1990-01-31,2.319513265116605
UKTBTTBA Index,-2693.75,-1792.5,-691.0,340.0,2019-09-30,31.691176470588236,1437.0,-1797.2823529411764,-7646.0,0.0029325513196480912,1990-03-31,1399.7364489543447
UKUEILOR Index,5.1,6.2,7.9,356.0,2019-09-30,30.43258426966292,10.7,6.589606741573039,3.8,0.0028011204481792618,1990-01-31,1.7913183004041682
UMRTEMU Index,8.5,9.2,10.3,257.0,2019-09-30,30.439688715953306,12.1,9.47315175097276,7.3,0.003875968992248069,1998-04-30,1.2804795657439978
USCABAL Index,-121.335,-99.60499999999999,-36.17,118.0,2019-09-30,91.3135593220339,9.96,-93.01601694915257,-215.77,0.008403361344537785,1990-03-31,54.69634479169846
USHBMIDX Index,39.0,56.0,63.0,357.0,2019-09-30,30.43258426966292,78.0,49.82913165266106,8.0,0.0,1990-01-31,18.225535937220368
USPHTYOY Index,-5.7250000000000005,1.315,7.83,212.0,2019-09-30,30.42924528301887,29.31,0.7068396226415083,-26.3,0.0046948356807511304,2002-01-31,10.278566385031684
USTBTOT Index,-47.22075,-39.8215,-15.75275,332.0,2019-09-30,30.433734939759034,-0.831,-34.97946987951805,-67.82300000000001,0.0030030030030030463,1992-01-31,18.526417668004832
USTGTTCB Index,-62.681749999999994,-47.803,-15.69525,356.0,2019-09-30,30.43258426966292,-3.6689999999999996,-42.31031179775281,-79.79,0.0028011204481792618,1990-01-31,23.302285203682835
USURTOT Index,4.7,5.5,6.8,357.0,2019-09-30,30.43258426966292,10.0,5.8605042016806745,3.5,0.0,1990-01-31,1.5896373599276656
WMCCCONS Index,96.6,102.17,109.39,357.0,2019-09-30,30.43258426966292,123.94,101.7876750700279,64.61,0.0,1990-01-31,11.080332506559614
XTTBEZ Index,-620.625,3974.25,14239.699999999999,248.0,2019-09-30,30.431451612903224,30466.4,6474.345161290322,-16297.9,0.004016064257028162,1999-01-31,9966.427154813466
