datetime,US_Safety
2010-05-10,-0.03459045218788925
2010-05-11,-0.028682792873691687
2010-05-12,-0.011558583357450192
2010-05-13,-0.013986065404971715
2010-05-14,-0.02636436400895037
2010-05-15,-0.02636436400895037
2010-05-16,-0.02636436400895037
2010-05-17,-0.026059559307550995
2010-05-18,-0.04386362625351736
2010-05-19,-0.05637669051721228
2010-05-20,-0.09225787881683789
2010-05-21,-0.08597593105460588
2010-05-22,-0.08597593105460588
2010-05-23,-0.08597593105460588
2010-05-24,-0.08387330894718381
2010-05-25,-0.08733639449956476
2010-05-26,-0.08483072284511362
2010-05-27,-0.05187391514724027
2010-05-28,-0.06287890386906214
2010-05-29,-0.06287890386906214
2010-05-30,-0.06287890386906214
2010-05-31,-0.06287890386906214
2010-06-01,-0.07774734675748973
2010-06-02,-0.0510295089052748
2010-06-03,-0.03832825708244636
2010-06-04,-0.06517829029794264
2010-06-05,-0.06517829029794264
2010-06-06,-0.06517829029794264
2010-06-07,-0.0766914827034787
2010-06-08,-0.06923749362505882
2010-06-09,-0.07489280668720655
2010-06-10,-0.05630427674083405
2010-06-11,-0.051808815484372994
2010-06-12,-0.051808815484372994
2010-06-13,-0.051808815484372994
2010-06-14,-0.053843718171431854
2010-06-15,-0.027728752159537517
2010-06-16,-0.0310254408762628
2010-06-17,-0.03204488952311457
2010-06-18,-0.03977971058687724
2010-06-19,-0.03977971058687724
2010-06-20,-0.03977971058687724
2010-06-21,-0.04589739982412333
2010-06-22,-0.06117421358920749
2010-06-23,-0.07389796221432776
2010-06-24,-0.08271692152490595
2010-06-25,-0.0706476536623768
2010-06-26,-0.0706476536623768
2010-06-27,-0.0706476536623768
2010-06-28,-0.07198103569432135
2010-06-29,-0.10477220510982954
2010-06-30,-0.11792828383012088
2010-07-01,-0.12594088986408059
2010-07-02,-0.12861917433800885
2010-07-03,-0.12861917433800885
2010-07-04,-0.12861917433800885
2010-07-05,-0.12861917433800885
2010-07-06,-0.13134539438026804
2010-07-07,-0.10040984437438616
2010-07-08,-0.0924151599739036
2010-07-09,-0.07821457790669195
2010-07-10,-0.07821457790669195
2010-07-11,-0.07821457790669195
2010-07-12,-0.08086491338867108
2010-07-13,-0.05568129919511289
2010-07-14,-0.06190164365766926
2010-07-15,-0.06824631047493279
2010-07-16,-0.10591417101325318
2010-07-17,-0.10591417101325318
2010-07-18,-0.10591417101325318
2010-07-19,-0.10148921202680927
2010-07-20,-0.08140147794122277
2010-07-21,-0.09279875175595276
2010-07-22,-0.06282890904608851
2010-07-23,-0.04826608207223415
2010-07-24,-0.04826608207223415
2010-07-25,-0.04826608207223415
2010-07-26,-0.03492319757480089
2010-07-27,-0.04077678670733709
2010-07-28,-0.04879735063684132
2010-07-29,-0.0483822191093255
2010-07-30,-0.03727639765289181
2010-07-31,-0.03727639765289181
2010-08-01,-0.03727639765289181
2010-08-02,-0.030393662437950608
2010-08-03,-0.025974671981879194
2010-08-04,-0.013335794221571273
2010-08-05,-0.023028301157319242
2010-08-06,-0.019611426827346845
2010-08-07,-0.019611426827346845
2010-08-08,-0.019611426827346845
2010-08-09,-0.01333900039548952
2010-08-10,-0.028303006504460382
2010-08-11,-0.0720354680688643
2010-08-12,-0.07419132456230637
2010-08-13,-0.0850411831100244
2010-08-14,-0.0850411831100244
2010-08-15,-0.0850411831100244
2010-08-16,-0.08053525640520387
2010-08-17,-0.06349283484423485
2010-08-18,-0.050285392642878124
2010-08-19,-0.07055059908312
2010-08-20,-0.07110083663363753
2010-08-21,-0.07110083663363753
2010-08-22,-0.07110083663363753
2010-08-23,-0.07654620502515008
2010-08-24,-0.09580590398645294
2010-08-25,-0.0794949713579961
2010-08-26,-0.08566438838675416
2010-08-27,-0.061101869660147856
2010-08-28,-0.061101869660147856
2010-08-29,-0.061101869660147856
2010-08-30,-0.08159574902614308
2010-08-31,-0.08309487900165335
2010-09-01,-0.057476625463240616
2010-09-02,-0.054431107733024287
2010-09-03,-0.03666273297846945
2010-09-04,-0.03666273297846945
2010-09-05,-0.03666273297846945
2010-09-06,-0.03666273297846945
2010-09-07,-0.0511855557224179
2010-09-08,-0.04963912981745322
2010-09-09,-0.05146175254848406
2010-09-10,-0.05508313348828453
2010-09-11,-0.05508313348828453
2010-09-12,-0.05508313348828453
2010-09-13,-0.037387729745642306
2010-09-14,-0.0328843201050848
2010-09-15,-0.037000951065200405
2010-09-16,-0.0407904904390034
2010-09-17,-0.03923776733345108
2010-09-18,-0.03923776733345108
2010-09-19,-0.03923776733345108
2010-09-20,-0.022314789450116446
2010-09-21,-0.026129238814247224
2010-09-22,-0.025433839654424806
2010-09-23,-0.03296743210391684
2010-09-24,-0.01213111918587495
2010-09-25,-0.01213111918587495
2010-09-26,-0.01213111918587495
2010-09-27,-0.013986657741521746
2010-09-28,-0.0021058046624559124
2010-09-29,-0.0004116559061174696
2010-09-30,-0.005035033913096232
2010-10-01,-0.0007835656973415039
2010-10-02,-0.0007835656973415039
2010-10-03,-0.0007835656973415039
2010-10-04,-0.014245604336415307
2010-10-05,0.009907569859196164
2010-10-06,0.0015715825903710456
2010-10-07,0.0009597144672444102
2010-10-08,0.01197074443038737
2010-10-09,0.01197074443038737
2010-10-10,0.01197074443038737
2010-10-11,0.013386240577403674
2010-10-12,0.014314265228442702
2010-10-13,0.02038915319078427
2010-10-14,0.024145705298267206
2010-10-15,0.022816690282147167
2010-10-16,0.022816690282147167
2010-10-17,0.022816690282147167
2010-10-18,0.0209689423782764
2010-10-19,-2.4619040302265027e-05
2010-10-20,0.016082613520413735
2010-10-21,0.01695128864719475
2010-10-22,0.01869197611625495
2010-10-23,0.01869197611625495
2010-10-24,0.01869197611625495
2010-10-25,0.021997976957750742
2010-10-26,0.019624125602740294
2010-10-27,0.01961018340855558
2010-10-28,0.024087363738635403
2010-10-29,0.032640961256716894
2010-10-30,0.032640961256716894
2010-10-31,0.032640961256716894
2010-11-01,0.026366625560320767
2010-11-02,0.041480083627702946
2010-11-03,0.04978659207779357
2010-11-04,0.06888520985969682
2010-11-05,0.07532477060872833
2010-11-06,0.07532477060872833
2010-11-07,0.07532477060872833
2010-11-08,0.08967834326866919
2010-11-09,0.07025996384126176
2010-11-10,0.08510928556924968
2010-11-11,0.08435186829910513
2010-11-12,0.06552666597869239
2010-11-13,0.06552666597869239
2010-11-14,0.06552666597869239
2010-11-15,0.05618206093505895
2010-11-16,0.03329173605996938
2010-11-17,0.03247241825297853
2010-11-18,0.04729824175343467
2010-11-19,0.05312199365388648
2010-11-20,0.05312199365388648
2010-11-21,0.05312199365388648
2010-11-22,0.05686677767475112
2010-11-23,0.049596354564169554
2010-11-24,0.07332384755473531
2010-11-25,0.07332384755473531
2010-11-26,0.0707976917649562
2010-11-27,0.0707976917649562
2010-11-28,0.0707976917649562
2010-11-29,0.07067281443488782
2010-11-30,0.07101717490784254
2010-12-01,0.08633626036396169
2010-12-02,0.0950581830696402
2010-12-03,0.10818208536955431
2010-12-04,0.10818208536955431
2010-12-05,0.10818208536955431
2010-12-06,0.11019899199994398
2010-12-07,0.11214190550698522
2010-12-08,0.10571003562634007
2010-12-09,0.0966388060554475
2010-12-10,0.1013665371265311
2010-12-11,0.1013665371265311
2010-12-12,0.1013665371265311
2010-12-13,0.11274117794173755
2010-12-14,0.111875580721009
2010-12-15,0.11107953065366849
2010-12-16,0.1160047313829744
2010-12-17,0.12794893542232133
2010-12-18,0.12794893542232133
2010-12-19,0.12794893542232133
2010-12-20,0.1304711694866869
2010-12-21,0.13740032160404891
2010-12-22,0.12821253831721147
2010-12-23,0.13010128572177804
2010-12-24,0.13010128572177804
2010-12-25,0.13010128572177804
2010-12-26,0.13010128572177804
2010-12-27,0.12390206248626212
2010-12-28,0.13050620933062085
2010-12-29,0.13162413129859107
2010-12-30,0.1257686160820215
2010-12-31,0.11804232619606081
2011-01-01,0.11804232619606081
2011-01-02,0.11804232619606081
2011-01-03,0.12800880835795536
2011-01-04,0.11624114145477615
2011-01-05,0.1212488142930015
2011-01-06,0.11288531894155351
2011-01-07,0.10890441998045985
2011-01-08,0.10890441998045985
2011-01-09,0.10890441998045985
2011-01-10,0.11654582852884876
2011-01-11,0.12491097024978215
2011-01-12,0.12890241573152728
2011-01-13,0.1281433758941417
2011-01-14,0.13477660142877745
2011-01-15,0.13477660142877745
2011-01-16,0.13477660142877745
2011-01-17,0.13477660142877745
2011-01-18,0.16042869109854063
2011-01-19,0.14441669998709372
2011-01-20,0.1269834997540369
2011-01-21,0.12401874997591467
2011-01-22,0.12401874997591467
2011-01-23,0.12401874997591467
2011-01-24,0.12676150339014747
2011-01-25,0.12260401444584712
2011-01-26,0.14190953041725707
2011-01-27,0.14143452838875348
2011-01-28,0.12787848496576748
2011-01-29,0.12787848496576748
2011-01-30,0.12787848496576748
2011-01-31,0.13633662771647304
2011-02-01,0.16218167852426024
2011-02-02,0.16033967532011584
2011-02-03,0.19889190474513563
2011-02-04,0.21095112447543873
2011-02-05,0.21095112447543873
2011-02-06,0.21095112447543873
2011-02-07,0.2191470723334814
2011-02-08,0.21933868725517525
2011-02-09,0.20818512096609965
2011-02-10,0.18762161060684446
2011-02-11,0.19754188724560962
2011-02-12,0.19754188724560962
2011-02-13,0.19754188724560962
2011-02-14,0.203248305998168
2011-02-15,0.20442894476124218
2011-02-16,0.21586849649894035
2011-02-17,0.22025943106322754
2011-02-18,0.2273393637071257
2011-02-19,0.2273393637071257
2011-02-20,0.2273393637071257
2011-02-21,0.2273393637071257
2011-02-22,0.19710289209674814
2011-02-23,0.1876809338295815
2011-02-24,0.1869685930022591
2011-02-25,0.20712983381461503
2011-02-26,0.20712983381461503
2011-02-27,0.20712983381461503
2011-02-28,0.2048825673687158
2011-03-01,0.19044341421251176
2011-03-02,0.19911104788274758
2011-03-03,0.20348321496679955
2011-03-04,0.19454134854816263
2011-03-05,0.19454134854816263
2011-03-06,0.19454134854816263
2011-03-07,0.17803480702048646
2011-03-08,0.18208177234318912
2011-03-09,0.18942574705501114
2011-03-10,0.16659183378567266
2011-03-11,0.175521546704142
2011-03-12,0.175521546704142
2011-03-13,0.175521546704142
2011-03-14,0.17042404508122533
2011-03-15,0.15855931806315127
2011-03-16,0.14256568452628549
2011-03-17,0.1508552500804652
2011-03-18,0.15759202335919897
2011-03-19,0.15759202335919897
2011-03-20,0.15759202335919897
2011-03-21,0.17663851401013808
2011-03-22,0.17707451263093454
2011-03-23,0.17710692114358362
2011-03-24,0.18998934040775106
2011-03-25,0.1968368790805437
2011-03-26,0.1968368790805437
2011-03-27,0.1968368790805437
2011-03-28,0.18820558529828246
2011-03-29,0.20347196960678726
2011-03-30,0.2136608287961277
2011-03-31,0.22659240508767864
2011-04-01,0.2327619740833029
2011-04-02,0.2327619740833029
2011-04-03,0.2327619740833029
2011-04-04,0.23906415510295265
2011-04-05,0.23799977072817313
2011-04-06,0.2351028556338044
2011-04-07,0.23761490127700347
2011-04-08,0.22976199661035968
2011-04-09,0.22976199661035968
2011-04-10,0.22976199661035968
2011-04-11,0.22806698805590253
2011-04-12,0.22558752510924251
2011-04-13,0.22863729362410057
2011-04-14,0.23841686511636606
2011-04-15,0.25803103488501056
2011-04-16,0.25803103488501056
2011-04-17,0.25803103488501056
2011-04-18,0.25241643417912374
2011-04-19,0.25845824723685773
2011-04-20,0.2667373094718366
2011-04-21,0.2704518505263971
2011-04-22,0.2704518505263971
2011-04-23,0.2704518505263971
2011-04-24,0.2704518505263971
2011-04-25,0.2703000038188079
2011-04-26,0.2852636592437172
2011-04-27,0.2946297078814266
2011-04-28,0.2912617866964684
2011-04-29,0.2989535839159332
2011-04-30,0.2989535839159332
2011-05-01,0.2989535839159332
2011-05-02,0.29637519268594525
2011-05-03,0.27966448844013914
2011-05-04,0.2707924123792278
2011-05-05,0.268865829965355
2011-05-06,0.2771187041422847
2011-05-07,0.2771187041422847
2011-05-08,0.2771187041422847
2011-05-09,0.29208675891515723
2011-05-10,0.2994725723327294
2011-05-11,0.2904864291239384
2011-05-12,0.3040669118482484
2011-05-13,0.2948942967960553
2011-05-14,0.2948942967960553
2011-05-15,0.2948942967960553
2011-05-16,0.2856321853511252
2011-05-17,0.286555522398654
2011-05-18,0.29434671418182123
2011-05-19,0.29986969735917546
2011-05-20,0.30259871669438554
2011-05-21,0.30259871669438554
2011-05-22,0.30259871669438554
2011-05-23,0.2760870251254586
2011-05-24,0.26922885209044334
2011-05-25,0.27258295770388075
2011-05-26,0.27882289373600067
2011-05-27,0.2929773426268083
2011-05-28,0.2929773426268083
2011-05-29,0.2929773426268083
2011-05-30,0.2929773426268083
2011-05-31,0.3039842508013173
2011-06-01,0.27415157043539873
2011-06-02,0.2765360316371197
2011-06-03,0.2594801502631585
2011-06-04,0.2594801502631585
2011-06-05,0.2594801502631585
2011-06-06,0.24207091280486392
2011-06-07,0.2429178673224257
2011-06-08,0.23082223671968927
2011-06-09,0.24018854715593219
2011-06-10,0.21530214128369818
2011-06-11,0.21530214128369818
2011-06-12,0.21530214128369818
2011-06-13,0.21173820467746052
2011-06-14,0.2257080731566785
2011-06-15,0.2074326053968305
2011-06-16,0.2045338889200503
2011-06-17,0.2005978308945755
2011-06-18,0.2005978308945755
2011-06-19,0.2005978308945755
2011-06-20,0.20637040893845215
2011-06-21,0.2310823333810339
2011-06-22,0.22524271148732833
2011-06-23,0.23299013332903784
2011-06-24,0.22883200966372952
2011-06-25,0.22883200966372952
2011-06-26,0.22883200966372952
2011-06-27,0.24964245748265634
2011-06-28,0.2755125713099327
2011-06-29,0.2818869365323826
2011-06-30,0.2930880548171093
2011-07-01,0.3054475960109977
2011-07-02,0.3054475960109977
2011-07-03,0.3054475960109977
2011-07-04,0.3054475960109977
2011-07-05,0.3140138938860404
2011-07-06,0.3174386861073648
2011-07-07,0.3307122214942717
2011-07-08,0.317695411387108
2011-07-09,0.317695411387108
2011-07-10,0.317695411387108
2011-07-11,0.28819830277684133
2011-07-12,0.2857173696820574
2011-07-13,0.2914433363726432
2011-07-14,0.2751826480238124
2011-07-15,0.28497462240648663
2011-07-16,0.28497462240648663
2011-07-17,0.28497462240648663
2011-07-18,0.2759126057960768
2011-07-19,0.30025698104793364
2011-07-20,0.3009472363080039
2011-07-21,0.3265031707989454
2011-07-22,0.3308181225097053
2011-07-23,0.3308181225097053
2011-07-24,0.3308181225097053
2011-07-25,0.3218068088154362
2011-07-26,0.3135595222898391
2011-07-27,0.2842044531004986
2011-07-28,0.26370546805512585
2011-07-29,0.2722970884817615
2011-07-30,0.2722970884817615
2011-07-31,0.2722970884817615
2011-08-01,0.26823052551440707
2011-08-02,0.24707757289506982
2011-08-03,0.24545190833813502
2011-08-04,0.19952975875476797
2011-08-05,0.189027123044335
2011-08-06,0.189027123044335
2011-08-07,0.189027123044335
2011-08-08,0.1265007160536873
2011-08-09,0.18689719362065937
2011-08-10,0.16819357967254778
2011-08-11,0.21864645357065138
2011-08-12,0.23423342076629083
2011-08-13,0.23423342076629083
2011-08-14,0.23423342076629083
2011-08-15,0.25614756537562666
2011-08-16,0.24090004090722572
2011-08-17,0.2386075595909718
2011-08-18,0.17866206512020977
2011-08-19,0.16839830550608648
2011-08-20,0.16839830550608648
2011-08-21,0.16839830550608648
2011-08-22,0.1731530066207534
2011-08-23,0.21338241864040697
2011-08-24,0.22397647824187983
2011-08-25,0.20339661233518203
2011-08-26,0.23054396134204325
2011-08-27,0.23054396134204325
2011-08-28,0.23054396134204325
2011-08-29,0.26364647837275523
2011-08-30,0.27774312845233373
2011-08-31,0.2795905066678317
2011-09-01,0.2657326702489282
2011-09-02,0.23444539166651412
2011-09-03,0.23444539166651412
2011-09-04,0.23444539166651412
2011-09-05,0.23444539166651412
2011-09-06,0.23383214290343513
2011-09-07,0.262778591955418
2011-09-08,0.2604030555562309
2011-09-09,0.23196892699626614
2011-09-10,0.23196892699626614
2011-09-11,0.23196892699626614
2011-09-12,0.2316562847857384
2011-09-13,0.24880138315139777
2011-09-14,0.27302082317915066
2011-09-15,0.28152350171568763
2011-09-16,0.279241291336104
2011-09-17,0.279241291336104
2011-09-18,0.279241291336104
2011-09-19,0.27636351227303346
2011-09-20,0.2649920432295221
2011-09-21,0.22307133983376026
2011-09-22,0.1689162729421847
2011-09-23,0.16556492053631433
2011-09-24,0.16556492053631433
2011-09-25,0.16556492053631433
2011-09-26,0.17217726303918846
2011-09-27,0.20420398392010064
2011-09-28,0.15107174857065186
2011-09-29,0.14111062132261276
2011-09-30,0.09843959239434752
2011-10-01,0.09843959239434752
2011-10-02,0.09843959239434752
2011-10-03,0.05514896103912914
2011-10-04,0.1317987749214089
2011-10-05,0.1656608480705144
2011-10-06,0.19094743813737214
2011-10-07,0.17480675155694203
2011-10-08,0.17480675155694203
2011-10-09,0.17480675155694203
2011-10-10,0.20243361153536
2011-10-11,0.2078681890616183
2011-10-12,0.2269314755953855
2011-10-13,0.22764469242935292
2011-10-14,0.23643202933744645
2011-10-15,0.23643202933744645
2011-10-16,0.23643202933744645
2011-10-17,0.2094956858250454
2011-10-18,0.22332994282357577
2011-10-19,0.20212555883696504
2011-10-20,0.2034001687504141
2011-10-21,0.2174475306837329
2011-10-22,0.2174475306837329
2011-10-23,0.2174475306837329
2011-10-24,0.2583434910933442
2011-10-25,0.21155259528827153
2011-10-26,0.22668029185691907
2011-10-27,0.2996474958507378
2011-10-28,0.30652125086382154
2011-10-29,0.30652125086382154
2011-10-30,0.30652125086382154
2011-10-31,0.2712772132415069
2011-11-01,0.22756985615226033
2011-11-02,0.26325315783598
2011-11-03,0.2909665393359524
2011-11-04,0.2986939978914731
2011-11-05,0.2986939978914731
2011-11-06,0.2986939978914731
2011-11-07,0.3020436094076102
2011-11-08,0.31079481016491073
2011-11-09,0.25968174862856275
2011-11-10,0.2614867469062654
2011-11-11,0.2807881432942523
2011-11-12,0.2807881432942523
2011-11-13,0.2807881432942523
2011-11-14,0.26648126128501204
2011-11-15,0.29184638979986555
2011-11-16,0.27177374219644324
2011-11-17,0.25988925253033623
2011-11-18,0.26901223490545845
2011-11-19,0.26901223490545845
2011-11-20,0.26901223490545845
2011-11-21,0.17645076204811372
2011-11-22,0.18516833095383234
2011-11-23,0.16604214445844523
2011-11-24,0.16604214445844523
2011-11-25,0.16644776838190722
2011-11-26,0.16644776838190722
2011-11-27,0.16644776838190722
2011-11-28,0.20595874896307875
2011-11-29,0.20829887291816096
2011-11-30,0.259080226606875
2011-12-01,0.27034508514274647
2011-12-02,0.2736693937146899
2011-12-03,0.2736693937146899
2011-12-04,0.2736693937146899
2011-12-05,0.28567954542413965
2011-12-06,0.27953899046413033
2011-12-07,0.2825578315106416
2011-12-08,0.25442600810304183
2011-12-09,0.2935675184651496
2011-12-10,0.2935675184651496
2011-12-11,0.2935675184651496
2011-12-12,0.2666602115567307
2011-12-13,0.24247111011846578
2011-12-14,0.22233265549536618
2011-12-15,0.23376042287339405
2011-12-16,0.24061641291371672
2011-12-17,0.24061641291371672
2011-12-18,0.24061641291371672
2011-12-19,0.22821956838912416
2011-12-20,0.26239129668816563
2011-12-21,0.26897189206734917
2011-12-22,0.30772716067177597
2011-12-23,0.31335039040100354
2011-12-24,0.31335039040100354
2011-12-25,0.31335039040100354
2011-12-26,0.31335039040100354
2011-12-27,0.3137401913139297
2011-12-28,0.28854039989753044
2011-12-29,0.30646334257863717
2011-12-30,0.30119279766050444
2011-12-31,0.30119279766050444
2012-01-01,0.30119279766050444
2012-01-02,0.30119279766050444
2012-01-03,0.3170800326301031
2012-01-04,0.29633261481833495
2012-01-05,0.3037566492987305
2012-01-06,0.301672116812578
2012-01-07,0.301672116812578
2012-01-08,0.301672116812578
2012-01-09,0.3005392251618786
2012-01-10,0.3188001835619252
2012-01-11,0.32245196474060567
2012-01-12,0.32550404972224123
2012-01-13,0.3055444607132851
2012-01-14,0.3055444607132851
2012-01-15,0.3055444607132851
2012-01-16,0.3055444607132851
2012-01-17,0.30729652919216544
2012-01-18,0.3224480367243765
2012-01-19,0.3388253226328777
2012-01-20,0.33135140496338655
2012-01-21,0.33135140496338655
2012-01-22,0.33135140496338655
2012-01-23,0.33680135935262934
2012-01-24,0.33359351172058793
2012-01-25,0.3414289220732454
2012-01-26,0.3320443413950329
2012-01-27,0.33763774700367355
2012-01-28,0.33763774700367355
2012-01-29,0.33763774700367355
2012-01-30,0.3351001844964334
2012-01-31,0.3283625708020277
2012-02-01,0.3471196238492442
2012-02-02,0.345752382212676
2012-02-03,0.366852713004328
2012-02-04,0.366852713004328
2012-02-05,0.366852713004328
2012-02-06,0.358955940146503
2012-02-07,0.3620290349662354
2012-02-08,0.36549438484849994
2012-02-09,0.38336337899245554
2012-02-10,0.3712324853644362
2012-02-11,0.3712324853644362
2012-02-12,0.3712324853644362
2012-02-13,0.37797366640229546
2012-02-14,0.3743210851067067
2012-02-15,0.3710378044773439
2012-02-16,0.3934520758689364
2012-02-17,0.38243934868814433
2012-02-18,0.38243934868814433
2012-02-19,0.38243934868814433
2012-02-20,0.38243934868814433
2012-02-21,0.3704738407440784
2012-02-22,0.36077821417205747
2012-02-23,0.37081586291727975
2012-02-24,0.3805861799796242
2012-02-25,0.3805861799796242
2012-02-26,0.3805861799796242
2012-02-27,0.3504157270506738
2012-02-28,0.34865166310117734
2012-02-29,0.3301673181532736
2012-03-01,0.3337812869501795
2012-03-02,0.31899918427686313
2012-03-03,0.31899918427686313
2012-03-04,0.31899918427686313
2012-03-05,0.3082428253237157
2012-03-06,0.2839262074177771
2012-03-07,0.2977651683323195
2012-03-08,0.32405582568965663
2012-03-09,0.34651089476273667
2012-03-10,0.34651089476273667
2012-03-11,0.34651089476273667
2012-03-12,0.34540667293222516
2012-03-13,0.3644631340977422
2012-03-14,0.3515987946063137
2012-03-15,0.3581528384801227
2012-03-16,0.3618449301688875
2012-03-17,0.3618449301688875
2012-03-18,0.3618449301688875
2012-03-19,0.3649825644662945
2012-03-20,0.35448564836179064
2012-03-21,0.3552729839542281
2012-03-22,0.3501648197497669
2012-03-23,0.35563229835003596
2012-03-24,0.35563229835003596
2012-03-25,0.35563229835003596
2012-03-26,0.379070216676052
2012-03-27,0.377009989379262
2012-03-28,0.36632803303269035
2012-03-29,0.3665282487470123
2012-03-30,0.3611987887872081
2012-03-31,0.3611987887872081
2012-04-01,0.3611987887872081
2012-04-02,0.366698291501953
2012-04-03,0.3581419509705899
2012-04-04,0.33980172403978903
2012-04-05,0.3368214639936249
2012-04-06,0.3368214639936249
2012-04-07,0.3368214639936249
2012-04-08,0.3368214639936249
2012-04-09,0.31644107954822687
2012-04-10,0.29603705843228645
2012-04-11,0.3104837486191565
2012-04-12,0.33324913133652534
2012-04-13,0.31628971974608255
2012-04-14,0.31628971974608255
2012-04-15,0.31628971974608255
2012-04-16,0.31072487958343165
2012-04-17,0.32784989318587177
2012-04-18,0.3325785202565126
2012-04-19,0.31773669745416444
2012-04-20,0.3144178760934109
2012-04-21,0.3144178760934109
2012-04-22,0.3144178760934109
2012-04-23,0.29778792074405214
2012-04-24,0.30210963696961324
2012-04-25,0.329515882224096
2012-04-26,0.32663798726213455
2012-04-27,0.3447622469142819
2012-04-28,0.3447622469142819
2012-04-29,0.3447622469142819
2012-04-30,0.33942788768317134
2012-05-01,0.33591630761531444
2012-05-02,0.341782386547292
2012-05-03,0.3178150250997136
2012-05-04,0.32991879693550974
2012-05-05,0.32991879693550974
2012-05-06,0.32991879693550974
2012-05-07,0.3311500191081225
