datetime,US_Safety
2009-12-31,0.0
2010-01-01,-0.0030000000000000027
2010-01-02,-0.0030000000000000027
2010-01-03,-0.0030000000000000027
2010-01-04,0.015094418459012937
2010-01-05,0.010820211584673833
2010-01-06,0.012331598552607348
2010-01-07,0.014583998652505592
2010-01-08,0.016781786232688223
2010-01-09,0.016781786232688223
2010-01-10,0.016781786232688223
2010-01-11,0.01881730164482609
2010-01-12,0.004011561960157728
2010-01-13,0.007299050724313361
2010-01-14,0.007633425611329514
2010-01-15,-0.008160575531576786
2010-01-16,-0.008160575531576786
2010-01-17,-0.008160575531576786
2010-01-18,-0.008160575531576786
2010-01-19,0.003783085713644052
2010-01-20,-0.010857399717459248
2010-01-21,-0.023173956582401067
2010-01-22,-0.03324981431723484
2010-01-23,-0.03324981431723484
2010-01-24,-0.03324981431723484
2010-01-25,-0.0302704244699874
2010-01-26,-0.038762052609857434
2010-01-27,-0.03490245752959997
2010-01-28,-0.046627823934863755
2010-01-29,-0.0576636728690153
2010-01-30,-0.0576636728690153
2010-01-31,-0.0576636728690153
2010-02-01,-0.0402115556517284
2010-02-02,-0.04007306283811163
2010-02-03,-0.05312846647583547
2010-02-04,-0.08349023871919481
2010-02-05,-0.07384052011999365
2010-02-06,-0.07384052011999365
2010-02-07,-0.07384052011999365
2010-02-08,-0.08115657533860576
2010-02-09,-0.06699252968025848
2010-02-10,-0.0728122313196331
2010-02-11,-0.056104596588652966
2010-02-12,-0.06188789027186614
2010-02-13,-0.06188789027186614
2010-02-14,-0.06188789027186614
2010-02-15,-0.06188789027186614
2010-02-16,-0.04730867696467245
2010-02-17,-0.0410384734015089
2010-02-18,-0.035039190690628996
2010-02-19,-0.03432553277280004
2010-02-20,-0.03432553277280004
2010-02-21,-0.03432553277280004
2010-02-22,-0.03252713092291015
2010-02-23,-0.04650972632489869
2010-02-24,-0.040425829796226775
2010-02-25,-0.03677779441459372
2010-02-26,-0.03562229781737203
2010-02-27,-0.03562229781737203
2010-02-28,-0.03562229781737203
2010-03-01,-0.01903095126466714
2010-03-02,-0.005716559420012923
2010-03-03,0.00048162920598993075
2010-03-04,-0.00167900956980227
2010-03-05,0.010567402322468222
2010-03-06,0.010567402322468222
2010-03-07,0.010567402322468222
2010-03-08,0.013674001542815173
2010-03-09,0.020027266245057573
2010-03-10,0.015997215947762378
2010-03-11,0.0175300676161787
2010-03-12,0.013257054578663663
2010-03-13,0.013257054578663663
2010-03-14,0.013257054578663663
2010-03-15,0.022181858809147137
2010-03-16,0.032301262969437694
2010-03-17,0.03702560259441445
2010-03-18,0.03972028703077557
2010-03-19,0.021422381665592294
2010-03-20,0.021422381665592294
2010-03-21,0.021422381665592294
2010-03-22,0.03151089934801399
2010-03-23,0.03666642297683631
2010-03-24,0.01791537964213208
2010-03-25,0.012180246892201207
2010-03-26,0.011838836800255548
2010-03-27,0.011838836800255548
2010-03-28,0.011838836800255548
2010-03-29,0.016577169030997485
2010-03-30,0.009255689199944683
2010-03-31,0.0019427730206766913
2010-04-01,0.014762942170174709
2010-04-02,0.014762942170174709
2010-04-03,0.014762942170174709
2010-04-04,0.014762942170174709
2010-04-05,0.03530784705449164
2010-04-06,0.03865949935992252
2010-04-07,0.03343599830396515
2010-04-08,0.026513825917127587
2010-04-09,0.03724160162802148
2010-04-10,0.03724160162802148
2010-04-11,0.03724160162802148
2010-04-12,0.043303746218729566
2010-04-13,0.05042620197887482
2010-04-14,0.0636459140896577
2010-04-15,0.06887390829531492
2010-04-16,0.04500154527335409
2010-04-17,0.04500154527335409
2010-04-18,0.04500154527335409
2010-04-19,0.03962527260558657
2010-04-20,0.05192213181055205
2010-04-21,0.052291820450648396
2010-04-22,0.04690155811029073
2010-04-23,0.05486305501522959
2010-04-24,0.05486305501522959
2010-04-25,0.05486305501522959
2010-04-26,0.04382850046463149
2010-04-27,0.028099448729935528
2010-04-28,0.037805670588965334
2010-04-29,0.05107157904085868
2010-04-30,0.033998965242275414
2010-05-01,0.033998965242275414
2010-05-02,0.033998965242275414
2010-05-03,0.04230212214036433
2010-05-04,0.0064014539037240414
2010-05-05,-0.004696671496956961
2010-05-06,-0.025635867652720523
2010-05-07,-0.044879998912898844
2010-05-08,-0.044879998912898844
2010-05-09,-0.044879998912898844
2010-05-10,-0.005495977124362228
2010-05-11,0.0014322442827932047
2010-05-12,0.023917236847336376
