symbol,gicsector,gicgroup,gicind,gicsubind,standard_ind,LOTSIZE
NZF.PC,35,3520,352020,35202010,2834,1
NZH.PA,40,4010,401010,40101015,6036,1
NZH.PB,40,4010,401010,40101015,6020,1
NZH.PC,25,2550,255040,25504050,5500,1
NZX.PC,10,1010,101020,10102020,1311,1
O,60,6010,601010,60101070,6798,1
O.PF,10,1010,101020,10102020,1311,1
OA,20,2010,201010,20101010,3480,1
OABC,40,4010,401010,40101015,6035,1
OAC.WT,10,1010,101010,10101010,1389,1
OAK.,50,5020,502010,50201010,8742,1
OAK,40,4020,402030,40203010,6282,1
OAK.PA,60,6010,601010,60101070,6798,1
OAK.PB,60,6010,601010,60101070,6798,1
OAKF,40,4010,401010,40101015,6020,1
OAKT,45,4530,453010,45301020,3572,1
OAOT,45,4510,451020,45102010,7370,1
OAS,10,1010,101020,10102020,1311,1
OAT.,30,3020,302020,30202030,2040,1
OATS,30,3010,301010,30101030,5411,1
OB,40,4030,403010,40301040,6331,1
OBAF,40,4010,401010,40101015,6035,1
OBAS,60,6010,601020,60102020,6512,1
OBCI,30,3030,303010,30301010,2842,1
OBIE,25,2540,254010,25401010,7310,1
OBLG,45,4510,451030,45103010,7370,1
OBLN,35,3510,351010,35101010,3841,1
OBNK,40,4010,401010,40101015,6020,1
OBSV,35,3520,352010,35201010,2836,1
OC,20,2010,201020,20102010,3290,1
OC.WB,60,6010,601010,60101030,6798,1
OCAS,40,4030,403010,40301040,6331,1
OCAT,35,3520,352010,35201010,2836,1
OCC,45,4520,452010,45201020,3357,1
OCFC,40,4010,401010,40101015,6035,1
OCFCP,30,3020,302010,30201020,2084,1
OCFT,45,4510,451030,45103010,7370,1
OCGN,35,3520,352010,35201010,2836,1
OCIP,15,1510,151010,15101010,2860,1
OCLI,40,4020,402040,40204010,6798,1
OCLR.,35,3510,351010,35101020,3851,1
OCLR,45,4520,452010,45201020,3674,1
OCN,40,4010,401020,40102010,6035,1
OCNB.1,40,4010,401010,40101015,6020,1
OCNF,20,2030,203030,20303010,4412,1
OCNW,45,4520,452010,45201020,3661,1
OCPI,45,4520,452010,45201020,3674,1
OCR,35,3510,351020,35102015,5912,1
OCR.PA,50,5010,501020,50102010,4812,1
OCR.PB,40,4030,403010,40301040,6331,1
OCRX,35,3520,352020,35202010,2836,1
OCSI,40,4020,402030,40203010,6797,1
OCSL,40,4020,402030,40203010,6797,1
OCSLL,40,4020,402040,40204010,6798,1
OCUL,35,3520,352020,35202010,2836,1
OCX,35,3520,352010,35201010,2836,1
ODC,30,3030,303010,30301010,3290,1
ODFL,20,2030,203040,20304020,4213,1
ODP,25,2550,255040,25504040,5940,1
ODSY,35,3510,351020,35102015,8050,1
ODT,35,3520,352020,35202010,2834,1
ODWA,30,3020,302020,30202030,2033,1
OEA,25,2510,251010,25101010,3714,1
OEC,15,1510,151010,15101010,2890,1
OEC.PA,60,6010,601010,60101020,6798,1
OEC.PB,60,6010,601010,60101020,6798,1
OEC.PD,60,6010,601010,60101020,6798,1
OEG,45,4520,452030,45203010,3670,1
OEI.,10,1010,101020,10102020,4923,1
OESX,20,2010,201040,20104010,3640,1
OFC,60,6010,601010,60101040,6798,1
OFCP,40,4010,401010,40101010,6035,1
OFED,40,4010,401020,40102010,6035,1
OFG,40,4010,401010,40101015,6020,1
OFI,30,3020,302020,30202030,2030,1
OFIX,35,3510,351010,35101010,3841,1
OFLX,20,2010,201060,20106020,3490,1
OFS,40,4020,402030,40203010,6797,1
OGE,55,5510,551010,55101010,4931,1
OGEN,35,3520,352010,35201010,2836,1
OGGI,40,4030,403010,40301040,6331,1
OGI,35,3520,352020,35202010,2834,1
OGNC,45,4510,451010,45101010,8742,1
OGS,55,5510,551020,55102010,4924,1
OGXI,35,3520,352010,35201010,2834,1
OHAI,40,4020,402030,40203010,6797,1
OHC.A,60,6010,601010,60101030,6798,1
OHC.B,25,2520,252010,25201030,1531,1
OHI,60,6010,601010,60101050,6798,1
OHP,35,3510,351020,35102030,6324,1
OHRP,35,3520,352010,35201010,2834,1
OI,15,1510,151030,15103010,3221,1
OI.PA,60,6010,601010,60101030,6798,1
OICO,45,4520,452030,45203010,3826,1
OII,10,1010,101010,10101020,1389,1
OIIM,45,4530,453010,45301020,3674,1
OIL.7,10,1010,101020,10102020,1311,1
OILT,10,1010,101020,10102040,5171,1
OIS,10,1010,101010,10101020,3533,1
OK.2,40,4010,401010,40101010,6020,1
OKE,10,1010,101020,10102040,4923,1
OKE.PA,40,4020,402040,40204010,6798,1
OKN.WS,60,6010,601010,60101080,6798,1
OKS,10,1010,101020,10102040,4922,1
OKSB,40,4010,401010,40101015,6020,1
OKTA,45,4510,451020,45102030,7370,1
OLAB,30,3030,303020,30302010,2844,1
OLBK,40,4010,401010,40101015,6020,1
OLED.,45,4530,453010,45301020,3679,1
OLED,45,4530,453010,45301020,3674,1
OLGR,20,2010,201060,20106020,3590,1
OLLI,25,2550,255030,25503020,5331,1
OLN,15,1510,151010,15101010,2810,1
OLP,60,6010,601010,60101010,6798,1
OLS,40,4020,402040,40204010,6798,1
OMAB,20,2030,203050,20305010,4581,1
OMC,50,5020,502010,50201010,7311,1
OMCL,35,3510,351030,35103010,7373,1
OME,30,3020,302020,30202030,2070,1
OMED,35,3520,352010,35201010,2836,1
OMEF,40,4010,401010,40101015,6020,1
OMER,35,3520,352020,35202010,2836,1
OMEX,20,2020,202010,20201070,4400,1
OMF,40,4020,402020,40202010,6141,1
OMG,15,1510,151010,15101050,3341,1
OMI,35,3510,351020,35102010,5047,1
OMKT,45,4510,451010,45101010,7372,1
OMM.1,10,1010,101020,10102040,4412,1
OMN,15,1510,151010,15101050,2821,1
OMNI,10,1010,101010,10101020,1381,1
OMP,10,1010,101020,10102040,4610,1
OMPI,35,3520,352020,35202010,2834,1
OMRI,35,3520,352010,35201010,2836,1
OMTH,35,3520,352020,35202010,2834,1
OMTR,45,4510,451010,45101010,7372,1
OMX.1,25,2550,255040,25504040,5940,1
OMX,25,2550,255040,25504040,5110,1
ON,45,4530,453010,45301020,3674,1
ONB,40,4010,401010,40101015,6020,1
ONB.PB,35,3510,351010,35101010,3841,1
ONCE,35,3520,352010,35201010,2836,1
ONCS,35,3520,352010,35201010,2836,1
ONCT,35,3520,352010,35201010,2836,1
ONCY,35,3520,352010,35201010,2834,1
ONDI,45,4510,451030,45103010,7370,1
ONDK,40,4020,402010,40201040,6159,1
ONDS.1,45,4510,451030,45103010,7372,1
ONE.1,40,4010,401010,40101010,6020,1
ONE.2,45,4510,451020,45102020,6099,1
ONE,25,2530,253020,25302010,8200,1
ONEM.1,45,4510,451010,45101010,7370,1
ONEM,35,3510,351020,35102015,8011,1
ONES,45,4510,451010,45101010,7370,1
ONEW,25,2550,255040,25504050,5500,1
ONFC,40,4010,401020,40102010,6036,1
ONHN,45,4510,451010,45101010,7370,1
ONIS,45,4520,452010,45201010,3661,1
ONSIU,35,3510,351020,35102015,8011,1
ONSS.,20,2020,202010,20201030,7330,1
ONT,45,4510,451010,45101010,7372,1
ONTC.,45,4510,451030,45103010,7372,1
ONTO,45,4530,453010,45301010,3823,1
ONTX,35,3520,352020,35202010,2836,1
ONTXW,60,6010,601010,60101010,6798,1
ONVI,45,4510,451010,45101010,7370,1
ONVO,35,3520,352010,35201010,2836,1
ONX,45,4520,452030,45203015,3670,1
ONXS,45,4510,451030,45103010,7372,1
ONXX,35,3520,352010,35201010,2834,1
ONYX.,40,4020,402020,40202010,6141,1
OO,25,2520,252020,25202010,3851,1
OOC,10,1010,101010,10101020,7359,1
OOM,50,5010,501020,50102010,4812,1
OOMA,50,5010,501010,50101020,4813,1
OPAY.,40,4020,402010,40201020,8721,1
OPAY,45,4510,451020,45102010,7370,1
OPB,40,4010,401010,40101015,6020,1
OPBK,40,4010,401020,40102010,6020,1
OPC,45,4520,452030,45203010,3559,1
OPCH,35,3510,351020,35102015,8090,1
OPEN.3,45,4510,451030,45103010,7372,1
OPEN,45,4510,451010,45101010,7373,1
OPGN,35,3520,352010,35201010,2835,1
OPHC,40,4010,401010,40101015,6020,1
OPHM,35,3520,352020,35202010,2834,1
OPI,60,6010,601010,60101040,6798,1
OPK,35,3520,352010,35201010,8071,1
OPLK,45,4520,452010,45201020,3663,1
OPMR,25,2520,252020,25202010,3944,1
OPNT.1,45,4510,451030,45103020,7372,1
OPNT,35,3520,352020,35202010,2834,1
OPOF,40,4010,401010,40101015,6020,1
OPRA,45,4510,451030,45103010,7370,1
OPRT,40,4020,402020,40202010,6141,1
OPRX,35,3510,351030,35103010,7370,1
OPSW,45,4510,451030,45103010,7372,1
OPT,35,3510,351020,35102010,5047,1
OPTC,45,4520,452010,45201020,3663,1
OPTK,45,4510,451030,45103010,7372,1
OPTL.,45,4510,451030,45103020,7372,1
OPTM,45,4520,452010,45201020,3663,1
OPTN.,35,3510,351020,35102015,8093,1
OPTN,35,3520,352020,35202010,2834,1
OPTR,35,3520,352020,35202010,2834,1
OPTS,30,3020,302020,30202030,2090,1
OPTT,20,2010,201040,20104020,3612,1
OPTV.1,45,4510,451030,45103010,7372,1
OPTX.1,40,4020,402040,40204010,6798,1
OPWR,45,4510,451010,45101010,7370,1
OPXA,35,3520,352010,35201010,2836,1
OPXAW.1,35,3520,352010,35201010,2836,1
OPXAW,35,3520,352010,35201010,2836,1
OPXT,45,4520,452010,45201020,3674,1
OPY,40,4020,402030,40203020,6211,1
OR,15,1510,151040,15104030,1040,1
ORA,55,5510,551050,55105020,4911,1
ORAL,35,3510,351020,35102010,8741,1
ORAN,50,5010,501010,50101020,4813,1
ORB,20,2010,201010,20101010,3760,1
ORBC,50,5010,501010,50101010,4899,1
ORBK,45,4520,452030,45203010,3823,1
ORBZ,25,2550,255020,25502020,4700,1
ORC,40,4020,402040,40204010,6798,1
ORCC.1,45,4510,451020,45102020,7374,1
ORCC,40,4020,402030,40203010,6797,1
ORCD,25,2540,254010,25401030,4899,1
ORCH,35,3520,352010,35201010,8071,1
ORCI,25,2540,254010,25401010,8700,1
ORCL,45,4510,451030,45103020,7370,1
ORFAQ,40,4020,402040,40204010,6798,1
ORGO,35,3520,352010,35201010,2836,1
ORGS,35,3520,352010,35201010,2836,1
ORH,40,4030,403010,40301050,6351,1
ORI,40,4030,403010,40301040,6331,1
ORIC,35,3520,352010,35201010,2836,1
ORIG,10,1010,101010,10101010,1381,1
ORIT,40,4010,401020,40102010,6035,1
ORLY,25,2550,255040,25504050,5531,1
ORM,40,4020,402040,40204010,6798,1
ORMP,35,3520,352020,35202010,2836,1
ORN,20,2010,201030,20103010,1600,1
ORNGY,40,4010,401010,40101010,6020,1
OROA,25,2520,252030,25203010,3911,1
ORPH,35,3520,352020,35202010,2834,1
ORPN,35,3520,352010,35201010,2836,1
ORRF,40,4010,401010,40101015,6020,1
ORTL,45,4520,452010,45201020,3663,1
ORTX,35,3520,352010,35201010,2836,1
OS,15,1510,151040,15104050,3312,1
OSB,15,1510,151050,15105010,2400,1
OSBC,40,4010,401010,40101015,6020,1
OSBCP,40,4020,402040,40204010,6798,1
OSCA,10,1010,101010,10101020,5160,1
OSG,10,1010,101020,10102040,4412,1
OSGB,60,6010,601010,60101030,6798,1
OSH.1,25,2550,255040,25504040,5940,1
OSHC,40,4010,401020,40102010,6035,1
OSI,25,2530,253010,25301040,5812,1
OSII.,45,4510,451030,45103010,7372,1
OSIP,35,3520,352010,35201010,2835,1
OSIR,35,3520,352010,35201010,2836,1
OSIS,45,4520,452030,45203010,3844,1
OSK,20,2010,201060,20106010,3711,1
OSKY,40,4010,401010,40101015,6020,1
OSM.1,20,2010,201060,20106020,3569,1
OSMT,35,3520,352020,35202010,2834,1
OSN,15,1510,151040,15104050,3310,1
OSP,10,1010,101020,10102040,4400,1
OSPN,45,4510,451030,45103020,3669,1
OSS,45,4520,452020,45202030,3571,1
OSTE,35,3510,351010,35101010,8090,1
OSTK,25,2550,255020,25502020,5961,1
OSTX,35,3520,352010,35201010,2835,1
OSUR,35,3510,351010,35101020,2835,1
OSW,25,2530,253020,25302020,7200,1
OTEC,35,3510,351010,35101010,3845,1
OTEL,50,5010,501010,50101020,4813,1
OTEX,45,4510,451030,45103010,7370,1
OTFC,40,4010,401020,40102010,6035,1
OTGS,45,4510,451030,45103020,7370,1
OTIC,35,3520,352020,35202010,2836,1
OTIS,20,2010,201060,20106020,3530,1
OTIX,35,3510,351010,35101010,3842,1
OTLK,35,3520,352010,35201010,2836,1
OTRK,35,3510,351020,35102015,8060,1
OTRKP,15,1510,151040,15104030,1040,1
OTTR,55,5510,551010,55101010,4911,1
OUT,60,6010,601010,60101080,6798,1
OUTD,25,2540,254010,25401020,4833,1
OUTL,20,2020,202010,20201010,2750,1
OUTR,25,2550,255040,25504040,3578,1
OV,40,4010,401010,40101010,6020,1
OVAS,35,3520,352010,35201010,2836,1
OVBC,40,4010,401010,40101015,6020,1
OVEN,20,2010,201060,20106020,3580,1
OVER,45,4510,451010,45101010,7370,1
OVID,35,3520,352010,35201010,2836,1
OVLY,40,4010,401010,40101015,6020,1
OVNT,20,2030,203040,20304020,4213,1
OVRL,45,4520,452020,45202030,3572,1
OVTI,45,4530,453010,45301020,3674,1
OVV,10,1010,101020,10102020,1311,1
OWW,25,2550,255020,25502020,4700,1
OWWI,35,3510,351020,35102010,6282,1
OXBR,40,4030,403010,40301050,6331,1
OXBRW,40,4030,403010,40301050,6331,1
OXFD,35,3510,351010,35101010,2835,1
OXLC,40,4020,402030,40203010,6199,1
OXLCO,45,4510,451020,45102020,7370,1
OXLCP.1,25,2510,251020,25102010,3711,1
OXM,25,2520,252030,25203010,2300,1
OXPS,40,4020,402030,40203020,6211,1
OXSQ,40,4020,402030,40203010,6797,1
OXY,10,1010,101020,10102010,1311,1
OXY.WT,50,5020,502010,50201010,8742,1
OYST,35,3520,352010,35201010,2836,1
OZK,40,4010,401010,40101015,6020,1
OZN,15,1510,151040,15104030,1400,1
P,50,5020,502020,50202010,7370,1
PA.5,40,4010,401010,40101015,6020,1
PA,50,5010,501010,50101010,4899,1
PAA,10,1010,101020,10102040,5171,1
PAACU.1,40,4030,403010,40301020,6311,1
PAAS,15,1510,151040,15104045,1040,1
PAC,20,2030,203050,20305010,4581,1
PACB,35,3520,352030,35203010,3826,1
PACD,10,1010,101010,10101010,1381,1
PACE,25,2530,253010,25301020,9995,1
PACEW,40,4030,403010,40301020,6311,1
PACK,15,1510,151030,15103020,2670,1
PACR,20,2030,203010,20301010,4731,1
PACT,45,4510,451020,45102010,7370,1
PACW,40,4010,401010,40101015,6020,1
PAE,20,2010,201010,20101010,8700,1
PAET,50,5010,501010,50101010,4899,1
PAEWW,40,4020,402020,40202010,6141,1
PAG,25,2550,255040,25504050,5500,1
PAGP,10,1010,101020,10102040,5171,1
PAGS,45,4510,451020,45102020,7374,1
PAHC,35,3520,352020,35202010,2833,1
PAIR.,45,4520,452010,45201020,3661,1
PALM,45,4520,452010,45201020,3571,1
PALX,60,6010,601010,60101070,6798,1
PAM,55,5510,551010,55101010,4911,1
PAMT.1,45,4520,452030,45203015,3651,1
PANA.U,35,3510,351010,35101010,3841,1
PANL,20,2030,203030,20303010,4412,1
PANW,45,4510,451030,45103020,7370,1
PAP.3,10,1010,101020,10102020,1311,1
PAR.3,45,4520,452020,45202010,3572,1
PAR,45,4520,452030,45203010,3578,1
PARL,30,3030,303020,30302010,2844,1
PARR,10,1010,101020,10102030,2911,1
PAS.2,30,3020,302010,30201030,2086,1
PAS,30,3020,302010,30201030,2086,1
PASG,35,3520,352010,35201010,2836,1
PATH,35,3520,352020,35202010,2834,1
PATI,20,2030,203040,20304020,4213,1
PATK,20,2010,201020,20102010,2430,1
PAVM,35,3510,351010,35101010,3841,1
PAX.U,60,6010,601010,60101080,6798,1
PAX.WS,60,6010,601010,60101080,6798,1
PAY,45,4520,452030,45203010,3578,1
PAYC,45,4510,451030,45103010,7370,1
PAYS,45,4510,451020,45102020,7374,1
PAYX,45,4510,451020,45102020,8721,1
PB.,30,3020,302010,30201030,2086,1
PB,40,4010,401010,40101015,6020,1
PBA,10,1010,101020,10102040,4610,1
PBB,50,5010,501010,50101020,4813,1
PBBI,40,4010,401020,40102010,6035,1
PBCI,40,4010,401020,40102010,6036,1
PBCT,40,4010,401010,40101015,6020,1
PBCTP,25,2530,253010,25301040,5812,1
PBF,10,1010,101020,10102030,2911,1
PBFS,40,4010,401020,40102010,6036,1
PBFX,10,1010,101020,10102040,4610,1
PBG,30,3020,302010,30201030,2086,1
PBH,35,3520,352020,35202010,5122,1
PBHC,40,4010,401010,40101015,6020,1
PBI,20,2020,202010,20201060,3579,1
PBI.PA,35,3520,352010,35201010,2836,1
PBI.PB,40,4030,403010,40301040,6331,1
PBIP,40,4010,401020,40102010,6036,1
PBIX.1,40,4010,401010,40101015,6020,1
PBKB,40,4010,401010,40101010,6036,1
PBKS,40,4010,401010,40101015,6020,1
PBNC.,40,4010,401010,40101015,6020,1
PBNC.1,40,4010,401020,40102010,6035,1
PBOC,40,4010,401010,40101010,6035,1
PBPB,25,2530,253010,25301040,5812,1
PBR,10,1010,101020,10102010,2911,1
PBSC,35,3510,351010,35101010,3826,1
PBSK,40,4010,401020,40102010,6035,1
PBT,10,1010,101020,10102020,6792,1
PBTC,40,4010,401010,40101015,6020,1
PBTH,35,3520,352010,35201010,2836,1
PBTS,45,4510,451030,45103020,7372,1
PBY.1,25,2550,255040,25504050,5531,1
PBYI,35,3520,352010,35201010,2836,1
PCAF,45,4510,451030,45103010,7372,1
PCAP,40,4020,402030,40203010,6799,1
PCAR,20,2010,201060,20106010,3711,1
PCB,40,4010,401010,40101015,6020,1
PCBC.3,40,4010,401010,40101015,6020,1
PCBK,40,4010,401010,40101015,6020,1
PCC,40,4040,404020,40402030,6798,1
PCCI.1,40,4010,401010,40101015,6020,1
PCE.P,60,6010,601010,60101040,6798,1
PCG,55,5510,551010,55101010,4931,1
PCG.PA,25,2520,252010,25201030,1531,1
PCG.PB,25,2520,252010,25201030,1531,1
PCG.PC,25,2520,252010,25201030,1531,1
PCG.PD,40,4040,404020,40402070,6798,1
PCG.PE,40,4040,404020,40402070,6798,1
PCG.PH,60,6010,601010,60101060,6798,1
PCG.PI,40,4040,404020,40402070,6798,1
PCGU,60,6010,601010,60101030,6798,1
PCH,60,6010,601010,60101080,2421,1
PCL,40,4040,404020,40402070,2400,1
PCLE,45,4520,452020,45202010,3577,1
PCMI,45,4520,452030,45203030,5961,1
PCO.1,25,2520,252020,25202010,3949,1
PCO.2,10,1010,101020,10102030,2911,1
PCOL,35,3510,351010,35101010,3845,1
PCOM,25,2550,255020,25502020,7370,1
PCOP,35,3520,352010,35201010,2836,1
PCOR.3,25,2550,255020,25502020,7370,1
PCOR.4,45,4510,451010,45101010,7370,1
PCP,20,2010,201010,20101010,3728,1
PCRX,35,3520,352020,35202010,2834,1
PCS.1,50,5010,501020,50102010,4812,1
PCS,50,5010,501020,50102010,4812,1
PCSA.1,50,5010,501020,50102010,4812,1
PCSB,40,4010,401020,40102010,6020,1
PCTI,45,4520,452010,45201020,3663,1
PCTL.1,45,4520,452010,45201020,3661,1
PCTY.1,25,2550,255040,25504040,5940,1
PCTY,45,4510,451030,45103010,7370,1
PCYC,35,3520,352010,35201010,2835,1
PCYG,45,4510,451030,45103010,7372,1
PCYO,55,5510,551040,55104010,4950,1
PCZ,10,1010,101020,10102010,2911,1
PD.1,15,1510,151040,15104020,3330,1
PD,45,4510,451030,45103010,7370,1
PDB,40,4040,404020,40402060,6798,1
PDCE,10,1010,101020,10102020,1311,1
PDCO,35,3510,351020,35102010,5047,1
PDD,25,2550,255020,25502020,7370,1
PDE,10,1010,101010,10101010,1381,1
PDEX,35,3510,351010,35101010,3841,1
PDFS,45,4530,453010,45301010,7370,1
PDG,15,1510,151040,15104030,1040,1
PDGI,35,3520,352030,35203010,8731,1
PDH,15,1510,151010,15101010,2911,1
PDLB,40,4010,401020,40102010,6035,1
PDLI,35,3520,352010,35201010,2836,1
PDM.1,20,2010,201070,20107010,5051,1
PDM,60,6010,601010,60101040,6798,1
PDNT,10,1010,101020,10102020,1311,1
PDO,10,1010,101020,10102020,1311,1
PDQ.2,25,2530,253010,25301020,7011,1
PDR..,10,1010,101020,10102020,1311,1
PDS,10,1010,101010,10101010,1381,1
PDSB,35,3520,352010,35201010,2836,1
PDSG,40,4020,402010,40201040,7359,1
PDSN,45,4530,453010,45301020,3661,1
PDYN,45,4520,452010,45201020,3576,1
PE,10,1010,101020,10102020,1311,1
PE.PC,40,4040,404020,40402060,6798,1
PEAK.1,15,1510,151030,15103010,3089,1
PEAK,60,6010,601010,60101050,6798,1
PEB,60,6010,601010,60101030,6798,1
PEB.PA,55,5510,551030,55103010,4932,1
PEB.PB,55,5510,551030,55103010,4932,1
PEB.PC,55,5510,551030,55103010,4932,1
PEB.PD,55,5510,551010,55101010,4931,1
PEB.PE,55,5510,551010,55101010,4931,1
PEB.PF,55,5510,551010,55101010,4931,1
PEBK,40,4010,401010,40101015,6020,1
PEBO,40,4010,401010,40101015,6020,1
PECK,20,2010,201030,20103010,1700,1
PECS,45,4510,451010,45101010,7370,1
PED,10,1010,101020,10102020,1311,1
PEDE.1,40,4010,401020,40102010,6035,1
PEET,25,2530,253010,25301040,2090,1
PEG,55,5510,551030,55103010,4931,1
PEG.PB,40,4020,402020,40202010,6141,1
PEG.PC,15,1510,151040,15104030,1040,1
PEG.PD,15,1510,151040,15104030,1040,1
PEGA,45,4510,451030,45103010,7372,1
PEGI,55,5510,551050,55105020,4991,1
PEGS,45,4510,451020,45102020,7370,1
PEI,60,6010,601010,60101070,6798,1
PEI.PA.1,30,3020,302020,30202010,100,1
PEI.PA,30,3020,302020,30202010,100,1
PEI.PC,45,4530,453010,45301020,3674,1
PEI.PD,10,1010,101020,10102040,4412,1
PEIX,10,1010,101020,10102030,2860,1
PEN,35,3510,351010,35101010,3841,1
PENG.1,10,1010,101020,10102020,1311,1
PENN,25,2530,253010,25301010,7990,1
PENX,15,1510,151010,15101020,2040,1
PEOP,40,4010,401020,40102010,6035,1
PEP,30,3020,302010,30201030,2080,1
PER.1,45,4510,451020,45102010,7373,1
PERI,50,5020,502010,50201010,7370,1
PERM.1,40,4010,401010,40101010,6035,1
PERY,25,2520,252030,25203010,2320,1
PESI,20,2020,202010,20201050,4955,1
PET.PA,35,3510,351010,35101010,3845,1
PET.PB,50,5020,502010,50201010,7372,1
PET.PC,40,4010,401010,40101015,6020,1
PETC,25,2550,255040,25504040,5990,1
PETM,25,2550,255040,25504040,5990,1
PETQ,35,3510,351020,35102010,2834,1
PETS,25,2550,255020,25502020,5912,1
PETX,35,3520,352020,35202010,2836,1
PETZ,30,3020,302020,30202030,2040,1
PEX.1,10,1010,101020,10102020,1311,1
PEX.U,60,6010,601010,60101070,6798,1
PEX.WS,60,6010,601010,60101070,6798,1
PF,30,3020,302020,30202030,2030,1
PFA.1,15,1510,151050,15105020,2621,1
PFBC,40,4010,401010,40101015,6020,1
PFBI,40,4010,401010,40101015,6020,1
PFC,40,4010,401020,40102010,6035,1
PFCB,25,2530,253010,25301040,5812,1
PFE,35,3520,352020,35202010,2834,1
PFG,40,4030,403010,40301020,6282,1
PFGC.1,60,6010,601010,60101040,6798,1
PFGC,30,3010,301010,30101020,5140,1
PFGI.,40,4010,401010,40101015,6020,1
PFHD,40,4010,401010,40101015,6020,1
PFI.2,40,4010,401010,40101010,6020,1
PFIE,10,1010,101010,10101020,3533,1
PFIN,25,2520,252010,25201040,3540,1
PFIS,40,4010,401010,40101015,6020,1
PFK,30,3020,302010,30201020,2082,1
PFLT,40,4020,402030,40203010,6797,1
PFMT,20,2020,202010,20201070,7320,1
PFNC,40,4010,401020,40102010,6035,1
PFNX,35,3520,352010,35201010,2836,1
PFP.1,45,4520,452030,45203030,5065,1
PFP.P,60,6010,601010,60101060,6798,1
PFPT,45,4510,451030,45103020,7372,1
PFS,40,4010,401020,40102010,6036,1
PFSB,40,4010,401020,40102010,6035,1
PFSI,40,4010,401020,40102010,6162,1
PFSL,40,4010,401020,40102010,6035,1
PFSW,45,4510,451020,45102010,7374,1
PFWD,35,3510,351030,35103010,7372,1
PFX,30,3030,303010,30301010,5140,1
PG,30,3030,303010,30301010,2840,1
PGC,40,4010,401010,40101015,6020,1
PGDA,25,2520,252030,25203010,5944,1
PGE,40,4040,404010,40401010,6798,1
PGEB,10,1010,101020,10102040,4923,1
PGEI.,10,1010,101020,10102020,1311,1
PGEM,20,2010,201020,20102010,2430,1
PGEN,35,3520,352010,35201010,2836,1
PGEO,45,4510,451030,45103010,7372,1
PGI,50,5010,501010,50101010,4899,1
PGL.1,55,5510,551020,55102010,4924,1
PGLAW,50,5010,501010,50101020,4813,1
PGLC,15,1510,151040,15104030,1040,1
PGND,35,3510,351030,35103010,7372,1
PGNS,35,3520,352010,35201010,2836,1
PGNX,35,3520,352010,35201010,2836,1
PGNY,35,3510,351020,35102030,8090,1
PGP.1,40,4040,404010,40401020,6512,1
PGR,40,4030,403010,40301040,6331,1
PGRE,60,6010,601010,60101040,6798,1
PGTI,20,2010,201020,20102010,3442,1
PH,20,2010,201060,20106020,3490,1
PHA.1,35,3520,352020,35202010,2834,1
PHAS,35,3520,352010,35201010,2836,1
PHAT,35,3520,352020,35202010,2836,1
PHC.3,35,3510,351020,35102020,8060,1
PHCC,35,3510,351020,35102010,5122,1
