name,CSDCCCode,SecId,PerformanceId,MasterPortfolioId,ISIN,obsoletedate,obsoletetype
Huaan AnXi Guaranteed Fd A,2398,F00000WYPM,0P00017M48,,,23/10/2018,Liquidated
Huaan AnXi Guaranteed Fd C,2399,F00000WYPN,0P00017M49,,,23/10/2018,Liquidated
Penghua JinDing Principal Gtd Bal Fd A,2504,F00000WZGI,0P00017MX4,,,19/10/2018,Liquidated
Penghua JinDing Principal Gtd Bal Fd C,2505,F00000WZGJ,0P00017MX5,,,19/10/2018,Liquidated
China Fund Wenli Principal Guaranteed Fd,804,F00000UDWC,0P000147K7,,,18/10/2018,Liquidated
UBS SDIC Emerging Markets Stock QDII Fd,161210,F00000HGQ2,0P0000O2VJ,,,18/10/2018,Liquidated
E Fund Xinzhuan Zhaoli Alloc A,,F000010PCQ,0P0001DKNK,,,17/10/2018,Liquidated
E Fund Xinzhuan Zhaoli Alloc C,,F000010PCR,0P0001DKNL,,,17/10/2018,Liquidated
CITIC Prudential Huize Bd (LOF),165530,F00001084O,0P0001CU64,,,12/10/2018,Liquidated
New China Healthy Life Thm Alloc,2715,F00000X6T3,0P00017ZHE,,,12/10/2018,Liquidated
Truvalue Xin Ret Mixed Fd A,3190,F00000XM2C,0P00018J2Q,,,11/10/2018,Liquidated
Truvalue Xin Ret Mixed Fd C,3191,F00000XM2D,0P00018J2R,,,11/10/2018,Liquidated
Truvalue Xin Value Alloc A,3232,F00000XMNU,0P00018JRW,,,11/10/2018,Liquidated
Truvalue Xin Value Alloc C,3233,F00000XMNV,0P00018JRX,,,11/10/2018,Liquidated
Zhong Ou Qifeng Dynamic Alloc Hybrid A,2013,F00000WIFT,0P00016ZCA,,,11/10/2018,Liquidated
Zhong Ou Qifeng Dynamic Alloc Hybrid C,2014,F00000WIFZ,0P00016ZCG,,,11/10/2018,Liquidated
FTS New Value Alloc A,2097,F00000WKFI,0P000171VC,,,10/10/2018,Liquidated
FTS New Value Alloc C,2098,F00000WKFJ,0P000171VD,,,10/10/2018,Liquidated
MinSheng Royal New Profit Bd Fd A,984,F00000WO66,0P0001764Q,,,9/10/2018,Liquidated
MinSheng Royal New Profit Bd Fd C,987,F00000WO67,0P0001764R,,,9/10/2018,Liquidated
Zhonghai Zhongxin Alloc,2110,F00000WJ76,0P000170F3,,,9/10/2018,Liquidated
Zhong Ou China HS300 Enhanced Idx(LOF)A,166007,F00000HKQT,0P0000O85N,,,8/10/2018,Liquidated
Zhong Ou China HS300 Enhanced Idx(LOF)E,1884,F00000WE3P,0P00016S5R,,,8/10/2018,Liquidated
Zhongrong Rongan Gtd NO.2 Fd,1739,F00000W5WC,0P00016I8X,,,29/9/2018,Liquidated
CIB Juming Flex Alloc,6046,F000010M4L,0P0001DGRA,,,28/9/2018,Liquidated
Tebon Xinxing Stable Flxbl Alloc,1259,F00000VQ5U,0P00015WNK,,,28/9/2018,Liquidated
Yinhua Quantified Wisdom PowerAlloc,62,F00000X52V,0P00017W0S,,,28/9/2018,Liquidated
China Life Bao wenjian Ret Fd A,1846,F00000WJYZ,0P000171BC,,,27/9/2018,Liquidated
China Life Bao wenjian Ret Fd C,2312,F00000WPT1,0P00017816,,,27/9/2018,Liquidated
BOCOM Schroders Excellent Return mix A,519764,F00000WQFQ,0P0001793T,,,26/9/2018,Liquidated
BOCOM Schroders Excellent Return mix C,519765,F00000YCOE,0P00019IIQ,,,26/9/2018,Liquidated
ChinaAMC New JinXiang Alloc A,3698,F00000YBR1,0P00019GV5,,,26/9/2018,Liquidated
ChinaAMC New JinXiang Alloc C,3699,F00000YBR2,0P00019GV6,,,26/9/2018,Liquidated
CMF AnYing Principal Gtd Balance Fund,217024,F00000OOEE,0P0000WNB3,,,25/9/2018,Liquidated
CIFM Total Return Bond Fund A,370025,F00000PAFK,0P0000XRGV,,,22/9/2018,Liquidated
CIFM Total Return Bond Fund C,370026,F00000PAFL,0P0000XRGW,,,22/9/2018,Liquidated
IGW JingYi ShengLi Bd A,3409,F00000XRQA,0P00018PVN,,,21/9/2018,Liquidated
IGW JingYi ShengLi Bd C,3410,F00000XRQB,0P00018PVO,,,21/9/2018,Liquidated
Fullgoal FuLi Stable Alloc A,3991,F00000YBYL,0P00019H7Q,,,20/9/2018,Liquidated
Fullgoal FuLi Stable Alloc C,3992,F00000YBYM,0P00019H7R,,,20/9/2018,Liquidated
China Fund WenHui Bd A,3976,F00000YJJ3,0P00019RV4,,,19/9/2018,Liquidated
China Fund WenHui Bd C,3977,F00000YJJ4,0P00019RV5,,,19/9/2018,Liquidated
Huaan New AnPing Alloc A,3801,F00000YBYF,0P00019H7K,,,19/9/2018,Liquidated
Huaan New AnPing Alloc C,3802,F00000YBYG,0P00019H7L,,,19/9/2018,Liquidated
HuaAn New Lexiang Grt mix,1800,F00000W6N8,0P00016J5Q,,,18/9/2018,Liquidated
HFT XinYue Alloc A,4491,F00000YRF5,0P0001A2MA,,,14/9/2018,Liquidated
HFT XinYue Alloc C,4490,F00000YRF6,0P0001A2MB,,,14/9/2018,Liquidated
CMF FengHe Flex Alloc A,2540,F00000XL8D,0P00018HWZ,,,13/9/2018,Liquidated
CMF FengHe Flex Alloc C,2541,F00000XL8E,0P00018HX0,,,13/9/2018,Liquidated
ChangSheng ShengPing Alloc A,3490,F00000XWQP,0P00018V7H,,,11/9/2018,Liquidated
ChangSheng ShengPing Alloc C,3491,F00000XWQQ,0P00018V7I,,,11/9/2018,Liquidated
ChinaAMC New JinTu Alloc A,3906,F00000Y9B2,0P00019CLD,,,11/9/2018,Liquidated
ChinaAMC New JinTu Alloc C,3907,F00000Y9B3,0P00019CLE,,,11/9/2018,Liquidated
CITIC Prudential XinFeng Return Alloc A,4518,F00000YQSO,0P0001A1S6,,,11/9/2018,Liquidated
CITIC Prudential XinFeng Return Alloc B,4519,F00000YQSP,0P0001A1S7,,,11/9/2018,Liquidated
Founder Fubon Sel Alloc A,1431,F00000VXI7,0P000166XL,,,8/9/2018,Liquidated
Founder Fubon Sel Alloc C,2297,F00000WS75,0P00017BNC,,,8/9/2018,Liquidated
Dacheng Jingpeng Flxbl Alloc A,1333,F00000VT1D,0P0001617M,,,7/9/2018,Liquidated
Dacheng Jingpeng Flxbl Alloc C,2374,F00000WR98,0P00017AMM,,,7/9/2018,Liquidated
FTS New Income Flexible Alloc A,2114,F00000XNK7,0P00018KU0,,,7/9/2018,Liquidated
FTS New Income Flexible Alloc C,2115,F00000XNK8,0P00018KU1,,,7/9/2018,Liquidated
Hongta High-quality Grwoth Alloc A,1673,F00000W20G,0P00016DCF,,,7/9/2018,Liquidated
Hongta High-quality Grwoth Alloc C,1674,F00000W20H,0P00016DCG,,,7/9/2018,Liquidated
Great Wall Principal Gtd Balance Fd,200016,F00000OHVP,0P0000WEJW,,,6/9/2018,Liquidated
Huafu ChenXin Alloc A,2726,F00000X50I,0P00017VYE,,,5/9/2018,Liquidated
Huafu ChenXin Alloc C,2727,F00000X50M,0P00017VYI,,,5/9/2018,Liquidated
Tebon RuiJing Bd A,3902,F00000Y7RI,0P000199JB,,,5/9/2018,Liquidated
Tebon RuiJing Bd C,3903,F00000Y7RJ,0P000199JC,,,5/9/2018,Liquidated
FTS New Power Alloc Fd C,2100,F00000XMNJ,0P00018JRL,,,4/9/2018,Liquidated
GF AnXiang Return Alloc A,3035,F00000XLVD,0P00018IV8,,,4/9/2018,Liquidated
GF AnXiang Return Alloc C,3036,F00000XLVE,0P00018IV9,,,4/9/2018,Liquidated
Harvest New Normal Alloc A,1639,F00000WP2E,0P0001777M,,,4/9/2018,Liquidated
Harvest New Normal Alloc C,1640,F00000WP2F,0P0001777N,,,4/9/2018,Liquidated
Maxwealth Quant Alloc,1754,F00000W6N5,0P00016J5N,,,4/9/2018,Liquidated
SWS Value YouXiang Alloc,4768,F00000Z2F9,0P0001AMRN,,,4/9/2018,Liquidated
UBS SDIC New Grow Alloc A,2041,F00000WK60,0P000171KB,,,4/9/2018,Liquidated
UBS SDIC New Grow Alloc C,2042,F00000WK61,0P000171KC,,,4/9/2018,Liquidated
Bosera JuRui Pure Bond,2781,F00000X7ML,0P000180OX,,,3/9/2018,Liquidated
Galaxy CSI 300 Enh Idx Classified Fund,161507,F00000PJHD,0P0000Y2ZD,,,31/8/2018,Liquidated
Galaxy CSI 300 Enh Idx Classified Plus,150122,F00000PJHF,0P0000Y2ZF,,,31/8/2018,Liquidated
Galaxy CSI 300 Enh Idx Classified Prefer,150121,F00000PJHE,0P0000Y2ZE,,,31/8/2018,Liquidated
GF AnRui Return Alloc A,2941,F00000XIA4,0P00018D7X,,,31/8/2018,Liquidated
GF AnRui Return Alloc C,2942,F00000XIAO,0P00018D8I,,,31/8/2018,Liquidated
Zhong Ou Junyi Money Market Fund,4213,F00000YDW6,0P00019JXC,,,31/8/2018,Liquidated
GF Antai Return Mix,1290,F00000VS64,0P00015ZJ2,,,30/8/2018,Liquidated
UBS SDIC New Income Alloc A,2039,F00000WIZY,0P0001706A,,,30/8/2018,Liquidated
UBS SDIC New Income Alloc C,2040,F00000WIZZ,0P0001706B,,,30/8/2018,Liquidated
Ping An-UOB Qut Grt Multi-stray Alloc A,3559,F00000XXS4,0P00018X6C,,,29/8/2018,Liquidated
Ping An-UOB Qut Grt Multi-stray Alloc C,3560,F00000XXS5,0P00018X6D,,,29/8/2018,Liquidated
Galaxy Junhong Flx Alloc A,4690,F000010ENL,0P0001D6A7,,,25/8/2018,Liquidated
Galaxy Junhong Flx Alloc C,4691,F000010ENM,0P0001D6A8,,,25/8/2018,Liquidated
Shanxi YuLi Bond Fund,3179,F00000XLSA,0P00018IQ1,,,25/8/2018,Liquidated
UBS SDIC AnYi Multi-Strategy Alloc,4287,F00000YK18,0P00019SGG,,,25/8/2018,Liquidated
MANULIFE TEDA JingTianBao MMKT Fd A,4414,F00000YLSH,0P00019UCD,,,24/8/2018,Liquidated
MANULIFE TEDA JingTianBao MMKT Fd B,4415,F00000YLSI,0P00019UCE,,,24/8/2018,Liquidated
MinSheng Royal New Power Alloc D,1274,F00000XDKW,0P000187Q2,,,24/8/2018,Liquidated
Dacheng Jingsui Flxbl Alloc A,1263,F00000VQ14,0P00015WGZ,,,23/8/2018,Liquidated
Dacheng Jingsui Flxbl Alloc C,2372,F00000WR97,0P00017AML,,,23/8/2018,Liquidated
Galaxy Runli Guaranteed Mixed A,519675,F00000U4ZK,0P00013XZY,,,22/8/2018,Liquidated
Galaxy Runli Guaranteed Mixed I,519648,F00000WJEU,0P000170NJ,,,22/8/2018,Liquidated
HuaChen Mirae Credit Enhance Fd,104,F00000Q6IU,0P0000Z5UN,,,22/8/2018,Liquidated
KBC-GOLDSTATE Core Dynamic Stock Fd,620005,F000005NKQ,0P0000MZZE,,,22/8/2018,Liquidated
Lion SSE Emerging Industry ETF Fdr Fd,320014,F00000M0ZD,0P0000SJ1A,,,22/8/2018,Liquidated
Min Sheng Royal Cash Tianli MMkt Fd,2706,F00000XCYE,0P0001870H,,,22/8/2018,Liquidated
GF CSI Fully Major Item ETF Fdr A,1458,F00000W372,0P00016EVN,,,21/8/2018,Liquidated
GF CSI Fully Major Item ETF Fdr C,2976,F00000XGFL,0P00018AZA,,,21/8/2018,Liquidated
GF CSI Raw materials ETF Fdr A,1459,F00000W370,0P00016EVL,,,21/8/2018,Liquidated
GF CSI Raw materials ETF Fdr C,2975,F00000XGFM,0P00018AZB,,,21/8/2018,Liquidated
MinSheng XinYi Bd A,3306,F00000Y7X2,0P000199RI,,,21/8/2018,Liquidated
MinSheng XinYi Bd C,3307,F00000Y7X3,0P000199RJ,,,21/8/2018,Liquidated
Zheshang CSI 300 Idx Structured Fd Enter,150077,F00000NZD2,0P0000VQ01,,,20/8/2018,Liquidated
Zheshang CSI 300 Idx Structured Fd Stab,150076,F00000NZD1,0P0000VQ00,,,20/8/2018,Liquidated
Zheshang CSI 300 Index Structured Fd,166802,F00000NZD0,0P0000VPZZ,,,20/8/2018,Liquidated
GF Jixin Bond Fd A,473,F00000SA7H,0P00011KBC,,,16/8/2018,Liquidated
GF Jixin Bond Fd C,474,F00000SA7I,0P00011KBD,,,16/8/2018,Liquidated
GF LiangHua WenJian Alloc,4023,F00000Z048,0P0001AJYL,,,16/8/2018,Liquidated
SWS MU SYWG Media industry Index,163117,F00000VT0W,0P00016175,,,16/8/2018,Liquidated
SWS MU SYWG Media industry Index A,150233,F00000VT0X,0P00016176,,,16/8/2018,Liquidated
SWS MU SYWG Media industry Index B,150234,F00000VT0Y,0P00016177,,,16/8/2018,Liquidated
UBS SDIC ShunYi Pure Bd,3982,F00000YMPV,0P00019VHM,,,16/8/2018,Liquidated
Truvalue Xin Sel Alloc A,2101,F00000WJ78,0P000170F5,,,15/8/2018,Liquidated
Truvalue Xin Sel Alloc C,2102,F00000WJ79,0P000170F6,,,15/8/2018,Liquidated
WanJia CSI Innov&Gr Entpr Idx Classi A,150090,F00000OHVT,0P0000WEK0,,,15/8/2018,Liquidated
WanJia CSI Innov&Gr Entpr Idx Classi B,150091,F00000OHVU,0P0000WEK1,,,15/8/2018,Liquidated
WanJia CSI Innov&Gr Entpr Idx Classif Fd,161910,F00000OHVS,0P0000WEJZ,,,15/8/2018,Liquidated
WL TianTianYi MMKT Fd A,675131,F00000YW64,0P0001ACLA,,,15/8/2018,Liquidated
WL TianTianYi MMKT Fd B,675132,F00000YW65,0P0001ACLB,,,15/8/2018,Liquidated
Penghua XingKang Alloc A,4096,F00000YCJU,0P00019IDT,,,14/8/2018,Liquidated
Penghua XingKang Alloc C,6062,F000010OSX,0P0001DJZA,,,14/8/2018,Liquidated
Galaxy Quantified Alloc,5385,F00000ZW8V,0P0001CEO7,,,13/8/2018,Liquidated
Great Wall Jiuzhao Md-Sm 300 Idx-Active,150058,F00000NFTI,0P0000UTT3,,,13/8/2018,Liquidated
Great Wall Jiuzhao Md-Sm 300 Idx-Stbl,150057,F00000NFTH,0P0000UTT2,,,13/8/2018,Liquidated
Great Wall Jiuzhao Mid-Small 300 Idx Fd,162010,F00000NFTG,0P0000UTT1,,,13/8/2018,Liquidated
MinSheng HeXin Bd,2452,F00000WZGP,0P00017MXB,,,13/8/2018,Liquidated
Galaxy KeZhuan Bd,5773,F000010DBN,0P0001D4LM,,,11/8/2018,Liquidated
Huaan AnHua Gtd Bal,2350,F00000WRPF,0P00017B3D,,,11/8/2018,Liquidated
Bosera lucky two Large breakeven Mixed,3055,F00000XINS,0P00018DN5,,,10/8/2018,Liquidated
Yimin Multi-advantage Bond Fd,560005,F000001VYA,0P0000FXF7,,,10/8/2018,Liquidated
CMF FengRong Flexible Alloc Fd A,1597,F00000WJ0H,0P0001706T,,,9/8/2018,Liquidated
CMF FengRong Flexible Alloc Fd C,1598,F00000WJ0I,0P0001706U,,,9/8/2018,Liquidated
HuaAn AnKang Guaranteed Bal Fd A,2363,F00000WRIY,0P00017AXO,,,9/8/2018,Liquidated
HuaAn AnKang Guaranteed Bal Fd C,2364,F00000WRIZ,0P00017AXP,,,9/8/2018,Liquidated
Zhongjin Jinyi Bd A,5022,F000010HP2,0P0001DBL5,,,9/8/2018,Liquidated
Zhongjin Jinyi Bd C,5023,F000010HP3,0P0001DBL6,,,9/8/2018,Liquidated
Penghua State-owned Enterprise Bds Fd,7,F00000PGL7,0P0000XZ4D,,,8/8/2018,Liquidated
Chang Xin Quantified Select Alloc,501003,F00000ZWRP,0P0001CFBB,,,7/8/2018,Liquidated
ChangSheng ShengChun Flex Alloc A,4297,F00000YIPR,0P00019QG7,,,7/8/2018,Liquidated
ChangSheng ShengChun Flex Alloc C,4298,F00000YIPS,0P00019QG9,,,7/8/2018,Liquidated
ChangSheng ShengHong Alloc A,4338,F00000YN90,0P00019W67,,,7/8/2018,Liquidated
ChangSheng ShengHong Alloc C,4339,F00000YN91,0P00019W68,,,7/8/2018,Liquidated
ChangSheng ShengQian Alloc A,4336,F00000YN11,0P00019VU0,,,7/8/2018,Liquidated
ChangSheng ShengQian Alloc C,4337,F00000YN12,0P00019VU1,,,7/8/2018,Liquidated
ChangSheng ShengXing Flex Alloc A,4312,F00000YI35,0P00019PR4,,,7/8/2018,Liquidated
ChangSheng ShengXing Flex Alloc C,4313,F00000YI36,0P00019PR5,,,7/8/2018,Liquidated
Maxwealth Quant Mixed Type Fd,1565,F00000W3ML,0P00016FCI,,,7/8/2018,Liquidated
Yinhua Zunxiang Mul-Str Sele Alloc A,5509,F000010ENP,0P0001D6AB,,,7/8/2018,Liquidated
Yinhua Zunxiang Mul-Str Sele Alloc C,5510,F000010ENQ,0P0001D6AC,,,7/8/2018,Liquidated
Essence Swift Cash Exchanged MMkt,511680,F00000XNKK,0P00018KUD,,STUSA05MIJ,3/8/2018,Liquidated
GF JingSheng Pure Bond,3178,F00000XMXF,0P00018K1P,,,3/8/2018,Liquidated
IGW JingYing Jinli Bond A,2842,F00000XLVN,0P00018IVI,,,3/8/2018,Liquidated
IGW JingYing Jinli Bond C,2843,F00000XLVO,0P00018IVJ,,,3/8/2018,Liquidated
Great Wall Jiuhui Grt mix,1363,F00000W0F3,0P00016AT3,,,2/8/2018,Liquidated
CCB Principal CSI Net Financ Idx,165315,F00000W1NR,0P00016CUG,,,1/8/2018,Liquidated
CCB Principal CSI Net Financ Idx A,150331,F00000W1NS,0P00016CUH,,,1/8/2018,Liquidated
CCB Principal CSI Net Financ Idx B,150332,F00000W1NT,0P00016CUI,,,1/8/2018,Liquidated
ChinaAMC New QiHang Alloc A,2699,F00000XNK1,0P00018KTU,,,31/7/2018,Liquidated
ChinaAMC New QiHang Alloc C,2700,F00000XNK2,0P00018KTV,,,31/7/2018,Liquidated
CITIC-Prudential Xinxin Return mix A,1494,F00000VZD4,0P000169IA,,,31/7/2018,Liquidated
CITIC-Prudential Xinxin Return mix B,2047,F00000WJ6H,0P000170EE,,,31/7/2018,Liquidated
GF XinLi Alloc,2129,F00000Y50S,0P00019680,,,31/7/2018,Liquidated
TianHong CSI Leisure recreation Index A,1611,F00000W3XB,0P00016FT7,,,31/7/2018,Liquidated
TianHong CSI Leisure recreation Index C,1612,F00000W3XC,0P00016FT8,,,31/7/2018,Liquidated
Bosera HuiXuan Pure Bond,3963,F00000Y95K,0P00019C5D,,,30/7/2018,Liquidated
Bosera XinXi Alloc A,5154,F00000ZG88,0P0001BK7N,,,28/7/2018,Liquidated
Bosera XinXi Alloc C,5155,F00000ZG89,0P0001BK7O,,,28/7/2018,Liquidated
Bosera New Chance mix A,50029,F00000W6I3,0P00016IYZ,,,27/7/2018,Liquidated
Bosera New Chance mix C,2294,F00000WQUE,0P00017A76,,,27/7/2018,Liquidated
GF XinLong Alloc A,2130,F00000XY4C,0P00018XNT,,,27/7/2018,Liquidated
GF XinLong Alloc C,2131,F00000XY4D,0P00018XNU,,,27/7/2018,Liquidated
Lord Double Wings Bond (LOF),165705,F00000VH2M,0P00015JLU,,,26/7/2018,Liquidated
Ping An UOB HuiYi Pure Bd,3716,F00000YFSM,0P00019M6S,,,26/7/2018,Liquidated
Ping An-UOB DingFeng Pure Bd,167004,F000010AA5,0P0001CZE5,,,26/7/2018,Liquidated
RT ZengYu Bond Fund,2607,F00000X481,0P00017UM2,,,25/7/2018,Liquidated
ChangSheng ShengDe Alloc A,4303,F00000YK1D,0P00019SGL,,,24/7/2018,Liquidated
ChangSheng ShengDe Alloc C,4304,F00000YK1E,0P00019SGM,,,24/7/2018,Liquidated
ChangSheng ShengRui Flex Alloc A,4310,F00000YJJ5,0P00019RV6,,,24/7/2018,Liquidated
ChangSheng ShengRui Flex Alloc C,4311,F00000YJJ6,0P00019RV7,,,24/7/2018,Liquidated
ChangSheng ShengTai Alloc A,3924,F00000YMEY,0P00019V5G,,,24/7/2018,Liquidated
ChangSheng ShengTai Alloc C,3925,F00000YMEZ,0P00019V5H,,,24/7/2018,Liquidated
ChangSheng ShengXi Flex Alloc A,4305,F00000YJUZ,0P00019S8H,,,24/7/2018,Liquidated
ChangSheng ShengXi Flex Alloc C,4306,F00000YJV0,0P00019S8I,,,24/7/2018,Liquidated
ChangSheng ShengXiang Flex Alloc A,4308,F00000YIVL,0P00019QPR,,,24/7/2018,Liquidated
ChangSheng ShengXiang Flex Alloc C,4309,F00000YIVM,0P00019QPS,,,24/7/2018,Liquidated
ChangSheng ShengZe Alloc A,4299,F00000YHRP,0P00019P4C,,,24/7/2018,Liquidated
ChangSheng ShengZe Alloc C,4300,F00000YHRQ,0P00019P4D,,,24/7/2018,Liquidated
ChinaAMC New JinHong Alloc A,3820,F00000Y6LH,0P0001985R,,,24/7/2018,Liquidated
ChinaAMC New JinHong Alloc C,3821,F00000Y6LI,0P0001985S,,,24/7/2018,Liquidated
UBS SDIC HeAn Bond A,2677,F00000X3WQ,0P00017U0Y,,,24/7/2018,Liquidated
UBS SDIC HeAn Bond C,2678,F00000X3X0,0P00017U18,,,24/7/2018,Liquidated
Zhong Ou China Stable Income Bond Fund A,166003,F000002QNZ,0P0000JVVU,,,24/7/2018,Liquidated
Zhong Ou China Stable Income Bond Fund C,166004,F000002QO0,0P0000JVVV,,,24/7/2018,Liquidated
Bosera BaoTai Guarted Fd A,2813,F00000XAZC,0P000184RI,,,23/7/2018,Liquidated
Bosera BaoTai Guarted Fd C,2814,F00000XAZD,0P000184RJ,,,23/7/2018,Liquidated
TianHong JinLi Alloc,2433,F00000Y7RK,0P000199JD,,,20/7/2018,Liquidated
CIFM Anteng Return Alloc A,4778,F00000ZRNV,0P0001C910,,,19/7/2018,Liquidated
CIFM Anteng Return Alloc C,4779,F00000ZRNW,0P0001C911,,,19/7/2018,Liquidated
Penghua Vajra Principal Gtd Bal Fd,206013,F00000O7BZ,0P0000W27G,,,19/7/2018,Liquidated
CMF An yi Principal Guaranteed Bal Fd,1531,F00000VZ3Y,0P0001697L,,,17/7/2018,Liquidated
CMF Anrong Guaranteed Bal Fd A,2776,F00000XH1E,0P00018BNC,,,17/7/2018,Liquidated
CMF Anrong Guaranteed Bal Fd C,2777,F00000XH1F,0P00018BND,,,17/7/2018,Liquidated
TianHong CSI 100 Index A,1586,F00000W281,0P00016DKF,,,17/7/2018,Liquidated
TianHong CSI 100 Index C,1587,F00000W28D,0P00016DKR,,,17/7/2018,Liquidated
TianHong CSI Envirnmt Pro Idx A,1590,F00000W28Q,0P00016DL4,,,17/7/2018,Liquidated
TianHong CSI Envirnmt Pro Idx C,1591,F00000W297,0P00016DLL,,,17/7/2018,Liquidated
Bosera YuXin Pure Bond,3381,F00000XQBZ,0P00018O2M,,,14/7/2018,Liquidated
Penghua HongZun Alloc A,4036,F00000Y9BC,0P00019CLN,,,13/7/2018,Liquidated
Penghua HongZun Alloc C,4037,F00000Y9BD,0P00019CLO,,,13/7/2018,Liquidated
Soochow SZSE 100 Enhance Index Fund,165806,F00000NO7I,0P0000V9AA,,,11/7/2018,Liquidated
Zhongou Jinyou Dynamic Alloc Hybrid Fd A,3148,F00000XLVL,0P00018IVG,,,11/7/2018,Liquidated
Zhongou Jinyou Dynamic Alloc Hybrid Fd C,3149,F00000XLVM,0P00018IVH,,,11/7/2018,Liquidated
GF CSI Energy ETF Fdr A,1460,F00000VYW7,0P000168XU,,,10/7/2018,Liquidated
GF CSI Energy ETF Fdr C,2973,F00000XGFQ,0P00018AZF,,,10/7/2018,Liquidated
TianHong AnYing Pure Alloc,3667,F00000Y0M4,0P0001913W,,,10/7/2018,Liquidated
TianHong CSI Adv Equip Manfctr Idx A,1599,F00000W0WL,0P00016BJD,,,10/7/2018,Liquidated
TianHong CSI Adv Equip Manfctr Idx C,1600,F00000W0WM,0P00016BJE,,,10/7/2018,Liquidated
Great Wall Jiuhong Pure Bd,5798,F000010I6Z,0P0001DCCR,,,9/7/2018,Liquidated
Wanjia RuiXu Alloc A,2670,F00000XPWJ,0P00018NL2,,,9/7/2018,Liquidated
Wanjia RuiXu Alloc C,2671,F00000XPWK,0P00018NL3,,,9/7/2018,Liquidated
Changsheng Tongxiang Guarnted Bal A,2789,F00000X92T,0P000182JR,,,5/7/2018,Liquidated
Changsheng Tongxiang Guarnted Bal C,2790,F00000X92Y,0P000182JV,,,5/7/2018,Liquidated
Rongtong New Move Alloc,4508,F00000Z1EZ,0P0001ALMM,,,5/7/2018,Liquidated
Bosera FuHai Pure Bond,4323,F00000YGLL,0P00019NHP,,,3/7/2018,Liquidated
HORIZON FengTai Alloc A,3884,F00000YE0D,0P00019K1Z,,,3/7/2018,Liquidated
HORIZON FengTai Alloc C,3885,F00000YE0E,0P00019K20,,,3/7/2018,Liquidated
TianHong CSI CMNet idx A,1560,F00000VZSM,0P00016A0A,,,3/7/2018,Liquidated
TianHong CSI CMNet idx C,1561,F00000VZSN,0P00016A0B,,,3/7/2018,Liquidated
TianHong CSI trans idx A,1554,F00000VZSE,0P00016A02,,,3/7/2018,Liquidated
TianHong CSI trans idx C,1555,F00000VZSF,0P00016A03,,,3/7/2018,Liquidated
Lion HuiXin Principal Guaranteed Bal Fd,320020,F00000O46O,0P0000VVE7,,,2/7/2018,Liquidated
Harvest New TianChen mix,4115,F00000YB4J,0P00019FNL,,,30/6/2018,Liquidated
BOCOM Schroders QiTong Alloc A,4207,F00000YIPN,0P00019QG4,,,29/6/2018,Liquidated
BOCOM Schroders QiTong Alloc C,4208,F00000YIPP,0P00019QG6,,,29/6/2018,Liquidated
Guotai MingRun Pure Bd,4619,F00000ZN05,0P0001BTZC,,,29/6/2018,Liquidated
Penghua HongTeng Flxbl Alloc A,3140,F00000XNG3,0P00018KPH,,,29/6/2018,Liquidated
Penghua HongTeng Flxbl Alloc C,3141,F00000XNG4,0P00018KPI,,,29/6/2018,Liquidated
SWS MU Stable Income Fund A,310378,F000002BU7,0P0000IQ1Y,,,29/6/2018,Liquidated
SWS MU Stable Income Fund B,310379,F000002BU8,0P0000IQ1Z,,,29/6/2018,Liquidated
ICBC Credit Government debt pure BdLOF A,164812,F00000XOFE,0P00018LRI,,,28/6/2018,Liquidated
ICBC Credit Government debt pure BdLOF C,164822,F00000YDJ5,0P00019JIH,,,28/6/2018,Liquidated
Yinhua Yongli Bond Fd A,287,F00000S9LE,0P00011JOU,,,28/6/2018,Liquidated
Yinhua Yongli Bond Fd C,288,F00000S9LD,0P00011JOT,,,28/6/2018,Liquidated
GF JiAn Bond Fd A,3211,F00000XX5V,0P00018WDN,,,27/6/2018,Liquidated
GF JiAn Bond Fd C,3212,F00000XX5W,0P00018WDO,,,27/6/2018,Liquidated
GTJA Allianz XinYi mix A,4326,F00000YJED,0P00019RNY,,,27/6/2018,Liquidated
GTJA Allianz XinYi mix C,4327,F00000YJEE,0P00019RNZ,,,27/6/2018,Liquidated
Orient HeJia Guaranteed Bal Fd,2648,F00000X6PA,0P00017ZBG,,,27/6/2018,Liquidated
Zhongrong HengRui Pure Bd A,3089,F00000YDIP,0P00019JI1,,,27/6/2018,Liquidated
Zhongrong HengRui Pure Bd C,3090,F00000YDIQ,0P00019JI2,,,27/6/2018,Liquidated
Beixin Ruifeng FengLi Gurnted Bal Fd,2745,F00000X8W2,0P000182AQ,,,26/6/2018,Liquidated
CITIC Prudential ZhiYou Alloc A,3353,F00000XPWL,0P00018NL4,,,26/6/2018,Liquidated
CITIC Prudential ZhiYou Alloc C,3354,F00000XPWM,0P00018NL5,,,26/6/2018,Liquidated
DaCheng JingHang Principal Gtd Bal Fd,90019,F00000O7OJ,0P0000W3SD,,,26/6/2018,Liquidated
MANULIFE TEDA QiZe Alloc A,3916,F00000YIVT,0P00019QPZ,,,26/6/2018,Liquidated
MANULIFE TEDA QiZe Alloc C,3917,F00000YIVU,0P00019QQ0,,,26/6/2018,Liquidated
Bosera YuSheng Pure Bond,2008,F00000WIVW,0P0001701P,,,23/6/2018,Liquidated
