name,CSDCCCode,SecId,PerformanceId,MasterPortfolioId,ISIN,obsoletedate,obsoletetype
QianHai Alliance Yongqi Pure Bd A,6203,F00001104S,0P0001EEKY,,,,
QianHai Alliance Yongqi Pure Bd C,6204,F00001104T,0P0001EEKZ,,,,
QianHai Alliance YongTao Alloc,4634,F00000Z0UQ,0P0001AKYH,,,,
QianHai Alliance YongXing Pure Bd,3928,F00000YY8Q,0P0001AGQH,,,,
Rongtong Cash Money Markt Fd A,2788,F00000XWZY,0P00018W2O,,,,
Rongtong Cash Money Markt Fd B,4398,F00000YKLK,0P00019T44,,,,
Rongtong China Concept Bd(QDII),5243,F00000ZN96,0P0001BU8T,,,,
Rongtong China style No.1 Alloc,1852,F00000WQMP,0P000179G6,,,,
Rongtong ChiNext Index Fund A\B,161613,F00000NU8K,0P0000VJQD,,,,
Rongtong ChiNext Index Fund C,4870,F00000Z6P4,0P0001B8CX,,,,
Rongtong Convertible Bd A,161624,F00000Y98E,0P00019CD6,,,,
Rongtong Convertible Bd C,161625,F00000Y98F,0P00019CD7,,,,
Rongtong Crossover Growth Allow,1830,F00000W9BT,0P00016MC1,,,,
Rongtong CSI Atficil Intll The Inde LOF,161631,F00000YD06,0P00019IVZ,,,,
Rongtong CSI Fully Secs Idx,161629,F00000W1E1,0P00016C35,,,,
Rongtong CSI Fully Secs Idx A,150343,F00000W1E2,0P00016C36,,,,
Rongtong CSI Fully Secs Idx B,150344,F00000W1E3,0P00016C37,,,,
Rongtong CSI Military Index,161628,F00000VY0Z,0P000167S7,,,,
Rongtong CSI Military Index A,150335,F00000VY10,0P000167S8,,,,
Rongtong CSI Military Index B,150336,F00000VY11,0P000167S9,,,,
Rongtong Dvd Chance Thm Sel Alloc A,5618,F0000103DI,0P0001CNVQ,,,,
Rongtong Dvd Chance Thm Sel Alloc C,5619,F0000103DJ,0P0001CNVR,,,,
Rongtong Easy Pay Money Market Fd A,161608,F0HKG06FBR,0P00007KKR,,,,
Rongtong Easy Pay Money Market Fd B,161615,F00000O7NB,0P0000W3KJ,,,,
Rongtong Easy-Pay Money Market Fd E,511910,F00000XCMB,0P000186MO,,,,
Rongtong Four Seasons Dividend Bd LOF,161614,F00000SVAC,0P00012AM5,,,,
Rongtong Green Energy Car Theme Alloc,5668,F000010GHG,0P0001D9OF,,,,
Rongtong Growth 30 Flxbl Alloc Fd,2252,F00000WLS5,0P000173J4,,,,
Rongtong Health Care Industry Mixed A,161616,F00000OEK8,0P0000WDLZ,,,,
Rongtong Healthy Indus Flexible Alloc Fd,727,F00000V2UD,0P0001510V,,,,
Rongtong High Yield Four-Asset Fd (QDII),161620,F00000PCIR,0P0000XUP1,,,,
Rongtong Huicaibao MMKt A,161622,F00000WO90,0P0001767K,,,,
Rongtong Huicaibao MMKt B,161623,F00000WO91,0P0001767L,,,,
Rongtong Huicaibao MMKt E,4399,F00000YNYD,0P00019X3Y,,,,
Rongtong Income Enhanced Bd A,4025,F00000ZBMF,0P0001BE8Q,,,,
Rongtong Income Enhanced Bd C,4026,F00000ZBMG,0P0001BE8R,,,,
Rongtong Internet Medium Flxbl Fd,1150,F00000VMK7,0P00015QIT,,,,
Rongtong new area Flxbl Alloc,1152,F00000VQ13,0P00015WGX,,,,
Rongtong New Chance Flxbl Alloc,2049,F00000WJ0C,0P0001706O,,,,
Rongtong New Csmpt Alloc,2605,F00000X50N,0P00017VYK,,,,
Rongtong New Energy Alloc,1471,F00000VY0S,0P000167S0,,,,
Rongtong New Trend Flxbl Alloc,2955,F00000XHZC,0P00018CTC,,,,
Rongtong Nixiang Strategy Flxbl Alloc,5067,F00000ZYAK,0P0001CH56,,,,
Rongtong Reform New Chance Alloc,2612,F00000XM2F,0P00018J2T,,,,
Rongtong Research Sel Alloc,6084,F000011E6I,0P0001EVJD,,,,
Rongtong SHS Wisdom Life Alloc,3279,F00000XUFU,0P00018SND,,,,
Rongtong TongAn Bond,2807,F00000XI9Z,0P00018D7T,,,,
Rongtong TongChen Bd,3728,F00000Y9AV,0P00019CL6,,,,
Rongtong TongHe Bd,2825,F00000XY4J,0P00018XO0,,,,
Rongtong TongQi Bd,3648,F00000Y0M6,0P0001913Y,,,,
Rongtong Tongrui Bond A/B,466,F00000SK3O,0P00011WRB,,,,
Rongtong Tongrui Bond C,859,F00000UPUK,0P00014N9O,,,,
Rongtong TongRun Bd,3650,F00000YC3T,0P00019HHE,,,,
Rongtong TongSui Bd,3677,F00000Y82Q,0P00019A6B,,,,
Rongtong TongTai Principal Gtd Bal Fd A,142,F00000PW4O,0P0000YQUL,,,,
Rongtong TongTai Principal Gtd Bal Fd C,1124,F00000VEXR,0P00015H5R,,,,
Rongtong TongXi Bd,3674,F00000Y95H,0P00019C5A,,,,
Rongtong TongYing Guaranteed Bal Fd,2415,F00000WVVZ,0P00017IG2,,,,
Rongtong TongYou Bd,3146,F00000XKHD,0P00018GUJ,,,,
Rongtong Tongyuan Short-Term Fincl Bd A,394,F00000UNEE,0P00014JON,,,,
Rongtong Tongyuan Short-Term Fincl Bd B,1941,F00000WJ6Z,0P000170EW,,,,
Rongtong WenLi Bond A,2798,F00000XYL6,0P00018Y7R,,,,
Rongtong WenLi Bond C,2827,F00000XYL7,0P00018Y7S,,,,
Rongtong Zengxiang Bd,2719,F00000X6T6,0P00017ZHG,,,,
Rongtong ZengXin Bond,2635,F00000X65W,0P00017YJX,,,,
Rongtong Zengyue Bd,6206,F0000111E2,0P0001EG9R,,,,
RT Blue Chip Growth Fund,161605,F0HKG05VT1,0P00007KH3,,,,
RT Bond Fund A/B,161603,F0HKG05VT9,0P00007KJG,,,,
RT Bond Fund C,161693,F00000NR1Z,0P0000VG0W,,,,
RT CN-info 100 Index Fund A\B,161607,F0HKG05X71,0P00007KJR,,,,
RT CN-info 100 Index Fund C,4874,F00000Z6P3,0P0001B8CW,,,,
RT Domestic Consumption Driven Fund,161611,F000002VEZ,0P0000K56I,,,,
RT Eco.Pillars Growth Fund,161609,F0HKG06YY8,0P00007KND,,,,
RT Leading Growth Fund(LOF),161610,F0HKG07114,0P00009DG5,,,,
RT New Blue Chip Fund,161601,F0HKG05VT8,0P00007KH8,,,,
RT Sector Rotation Fund,161606,F0HKG05VOQ,0P00007KEV,,,,
RT SZSE 100 Index Fund A\B,161604,F0HKG05VT6,0P00007KH5,,,,
RT SZSE 100 Index Fund C,4876,F00000Z6P1,0P0001B8CU,,,,
RT SZSE Component Index Fund A\B,161612,F00000JTJ4,0P0000PYFC,,,,
RT SZSE Component Index Fund C,4875,F00000Z6P2,0P0001B8CV,,,,
RT Tongfu Bd(LOF)A,161626,F00000Y9W6,0P00019E8W,,,,
RT Tongfu Bd(LOF)C,161627,F00000Y9W7,0P00019E8X,,,,
RT Tongqian Research Sel Alloc,2989,F00000XH7S,0P00018BVU,,,,
RT Tongxin Flex Alloc,1470,F00000VWQQ,0P0001660A,,,,
RT Transform Tri-power Flexible Alloc Fd,717,F00000V43T,0P000152IN,,,,
RT ZengLi Bond Fund,2579,F00000X0UI,0P00017ONY,,,,
Shangyin Emerging Value Growth Mix,520,F00000W54T,0P00016H67,,,,
Shangyin Huijiaying Bd,5666,F000010HKU,0P0001DBFP,,,,
Shangyin HZL MMKt,4449,F00000YNYC,0P00019X3X,,,,
Shangyin JuJiaLi MMKT,5199,F00000ZGDR,0P0001BKFZ,,,,
Shangyin Wisdom Cash MMkt Fd A,542,F00000SKCD,0P00011X1N,,,,
Shangyin Wisdom Cash MMkt Fd B,543,F00000SKCE,0P00011X1O,,,,
Shangyin Wisdom Profit MMkt Fd,2733,F00000X5Y5,0P00017XP2,,,,
Shangyin Wisdom TianLi Bond,2486,F00000WXNM,0P00017KSW,,,,
Shangyin XinDa Alloc,4138,F00000YG6G,0P00019MPY,,,,
Shanxi Reform Selection Alloc,5226,F00000ZTSK,0P0001CBGT,,,,
Shanxi Securities day inc MMkt A,1175,F00000VQFI,0P00015X0F,,,,
Shanxi Securities day inc MMkt B,1176,F00000VQFJ,0P00015X0G,,,,
Shanxi Securities day inc MMkt C,1177,F00000VQFK,0P00015X0H,,,,
Shanxi Securities Strategy Sel mix,3659,F00000Y5RF,0P00019756,,,,
SinVo Tongbao MMKt A,1916,F00000WFG1,0P00016UY2,,,,
SinVo Tongbao MMKt B,2302,F00000XKXN,0P00018HK2,,,,
SinVo TongLi Pure Bond Fd A,3664,F00000XZID,0P00018ZT4,,,,
SinVo TongLi Pure Bond Fd C,3665,F00000XZIE,0P00018ZT5,,,,
SinVo TongYing Alloc,2564,F00000XNWP,0P00018L80,,,,
Soochow Alpha Flexible-Configrtn Bal Fd,531,F00000SQ9H,0P000123YY,,,,
Soochow AnXiang Quantity Alloc,580007,F00000YK59,0P00019SKZ,,,,
Soochow AnXin Quantity Alloc,2561,F00000X6KZ,0P00017Z3Z,,,,
Soochow AnYing Quantity Alloc Fd,2270,F00000WPL3,0P000177T2,,,,
Soochow China Secs Emerging Indus Idx,585001,F00000LPTU,0P0000S37W,,,,
Soochow Credit Stable Bond Fund A,582001,F0000027HQ,0P0000I5X3,,,,
Soochow Credit Stable Bond Fund C,582201,F000003TLK,0P0000KDA6,,,,
Soochow CSI Convertible Bond Index Fd,165809,F00000T3CQ,0P00012LDS,,,,
Soochow CSI Convertible Bond Index Fd A,150164,F00000T3CR,0P00012LDT,,,,
Soochow CSI Convertible Bond Index Fd B,150165,F00000T3CS,0P00012LDU,,,,
Soochow CSI300 Index A,165806,F000010S9A,0P0001DYU8,,,,
Soochow CSI300 Index C,165810,F000010S9B,0P0001DYU9,,,,
Soochow DingLi Bd(LOF),165807,F00000X680,0P00017YMC,,,,
Soochow Dingtai Pure Bd,6026,F000010YHA,0P0001ECLA,,,,
Soochow DingYuan Dual Crey Bd A,958,F00000X65X,0P00017YJY,,,,
Soochow DingYuan Dual Crey Bd C,959,F00000X65Y,0P00017YJZ,,,,
Soochow Double triangle Eq A,5209,F00000ZOBX,0P0001BVH5,,,,
Soochow Double triangle Eq C,5210,F00000ZOBY,0P0001BVH6,,,,
Soochow Income Enhance Fund A,582002,F00000MKGL,0P0000TJ9A,,,,
Soochow Income Enhance Fund C,582202,F00000MKGM,0P0000TJ9B,,,,
Soochow Industry Wheel Moving Stock Fd,580003,F000001UW4,0P0000F5AG,,,,
Soochow Jiahe Adv Mixed Type Open-Ended,580001,F0HKG05VPR,0P00007KF8,,,,
Soochow Mobile Internet mix A,1323,F00000VSU0,0P000160ZT,,,,
Soochow Mobile Internet mix C,2170,F00000WKFL,0P000171VF,,,,
Soochow Money Market Fund A,583001,F00000H61H,0P0000NR13,,,,
Soochow Money Market Fund B,583101,F00000H61I,0P0000NR14,,,,
Soochow Multi-strategy Flx Alloc,580009,F00000ZVQ5,0P0001CDVL,,,,
Soochow New Economics Stock Fd,580006,F000005H3D,0P0000M9X5,,,,
Soochow New Industry Selected Stock Fd,580008,F00000MSUH,0P0000TWO8,,,,
Soochow New Trend Value mix,1322,F00000VWLN,0P000165U9,,,,
Soochow Peizhi Youhua Flxbl Alloc,582003,F00000ZXUQ,0P0001CGN0,,,,
Soochow Progressive Stra Dyn Asset Alloc,580005,F000002SHU,0P0000K08B,,,,
Soochow State-owned Reform Theme mix,2159,F00000WL0J,0P000172IH,,,,
Soochow Value Growth Double Power Stk,580002,F0HKG06Z4Z,0P00007ZZ9,,,,
Soochow Wisdom Medical Strategy Fd,2919,F00000XGQ1,0P00018BAT,,,,
Soochow YouYi Bd A,5144,F00000ZG8A,0P0001BK7P,,,,
Soochow YouYi Bd C,5145,F00000ZG8B,0P0001BK7Q,,,,
Soochow Yuexiu Pure Bd A,5573,F000010478,0P0001CP5V,,,,
Soochow Yuexiu Pure Bd C,5574,F000010479,0P0001CP5W,,,,
Soochow ZengXinBao MMkt A,3588,F00000XY4N,0P00018XO4,,,,
Soochow ZengXinBao MMkt B,3589,F00000XY4O,0P00018XO5,,,,
Southern China Good Returns Fund A,202003,F0HKG06Z0U,0P00007ZZ6,,,,
Southern Strategy Enhancement Equity Fd,202019,F00000GVG7,0P0000NA82,,,,
SWS Antai Huili Pure Bd A,5936,F000010P6N,0P0001DKGJ,,,,
SWS Antai Huili Pure Bd C,5990,F000010P6O,0P0001DKGK,,,,
SWS MU Aggressive,150023,F00000JR3C,0P0000PV6D,,,,
SWS MU AnXin Chosen Alloc A,3601,F00000Y0M0,0P0001913S,,,,
SWS MU AnXin Chosen Alloc C,3602,F00000Y0M1,0P0001913T,,,,
SWS MU Anxin Return Flxble Alloc A,1201,F00000VP01,0P00015U46,,,,
SWS MU Anxin Return Flxble Alloc C,1727,F00000W3RL,0P00016FIE,,,,
SWS MU AnXin Selection Fd A,3493,F00000XWZP,0P00018W2F,,,,
SWS MU AnXin Selection Fd C,3512,F00000XWZQ,0P00018W2G,,,,
SWS MU Competitive Advantage Stock Fd,310368,F000001ZY0,0P0000G76V,,,,
SWS MU Consumption Growth Stock Fd,310388,F000003SVQ,0P0000KBSM,,,,
SWS Mu Convertible Bond Fd,310518,F00000NA5S,0P0000UHDX,,,,
SWS MU CSI 300 Enhance Index Fund,310318,F00000Q0TX,0P0000YYAA,,,,
SWS MU CSI 300 Value Index Fd,310398,F000005NAP,0P0000MZCS,,,,
SWS MU CSI 500 Index Fd,2510,F00000X0BL,0P00017NVB,,,,
SWS MU CSI 500 Index Sel Strgth,3986,F00000YBY8,0P00019H7D,,,,
SWS MU CSI Environment Protect Inds Idx,163114,F00000T8PR,0P00012U01,,,,
SWS MU CSI Environment Prtet Inds Idx A,150184,F00000T8PS,0P00012U02,,,,
SWS MU CSI Environment Prtet Inds Idx B,150185,F00000T8PT,0P00012U03,,,,
SWS MU CSI Military Index Fd,163115,F00000TPOJ,0P00013EED,,,,
SWS MU CSI Military Index Fd A,150186,F00000TPOK,0P00013EEE,,,,
SWS MU CSI Military Index Fd B,150187,F00000TPOL,0P00013EEF,,,,
SWS MU CSI SW Care Bio Index,163118,F00000VV5X,0P000163XV,,,,
SWS MU CSI SW Care Bio Index A,150283,F00000VV5Y,0P000163XW,,,,
SWS MU CSI SW Care Bio Index B,150284,F00000VV5Z,0P000163XX,,,,
SWS MU CSI SW Secs Industry Idx Fd,163113,F00000SQ9V,0P000123ZE,,,,
SWS MU CSI SW Secs Industry Idx Fd A,150171,F00000SQ9W,0P000123ZF,,,,
SWS MU CSI SW Secs Industry Idx Fd B,150172,F00000SQ9X,0P000123ZG,,,,
SWS MU Green Energy Car Theme Flxbl Fd,1156,F00000VN0S,0P00015R92,,,,
SWS MU Income Plus Fund A,310338,F0HKG06W9S,0P00007KM1,,,,
SWS MU Income Plus Fund B,310339,F00000PF87,0P0000XXLF,,,,
SWS MU Multi-Strategy Balanced C,1724,F00000W3RK,0P00016FID,,,,
SWS MU Multi-Strategy Balanced Fd,1148,F00000VHY6,0P00015KWZ,,,,
SWS MU New Economics Mixed Fd,310358,F0HKG06Z3W,0P00007ZXO,,,,
SWS MU New Power Stock Fd,310328,F0HKG0642F,0P00007KKD,,,,
SWS Mu Quantization Grow Alloc,4135,F00000YFZ1,0P00019MHI,,,,
SWS Mu Quantization Small-Cap Stk(LOF),163110,F00000MEW6,0P0000T344,,,,
SWS MU Sector Rotation Equity,5009,F00000ZFHP,0P0001BJBL,,,,
SWS MU Seniority,150022,F00000JR3D,0P0000PV6E,,,,
SWS MU Shengli Selection Fd,310308,F0HKG05VPT,0P00007KF9,,,,
SWS MU Sustaining Yi Bao Bond Fd,310508,F00000LOSN,0P0000S1IX,,,,
SWS MU SYWG E-Biz Invstmt Idx Fd,163116,F00000VP98,0P00015UUL,,,,
SWS MU SYWG E-Biz Invstmt Idx Fd A,150231,F00000VP99,0P00015UUM,,,,
SWS MU SYWG E-Biz Invstmt Idx Fd B,150232,F00000VP9A,0P00015UUN,,,,
SWS MU SYWG Emegig Helty Indus Idx(LOF),163119,F00000XOHF,0P00018LTY,,,,
SWS MU SZSE Component Idx Classifi,163109,F00000JR3B,0P0000PV6C,,,,
SWS MU SZSE SME Price Idx(LOF),163111,F00000YYB1,0P0001AGV3,,,,
SWS MU Value Selected Bal,5370,F00000ZSPG,0P0001CAAP,,,,
SWS Quantified Driven Alloc,5418,F00000ZZP8,0P0001CJLX,,,,
SWS Value YouLi Alloc,4951,F00000ZELV,0P0001BI6P,,,,
SWS Vaule YouXian Alloc,4769,F00000ZQA9,0P0001C5ZX,,,,
SWS ZhiNeng QuDong Eq,5825,F000010DG1,0P0001D4T5,,,,
Tai Kang Anhui Pure Bd,3078,F00000Y9LE,0P00019DXN,,,,
Tai Kang AnTai Return,2331,F00000WVVR,0P00017IFU,,,,
Tai Kang AnYi Pure Bd A,2528,F00000XM24,0P00018J2I,,,,
Tai Kang AnYi Pure Bd C,2529,F00000XM25,0P00018J2J,,,,
Tai Kang Balance Selection Alloc A,5474,F00000ZW90,0P0001CEOC,,,,
Tai Kang Balance Selection Alloc C,5475,F00000ZW91,0P0001CEOD,,,,
Tai Kang FengYing Bond,2986,F00000XKXI,0P00018HJX,,,,
Tai Kang HengTai Return Alloc A,2934,F00000XG8V,0P00018APW,,,,
Tai Kang HengTai Return Alloc C,2935,F00000XG8W,0P00018APX,,,,
Tai Kang HongTai Return,2767,F00000X6P7,0P00017ZBD,,,,
Tai Kang New Chance Alloc,1910,F00000WHG8,0P00016XU6,,,,
Tai Kang New Return Alloc A,1798,F00000W77V,0P00016JRY,,,,
Tai Kang New Return Alloc C,1799,F00000W77X,0P00016JS0,,,,
Tai Kang QuanLin LH Value Alloc A,5000,F00000ZFAB,0P0001BJ30,,,,
Tai Kang QuanLin LH Value Alloc C,5111,F00000ZFAC,0P0001BJ31,,,,
Tai Kang Return Alloc A,5014,F00000ZN98,0P0001BU8V,,,,
Tai Kang Return Alloc C,5015,F00000ZN99,0P0001BU8W,,,,
Tai Kang Ruikun Pure Bd,5054,F00000ZU3X,0P0001CBVB,,,,
Tai Kang Ruili Quant Multi-str Alloc A,5381,F00000ZYAI,0P0001CH54,,,,
Tai Kang Ruili Quant Multi-str Alloc C,5382,F00000ZYAJ,0P0001CH55,,,,
Tai Kang SHS Select Flex Alloc,2653,F00000XADM,0P0001841L,,,,
Tai Kang SHS Value Selected mix,3580,F00000Y5RG,0P00019757,,,,
Tai Kang Stable Growth Bd Fd A,2245,F00000WQFO,0P0001793R,,,,
Tai Kang Stable Growth Bd Fd C,2246,F00000WQFP,0P0001793S,,,,
Tai Kang Strategy Sel Alloc,3378,F00000XXRS,0P00018X60,,,,
Tai Kang XianJin GuanJia MMKt A,4861,F00000ZG38,0P0001BK1V,,,,
Tai Kang XianJin GuanJia MMKt B,4862,F00000ZG39,0P0001BK1W,,,,
Tai Kang XianJin GuanJia MMKt C,4863,F00000ZG3A,0P0001BK1X,,,,
Tai Kang XianJin GuanJia MMKt D,4864,F00000ZG3B,0P0001BK1Y,,,,
Tai Kang Xinyibao MMkt A,1477,F00000VXU8,0P000167KX,,,,
Tai Kang Xinyibao MMkt B,1478,F00000VXU9,0P000167KY,,,,
Tai Kang Xinyibao MMkt E,2546,F00000X5K1,0P00017WUS,,,,
Tai Kang XT Return SHS Alloc,4340,F00000YXRH,0P0001AFJX,,,,
Tai Kang Yinian Alloc A,5523,F000010CKW,0P0001D3SQ,,,,
Tai Kang Yinian Alloc C,5524,F000010CKX,0P0001D3SR,,,,
Tai Kang Yixiang Alloc A,5823,F000010GNP,0P0001D9WC,,,,
Tai Kang Yixiang Alloc C,5824,F000010GNQ,0P0001D9WD,,,,
Tebon Big Health Flxbl Alloc Fd,1179,F00000VMQ9,0P00015QRQ,,,,
Tebon Deli Money Market Fd A,300,F00000QDAK,0P0000ZE5P,,,,
Tebon Deli Money Market Fd B,301,F00000QDAL,0P0000ZE5Q,,,,
Tebon Fuxin Flxble Alloc A,1229,F00000VP02,0P00015U47,,,,
Tebon Fuxin Flxble Alloc C,2106,F00000WJ71,0P000170EY,,,,
Tebon JingYi Bd A,3176,F00000XM22,0P00018J2G,,,,
Tebon JingYi Bd C,3177,F00000XM23,0P00018J2H,,,,
Tebon LiangHua Select Eq A,167702,F00000YFSU,0P00019M70,,,,
Tebon LiangHua Select Eq C,167703,F00000YFSV,0P00019M71,,,,
Tebon Minyu Agrsv Quantified Flx Alloc A,5947,F000010I0X,0P0001DC09,,,,
Tebon Minyu Agrsv Quantified Flx Alloc C,5948,F000010I0Y,0P0001DC0A,,,,
Tebon New Income Bd A,1367,F00000XJYO,0P00018FZA,,,,
Tebon New Income Bd C,2441,F00000XJYP,0P00018FZB,,,,
Tebon New Return Flxile Alloc,3132,F00000XY4L,0P00018XO2,,,,
Tebon Quantified Xinrui Eq (LOF) A,167705,F0000104FF,0P0001CPEH,,,,
Tebon Quantified Xinrui Eq (LOF) C,167706,F0000104FG,0P0001CPEI,,,,
Tebon Return Alloc A,1777,F00000WPWS,0P0001785J,,,,
Tebon Return Alloc C,1778,F00000WPWT,0P0001785K,,,,
Tebon RuiQian Bd A,4246,F00000YEEI,0P00019KJC,,,,
Tebon RuiQian Bd C,4247,F00000YEEJ,0P00019KJD,,,,
Tebon RuYi MMF,1401,F00000WSPB,0P00017C80,,,,
Tebon Selected Alloc,770001,F00000WOIC,0P000176HF,,,,
Tebon WenYing Income Alloc,4260,F00000YG6F,0P00019MPX,,,,
Tebon Xinxing Value mix A,1412,F00000VWFE,0P000165N6,,,,
Tebon Xinxing Value mix C,2112,F00000WJ75,0P000170F2,,,,
Tebon ZengLi MMF A,2240,F00000WM05,0P000173T3,,,,
Tebon ZengLi MMF B,2241,F00000WM06,0P000173T4,,,,
TianHong AnKang Pension Finance Bal Fd,420009,F00000OX4X,0P0000X6Z7,,,,
TianHong Bond Sponsor Fund A,420008,F00000OMKS,0P0000WKQR,,,,
TianHong Bond Sponsor Fund B,420108,F00000OMKT,0P0000WKQS,,,,
TianHong Cash Majordomo MMKt D,1251,F00000W1G1,0P00016C55,,,,
TianHong Cash Majordomo Money Fund A,420006,F00000OB81,0P0000W97R,,,,
TianHong Cash Majordomo Money Fund B,420106,F00000OB82,0P0000W97S,,,,
TianHong Cash Majordomo Money Fund C,832,F00000UK8S,0P00014FG9,,,,
TianHong Cash Majordomo Money Fund E,2847,F00000XI70,0P00018D2F,,,,
TianHong ChiNext Index A,1592,F00000W0WN,0P00016BJF,,,,
TianHong ChiNext Index C,1593,F00000W0WO,0P00016BJG,,,,
TianHong CSI 500 Index Fd A,962,F00000V7ZD,0P000157OJ,,,,
TianHong CSI 500 Index Fd C,5919,F000010EQU,0P0001D6FC,,,,
TianHong CSI 800 Index A,1588,F00000W27Z,0P00016DKD,,,,
TianHong CSI 800 Index C,1589,F00000W280,0P00016DKE,,,,
TianHong CSI Bank A,1594,F00000W0WP,0P00016BJH,,,,
TianHong CSI Bank C,1595,F00000W0WQ,0P00016BJI,,,,
TianHong CSI Computer Index A,1629,F00000W3X7,0P00016FT3,,,,
TianHong CSI Computer Index C,1630,F00000W3X8,0P00016FT4,,,,
TianHong CSI Electronic Index A,1617,F00000W3X2,0P00016FSY,,,,
TianHong CSI Electronic Index C,1618,F00000W3X3,0P00016FSZ,,,,
TianHong CSI Ensurance idx A,1552,F00000VZSG,0P00016A04,,,,
TianHong CSI Ensurance idx C,1553,F00000VZSH,0P00016A05,,,,
TianHong CSI Food Indus Index A,1631,F00000W3X9,0P00016FT5,,,,
TianHong CSI Food Indus Index C,1632,F00000W3XA,0P00016FT6,,,,
TianHong CSI Medical100 idx A,1550,F00000VZSK,0P00016A08,,,,
TianHong CSI Medical100 idx C,1551,F00000VZSL,0P00016A09,,,,
TianHong culture Emerging Industry Eq,164205,F00000ZDI5,0P0001BGIK,,,,
Tianhong Cycle Strategy Stock Fd,420005,F000005HAB,0P0000MLGP,,,,
TianHong Fengli Bond (LOF),164208,F00000UR2B,0P00014OJK,,,,
TianHong Hongli Bond,306,F00000QDH5,0P0000ZEF7,,,,
TianHong Hongyunbao MMkt A,1386,F00000W5T6,0P00016I5D,,,,
TianHong Hongyunbao MMkt B,1391,F00000W5T7,0P00016I5E,,,,
TianHong Huili Flex Alloc,1447,F00000VWQU,0P0001660E,,,,
TianHong Income Box Money Market Fund,198,F00000PZ23,0P0000YW3K,,,,
TianHong Internet Flxbl Alloc,1210,F00000VR6L,0P00015Y9W,,,,
TianHong JinMing Alloc,3666,F00000YIIX,0P00019Q8A,,,,
TianHong LeXiang Guaranteed Bal Fd,2432,F00000WVW0,0P00017IG3,,,,
TianHong Medical Health Alloc A,1558,F0000100X1,0P0001CKW3,,,,
TianHong Medical Health Alloc C,1559,F0000100X2,0P0001CKW4,,,,
TianHong New Power Flxble Alloc Fd,1250,F00000VQ3V,0P00015WKT,,,,
TianHong New Value Alloc,1484,F00000VXUL,0P000167LA,,,,
TianHong Quantified Driven Eq A,1556,F0000100WZ,0P0001CKW1,,,,
TianHong Quantified Driven Eq C,1557,F0000100X0,0P0001CKW2,,,,
TianHong Selec Clouded Life Alloc Fd,1030,F00000VB6Z,0P00015C4D,,,,
Tianhong Selected Mixed Type Fd,420001,F0HKG061Q8,0P00007KK9,,,,
TianHong SH Exchange 300 Index Fd A,961,F00000V800,0P0001580C,,,,
TianHong SH Exchange 300 Index Fd C,5918,F000010EU3,0P0001D6IU,,,,
TianHong SSE 50 Index A,1548,F00000W27X,0P00016DKB,,,,
TianHong SSE 50 Index C,1549,F00000W27Y,0P00016DKC,,,,
TianHong Strategy Select Alloc A,4694,F00000Z1EW,0P0001ALMJ,,,,
TianHong Strategy Select Alloc C,4748,F00000Z1EX,0P0001ALMK,,,,
TianHong TianLi Bd (LOF),164206,F00000WLK4,0P0001734V,,,,
TianHong Tongli Alloc Fd,573,F00000SW3Z,0P00012BTV,,,,
TianHong Tongli Bd(LOF),164210,F00000XR33,0P00018OX3,,,,
TianHong Value Selection Alloc,2639,F00000XA81,0P000183VH,,,,
Tianhong XinLi Bd A,3824,F00000Y6LJ,0P0001985T,,,,
Tianhong XinLi Bd C,3825,F00000Y6LK,0P0001985U,,,,
Tianhong Yongding Value Growth Stock Fd,420003,F000002E7S,0P0000IU7J,,,,
TianHong YongLi Bond E,2794,F00000X6XQ,0P00017ZOB,,,,
TianHong YongLi Bond Fund A,420002,F000001UJK,0P0000F3EB,,,,
TianHong YongLi Bond Fund B,420102,F000001UJH,0P0000F3E7,,,,
TianHong YouXuan Bd,606,F00000ZF1D,0P0001BIQ1,,,,
TianHong YuLi Flxbl Alloc A,2388,F00000WSIS,0P00017BZZ,,,,
TianHong YuLi Flxbl Alloc C,5997,F000010GWE,0P0001DB4V,,,,
TianHong Yunshangbao MMkt,1529,F00000VZDA,0P000169IG,,,,
Truvalue CNI 1000 Index A,5563,F00000ZYXJ,0P0001CHZH,,,,
Truvalue CNI 1000 Index C,5564,F00000ZYXK,0P0001CHZI,,,,
Truvalue CNI 2000 Index A,5565,F00000ZYXN,0P0001CHZL,,,,
Truvalue CNI 2000 Index C,5566,F00000ZYXO,0P0001CHZM,,,,
Truvalue CNI A Share Index A,5414,F00000ZU01,0P0001CBPG,,,,
Truvalue CNI A Share Index C,5415,F00000ZU02,0P0001CBPH,,,,
Truvalue Cnvrtbl Sel Bd A,2101,F000010YBG,0P0001ECEU,,,,
Truvalue Cnvrtbl Sel Bd C,2102,F000010YBH,0P0001ECEV,,,,
Truvalue Consume Theme Eq A,3190,F000011B93,0P0001ESB6,,,,
Truvalue Consume Theme Eq C,3191,F000011B94,0P0001ESB7,,,,
Truvalue CSI 1000 Index Fd A,3646,F00000Y82D,0P00019A5Y,,,,
Truvalue CSI 1000 Index Fd C,3647,F00000Y82E,0P00019A5Z,,,,
Truvalue CSI 300 Enhance Index Fd A,2310,F00000WPL8,0P000177T7,,,,
Truvalue CSI 300 Enhance Index Fd C,2315,F00000WPL9,0P000177T8,,,,
